"# Slide: Step 3 - volume change vs relative energy, one row per structure.",,,
# dV_pct = |screen_dV_over_V0| x 100.  dE_per_atom = screen_de_per_atom.,,,
# ** dE compares structures INSIDE this screen only ** - not a formation energy or hull distance.,,,
"# group: 'carried_forward' if dV_pct <= 25, else 'dropped'.",,,
# In Origin: plot dE vs dV as two scatter series split by the group column.,,,
dV_pct,dE_per_atom,group,dopant
6.961,-0.4433,carried_forward,FeCl3
6.967,-0.4437,carried_forward,FeCl3
6.970,-0.8658,carried_forward,Nd2O3+Clrich
6.971,-0.4352,carried_forward,ZnO+Clrich
6.973,-0.8658,carried_forward,Nd2O3+Clrich
6.982,-0.4461,carried_forward,CaCl2
6.983,-0.3587,carried_forward,MgI2
6.995,-0.4353,carried_forward,ZnO+Clrich
6.995,-0.4353,carried_forward,ZnO+Clrich
6.999,-0.3126,carried_forward,AlBr3
7.003,-0.4437,carried_forward,FeCl3
7.006,-0.3126,carried_forward,AlBr3
7.010,-0.3126,carried_forward,AlBr3
7.011,-0.8662,carried_forward,Nd2O3+Clrich
7.015,-0.3651,carried_forward,ZnO+Clrich
7.016,-0.3651,carried_forward,ZnO+Clrich
7.026,-0.9095,carried_forward,La2O3+Clrich
7.035,-0.3652,carried_forward,ZnO+Clrich
7.038,-0.9096,carried_forward,La2O3+Clrich
7.045,-0.4122,carried_forward,AlI3
7.048,-0.3652,carried_forward,ZnO+Clrich
7.049,-0.9098,carried_forward,La2O3+Clrich
7.049,-0.3652,carried_forward,ZnO+Clrich
7.051,-0.4122,carried_forward,AlI3
7.055,-0.4122,carried_forward,AlI3
7.090,-0.3655,carried_forward,ZnO+Clrich
7.091,-0.3797,carried_forward,BaCl2
7.099,-0.3797,carried_forward,BaCl2
7.130,-0.8636,carried_forward,Sm2O3+Clrich
7.130,-0.8636,carried_forward,Sm2O3+Clrich
7.130,-0.8636,carried_forward,Sm2O3+Clrich
7.132,-0.4357,carried_forward,ZnO+Clrich
7.136,-0.3796,carried_forward,BaCl2
7.185,-0.3690,carried_forward,AlI3
7.185,-0.3690,carried_forward,AlI3
7.185,-0.3690,carried_forward,AlI3
7.220,-0.4253,carried_forward,CaS
7.229,-0.4254,carried_forward,CaCl2
7.236,-0.4256,carried_forward,CaS
7.240,-0.4560,carried_forward,ZrBr4
7.240,-0.4560,carried_forward,ZrBr4
7.240,-0.4560,carried_forward,ZrBr4
7.261,-0.4256,carried_forward,CaCl2
7.278,-0.4360,carried_forward,ZnO+Clrich
7.286,-0.4259,carried_forward,CaS
7.292,-0.5417,carried_forward,Al2S3
7.292,-0.5417,carried_forward,Al2S3
7.292,-0.5417,carried_forward,Al2S3
7.292,-0.5423,carried_forward,Al2S3
7.292,-0.5423,carried_forward,Al2S3
7.292,-0.5423,carried_forward,Al2S3
7.292,-0.5423,carried_forward,Al2S3
7.292,-0.5423,carried_forward,Al2S3
7.292,-0.5423,carried_forward,Al2S3
7.296,-0.9268,carried_forward,Sc2O3+Clrich
7.298,-0.9268,carried_forward,Sc2O3+Clrich
7.310,-0.3561,carried_forward,GaCl3
7.311,-0.3561,carried_forward,GaCl3
7.311,-0.3561,carried_forward,GaCl3
7.321,-0.7373,carried_forward,WO3+Clrich
7.330,-0.7374,carried_forward,WO3+Clrich
7.331,-0.7374,carried_forward,WO3+Clrich
7.369,-0.9271,carried_forward,Sc2O3+Clrich
7.373,-0.4343,carried_forward,SrCl2
7.375,-0.3859,carried_forward,LiBr
7.391,-0.5524,carried_forward,Al2S3
7.395,-0.4262,carried_forward,CaS
7.403,-0.4649,carried_forward,FeCl3
7.404,-0.3346,carried_forward,AlI3
7.404,-0.4649,carried_forward,FeCl3
7.405,-0.4649,carried_forward,FeCl3
7.408,-0.4265,carried_forward,CaS
7.413,-0.4266,carried_forward,CaS
7.423,-0.4266,carried_forward,CaCl2
7.468,-0.3894,carried_forward,GaCl3
7.468,-0.3894,carried_forward,GaCl3
7.468,-0.3894,carried_forward,GaCl3
7.482,-0.4274,carried_forward,Ag2O
7.483,-0.4274,carried_forward,Ag2O
7.483,-0.4274,carried_forward,Ag2O
7.483,-0.4274,carried_forward,Ag2O
7.483,-0.4274,carried_forward,Ag2O
7.483,-0.4274,carried_forward,Ag2O
7.483,-0.6857,carried_forward,CrO3
7.484,-0.6857,carried_forward,CrO3
7.496,-0.9430,carried_forward,Y2O3+Clrich
7.496,-0.5500,carried_forward,Al2S3
7.497,-0.5500,carried_forward,Al2S3
7.509,-0.9431,carried_forward,Y2O3+Clrich
7.522,-0.3802,carried_forward,GeS2
7.522,-0.3802,carried_forward,GeS2
7.522,-0.3802,carried_forward,GeS2
7.523,-0.3478,carried_forward,MgI2
7.523,-0.3802,carried_forward,GeS2
7.523,-0.3802,carried_forward,GeS2
7.523,-0.3802,carried_forward,GeS2
7.524,-0.9432,carried_forward,Y2O3+Clrich
7.536,-0.4977,carried_forward,Ga2S3
7.539,-0.4977,carried_forward,Ga2S3
7.540,-0.4977,carried_forward,Ga2S3
7.543,-0.3479,carried_forward,MgI2
7.551,-0.6858,carried_forward,CrO3
7.565,-0.4162,carried_forward,Ga2S3
7.565,-0.4162,carried_forward,Ga2S3
7.565,-0.4162,carried_forward,Ga2S3
7.566,-0.4162,carried_forward,Ga2S3
7.566,-0.4162,carried_forward,Ga2S3
7.566,-0.4162,carried_forward,Ga2S3
7.586,-0.4951,carried_forward,CrCl3
7.607,-0.4851,carried_forward,MgO+Clrich
7.607,-0.4851,carried_forward,MgO+Clrich
7.607,-0.4851,carried_forward,MgO+Clrich
7.607,-0.4851,carried_forward,MgO+Clrich
7.607,-0.4851,carried_forward,MgO+Clrich
7.607,-0.4851,carried_forward,MgO+Clrich
7.609,-0.8992,carried_forward,Nd2O3+Clrich
7.609,-0.8992,carried_forward,Nd2O3+Clrich
7.609,-0.8992,carried_forward,Nd2O3+Clrich
7.625,-0.4953,carried_forward,CrCl3
7.626,-0.4953,carried_forward,CrCl3
7.630,-0.3686,carried_forward,LiI
7.641,-0.3481,carried_forward,MgI2
7.668,-0.3553,carried_forward,AlCl3
7.670,-0.3553,carried_forward,AlCl3
7.670,-0.3553,carried_forward,AlCl3
7.679,-0.4520,carried_forward,FeCl3
7.680,-0.4405,carried_forward,CaS
7.680,-0.4405,carried_forward,CaS
7.680,-0.4405,carried_forward,CaS
7.687,-0.5690,carried_forward,MnO
7.688,-0.5690,carried_forward,MnO
7.694,-0.5689,carried_forward,MnO
7.767,-0.6974,carried_forward,B2O3+Clrich
7.767,-0.6974,carried_forward,B2O3+Clrich
7.768,-0.6974,carried_forward,B2O3+Clrich
7.808,-0.4521,carried_forward,FeCl3
7.817,-0.4783,carried_forward,MgO+Clrich
7.821,-0.4782,carried_forward,MgO+Clrich
7.827,-0.4782,carried_forward,MgO+Clrich
7.832,-0.3788,carried_forward,LiBr
7.834,-0.4429,carried_forward,NdCl3
7.837,-0.4430,carried_forward,NdCl3
7.839,-0.4429,carried_forward,NdCl3
7.873,-0.3945,carried_forward,ZnO+Clrich
7.877,-0.3945,carried_forward,ZnO+Clrich
7.877,-0.3945,carried_forward,ZnO+Clrich
7.885,-1.2692,carried_forward,Gd2O3
7.893,-0.4634,carried_forward,CaS
7.896,-0.4701,carried_forward,AlCl3
7.914,-1.2692,carried_forward,Gd2O3
7.923,-1.2691,carried_forward,Gd2O3
7.928,-0.7816,carried_forward,WO3+Clrich
7.939,-0.7816,carried_forward,WO3+Clrich
7.952,-0.4523,carried_forward,FeCl3
7.999,-0.4644,carried_forward,ZrBr4
8.001,-0.7821,carried_forward,WO3+Clrich
8.014,-0.4379,carried_forward,MgO+Clrich
8.041,-0.4699,carried_forward,AlCl3
8.044,-0.4379,carried_forward,MgO+Clrich
8.051,-0.4380,carried_forward,MgO+Clrich
8.058,-0.4856,carried_forward,LaCl3
8.068,-0.4856,carried_forward,LaCl3
8.075,-0.4856,carried_forward,LaCl3
8.086,-0.8839,carried_forward,Sm2O3
8.087,-0.8838,carried_forward,Sm2O3
8.089,-0.8838,carried_forward,Sm2O3
8.103,-0.4698,carried_forward,AlCl3
8.113,-0.5480,carried_forward,HfCl4
8.113,-0.5480,carried_forward,HfCl4
8.117,-0.5480,carried_forward,HfCl4
8.131,-0.4645,carried_forward,ZrBr4
8.134,-0.4644,carried_forward,ZrBr4
8.177,-0.5562,carried_forward,Ga2O3
8.178,-0.5562,carried_forward,Ga2O3
8.178,-0.5562,carried_forward,Ga2O3
8.182,-0.4382,carried_forward,MgO+Clrich
8.182,-0.4382,carried_forward,MgO+Clrich
8.187,-0.4382,carried_forward,MgO+Clrich
8.217,-0.6179,carried_forward,ZrCl4
8.217,-0.6179,carried_forward,ZrCl4
8.217,-0.6179,carried_forward,ZrCl4
8.227,-0.3762,carried_forward,LiI
8.250,-0.3846,carried_forward,LiBr
8.319,-0.3871,carried_forward,LiBr
8.322,-0.3896,carried_forward,AlI3
8.326,-0.3635,carried_forward,NaI
8.326,-0.3896,carried_forward,AlI3
8.330,-0.3896,carried_forward,AlI3
8.332,-0.6672,carried_forward,Ga2O3
8.332,-0.6672,carried_forward,Ga2O3
8.337,-0.9084,carried_forward,La2O3
8.339,-0.6673,carried_forward,Ga2O3
8.348,-0.9087,carried_forward,La2O3
8.369,-0.9086,carried_forward,La2O3
8.375,-0.5547,carried_forward,HfCl4
8.375,-0.5547,carried_forward,HfCl4
8.375,-0.5547,carried_forward,HfCl4
8.406,-0.3305,carried_forward,MgBr2
8.412,-0.6697,carried_forward,WO3+Clrich
8.413,-0.6696,carried_forward,WO3+Clrich
8.414,-0.6697,carried_forward,WO3+Clrich
8.445,-0.5590,carried_forward,ZrBr4
8.446,-0.5590,carried_forward,ZrBr4
8.446,-0.4683,carried_forward,HfCl4
8.446,-0.5600,carried_forward,YCl3
8.446,-0.5590,carried_forward,ZrBr4
8.523,-0.3278,carried_forward,CaCl2
8.523,-0.3278,carried_forward,CaCl2
8.523,-0.3278,carried_forward,CaCl2
8.530,-0.3889,carried_forward,CaBr2
8.530,-0.3889,carried_forward,CaBr2
8.532,-0.3889,carried_forward,CaBr2
8.547,-0.4610,carried_forward,CaCl2
8.599,-0.5243,carried_forward,HfCl4
8.599,-0.5243,carried_forward,HfCl4
8.599,-0.5243,carried_forward,HfCl4
8.600,-0.5243,carried_forward,HfCl4
8.600,-0.5243,carried_forward,HfCl4
8.600,-0.5243,carried_forward,HfCl4
8.601,-0.5243,carried_forward,HfCl4
8.606,-0.4859,carried_forward,MgO+Clrich
8.607,-0.4859,carried_forward,MgO+Clrich
8.625,-0.4860,carried_forward,MgO+Clrich
8.643,-0.3784,carried_forward,LiI
8.656,-0.3757,carried_forward,NbCl5
8.671,-0.5121,carried_forward,YCl3
8.677,-0.6040,carried_forward,ZrCl4
8.677,-0.6040,carried_forward,ZrCl4
8.677,-0.6040,carried_forward,ZrCl4
8.677,-0.5495,carried_forward,YCl3
8.677,-0.5495,carried_forward,YCl3
8.677,-0.5495,carried_forward,YCl3
8.686,-0.5101,carried_forward,NdCl3
8.686,-0.5101,carried_forward,NdCl3
8.687,-0.5101,carried_forward,NdCl3
8.689,-0.7796,carried_forward,B2O3+Clrich
8.689,-0.7796,carried_forward,B2O3+Clrich
8.690,-0.5121,carried_forward,YCl3
8.691,-0.5122,carried_forward,YCl3
8.705,-0.4586,carried_forward,TiCl4
8.709,-0.7797,carried_forward,B2O3+Clrich
8.743,-0.7398,carried_forward,CrO3
8.750,-0.7398,carried_forward,CrO3
8.752,-0.7398,carried_forward,CrO3
8.757,-0.3444,carried_forward,ZnO+Clrich
8.757,-0.3444,carried_forward,ZnO+Clrich
8.758,-0.3444,carried_forward,ZnO+Clrich
8.797,-0.5245,carried_forward,HfCl4
8.797,-0.5245,carried_forward,HfCl4
8.802,-0.6618,carried_forward,Al2O3
8.803,-0.6618,carried_forward,Al2O3
8.803,-0.6618,carried_forward,Al2O3
8.840,-0.2925,carried_forward,CaBr2
8.840,-0.2925,carried_forward,CaBr2
8.840,-0.2925,carried_forward,CaBr2
8.858,-0.8844,carried_forward,Nd2O3
8.858,-0.8844,carried_forward,Nd2O3
8.858,-0.8844,carried_forward,Nd2O3
8.876,-0.4591,carried_forward,TiCl4
8.899,-0.4591,carried_forward,TiCl4
8.908,-0.4591,carried_forward,TiCl4
8.913,-0.4591,carried_forward,TiCl4
8.913,-0.3895,carried_forward,Na2S
8.914,-0.6675,carried_forward,Ga2O3
8.929,-0.4591,carried_forward,TiCl4
8.932,-0.6676,carried_forward,Ga2O3
8.966,-0.5673,carried_forward,ZrBr4
8.966,-0.5673,carried_forward,ZrBr4
8.966,-0.5673,carried_forward,ZrBr4
8.969,-0.4168,carried_forward,SiS2
8.969,-0.4168,carried_forward,SiS2
8.969,-0.4168,carried_forward,SiS2
8.969,-0.4168,carried_forward,SiS2
8.969,-0.4168,carried_forward,SiS2
8.970,-0.4168,carried_forward,SiS2
8.989,-1.2210,carried_forward,Gd2O3
8.990,-1.2210,carried_forward,Gd2O3
8.990,-1.2210,carried_forward,Gd2O3
9.020,-0.6674,carried_forward,Ga2O3
9.056,-0.5714,carried_forward,Ga2O3
9.085,-0.5716,carried_forward,Ga2O3
9.097,-0.4640,carried_forward,MgO+Clrich
9.098,-0.4640,carried_forward,MgO+Clrich
9.098,-0.4640,carried_forward,MgO+Clrich
9.098,-0.4640,carried_forward,MgO+Clrich
9.098,-0.4640,carried_forward,MgO+Clrich
9.098,-0.4640,carried_forward,MgO+Clrich
9.113,-0.3955,carried_forward,ZnO+Clrich
9.113,-0.3955,carried_forward,ZnO+Clrich
9.114,-0.3955,carried_forward,ZnO+Clrich
9.131,-0.5724,carried_forward,Ga2O3
9.133,-0.7086,carried_forward,WO3+Clrich
9.142,-0.4054,carried_forward,ZnO+Clrich
9.142,-0.4054,carried_forward,ZnO+Clrich
9.142,-0.4054,carried_forward,ZnO+Clrich
9.143,-0.4054,carried_forward,ZnO+Clrich
9.144,-0.4054,carried_forward,ZnO+Clrich
9.145,-0.4054,carried_forward,ZnO+Clrich
9.147,-0.4276,carried_forward,CaS
9.147,-0.4357,carried_forward,ZnO+Clrich
9.147,-0.4357,carried_forward,ZnO+Clrich
9.147,-0.4357,carried_forward,ZnO+Clrich
9.150,-0.5022,carried_forward,CaO
9.150,-0.5022,carried_forward,CaO
9.151,-0.5022,carried_forward,CaO
9.153,-0.3973,carried_forward,MgS
9.154,-0.3973,carried_forward,MgS
9.154,-0.3973,carried_forward,MgCl2
9.154,-0.3973,carried_forward,MgCl2
9.154,-0.3973,carried_forward,MgS
9.154,-0.3973,carried_forward,MgS
9.154,-0.3973,carried_forward,MgS
9.154,-0.3973,carried_forward,MgS
9.154,-0.3973,carried_forward,MgCl2
9.157,-0.7087,carried_forward,WO3+Clrich
9.166,-0.7087,carried_forward,WO3+Clrich
9.201,-0.6410,carried_forward,Ga2O3
9.201,-0.7098,carried_forward,Al2O3
9.202,-0.6410,carried_forward,Ga2O3
9.253,-0.7720,carried_forward,HfO2
9.254,-0.7720,carried_forward,HfO2
9.254,-0.7720,carried_forward,HfO2
9.256,-0.3938,carried_forward,SiS2
9.257,-0.3938,carried_forward,SiS2
9.257,-0.3938,carried_forward,SiS2
9.258,-0.3938,carried_forward,SiS2
9.259,-0.3938,carried_forward,SiS2
9.275,-0.3939,carried_forward,SiS2
9.275,-0.3939,carried_forward,SiS2
9.275,-0.3939,carried_forward,SiS2
9.277,-0.3939,carried_forward,SiS2
9.277,-0.6411,carried_forward,Ga2O3
9.278,-0.3939,carried_forward,SiS2
9.278,-0.3939,carried_forward,SiS2
9.278,-0.3939,carried_forward,SiS2
9.279,-0.3939,carried_forward,SiS2
9.279,-0.3939,carried_forward,SiS2
9.280,-0.3939,carried_forward,SiS2
9.281,-0.3939,carried_forward,SiS2
9.281,-0.3939,carried_forward,SiS2
9.282,-0.3939,carried_forward,SiS2
9.309,-0.6361,carried_forward,HfCl4
9.309,-0.6361,carried_forward,HfCl4
9.309,-0.6361,carried_forward,HfCl4
9.317,-0.7099,carried_forward,Al2O3
9.324,-0.5447,carried_forward,Al2S3
9.324,-0.5447,carried_forward,Al2S3
9.324,-0.5447,carried_forward,Al2S3
9.341,-0.5297,carried_forward,AlN
9.342,-0.5297,carried_forward,AlN
9.353,-0.5297,carried_forward,AlN
9.354,-0.3748,carried_forward,MgBr2
9.354,-0.3748,carried_forward,MgBr2
9.355,-0.3748,carried_forward,MgBr2
9.366,-0.6340,carried_forward,HfCl4
9.369,-0.6340,carried_forward,HfCl4
9.371,-0.6340,carried_forward,HfCl4
9.415,-0.5471,carried_forward,In2O3
9.439,-0.7956,carried_forward,B2O3+Clrich
9.440,-0.7956,carried_forward,B2O3+Clrich
9.440,-0.7956,carried_forward,B2O3+Clrich
9.443,-0.5153,carried_forward,CoO
9.443,-0.5153,carried_forward,CoO
9.443,-0.5153,carried_forward,CoO
9.473,-0.5473,carried_forward,In2O3
9.474,-0.5473,carried_forward,In2O3
9.490,-0.7102,carried_forward,Al2O3
9.495,-0.4364,carried_forward,ZnO+Clrich
9.495,-0.4364,carried_forward,ZnO+Clrich
9.495,-0.4364,carried_forward,ZnO+Clrich
9.520,-0.5507,carried_forward,CrCl3
9.524,-0.4509,carried_forward,MgO
9.526,-0.6617,carried_forward,In2O3
9.527,-0.6617,carried_forward,In2O3
9.527,-0.4509,carried_forward,MgO
9.528,-0.6934,carried_forward,WO3
9.528,-0.4509,carried_forward,MgO
9.538,-0.3896,carried_forward,AlCl3
9.538,-0.3896,carried_forward,AlCl3
9.539,-0.3896,carried_forward,AlCl3
9.539,-0.6617,carried_forward,In2O3
9.567,-0.6935,carried_forward,WO3
9.568,-0.3908,carried_forward,Na2S
9.572,-0.1581,carried_forward,LiF
9.572,-0.1581,carried_forward,LiF
9.573,-0.1581,carried_forward,LiF
9.573,-0.1581,carried_forward,LiF
9.573,-0.1581,carried_forward,LiF
9.574,-0.1581,carried_forward,LiF
9.574,-0.1581,carried_forward,LiF
9.574,-0.1581,carried_forward,LiF
9.574,-0.1581,carried_forward,LiF
9.574,-0.1581,carried_forward,LiF
9.574,-0.1581,carried_forward,LiF
9.574,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.575,-0.1581,carried_forward,LiF
9.576,-0.1581,carried_forward,LiF
9.576,-0.1581,carried_forward,LiF
9.576,-0.1581,carried_forward,LiF
9.576,-0.1581,carried_forward,LiF
9.576,-0.1581,carried_forward,LiF
9.576,-0.1581,carried_forward,LiF
9.599,-0.4034,carried_forward,CaCl2
9.601,-0.8841,carried_forward,Sm2O3+Clrich
9.601,-0.8841,carried_forward,Sm2O3+Clrich
9.607,-0.4034,carried_forward,CaCl2
9.612,-0.4035,carried_forward,CaCl2
9.618,-0.6215,carried_forward,In2O3
9.629,-0.6936,carried_forward,WO3
9.636,-0.4408,carried_forward,NiO
9.636,-0.4408,carried_forward,NiO
9.636,-0.4408,carried_forward,NiO
9.642,-0.4565,carried_forward,MgO+Clrich
9.646,-0.4565,carried_forward,MgO+Clrich
9.646,-0.4565,carried_forward,MgO+Clrich
9.664,-0.6216,carried_forward,In2O3
9.664,-0.6216,carried_forward,In2O3
9.709,-0.8844,carried_forward,Sm2O3+Clrich
9.718,-0.4387,carried_forward,ZnO+Clrich
9.762,-0.4388,carried_forward,ZnO+Clrich
9.763,-0.4388,carried_forward,ZnO+Clrich
9.766,-0.4295,carried_forward,CaS
9.799,-0.4297,carried_forward,CaS
9.816,-0.7002,carried_forward,CrO3
9.821,-0.7002,carried_forward,CrO3
9.836,-0.3947,carried_forward,MgCl2
9.845,-0.7616,carried_forward,Al2O3
9.846,-0.6403,carried_forward,HfO2
9.860,-0.3920,carried_forward,LiBr
9.862,-0.8746,carried_forward,Nd2O3
9.862,-0.8746,carried_forward,Nd2O3
9.870,-0.6402,carried_forward,HfO2
9.871,-0.6404,carried_forward,HfO2
9.876,-0.4579,carried_forward,MgO
9.876,-0.4579,carried_forward,MgO
9.879,-0.4579,carried_forward,MgO
9.887,-0.7439,carried_forward,ZrO2
9.888,-0.3185,carried_forward,MgCl2
9.889,-0.3185,carried_forward,MgCl2
9.889,-0.3185,carried_forward,MgCl2
9.901,-0.8739,carried_forward,Sc2O3+Clrich
9.901,-0.8739,carried_forward,Sc2O3+Clrich
9.903,-0.8739,carried_forward,Sc2O3+Clrich
9.914,-0.4420,carried_forward,ZnO+Clrich
9.914,-0.4420,carried_forward,ZnO+Clrich
9.919,-0.7005,carried_forward,CrO3
9.927,-0.4685,carried_forward,GaN
9.931,-0.4802,carried_forward,ScCl3
9.935,-0.4802,carried_forward,ScCl3
9.947,-0.8438,carried_forward,Nd2O3
9.949,-0.3949,carried_forward,MgCl2
9.950,-0.3949,carried_forward,MgCl2
9.950,-0.4684,carried_forward,GaN
9.951,-0.5226,carried_forward,ZrCl4
9.952,-0.5226,carried_forward,ZrCl4
9.952,-0.5226,carried_forward,ZrCl4
9.964,-0.8747,carried_forward,Nd2O3
9.977,-0.4640,carried_forward,CaO
9.983,-0.7443,carried_forward,ZrO2
9.984,-0.4640,carried_forward,CaO
9.984,-0.8138,carried_forward,MoO3+Clrich
9.987,-0.8438,carried_forward,Nd2O3
9.988,-0.8137,carried_forward,MoO3+Clrich
9.990,-0.4684,carried_forward,GaN
9.993,-0.4580,carried_forward,CaS
10.020,-0.4424,carried_forward,ZnO+Clrich
10.020,-0.7444,carried_forward,ZrO2
10.029,-0.9128,carried_forward,La2O3
10.033,-0.8441,carried_forward,Nd2O3
10.034,-0.9128,carried_forward,La2O3
10.036,-0.8137,carried_forward,MoO3+Clrich
10.043,-0.3725,carried_forward,GeS2
10.044,-0.3725,carried_forward,GeS2
10.044,-0.3725,carried_forward,GeS2
10.044,-0.3725,carried_forward,GeS2
10.044,-0.3725,carried_forward,GeS2
10.044,-0.3725,carried_forward,GeS2
10.044,-0.3725,carried_forward,GeS2
10.045,-0.3725,carried_forward,GeS2
10.045,-0.3725,carried_forward,GeS2
10.045,-0.3725,carried_forward,GeS2
10.046,-0.3725,carried_forward,GeS2
10.046,-0.3725,carried_forward,GeS2
10.046,-0.3725,carried_forward,GeS2
10.046,-0.3725,carried_forward,GeS2
10.047,-0.3725,carried_forward,GeS2
10.049,-0.3725,carried_forward,GeS2
10.055,-0.9128,carried_forward,La2O3
10.064,-0.8002,carried_forward,CrO3
10.064,-0.8002,carried_forward,CrO3
10.064,-0.8002,carried_forward,CrO3
10.098,-0.3497,carried_forward,AlCl3
10.098,-0.3497,carried_forward,AlCl3
10.098,-0.3497,carried_forward,AlCl3
10.117,-0.6843,carried_forward,Al2O3+Clrich
10.119,-0.6843,carried_forward,Al2O3+Clrich
10.124,-0.6841,carried_forward,Al2O3+Clrich
10.131,-0.3892,carried_forward,LiBr
10.164,-0.4674,carried_forward,Ga2S3
10.165,-0.4996,carried_forward,CrCl3
10.168,-0.4674,carried_forward,Ga2S3
10.209,-0.4423,carried_forward,MgO+Clrich
10.209,-0.4423,carried_forward,MgO+Clrich
10.209,-0.4423,carried_forward,MgO+Clrich
10.218,-0.4724,carried_forward,MgO+Clrich
10.218,-0.4724,carried_forward,MgO+Clrich
10.220,-0.4725,carried_forward,MgO+Clrich
10.227,-0.3730,carried_forward,GeS2
10.228,-0.3730,carried_forward,GeS2
10.235,-0.4998,carried_forward,CrCl3
10.236,-0.4998,carried_forward,CrCl3
10.243,-0.7414,carried_forward,Al2O3+Clrich
10.243,-0.7414,carried_forward,Al2O3+Clrich
10.243,-0.7414,carried_forward,Al2O3+Clrich
10.256,-0.4982,carried_forward,ZrCl4
10.256,-0.4982,carried_forward,ZrCl4
10.256,-0.4982,carried_forward,ZrCl4
10.264,-0.3978,carried_forward,LiBr
10.269,-0.5498,carried_forward,CrCl3
10.275,-0.4088,carried_forward,ZnO+Clrich
10.275,-0.4088,carried_forward,ZnO+Clrich
10.276,-0.4088,carried_forward,ZnO+Clrich
10.293,-0.3773,carried_forward,AlBr3
10.331,-0.3699,carried_forward,AlBr3
10.332,-0.3699,carried_forward,AlBr3
10.332,-0.3699,carried_forward,AlBr3
10.346,-0.4650,carried_forward,CaO
10.362,-0.4680,carried_forward,Ga2S3
10.379,-0.6872,carried_forward,ZrO2
10.379,-0.6872,carried_forward,ZrO2
10.391,-0.4465,carried_forward,LaCl3
10.398,-0.4680,carried_forward,Ga2S3
10.398,-0.4680,carried_forward,Ga2S3
10.399,-0.4680,carried_forward,Ga2S3
10.406,-0.4465,carried_forward,LaCl3
10.407,-0.3904,carried_forward,LiI
10.412,-0.6873,carried_forward,ZrO2
10.422,-0.3853,carried_forward,MgI2
10.426,-0.5900,carried_forward,WO3
10.427,-0.5900,carried_forward,WO3
10.435,-0.4466,carried_forward,LaCl3
10.442,-0.3854,carried_forward,MgI2
10.446,-0.7275,carried_forward,ZrO2
10.461,-0.4851,carried_forward,ScCl3
10.482,-0.7276,carried_forward,ZrO2
10.486,-0.5903,carried_forward,WO3
10.488,-0.3950,carried_forward,GaCl3
10.488,-0.3950,carried_forward,GaCl3
10.488,-0.3950,carried_forward,GaCl3
10.495,-0.4353,carried_forward,Ag2O
10.495,-0.4353,carried_forward,Ag2O
10.495,-0.4353,carried_forward,Ag2O
10.495,-0.4353,carried_forward,Ag2O
10.495,-0.4353,carried_forward,Ag2O
10.495,-0.4353,carried_forward,Ag2O
10.506,-0.4852,carried_forward,ScCl3
10.506,-0.4961,carried_forward,FeCl3
10.507,-0.4961,carried_forward,FeCl3
10.507,-0.4961,carried_forward,FeCl3
10.515,-0.3016,carried_forward,MgBr2
10.515,-0.3016,carried_forward,MgBr2
10.516,-0.3016,carried_forward,MgBr2
10.521,-0.6989,carried_forward,Al2O3+Clrich
10.540,-0.2955,carried_forward,NbCl5
10.541,-0.2955,carried_forward,NbCl5
10.542,-0.2955,carried_forward,NbCl5
10.544,-0.5512,carried_forward,CrCl3
10.546,-0.7278,carried_forward,ZrO2
10.547,-0.4698,carried_forward,FeCl3
10.547,-0.4698,carried_forward,FeCl3
10.547,-0.4698,carried_forward,FeCl3
10.556,-0.5474,carried_forward,ScCl3
10.562,-0.5474,carried_forward,ScCl3
10.564,-0.5474,carried_forward,ScCl3
10.574,-0.5531,carried_forward,Ga2O3
10.574,-0.5531,carried_forward,Ga2O3
10.574,-0.5531,carried_forward,Ga2O3
10.589,-0.4449,carried_forward,CaS
10.589,-0.4449,carried_forward,CaS
10.589,-0.4449,carried_forward,CaS
10.589,-0.4449,carried_forward,CaCl2
10.589,-0.4449,carried_forward,CaS
10.589,-0.4449,carried_forward,CaCl2
10.589,-0.4449,carried_forward,CaS
10.589,-0.4449,carried_forward,CaCl2
10.590,-0.4449,carried_forward,CaS
10.598,-0.3028,carried_forward,TaCl5
10.598,-0.3028,carried_forward,TaCl5
10.598,-0.3028,carried_forward,TaCl5
10.598,-0.3028,carried_forward,TaCl5
10.598,-0.3028,carried_forward,TaCl5
10.598,-0.3028,carried_forward,TaCl5
10.612,-0.5237,carried_forward,NdCl3
10.612,-0.5237,carried_forward,NdCl3
10.612,-0.5237,carried_forward,NdCl3
10.619,-0.6993,carried_forward,Al2O3+Clrich
10.626,-0.3517,carried_forward,Ag2O
10.631,-0.3857,carried_forward,MgI2
10.632,-0.4578,carried_forward,Cu2O
10.632,-0.4578,carried_forward,Cu2O
10.632,-0.4578,carried_forward,Cu2O
10.632,-0.4578,carried_forward,Cu2O
