"# Slide: Step 3 - volume change vs relative energy, one row per structure.",,,
# dV_pct = |screen_dV_over_V0| x 100.  dE_per_atom = screen_de_per_atom.,,,
# ** dE compares structures INSIDE this screen only ** - not a formation energy or hull distance.,,,
"# group: 'carried_forward' if dV_pct <= 25, else 'dropped'.",,,
# In Origin: plot dE vs dV as two scatter series split by the group column.,,,
dV_pct,dE_per_atom,group,dopant
10.632,-0.4578,carried_forward,Cu2O
10.632,-0.4578,carried_forward,Cu2O
10.647,-0.4547,carried_forward,MgO
10.648,-0.4547,carried_forward,MgO
10.680,-0.6995,carried_forward,Al2O3+Clrich
10.682,-0.5518,carried_forward,Al2S3
10.682,-0.5518,carried_forward,Al2S3
10.682,-0.5518,carried_forward,Al2S3
10.682,-0.5518,carried_forward,Al2S3
10.682,-0.5518,carried_forward,Al2S3
10.682,-0.5518,carried_forward,Al2S3
10.692,-0.4551,carried_forward,MgO
10.694,-0.3623,carried_forward,MgI2
10.740,-0.5380,carried_forward,SmCl3
10.743,-0.8864,carried_forward,Sc2O3
10.745,-0.8864,carried_forward,Sc2O3
10.749,-0.8864,carried_forward,Sc2O3
10.766,-0.8262,carried_forward,Nd2O3
10.766,-0.8262,carried_forward,Nd2O3
10.766,-0.8262,carried_forward,Nd2O3
10.767,-0.4108,carried_forward,Ga2S3
10.768,-0.4108,carried_forward,Ga2S3
10.768,-0.4108,carried_forward,Ga2S3
10.768,-0.6553,carried_forward,HfO2
10.768,-0.6553,carried_forward,HfO2
10.768,-0.6553,carried_forward,HfO2
10.813,-0.4537,carried_forward,SnO2
10.814,-0.4537,carried_forward,SnO2
10.814,-0.4537,carried_forward,SnO2
10.820,-0.3622,carried_forward,MgI2
10.855,-0.5140,carried_forward,SmCl3
10.857,-0.5140,carried_forward,SmCl3
10.873,-0.8927,carried_forward,Nd2O3+Clrich
10.874,-0.8927,carried_forward,Nd2O3+Clrich
10.874,-0.8927,carried_forward,Nd2O3+Clrich
10.912,-0.3898,carried_forward,LiBr
10.917,-0.3514,carried_forward,Ag2O
10.919,-0.3514,carried_forward,Ag2O
10.938,-0.5678,carried_forward,YCl3
10.948,-0.3762,carried_forward,ZnO+Clrich
10.953,-0.3738,carried_forward,MgS
10.957,-0.4535,carried_forward,GaN
10.957,-0.4535,carried_forward,GaN
10.957,-0.4535,carried_forward,GaN
10.967,-0.5471,carried_forward,In2O3
10.975,-0.3504,carried_forward,Ag2O
10.981,-0.3740,carried_forward,MgS
10.989,-0.8625,carried_forward,Cr2O3
10.990,-0.3763,carried_forward,ZnO+Clrich
10.992,-0.8624,carried_forward,Cr2O3
10.995,-0.3762,carried_forward,ZnO+Clrich
11.003,-0.8624,carried_forward,Cr2O3
11.037,-0.5472,carried_forward,In2O3
11.047,-0.8575,carried_forward,La2O3+Clrich
11.071,-0.5473,carried_forward,In2O3
11.095,-0.5112,carried_forward,CaO
11.096,-0.3628,carried_forward,MgI2
11.104,-0.5055,carried_forward,FeCl3
11.105,-0.9095,carried_forward,La2O3
11.105,-0.3984,carried_forward,TaCl5
11.108,-0.7632,carried_forward,HfO2
11.108,-0.7632,carried_forward,HfO2
11.108,-0.7632,carried_forward,HfO2
11.109,-0.9096,carried_forward,La2O3
11.109,-0.9096,carried_forward,La2O3
11.118,-0.5012,carried_forward,ScCl3
11.120,-0.5112,carried_forward,CaO
11.134,-0.4597,carried_forward,ZnO+Clrich
11.135,-0.4597,carried_forward,ZnO+Clrich
11.135,-0.4597,carried_forward,ZnO+Clrich
11.136,-0.4597,carried_forward,ZnO+Clrich
11.137,-0.4597,carried_forward,ZnO+Clrich
11.137,-0.4597,carried_forward,ZnO+Clrich
11.144,-0.7742,carried_forward,HfO2
11.144,-0.7742,carried_forward,HfO2
11.145,-0.7742,carried_forward,HfO2
11.155,-1.2986,carried_forward,Gd2O3
11.163,-1.2986,carried_forward,Gd2O3
11.168,-0.3510,carried_forward,Ag2O
11.169,-0.3510,carried_forward,Ag2O
11.169,-0.8576,carried_forward,La2O3+Clrich
11.171,-0.4151,carried_forward,MgCl2
11.171,-0.8576,carried_forward,La2O3+Clrich
11.188,-0.7546,carried_forward,Fe2O3
11.189,-0.5560,carried_forward,YCl3
11.200,-0.5116,carried_forward,CaO
11.209,-0.7546,carried_forward,Fe2O3
11.216,-0.7546,carried_forward,Fe2O3
11.226,-0.8252,carried_forward,Sm2O3
11.226,-0.8252,carried_forward,Sm2O3
11.227,-0.8252,carried_forward,Sm2O3
11.230,-0.7673,carried_forward,ZrO2
11.239,-0.4420,carried_forward,Cu2O
11.239,-0.4420,carried_forward,Cu2O
11.239,-0.4420,carried_forward,Cu2O
11.239,-0.4420,carried_forward,Cu2O
11.240,-0.4420,carried_forward,Cu2O
11.240,-0.4420,carried_forward,Cu2O
11.240,-0.4420,carried_forward,Cu2O
11.240,-0.4420,carried_forward,Cu2O
11.240,-0.4420,carried_forward,Cu2O
11.240,-0.4420,carried_forward,Cu2O
11.240,-0.4420,carried_forward,Cu2O
11.247,-0.4421,carried_forward,Cu2O
11.266,-0.3934,carried_forward,LiBr
11.268,-0.6171,carried_forward,Al2O3
11.268,-0.6171,carried_forward,Al2O3
11.268,-0.6171,carried_forward,Al2O3
11.277,-0.7861,carried_forward,Fe2O3
11.278,-0.7861,carried_forward,Fe2O3
11.280,-0.4671,carried_forward,SmCl3
11.282,-0.5293,carried_forward,Al2S3
11.282,-0.5293,carried_forward,Al2S3
11.289,-0.7861,carried_forward,Fe2O3
11.290,-0.5293,carried_forward,Al2S3
11.316,-1.2988,carried_forward,Gd2O3
11.321,-0.5552,carried_forward,YCl3
11.322,-0.5552,carried_forward,YCl3
11.322,-0.5552,carried_forward,YCl3
11.325,-0.7111,carried_forward,MoO3
11.326,-0.7111,carried_forward,MoO3
11.326,-0.7110,carried_forward,MoO3
11.336,-0.7674,carried_forward,ZrO2
11.336,-0.3640,carried_forward,BaCl2
11.337,-0.7674,carried_forward,ZrO2
11.337,-0.3640,carried_forward,BaCl2
11.337,-0.4481,carried_forward,BaCl2
11.337,-0.4481,carried_forward,BaCl2
11.337,-0.3640,carried_forward,BaCl2
11.338,-0.4481,carried_forward,BaCl2
11.340,-0.8354,carried_forward,Cr2O3
11.344,-0.5065,carried_forward,CaO
11.344,-0.5065,carried_forward,CaO
11.361,-0.5065,carried_forward,CaO
11.363,-0.6463,carried_forward,HfCl4
11.364,-0.6463,carried_forward,HfCl4
11.369,-0.9180,carried_forward,Sc2O3
11.370,-0.9180,carried_forward,Sc2O3
11.370,-0.9180,carried_forward,Sc2O3
11.377,-0.4260,carried_forward,BaCl2
11.378,-0.4260,carried_forward,BaCl2
11.379,-0.4260,carried_forward,BaCl2
11.382,-0.4560,carried_forward,SmCl3
11.435,-0.6557,carried_forward,HfO2
11.440,-0.6557,carried_forward,HfO2
11.442,-0.4358,carried_forward,AlBr3
11.442,-0.4358,carried_forward,AlBr3
11.442,-0.4358,carried_forward,AlBr3
11.464,-0.4675,carried_forward,SmCl3
11.471,-0.4563,carried_forward,SmCl3
11.472,-0.4563,carried_forward,SmCl3
11.483,-0.6500,carried_forward,In2O3
11.486,-0.3965,carried_forward,MgS
11.490,-0.8330,carried_forward,Cr2O3
11.491,-0.6561,carried_forward,HfO2
11.491,-0.6498,carried_forward,In2O3
11.492,-0.6498,carried_forward,In2O3
11.503,-0.8337,carried_forward,Cr2O3
11.504,-0.6464,carried_forward,HfCl4
11.511,-0.4676,carried_forward,SmCl3
11.512,-0.8348,carried_forward,Cr2O3
11.519,-0.4839,carried_forward,CaO
11.520,-0.4839,carried_forward,CaO
11.521,-0.8333,carried_forward,Cr2O3
11.522,-0.4839,carried_forward,CaO
11.533,-0.6265,carried_forward,Ga2O3
11.536,-0.6265,carried_forward,Ga2O3
11.537,-0.5909,carried_forward,Ga2O3
11.538,-0.5909,carried_forward,Ga2O3
11.538,-0.6265,carried_forward,Ga2O3
11.539,-0.5909,carried_forward,Ga2O3
11.558,-0.8347,carried_forward,Cr2O3
11.576,-0.4309,carried_forward,HfCl4
11.580,-0.4701,carried_forward,Cu2O
11.580,-0.4701,carried_forward,Cu2O
11.580,-0.4701,carried_forward,Cu2O
11.580,-0.4701,carried_forward,Cu2O
11.584,-0.4701,carried_forward,Cu2O
11.585,-0.4701,carried_forward,Cu2O
11.591,-0.5120,carried_forward,CoO
11.591,-0.5120,carried_forward,CoO
11.592,-0.5120,carried_forward,CoO
11.605,-0.4300,carried_forward,CaBr2
11.620,-0.3558,carried_forward,AlCl3
11.622,-0.3558,carried_forward,AlCl3
11.622,-0.3558,carried_forward,AlCl3
11.627,-0.5043,carried_forward,FeCl3
11.631,-0.5103,carried_forward,AlN
11.631,-0.5103,carried_forward,AlN
11.631,-0.5103,carried_forward,AlN
11.639,-0.4310,carried_forward,HfCl4
11.648,-0.4310,carried_forward,HfCl4
11.663,-0.4188,carried_forward,CaBr2
11.666,-0.3946,carried_forward,MgS
11.672,-0.5475,carried_forward,SmCl3
11.682,-0.7515,carried_forward,Al2O3
11.683,-0.9249,carried_forward,Sc2O3
11.685,-0.7516,carried_forward,Al2O3
11.691,-0.7516,carried_forward,Al2O3
11.702,-0.4212,carried_forward,SrCl2
11.703,-0.4212,carried_forward,SrCl2
11.703,-0.4212,carried_forward,SrCl2
11.726,-0.3235,carried_forward,MgCl2
11.726,-0.3235,carried_forward,MgCl2
11.727,-0.3235,carried_forward,MgCl2
11.737,-0.3790,carried_forward,NaI
11.746,-0.9250,carried_forward,Sc2O3
11.747,-0.6964,carried_forward,Al2O3
11.747,-0.4197,carried_forward,CaBr2
11.748,-0.6964,carried_forward,Al2O3
11.749,-0.6964,carried_forward,Al2O3
11.753,-0.4256,carried_forward,LiBr
11.768,-0.4762,carried_forward,AlCl3
11.784,-0.5477,carried_forward,SmCl3
11.786,-0.5005,carried_forward,YCl3
11.792,-0.4498,carried_forward,SmCl3
11.792,-0.4498,carried_forward,SmCl3
11.799,-0.4498,carried_forward,SmCl3
11.800,-0.9282,carried_forward,Sc2O3+Clrich
11.802,-0.9251,carried_forward,Sc2O3
11.807,-0.9281,carried_forward,Sc2O3+Clrich
11.810,-0.3803,carried_forward,LiBr
11.835,-0.3976,carried_forward,ZnO+Clrich
11.835,-0.3976,carried_forward,ZnO+Clrich
11.835,-0.3976,carried_forward,ZnO+Clrich
11.836,-0.3976,carried_forward,ZnO+Clrich
11.836,-0.3976,carried_forward,ZnO+Clrich
11.836,-0.3976,carried_forward,ZnO+Clrich
11.837,-0.9281,carried_forward,Sc2O3+Clrich
11.856,-0.3452,carried_forward,SrCl2
11.865,-0.3525,carried_forward,Na2S
11.881,-0.4040,carried_forward,LiBr
11.892,-0.8065,carried_forward,B2O3+Clrich
11.892,-0.8065,carried_forward,B2O3+Clrich
11.892,-0.8065,carried_forward,B2O3+Clrich
11.901,-0.8727,carried_forward,Nd2O3
11.911,-0.9461,carried_forward,Sc2O3+Clrich
11.913,-0.4198,carried_forward,CaBr2
11.913,-0.8728,carried_forward,Nd2O3
11.922,-0.3637,carried_forward,TiCl4
11.923,-0.9461,carried_forward,Sc2O3+Clrich
11.923,-0.9461,carried_forward,Sc2O3+Clrich
11.923,-0.3637,carried_forward,TiCl4
11.924,-0.3450,carried_forward,SrCl2
11.924,-0.3450,carried_forward,SrCl2
11.925,-0.3637,carried_forward,TiCl4
11.928,-0.9203,carried_forward,Y2O3+Clrich
11.928,-0.9203,carried_forward,Y2O3+Clrich
11.928,-0.9203,carried_forward,Y2O3+Clrich
11.934,-0.4855,carried_forward,ScCl3
11.935,-0.8729,carried_forward,Nd2O3
11.941,-0.4765,carried_forward,AlCl3
11.942,-0.4765,carried_forward,AlCl3
11.942,-0.7608,carried_forward,Fe2O3
11.943,-0.3761,carried_forward,ZnO+Clrich
11.943,-0.3761,carried_forward,ZnO+Clrich
11.943,-0.7608,carried_forward,Fe2O3
11.943,-0.3761,carried_forward,ZnO+Clrich
11.952,-0.4263,carried_forward,Ga2S3
11.957,-0.6648,carried_forward,Al2O3
11.966,-0.4263,carried_forward,Ga2S3
11.968,-0.5414,carried_forward,LaCl3
11.968,-0.5414,carried_forward,LaCl3
11.968,-0.5414,carried_forward,LaCl3
11.969,-0.5007,carried_forward,YCl3
11.973,-0.6648,carried_forward,Al2O3
11.973,-0.6648,carried_forward,Al2O3
11.980,-0.5190,carried_forward,SrO
11.980,-0.5190,carried_forward,SrO
11.980,-0.5190,carried_forward,SrO
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.998,-0.3703,carried_forward,Na2S
11.999,-0.3703,carried_forward,Na2S
11.999,-0.3703,carried_forward,Na2S
11.999,-0.3703,carried_forward,Na2S
11.999,-0.3703,carried_forward,Na2S
11.999,-0.3703,carried_forward,Na2S
11.999,-0.3703,carried_forward,Na2S
11.999,-0.3703,carried_forward,Na2S
12.006,-0.7610,carried_forward,Fe2O3
12.007,-0.3563,carried_forward,Na2S
12.009,-0.5492,carried_forward,CrCl3
12.010,-0.5492,carried_forward,CrCl3
12.010,-0.3552,carried_forward,GaCl3
12.011,-0.9303,carried_forward,Sc2O3
12.012,-0.5060,carried_forward,AlN
12.013,-0.3552,carried_forward,GaCl3
12.013,-0.3552,carried_forward,GaCl3
12.013,-0.3552,carried_forward,GaCl3
12.014,-0.5060,carried_forward,AlN
12.015,-0.5060,carried_forward,AlN
12.016,-0.9304,carried_forward,Sc2O3
12.018,-0.5493,carried_forward,CrCl3
12.020,-0.3561,carried_forward,Na2S
12.023,-0.4266,carried_forward,Ga2S3
12.025,-0.9095,carried_forward,Y2O3
12.025,-0.9095,carried_forward,Y2O3
12.025,-0.9095,carried_forward,Y2O3
12.028,-0.4266,carried_forward,Ga2S3
12.030,-0.3538,carried_forward,Na2S
12.036,-0.7258,carried_forward,HfO2
12.038,-0.7258,carried_forward,HfO2
12.042,-0.4267,carried_forward,Ga2S3
12.043,-0.7258,carried_forward,HfO2
12.093,-0.9305,carried_forward,Sc2O3
12.101,-0.5008,carried_forward,YCl3
12.122,-0.5337,carried_forward,HfCl4
12.123,-0.5337,carried_forward,HfCl4
12.123,-0.5337,carried_forward,HfCl4
12.130,-0.8094,carried_forward,Nd2O3+Clrich
12.130,-0.8094,carried_forward,Nd2O3+Clrich
12.130,-0.8094,carried_forward,Nd2O3+Clrich
12.131,-0.4032,carried_forward,GaCl3
12.131,-0.4032,carried_forward,GaCl3
12.131,-0.4032,carried_forward,GaCl3
12.151,-0.5214,carried_forward,BaO
12.155,-0.5214,carried_forward,BaO
12.157,-0.5214,carried_forward,BaO
12.158,-0.3879,carried_forward,LiI
12.179,-0.4535,carried_forward,BaCl2
12.179,-0.4535,carried_forward,BaCl2
12.179,-0.4535,carried_forward,BaCl2
12.180,-0.3926,carried_forward,LiBr
12.185,-0.4274,carried_forward,Ga2S3
12.206,-0.4659,carried_forward,AlCl3
12.206,-0.4659,carried_forward,AlCl3
12.207,-0.4659,carried_forward,AlCl3
12.224,-0.4256,carried_forward,CaCl2
12.226,-0.6583,carried_forward,Al2O3
12.226,-0.6583,carried_forward,Al2O3
12.226,-0.6583,carried_forward,Al2O3
12.236,-0.4747,carried_forward,ZrBr4
12.236,-0.4747,carried_forward,ZrBr4
12.236,-0.4747,carried_forward,ZrBr4
12.259,-0.3872,carried_forward,LiBr
12.261,-0.4260,carried_forward,CaCl2
12.261,-0.4260,carried_forward,CaCl2
12.271,-0.9735,carried_forward,Y2O3
12.272,-0.5243,carried_forward,ZrCl4
12.272,-0.5243,carried_forward,ZrCl4
12.272,-0.5243,carried_forward,ZrCl4
12.273,-0.3560,carried_forward,Na2S
12.274,-0.9735,carried_forward,Y2O3
12.282,-0.9735,carried_forward,Y2O3
12.285,-0.3560,carried_forward,GaCl3
12.285,-0.3560,carried_forward,GaCl3
12.321,-0.4924,carried_forward,MgO+Clrich
12.324,-0.4924,carried_forward,MgO+Clrich
12.326,-0.4924,carried_forward,MgO+Clrich
12.345,-0.2954,carried_forward,MgBr2
12.346,-0.4644,carried_forward,Ga2S3
12.346,-0.2954,carried_forward,MgBr2
12.347,-0.4644,carried_forward,Ga2S3
12.347,-0.4644,carried_forward,Ga2S3
12.349,-0.2954,carried_forward,MgBr2
12.357,-0.3622,carried_forward,Ag2O
12.358,-0.3622,carried_forward,Ag2O
12.358,-0.3622,carried_forward,Ag2O
12.358,-0.3622,carried_forward,Ag2O
12.358,-0.3622,carried_forward,Ag2O
12.358,-0.3622,carried_forward,Ag2O
12.375,-0.9580,carried_forward,Y2O3
12.375,-0.9580,carried_forward,Y2O3
12.375,-0.9580,carried_forward,Y2O3
12.380,-0.7634,carried_forward,Al2O3
12.393,-0.8142,carried_forward,Fe2O3
12.401,-0.4939,carried_forward,CoO
12.405,-0.6422,carried_forward,NdF3
12.405,-0.6422,carried_forward,NdF3
12.405,-0.6422,carried_forward,NdF3
12.408,-0.6350,carried_forward,ZrO2
12.408,-0.6350,carried_forward,ZrO2
12.420,-0.6351,carried_forward,ZrO2
12.420,-0.8142,carried_forward,Fe2O3
12.429,-0.8142,carried_forward,Fe2O3
12.436,-0.7580,carried_forward,Al2O3+Clrich
12.443,-0.7635,carried_forward,Al2O3
12.458,-0.7581,carried_forward,Al2O3+Clrich
12.462,-0.7635,carried_forward,Al2O3
12.463,-0.9380,carried_forward,Sc2O3+Clrich
12.463,-0.1391,carried_forward,Li2S
12.463,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.464,-0.1391,carried_forward,Li2S
12.473,-0.9380,carried_forward,Sc2O3+Clrich
12.473,-0.9380,carried_forward,Sc2O3+Clrich
12.485,-0.4161,carried_forward,MgS
12.485,-0.4161,carried_forward,MgS
12.485,-0.4161,carried_forward,MgCl2
12.485,-0.4161,carried_forward,MgS
12.485,-0.4161,carried_forward,MgCl2
12.485,-0.4161,carried_forward,MgCl2
12.485,-0.4161,carried_forward,MgS
12.485,-0.4161,carried_forward,MgS
12.485,-0.4161,carried_forward,MgS
12.541,-0.7490,carried_forward,ZrO2
12.542,-0.3665,carried_forward,NaI
12.543,-0.7584,carried_forward,Al2O3+Clrich
12.548,-0.4942,carried_forward,CoO
12.553,-0.4402,carried_forward,CaBr2
12.553,-0.4402,carried_forward,CaBr2
12.553,-0.4402,carried_forward,CaBr2
12.553,-0.7490,carried_forward,ZrO2
12.556,-0.4942,carried_forward,CoO
12.562,-0.7490,carried_forward,ZrO2
12.583,-0.5064,carried_forward,GeO2
12.583,-0.5064,carried_forward,GeO2
12.583,-0.5064,carried_forward,GeO2
12.587,-0.4655,carried_forward,LaCl3
12.615,-0.8719,carried_forward,La2O3+Clrich
12.616,-0.8719,carried_forward,La2O3+Clrich
12.616,-0.8720,carried_forward,La2O3+Clrich
12.620,-0.5033,carried_forward,Al2S3
12.620,-0.5033,carried_forward,Al2S3
12.621,-0.5033,carried_forward,Al2S3
12.621,-0.5033,carried_forward,Al2S3
12.621,-0.5033,carried_forward,Al2S3
12.621,-0.5033,carried_forward,Al2S3
12.624,-0.4381,carried_forward,CaS
12.624,-0.4382,carried_forward,CaS
12.624,-0.4382,carried_forward,CaS
12.634,-0.3580,carried_forward,GaCl3
12.644,-0.3558,carried_forward,Na2S
12.645,-0.3581,carried_forward,GaCl3
12.663,-0.4145,carried_forward,MgS
12.663,-0.4145,carried_forward,MgS
12.663,-0.4145,carried_forward,MgCl2
12.663,-0.4145,carried_forward,MgCl2
12.663,-0.4145,carried_forward,MgS
12.663,-0.4145,carried_forward,MgCl2
12.664,-0.4146,carried_forward,MgS
12.664,-0.4146,carried_forward,MgS
12.664,-0.4146,carried_forward,MgS
12.676,-0.3582,carried_forward,GaCl3
12.693,-0.4146,carried_forward,TaCl5
12.703,-0.4650,carried_forward,LaCl3
12.707,-0.4649,carried_forward,LaCl3
12.722,-0.3908,carried_forward,LiI
12.727,-0.2835,carried_forward,Sb2S3
12.728,-0.2835,carried_forward,Sb2S3
12.728,-0.2835,carried_forward,Sb2S3
12.745,-0.4120,carried_forward,AlBr3
12.745,-0.4120,carried_forward,AlBr3
12.745,-0.4120,carried_forward,AlBr3
12.747,-0.7397,carried_forward,HfO2
12.773,-0.4871,carried_forward,MgO+Clrich
12.781,-0.3685,carried_forward,NaI
12.794,-0.8319,carried_forward,Sm2O3
12.794,-0.8319,carried_forward,Sm2O3
12.794,-0.8319,carried_forward,Sm2O3
12.805,-0.4872,carried_forward,MgO+Clrich
12.805,-0.4872,carried_forward,MgO+Clrich
12.808,-0.5357,carried_forward,NdCl3
12.809,-0.5357,carried_forward,NdCl3
12.809,-0.5357,carried_forward,NdCl3
12.817,-0.5248,carried_forward,SrO
12.817,-0.5248,carried_forward,SrO
12.820,-0.4872,carried_forward,MgO+Clrich
12.820,-0.4872,carried_forward,MgO+Clrich
12.821,-0.5248,carried_forward,SrO
12.823,-0.4943,carried_forward,CrCl3
12.824,-0.4943,carried_forward,CrCl3
12.825,-0.4943,carried_forward,CrCl3
12.829,-0.3954,carried_forward,MgBr2
12.830,-0.3954,carried_forward,MgBr2
12.830,-0.3954,carried_forward,MgBr2
12.842,-0.9050,carried_forward,Sc2O3
12.856,-0.3687,carried_forward,NaI
12.857,-0.9141,carried_forward,Y2O3+Clrich
12.866,-0.4753,carried_forward,Cu2O
12.871,-0.4921,carried_forward,SiO2
12.871,-0.4921,carried_forward,SiO2
12.872,-0.4921,carried_forward,SiO2
12.878,-0.9051,carried_forward,Sc2O3
12.881,-0.4872,carried_forward,MgO+Clrich
12.883,-0.5095,carried_forward,FeCl3
12.886,-0.7401,carried_forward,HfO2
12.888,-0.7400,carried_forward,HfO2
12.890,-0.9051,carried_forward,Sc2O3
12.893,-0.3928,carried_forward,LiI
12.903,-0.3836,carried_forward,NaI
12.951,-0.3688,carried_forward,NaI
12.955,-0.5712,carried_forward,MoO3
12.957,-0.3691,carried_forward,NaI
12.959,-0.5713,carried_forward,MoO3
12.961,-0.5713,carried_forward,MoO3
12.961,-0.5254,carried_forward,FeCl3
12.962,-0.5254,carried_forward,FeCl3
12.962,-0.5254,carried_forward,FeCl3
12.968,-0.5637,carried_forward,TiO2
12.968,-0.5637,carried_forward,TiO2
12.968,-0.5637,carried_forward,TiO2
12.971,-0.7803,carried_forward,Al2O3
12.972,-0.7803,carried_forward,Al2O3
12.975,-0.4759,carried_forward,Cu2O
12.976,-0.4759,carried_forward,Cu2O
12.978,-0.3527,carried_forward,SrCl2
12.990,-0.3528,carried_forward,SrCl2
12.990,-0.3528,carried_forward,SrCl2
13.000,-0.4760,carried_forward,Cu2O
13.000,-0.4760,carried_forward,Cu2O
13.001,-0.4760,carried_forward,Cu2O
13.027,-0.2874,carried_forward,MgBr2
13.027,-0.2874,carried_forward,MgBr2
13.028,-0.2874,carried_forward,MgBr2
13.033,-0.3691,carried_forward,NaI
13.037,-0.4420,carried_forward,ZnO+Clrich
13.050,-0.4420,carried_forward,ZnO+Clrich
13.053,-0.3695,carried_forward,NaI
13.056,-0.4169,carried_forward,MgS
13.066,-0.5817,carried_forward,WO3
13.066,-0.5817,carried_forward,WO3
13.067,-0.5817,carried_forward,WO3
13.071,-0.4420,carried_forward,ZnO+Clrich
13.081,-0.3864,carried_forward,LiBr
13.101,-0.8341,carried_forward,Nd2O3
13.101,-0.8341,carried_forward,Nd2O3
13.101,-0.8341,carried_forward,Nd2O3
13.120,-0.3948,carried_forward,LiI
13.145,-0.6794,carried_forward,YF3
13.145,-0.6794,carried_forward,YF3
13.145,-0.6794,carried_forward,YF3
13.160,-0.4006,carried_forward,MgS
13.160,-0.4006,carried_forward,MgS
13.161,-0.4006,carried_forward,MgS
13.162,-0.8304,carried_forward,Sm2O3+Clrich
13.163,-0.8304,carried_forward,Sm2O3+Clrich
13.163,-0.8304,carried_forward,Sm2O3+Clrich
13.187,-0.4996,carried_forward,MgO+Clrich
13.193,-0.3711,carried_forward,NaI
13.206,-0.4519,carried_forward,BaCl2
13.206,-0.4519,carried_forward,BaCl2
13.207,-0.4519,carried_forward,BaCl2
13.223,-0.3493,carried_forward,BaCl2
13.224,-0.3493,carried_forward,BaCl2
13.224,-0.3493,carried_forward,BaCl2
13.234,-0.7086,carried_forward,CrO3
13.235,-0.4174,carried_forward,LiBr
13.240,-0.3690,carried_forward,MgI2
13.240,-0.3690,carried_forward,MgI2
13.240,-0.3690,carried_forward,MgI2
13.242,-0.5430,carried_forward,CrCl3
13.242,-0.5430,carried_forward,CrCl3
13.243,-0.5430,carried_forward,CrCl3
13.255,-0.4802,carried_forward,ZrBr4
13.256,-0.4997,carried_forward,MgO+Clrich
13.257,-0.4997,carried_forward,MgO+Clrich
13.257,-0.4997,carried_forward,MgO+Clrich
13.270,-0.4998,carried_forward,MgO+Clrich
13.274,-0.4998,carried_forward,MgO+Clrich
13.278,-0.4166,carried_forward,TaCl5
13.301,-0.3421,carried_forward,SnS2
13.303,-0.3420,carried_forward,SnS2
13.307,-0.3421,carried_forward,SnS2
13.307,-0.3422,carried_forward,SnS2
13.308,-0.7391,carried_forward,ZrO2
13.311,-0.4515,carried_forward,ZnO+Clrich
13.325,-0.7392,carried_forward,ZrO2
13.326,-0.5549,carried_forward,ZrBr4
13.327,-0.5549,carried_forward,ZrBr4
13.330,-0.3421,carried_forward,SnS2
13.330,-0.4515,carried_forward,ZnO+Clrich
13.330,-0.3421,carried_forward,SnS2
13.331,-0.4515,carried_forward,ZnO+Clrich
13.331,-0.4515,carried_forward,ZnO+Clrich
13.332,-0.4515,carried_forward,ZnO+Clrich
13.334,-0.3421,carried_forward,SnS2
13.336,-0.7392,carried_forward,ZrO2
13.341,-0.4323,carried_forward,Ag2O
13.344,-0.6309,carried_forward,In2O3
13.344,-0.6308,carried_forward,In2O3
13.345,-0.4465,carried_forward,MgO+Clrich
13.347,-0.4465,carried_forward,MgO+Clrich
13.349,-0.4465,carried_forward,MgO+Clrich
13.349,-0.4323,carried_forward,Ag2O
13.366,-0.6309,carried_forward,In2O3
13.378,-0.9849,carried_forward,Y2O3+Clrich
13.383,-0.4739,carried_forward,ZrBr4
13.383,-0.4739,carried_forward,ZrBr4
13.383,-1.2589,carried_forward,Gd2O3
