op,observable,angle_deg,cond,u_min_LLI,u_min_LAM_PE,u_min_LAM_NE,col_norm_LLI,col_norm_LAM_PE,col_norm_LAM_NE
pristine,전압 U_full(x),12.040912340282622,18.238053852728832,0.6618625494565039,0.637164810095476,0.39491640938676237,9.321069719079148,8.134302700813944,3.6352112438017
pristine,PE 화학량론 y(x),13.92912320374281,1971.7864035090847,0.655110662587759,0.6621413381701421,0.36386655253001865,10.928660839705138,9.58993862635934,3.2701661442480274
pristine,NE 화학량론 z(x),77.44598508140581,20.32756947731888,-0.008434965329512023,0.8728424952592495,-0.4879291237766988,8.788994723595033,2.522622102942254,4.598850690658343
pristine,★ 화학량론 궤적 [y;z],8.486022060297154,11.543741646846424,0.5421055185584642,0.4841960269493194,0.6867865856544905,14.024337987965279,9.916175932868057,5.642996924148969
22p 근방,전압 U_full(x),4.60781094313894,16.314142894355534,0.5685560852854681,0.52246077767583,0.6354358454440785,6.912939071902124,8.482773394927477,2.425665717342883
22p 근방,PE 화학량론 y(x),25.608302149988784,1725.5404751773683,0.6897222902678998,0.7043540144494669,0.1678349922886274,10.43258897759719,10.09138823155446,0.8949030234789827
22p 근방,NE 화학량론 z(x),70.53091519802264,41.192426481892944,0.028056725684938298,0.925916786741903,-0.3766841172300599,14.60861899547962,4.1281759058697425,9.041241962154837
22p 근방,★ 화학량론 궤적 [y;z],4.201459819670529,11.497856568342618,0.5471584487332547,0.5446371886469313,0.6356004757098481,17.951341502254657,10.903116653038218,9.085422810175718
