variant,jacobian_rel_err,best_scale_c,rel_err_after_scale,angle_to_sim_umin_deg,n_points
Birkl 이식 [PE 전사 · NE 전사 · +1 both],2.190286843384883,0.10329428573894768,0.9741322132025284,74.78761524781652,282
우리 자유 창 모델,1.9336067648931459,-0.16801909491240472,0.9706330711511552,30.564852126599504,282
