variant,cond,recon_mae_mV,recon_max_mV,port_valid,angle_deg,n_points,sv1,sv2,sv3,u_min_LLI,u_min_LAM_PE,u_min_LAM_NE
PE 전사 · NE 전사 · +1 both,8.135501870445024,12.669878800492262,18.674923028101563,True,86.12821213997871,282,3.1710540443838604,10.532205226680352,25.798116109367154,0.5621199375862783,0.31822033118681287,-0.763385221619697
PE 전사 · NE 전사 · +1 none,8.135501870445024,12.669878800492262,18.674923028101563,True,86.12821213997871,282,3.1710540443838604,10.532205226680352,25.798116109367154,0.5621199375862783,0.31822033118681287,-0.763385221619697
PE 뒤집 · NE 뒤집 · +1 both,inf,13.523253596123629,22.954166494548055,True,54.735610317245346,288,0.0,3.894761602685372,28.901840822608474,0.0,0.0,1.0
PE 뒤집 · NE 뒤집 · +1 none,inf,13.523253596123629,22.954166494548055,True,54.735610317245346,288,0.0,3.894761602685372,28.901840822608474,0.0,0.0,1.0
[대조] 우리 자유 창 모델,8.694018166198251,15.04181030755963,21.13620322092624,True,10.558721440354317,288,2.531342939853118,6.0458955005081,22.007541503960695,0.5449518915213722,0.4508028249219763,0.7069683507552827
