"time_s","ce_mol_m3"
"0.0","1200.000000030611"
"1.002E-5","1200.0000153346664"
"2.002E-5","1200.0000306373697"
"4.002E-5","1200.00006123979"
"7.001E-5","1200.000107119428"
"1.0E-4","1200.0001529894027"
"1.5000000000000001E-4","1200.0002294460487"
"2.0E-4","1200.0003058816808"
"2.999999999999999E-4","1200.000458702904"
"5.0E-4","1200.0007641897573"
"7.5E-4","1200.0011458179933"
"0.001","1200.0015272419007"
"0.0014999999999999996","1200.0022896266585"
"0.002","1200.0030514638688"
"0.0025","1200.0038128334677"
"0.003","1200.004573788725"
"0.0035","1200.0053343673642"
"0.004","1200.0060945979917"
"0.0045000000000000005","1200.0068545034785"
"0.005","1200.007614102764"
"0.0055","1200.0083734118982"
"0.006","1200.009132444708"
"0.006500000000000001","1200.0098912132585"
"0.007000000000000001","1200.0106497281909"
"0.0075000000000000015","1200.0114079989796"
"0.008000000000000002","1200.0121660341292"
"0.008500000000000002","1200.012923841328"
"0.009000000000000003","1200.0136814275722"
"0.009500000000000001","1200.014438799262"
"0.01","1200.0151959622829"
"0.0105","1200.0159529220716"
"0.011000000000000001","1200.0167096836685"
"0.011500000000000002","1200.017466251766"
"0.012000000000000002","1200.018222630746"
"0.012500000000000002","1200.0189788247117"
"0.013000000000000003","1200.0197348375175"
"0.013500000000000003","1200.0204906727918"
"0.014000000000000004","1200.0212463339592"
"0.014500000000000004","1200.0220018242594"
"0.015000000000000005","1200.022757146761"
"0.015500000000000005","1200.023512304379"
"0.016000000000000004","1200.0242672998854"
"0.016500000000000004","1200.0250221359206"
"0.017000000000000005","1200.025776815004"
"0.017500000000000005","1200.026531339543"
"0.018000000000000006","1200.027285711841"
"0.018500000000000006","1200.0280399341043"
"0.019000000000000006","1200.028794008448"
"0.019500000000000003","1200.0295479369047"
"0.02","1200.0303017214278"
"0.0205","1200.0310553638958"
"0.021","1200.031808866119"
"0.021500000000000002","1200.032562229842"
"0.022000000000000002","1200.0333154567484"
"0.022500000000000003","1200.0340685484643"
"0.023000000000000003","1200.0348215065603"
"0.023500000000000004","1200.0355743325565"
"0.024000000000000004","1200.0363270279229"
"0.024500000000000004","1200.0370795940844"
"0.025000000000000005","1200.0378320324216"
"0.025500000000000005","1200.038584344273"
"0.026000000000000006","1200.0393365309383"
"0.026500000000000006","1200.0400885936788"
"0.027000000000000007","1200.04084053372"
"0.027500000000000007","1200.0415923522535"
"0.028000000000000008","1200.0423440504378"
"0.028500000000000008","1200.0430956294006"
"0.02900000000000001","1200.0438470902393"
"0.029500000000000005","1200.044598434023"
"0.03","1200.0453496617938"
"0.0305","1200.0461007745669"
"0.031","1200.0468517733334"
"0.0315","1200.047602659059"
"0.032","1200.048353432687"
"0.0325","1200.0491040951385"
"0.033","1200.0498546473139"
"0.0335","1200.0506050900917"
"0.034","1200.051355424331"
"0.0345","1200.0521056508726"
"0.035","1200.0528557705386"
"0.035500000000000004","1200.0536057841325"
"0.036000000000000004","1200.054355692442"
"0.036500000000000005","1200.0551054962377"
"0.037000000000000005","1200.0558551962747"
"0.037500000000000006","1200.056604793292"
"0.038000000000000006","1200.057354288015"
"0.038500000000000006","1200.0581036811527"
"0.03900000000000001","1200.0588529734023"
"0.03950000000000001","1200.0596021654462"
"0.04","1200.0603512579546"
"0.0405","1200.0611002515848"
"0.041","1200.0618491469813"
"0.0415","1200.0625979447777"
"0.042","1200.0633466455956"
"0.0425","1200.0640952500457"
"0.043000000000000003","1200.0648437587276"
"0.043500000000000004","1200.0655921722305"
"0.044000000000000004","1200.0663404911334"
"0.044500000000000005","1200.0670887160054"
"0.045000000000000005","1200.0678368474062"
"0.045500000000000006","1200.068584885886"
"0.046000000000000006","1200.069332831985"
"0.04650000000000001","1200.0700806862362"
"0.04700000000000001","1200.0708284491632"
"0.04750000000000001","1200.0715761212803"
"0.04800000000000001","1200.0723237030952"
"0.04850000000000001","1200.073071195107"
"0.04900000000000001","1200.0738185978073"
"0.0495","1200.0745659116792"
"0.05","1200.0753131371991"
"0.0505","1200.076060274837"
"0.051000000000000004","1200.0768073250542"
"0.051500000000000004","1200.0775542883068"
"0.052000000000000005","1200.0783011650433"
"0.052500000000000005","1200.0790479557058"
"0.053000000000000005","1200.0797946607304"
"0.053500000000000006","1200.080541280547"
"0.054000000000000006","1200.0812878155793"
"0.05450000000000001","1200.0820342662448"
"0.05500000000000001","1200.082780632956"
"0.05550000000000001","1200.0835269161187"
"0.05600000000000001","1200.084273116134"
"0.05650000000000001","1200.0850192333978"
"0.05700000000000001","1200.0857652683"
"0.05750000000000001","1200.0865112212257"
"0.05800000000000001","1200.0872570925549"
"0.05850000000000001","1200.0880028826625"
"0.05900000000000001","1200.0887485919193"
"0.059500000000000004","1200.0894942206908"
"0.06","1200.0902397693371"
"0.0605","1200.0909852382156"
"0.061","1200.0917306276776"
"0.0615","1200.0924759380716"
"0.062","1200.0932211697404"
"0.0625","1200.0939663230233"
"0.063","1200.0947113982552"
"0.0635","1200.095456395768"
"0.064","1200.096201315888"
"0.0645","1200.0969461589386"
"0.065","1200.0976909252402"
"0.0655","1200.0984356151084"
"0.066","1200.0991802288552"
"0.0665","1200.0999247667892"
"0.067","1200.1006692292162"
"0.0675","1200.1014136164379"
"0.068","1200.1021579287521"
"0.0685","1200.1029021664542"
"0.069","1200.1036463298365"
"0.0695","1200.1043904191872"
"0.07","1200.1051344347925"
"0.07050000000000001","1200.1058783769345"
"0.07100000000000001","1200.1066222458926"
"0.07150000000000001","1200.1073660419436"
"0.07200000000000001","1200.1081097653612"
"0.07250000000000001","1200.108853416416"
"0.07300000000000001","1200.1095969953758"
"0.07350000000000001","1200.110340502506"
"0.07400000000000001","1200.1110839380692"
"0.07450000000000001","1200.111827302325"
"0.07500000000000001","1200.1125705955305"
"0.07550000000000001","1200.113313817941"
"0.07600000000000001","1200.114056969808"
