,model,force_softening,energy_softening,model,dataset
wbm-4-23297,eqV2 S,0.9574118531,-0.1102535472216667,eqV2 S,mptrj
wbm-4-23326,eqV2 S,0.9775144474,-0.1540017581366667,eqV2 S,mptrj
wbm-4-23428,eqV2 S,0.8369367225000001,-0.2251622756633336,eqV2 S,mptrj
wbm-4-23579,eqV2 S,0.8566534577,-0.12478615618833343,eqV2 S,mptrj
wbm-4-24423,eqV2 S,0.9162988019,-0.12781895218249995,eqV2 S,mptrj
wbm-4-24471,eqV2 S,1.0213795164,-0.1794555894183333,eqV2 S,mptrj
wbm-4-245,eqV2 S,0.9793831273,-0.17388179378749996,eqV2 S,mptrj
wbm-4-2486,eqV2 S,1.0323102914,-0.13327542871000003,eqV2 S,mptrj
wbm-4-24976,eqV2 S,0.9835815626000001,-0.08065892494714291,eqV2 S,mptrj
wbm-4-25275,eqV2 S,0.9794689252000001,-0.11775405504916658,eqV2 S,mptrj
wbm-4-25460,eqV2 S,1.0017516312,-0.07494863739333356,eqV2 S,mptrj
wbm-4-2551,eqV2 S,1.036568639,-0.1319952066299998,eqV2 S,mptrj
wbm-4-25775,eqV2 S,0.959928545,-0.13481564709454533,eqV2 S,mptrj
wbm-4-26367,eqV2 S,0.9872020011,-0.08920557094700002,eqV2 S,mptrj
wbm-4-26686,eqV2 S,1.0057859176,-0.07281691296555581,eqV2 S,mptrj
wbm-4-26775,eqV2 S,0.9762434350000001,-0.08265525292777767,eqV2 S,mptrj
wbm-4-26883,eqV2 S,1.0118391337,-0.057222379427999924,eqV2 S,mptrj
wbm-4-26915,eqV2 S,1.0802847131,0.019398142294444497,eqV2 S,mptrj
wbm-4-27182,eqV2 S,1.0054845039,-0.06879373665700014,eqV2 S,mptrj
wbm-4-27263,eqV2 S,0.9659550589,-0.1207858081329998,eqV2 S,mptrj
wbm-4-27275,eqV2 S,1.02126005,-0.0822734215599999,eqV2 S,mptrj
wbm-4-27736,eqV2 S,0.954519235,-0.10381942633600019,eqV2 S,mptrj
wbm-4-27942,eqV2 S,0.9697662542000001,-0.012436052770000287,eqV2 S,mptrj
wbm-4-27954,eqV2 S,0.9557913725,-0.15307083026900017,eqV2 S,mptrj
wbm-4-28454,eqV2 S,0.8765147407,-0.21942098704200014,eqV2 S,mptrj
wbm-4-28465,eqV2 S,1.0328378509,-0.17023558608300035,eqV2 S,mptrj
wbm-4-28726,eqV2 S,0.9274586131,-0.1522884987083332,eqV2 S,mptrj
wbm-4-28844,eqV2 S,0.9601336015,-0.15746443771199997,eqV2 S,mptrj
wbm-4-29036,eqV2 S,0.9224592858,-0.06892064856250002,eqV2 S,mptrj
wbm-4-29107,eqV2 S,0.9950471685000001,-0.13133029162833326,eqV2 S,mptrj
wbm-4-29225,eqV2 S,0.9502462565,-0.1084275093816668,eqV2 S,mptrj
wbm-4-29341,eqV2 S,0.923400192,-0.0815954421233334,eqV2 S,mptrj
wbm-4-29856,eqV2 S,0.9508313163000001,-0.060142866622500034,eqV2 S,mptrj
wbm-4-30094,eqV2 S,0.9839041741000001,-0.15417698457000012,eqV2 S,mptrj
wbm-4-3031,eqV2 S,0.9551780144,-0.058769227665833534,eqV2 S,mptrj
wbm-4-3082,eqV2 S,0.9619119594000001,-0.17444552197625018,eqV2 S,mptrj
wbm-4-30986,eqV2 S,1.1446756836,-0.11407914557599994,eqV2 S,mptrj
wbm-4-31067,eqV2 S,0.9576836028000001,-0.033576237933749996,eqV2 S,mptrj
wbm-4-31477,eqV2 S,0.8319233317,-0.15066689135999994,eqV2 S,mptrj
wbm-4-31779,eqV2 S,0.8140481409,-0.11928490383499986,eqV2 S,mptrj
wbm-4-32151,eqV2 S,1.093800763,-0.23638829048000012,eqV2 S,mptrj
wbm-4-3228,eqV2 S,1.0160595737,-0.16615575356818174,eqV2 S,mptrj
wbm-4-32502,eqV2 S,0.9383957756,-0.1427031400883332,eqV2 S,mptrj
wbm-4-32615,eqV2 S,0.975468795,-0.1338341311666665,eqV2 S,mptrj
wbm-4-32624,eqV2 S,0.9614169448000001,0.012725878398750012,eqV2 S,mptrj
wbm-4-33071,eqV2 S,0.9739017393,-0.10369362568585866,eqV2 S,mptrj
wbm-4-33100,eqV2 S,0.9675045841000001,-0.09305390531800015,eqV2 S,mptrj
wbm-4-33257,eqV2 S,0.9526292592000001,-0.2113972783279999,eqV2 S,mptrj
wbm-4-33273,eqV2 S,0.6495226755,-0.10328372199259267,eqV2 S,mptrj
wbm-4-33725,eqV2 S,1.0036065912,-0.14227159809111112,eqV2 S,mptrj
wbm-4-33762,eqV2 S,1.0088260597,-0.22879852030333336,eqV2 S,mptrj
wbm-4-33836,eqV2 S,0.8810126298000001,-0.08762009645000016,eqV2 S,mptrj
wbm-4-34209,eqV2 S,0.8932849216000001,-0.13917827073749994,eqV2 S,mptrj
wbm-4-34327,eqV2 S,0.9270128981,-0.14208902234499998,eqV2 S,mptrj
wbm-4-34644,eqV2 S,0.9257622892,-0.21920259552599988,eqV2 S,mptrj
wbm-4-35087,eqV2 S,0.9890973736,-0.13000576472777767,eqV2 S,mptrj
wbm-4-35344,eqV2 S,1.0020186113,-0.22065543489999997,eqV2 S,mptrj
wbm-4-35488,eqV2 S,0.9309918446000001,-0.09113915029111115,eqV2 S,mptrj
wbm-4-35828,eqV2 S,0.8861375463000001,-0.22555306317750015,eqV2 S,mptrj
wbm-4-36211,eqV2 S,0.9744578460000001,-0.136997159575,eqV2 S,mptrj
wbm-4-36238,eqV2 S,0.8692943719,-0.19268230990599988,eqV2 S,mptrj
wbm-4-36284,eqV2 S,1.0095840679,-0.11922653973749994,eqV2 S,mptrj
wbm-4-3650,eqV2 S,0.8743248413,-0.20258127713333304,eqV2 S,mptrj
wbm-4-36563,eqV2 S,0.9209309689,-0.2181223418950001,eqV2 S,mptrj
wbm-4-36886,eqV2 S,0.9700668483,-0.14214104244499998,eqV2 S,mptrj
wbm-4-38132,eqV2 S,0.97517259,-0.08343356467499992,eqV2 S,mptrj
wbm-4-38261,eqV2 S,0.9570191055,-0.09253110232249986,eqV2 S,mptrj
wbm-4-38287,eqV2 S,0.9992426592,-0.13081429793148133,eqV2 S,mptrj
wbm-4-38623,eqV2 S,0.9606084098000001,-0.18445723645666678,eqV2 S,mptrj
wbm-4-3874,eqV2 S,0.9973074626,-0.09190068754900012,eqV2 S,mptrj
wbm-4-38916,eqV2 S,1.0758397285,-0.32671906973333326,eqV2 S,mptrj
wbm-4-390,eqV2 S,0.9713980319000001,-0.12113868665999998,eqV2 S,mptrj
wbm-4-39018,eqV2 S,0.9555489652,-0.15457929954375005,eqV2 S,mptrj
wbm-4-39340,eqV2 S,1.0025447179,-0.13045535035,eqV2 S,mptrj
wbm-4-39520,eqV2 S,0.9633369457000001,-0.13162631290333338,eqV2 S,mptrj
wbm-4-39553,eqV2 S,0.9510033199000001,-0.1943321337370368,eqV2 S,mptrj
wbm-4-39788,eqV2 S,0.9378880153,-0.16450026153166666,eqV2 S,mptrj
wbm-4-39799,eqV2 S,0.9294618554,-0.16085677302500026,eqV2 S,mptrj
wbm-4-39958,eqV2 S,0.9138203587,-0.11137245305999989,eqV2 S,mptrj
wbm-4-4154,eqV2 S,0.9170382325,-0.1602870237583333,eqV2 S,mptrj
wbm-4-419,eqV2 S,0.774469979,0.3222173908550003,eqV2 S,mptrj
wbm-4-4316,eqV2 S,0.9645599848,-0.16211865911499976,eqV2 S,mptrj
wbm-4-4524,eqV2 S,0.8865558717,-0.19440462700416639,eqV2 S,mptrj
wbm-4-4590,eqV2 S,0.9100552336000001,-0.18187521383249994,eqV2 S,mptrj
wbm-4-4672,eqV2 S,0.8590233876000001,-0.06545720620500015,eqV2 S,mptrj
wbm-4-5750,eqV2 S,0.9867700420000001,-0.19810704138833324,eqV2 S,mptrj
wbm-4-6051,eqV2 S,0.8970318234,-0.20953568917499993,eqV2 S,mptrj
wbm-4-6066,eqV2 S,0.9393155709000001,-0.14184028471,eqV2 S,mptrj
wbm-4-6167,eqV2 S,0.9826978198,-0.18637169988375,eqV2 S,mptrj
wbm-4-6225,eqV2 S,0.8492048011000001,-0.0972408041166668,eqV2 S,mptrj
wbm-4-631,eqV2 S,0.9118198705,-0.12269409518249992,eqV2 S,mptrj
wbm-4-6515,eqV2 S,0.9796331619,-0.07132321992400001,eqV2 S,mptrj
wbm-4-671,eqV2 S,0.9811692764000001,-0.10440786042999993,eqV2 S,mptrj
wbm-4-6758,eqV2 S,0.952984762,-0.10312911526000028,eqV2 S,mptrj
wbm-4-7429,eqV2 S,0.9329244080000001,-0.1203200461550002,eqV2 S,mptrj
wbm-4-7784,eqV2 S,1.0341003500000001,-0.21273794029555537,eqV2 S,mptrj
wbm-4-7967,eqV2 S,0.9199800333,-0.12276204085000024,eqV2 S,mptrj
wbm-4-8012,eqV2 S,0.9335006871,-0.0972081821462499,eqV2 S,mptrj
wbm-4-8174,eqV2 S,1.0589199602,-0.13334471645749987,eqV2 S,mptrj
wbm-4-8734,eqV2 S,0.8946930486,-0.03174957876999983,eqV2 S,mptrj
wbm-4-9164,eqV2 S,0.943029447,-0.08355462617700013,eqV2 S,mptrj
wbm-4-9438,eqV2 S,1.043593987,-0.16583121677166665,eqV2 S,mptrj
wbm-4-9479,eqV2 S,1.0017193338,-0.21114577371333332,eqV2 S,mptrj
wbm-4-9486,eqV2 S,0.9479198488,-0.16569076694833337,eqV2 S,mptrj
wbm-4-9845,eqV2 S,0.9987384479,-0.10376137144833326,eqV2 S,mptrj
wbm-5-10161,eqV2 S,0.7735667863,-0.19276427294722215,eqV2 S,mptrj
wbm-5-10176,eqV2 S,0.8206595453000001,-0.09575335974333328,eqV2 S,mptrj
wbm-5-10611,eqV2 S,0.9823355642,-0.08078961252111101,eqV2 S,mptrj
wbm-5-10798,eqV2 S,1.3009201526,-0.07568223150000009,eqV2 S,mptrj
wbm-5-10867,eqV2 S,0.8780103648,-0.1636494724874999,eqV2 S,mptrj
wbm-5-10869,eqV2 S,0.9640169356,-0.2364943022024999,eqV2 S,mptrj
wbm-5-1132,eqV2 S,1.0195747381,-0.14138263490500017,eqV2 S,mptrj
wbm-5-1146,eqV2 S,0.9777053880000001,-0.2050690139328571,eqV2 S,mptrj
wbm-5-11469,eqV2 S,0.967068055,-0.10962099163499985,eqV2 S,mptrj
wbm-5-11500,eqV2 S,0.9212199894,-0.16255400262333333,eqV2 S,mptrj
wbm-5-11734,eqV2 S,0.962114224,-0.09379781574250004,eqV2 S,mptrj
wbm-5-1206,eqV2 S,0.9595039051,-0.009672515411666657,eqV2 S,mptrj
wbm-5-12443,eqV2 S,0.8989523334,-0.10908368591500003,eqV2 S,mptrj
wbm-5-12452,eqV2 S,0.9677437675,-0.19121242354749998,eqV2 S,mptrj
wbm-5-12772,eqV2 S,0.5891916623,-0.09849204539285747,eqV2 S,mptrj
wbm-5-12958,eqV2 S,1.0128208214,-0.1573580500519998,eqV2 S,mptrj
wbm-5-12975,eqV2 S,0.8101735008000001,-0.037771952062499836,eqV2 S,mptrj
wbm-5-13145,eqV2 S,0.8718935646,-0.11676275985999993,eqV2 S,mptrj
wbm-5-13166,eqV2 S,1.0408233364,-0.15471490246875003,eqV2 S,mptrj
wbm-5-13349,eqV2 S,1.0353138595,-0.08304174134333348,eqV2 S,mptrj
wbm-5-13801,eqV2 S,1.0664983934,-0.14179642407400012,eqV2 S,mptrj
wbm-5-13950,eqV2 S,0.9390616860000001,-0.1907519479037499,eqV2 S,mptrj
wbm-5-14458,eqV2 S,0.9102574803000001,-0.15890544581249993,eqV2 S,mptrj
wbm-5-14813,eqV2 S,0.9683034777,-0.17329498876499985,eqV2 S,mptrj
wbm-5-15005,eqV2 S,0.8851026985,-0.1595424716950001,eqV2 S,mptrj
wbm-5-15388,eqV2 S,0.9956961420000001,-0.056210642696296276,eqV2 S,mptrj
wbm-5-15524,eqV2 S,0.9713006493,-0.14774059733111136,eqV2 S,mptrj
wbm-5-16875,eqV2 S,0.9097994039,-0.1499915151949999,eqV2 S,mptrj
wbm-5-16887,eqV2 S,0.9730399616000001,-0.11859125427124999,eqV2 S,mptrj
wbm-5-17752,eqV2 S,1.4129668952,-0.23552802996500014,eqV2 S,mptrj
wbm-5-17774,eqV2 S,1.1216666522,-0.1958164168916666,eqV2 S,mptrj
wbm-5-1781,eqV2 S,0.9882124685,-0.15064445171999985,eqV2 S,mptrj
wbm-5-18074,eqV2 S,0.8139838419000001,-0.18481706330599992,eqV2 S,mptrj
wbm-5-18353,eqV2 S,0.9137321212,-0.19893388766666695,eqV2 S,mptrj
wbm-5-18394,eqV2 S,1.007729388,-0.1916165240633333,eqV2 S,mptrj
wbm-5-18629,eqV2 S,0.8182420782000001,-0.12610042507399996,eqV2 S,mptrj
wbm-5-1864,eqV2 S,1.0496269662,-0.18509062351875008,eqV2 S,mptrj
wbm-5-18736,eqV2 S,1.0087056704,-0.05269160852000008,eqV2 S,mptrj
wbm-5-19472,eqV2 S,0.9334937272,-0.16530426397375003,eqV2 S,mptrj
wbm-5-19507,eqV2 S,0.9005489707000001,-0.11735107707125003,eqV2 S,mptrj
wbm-5-19558,eqV2 S,0.9679225961000001,-0.09312697457750004,eqV2 S,mptrj
wbm-5-20261,eqV2 S,0.9434591865,-0.14925854647500003,eqV2 S,mptrj
wbm-5-20528,eqV2 S,0.9883989085,-0.1179323532033333,eqV2 S,mptrj
wbm-5-20727,eqV2 S,0.9475562145,-0.07784716129666691,eqV2 S,mptrj
wbm-5-21007,eqV2 S,1.0343544996,-0.16555279955111113,eqV2 S,mptrj
wbm-5-21081,eqV2 S,0.9052165702,-0.15717260349499992,eqV2 S,mptrj
wbm-5-21165,eqV2 S,0.9196325469000001,-0.23158845236499986,eqV2 S,mptrj
wbm-5-21710,eqV2 S,0.8961853156,-0.08518734356625002,eqV2 S,mptrj
wbm-5-21754,eqV2 S,0.9681534595,-0.17362879933999995,eqV2 S,mptrj
wbm-5-21768,eqV2 S,0.9519474636,-0.1953857688775001,eqV2 S,mptrj
wbm-5-21918,eqV2 S,0.9584611749,-0.0767506167677778,eqV2 S,mptrj
wbm-5-22235,eqV2 S,1.0065361955,-0.1853625221655556,eqV2 S,mptrj
wbm-5-22562,eqV2 S,0.9629972248,-0.20728551572125004,eqV2 S,mptrj
wbm-5-22642,eqV2 S,1.019542431,-0.16192765849583335,eqV2 S,mptrj
wbm-5-22788,eqV2 S,0.9368148915000001,-0.17836733255249992,eqV2 S,mptrj
wbm-5-22853,eqV2 S,0.9863195717000001,-0.19328595041333346,eqV2 S,mptrj
wbm-5-22992,eqV2 S,0.5212923334,-0.14801604524166675,eqV2 S,mptrj
wbm-5-23199,eqV2 S,0.9807002666,-0.12933616954000005,eqV2 S,mptrj
wbm-5-2663,eqV2 S,0.9632830025,-0.23352992168375009,eqV2 S,mptrj
wbm-5-2813,eqV2 S,1.0545769058,-0.20948907050777782,eqV2 S,mptrj
wbm-5-2829,eqV2 S,0.9695562242,-0.1200721408525001,eqV2 S,mptrj
wbm-5-2847,eqV2 S,1.0303680254,-0.28130190305749975,eqV2 S,mptrj
wbm-5-3057,eqV2 S,1.0138462533,-0.017112993398437526,eqV2 S,mptrj
wbm-5-3160,eqV2 S,0.9369257365,-0.12072084251624986,eqV2 S,mptrj
wbm-5-3442,eqV2 S,1.0152965205,-0.1620949829042857,eqV2 S,mptrj
wbm-5-3649,eqV2 S,0.9696530307000001,-0.13079236336166666,eqV2 S,mptrj
wbm-5-4145,eqV2 S,0.9947374329,-0.07554288006000007,eqV2 S,mptrj
wbm-5-4303,eqV2 S,0.9987546382,-0.13703855684444438,eqV2 S,mptrj
wbm-5-4413,eqV2 S,1.0576823036,-0.1636022555152779,eqV2 S,mptrj
wbm-5-451,eqV2 S,0.9240984264000001,-0.14211109079666664,eqV2 S,mptrj
wbm-5-4759,eqV2 S,0.8707591389,-0.11973472722000018,eqV2 S,mptrj
wbm-5-5360,eqV2 S,0.9428858341,-0.1355022522074075,eqV2 S,mptrj
wbm-5-5480,eqV2 S,0.9848648444,-0.11210156390124988,eqV2 S,mptrj
wbm-5-5723,eqV2 S,1.0090472359,-0.1605261494122222,eqV2 S,mptrj
wbm-5-6005,eqV2 S,1.0309319613,-0.09014669113777782,eqV2 S,mptrj
wbm-5-6149,eqV2 S,0.9594492804,-0.10509547878625006,eqV2 S,mptrj
wbm-5-6668,eqV2 S,1.0544467839,-0.0775704192287499,eqV2 S,mptrj
wbm-5-6682,eqV2 S,1.0570142413,-0.020979346004444625,eqV2 S,mptrj
wbm-5-6789,eqV2 S,0.8603198495000001,-0.15868529643999985,eqV2 S,mptrj
wbm-5-6846,eqV2 S,0.971544947,-0.04991224322916654,eqV2 S,mptrj
wbm-5-695,eqV2 S,0.9810842077,-0.17205526527000012,eqV2 S,mptrj
wbm-5-722,eqV2 S,0.9829414314,-0.18804244515333335,eqV2 S,mptrj
wbm-5-7334,eqV2 S,1.0251259565,-0.1457347313699998,eqV2 S,mptrj
wbm-5-7532,eqV2 S,0.8861629656000001,-0.17847335125750002,eqV2 S,mptrj
wbm-5-7573,eqV2 S,1.4318153914,-0.09403432674749972,eqV2 S,mptrj
wbm-5-760,eqV2 S,1.0002669716,-0.20381901670777777,eqV2 S,mptrj
wbm-5-7725,eqV2 S,0.9887198213,-0.1222010635411112,eqV2 S,mptrj
wbm-5-8226,eqV2 S,1.0844579971,-0.07609261435222218,eqV2 S,mptrj
wbm-5-8567,eqV2 S,0.987916231,-0.18305810275555545,eqV2 S,mptrj
wbm-5-8771,eqV2 S,1.0033821533,-0.157895754675,eqV2 S,mptrj
wbm-5-9104,eqV2 S,0.8836983334,-0.18728513590714282,eqV2 S,mptrj
wbm-5-9173,eqV2 S,0.9229521436,-0.16703017897500017,eqV2 S,mptrj
wbm-5-9195,eqV2 S,0.8981217691000001,-0.1602230625075002,eqV2 S,mptrj
wbm-5-9807,eqV2 S,0.9526843057000001,-0.2182490547859998,eqV2 S,mptrj
wbm-5-9851,eqV2 S,1.1005236699,-0.18436649718571438,eqV2 S,mptrj
wbm-1-10040,sevenn,1.0203474562,-0.1057908877640001,sevenn,mptrj
wbm-1-10104,sevenn,0.9290876134,-0.0010853278373333336,sevenn,mptrj
wbm-1-10131,sevenn,1.0178148346,-0.0037200506190000248,sevenn,mptrj
wbm-1-10631,sevenn,0.8628071182,0.0007935174555555985,sevenn,mptrj
wbm-1-10690,sevenn,0.9131907935,0.07256901361666673,sevenn,mptrj
wbm-1-10748,sevenn,0.9813558634,-0.003327557833333354,sevenn,mptrj
wbm-1-10973,sevenn,0.9467642817,-0.012421426110000232,sevenn,mptrj
wbm-1-10992,sevenn,0.9594344213,-0.01861536034907407,sevenn,mptrj
wbm-1-11087,sevenn,0.8356124442,-0.0392780335708334,sevenn,mptrj
wbm-1-11317,sevenn,1.0267213962,-0.032356656676388776,sevenn,mptrj
wbm-1-11393,sevenn,0.9729615327000001,-0.04992611006333345,sevenn,mptrj
wbm-1-11757,sevenn,0.9393523945000001,-0.02039914120749997,sevenn,mptrj
wbm-1-11840,sevenn,0.9830467059,-0.0008519754800001269,sevenn,mptrj
wbm-1-12258,sevenn,0.8710524394,-0.03535852760833332,sevenn,mptrj
wbm-1-12348,sevenn,0.6877511874000001,-0.03742968406111092,sevenn,mptrj
wbm-1-12519,sevenn,0.7805515355,-0.10628675008981503,sevenn,mptrj
wbm-1-12679,sevenn,0.8154479569,-0.03822434768250016,sevenn,mptrj
wbm-1-12695,sevenn,0.7597650762,-0.0023558516150000487,sevenn,mptrj
wbm-1-12778,sevenn,0.8828824874000001,-0.13003944376250018,sevenn,mptrj
wbm-1-12786,sevenn,0.7471154998,-0.06891365148749999,sevenn,mptrj
wbm-1-13108,sevenn,0.8780891649,-0.07130039949333344,sevenn,mptrj
wbm-1-13152,sevenn,0.9770072596,-0.01996774138999995,sevenn,mptrj
wbm-1-13168,sevenn,0.9630347558000001,-0.04015625673999992,sevenn,mptrj
wbm-1-13402,sevenn,0.9738237877,-0.02213232049874998,sevenn,mptrj
wbm-1-13560,sevenn,0.9917499182,-0.056338644218333365,sevenn,mptrj
wbm-1-13566,sevenn,1.0385266499,-0.034862956104999836,sevenn,mptrj
wbm-1-13665,sevenn,0.9756817199000001,-0.04178290412299994,sevenn,mptrj
wbm-1-13928,sevenn,0.9066531939,-0.026541096442499957,sevenn,mptrj
wbm-1-14142,sevenn,0.7877521007,-0.05233561620666662,sevenn,mptrj
wbm-1-14347,sevenn,0.876008706,-0.03230470521250002,sevenn,mptrj
wbm-1-14351,sevenn,0.8611377168000001,0.0017353956824999628,sevenn,mptrj
wbm-1-14495,sevenn,0.8614546125,-0.06470050863666674,sevenn,mptrj
wbm-1-14703,sevenn,0.7110527619,-0.05930147521000002,sevenn,mptrj
wbm-1-14724,sevenn,0.9553597081,-0.04284472067333336,sevenn,mptrj
wbm-1-1523,sevenn,1.0253062501,0.0016208049428569334,sevenn,mptrj
wbm-1-15999,sevenn,0.9557973598,-0.01342006838611128,sevenn,mptrj
wbm-1-16058,sevenn,0.987161154,-0.002275963121999851,sevenn,mptrj
wbm-1-16080,sevenn,0.8845364492000001,-0.008652222641999927,sevenn,mptrj
wbm-1-1660,sevenn,0.874718156,0.006379450791666544,sevenn,mptrj
wbm-1-16938,sevenn,0.7668654413,-0.08169573742777786,sevenn,mptrj
wbm-1-16983,sevenn,1.0099688661,-0.04744804339333347,sevenn,mptrj
wbm-1-17062,sevenn,1.0316922997,-0.01899125800444447,sevenn,mptrj
wbm-1-17125,sevenn,0.9985042869,-0.04194374602040825,sevenn,mptrj
wbm-1-17377,sevenn,0.8622647699,0.06338733930199986,sevenn,mptrj
wbm-1-1791,sevenn,0.9933838322,-0.022715331171249974,sevenn,mptrj
wbm-1-1842,sevenn,0.9901853122000001,-0.008092885464000048,sevenn,mptrj
wbm-1-19025,sevenn,0.9597666269,-0.03936098489750002,sevenn,mptrj
wbm-1-19090,sevenn,1.0174745092,-0.031909760939999955,sevenn,mptrj
wbm-1-19173,sevenn,1.0164543006,-0.03561401912499988,sevenn,mptrj
wbm-1-19684,sevenn,0.9437485451000001,-0.01793045660000008,sevenn,mptrj
wbm-1-19969,sevenn,0.9590570393000001,-0.015473538867500025,sevenn,mptrj
wbm-1-20187,sevenn,0.9755732495,-0.09849450971833325,sevenn,mptrj
wbm-1-20692,sevenn,1.010833502,0.005442629034999946,sevenn,mptrj
wbm-1-2075,sevenn,0.9676996287,-0.03816453995142837,sevenn,mptrj
wbm-1-21546,sevenn,0.6300004494,-0.034483657667500014,sevenn,mptrj
wbm-1-21647,sevenn,0.919987693,-0.006273518749999892,sevenn,mptrj
wbm-1-21918,sevenn,0.9177532887000001,-0.01019405149124999,sevenn,mptrj
wbm-1-21974,sevenn,0.8689885217000001,-0.033171895423333396,sevenn,mptrj
wbm-1-22347,sevenn,0.9876035014000001,-0.047872202073000025,sevenn,mptrj
wbm-1-22912,sevenn,0.9156118401000001,-0.06727990918375001,sevenn,mptrj
wbm-1-23029,sevenn,0.8110180834,-0.020722787741666634,sevenn,mptrj
wbm-1-23533,sevenn,0.9460522743,0.007882021653333382,sevenn,mptrj
wbm-1-23543,sevenn,0.8206235621,-0.036762060437500035,sevenn,mptrj
wbm-1-23636,sevenn,0.8507706552000001,-0.04016414420749999,sevenn,mptrj
wbm-1-24053,sevenn,0.8972516819,-0.0012001261425000464,sevenn,mptrj
wbm-1-24503,sevenn,0.9393833905000001,-0.024966793777499996,sevenn,mptrj
wbm-1-24761,sevenn,0.9390609744,-0.022857232020000035,sevenn,mptrj
wbm-1-25075,sevenn,0.9817135393,-0.00509291431100003,sevenn,mptrj
wbm-1-25396,sevenn,0.9295388503,-0.007099941354999961,sevenn,mptrj
wbm-1-2557,sevenn,1.0137250956,-0.015047191714999996,sevenn,mptrj
wbm-1-25665,sevenn,0.9867124646000001,0.004758285658125061,sevenn,mptrj
wbm-1-25849,sevenn,1.0051573589,-0.003969754606000038,sevenn,mptrj
wbm-1-26263,sevenn,0.9456578632,-0.010405391577500023,sevenn,mptrj
wbm-1-26543,sevenn,1.0145873732,-0.055998831800000023,sevenn,mptrj
wbm-1-26634,sevenn,1.0026332953,-0.029889057717499945,sevenn,mptrj
wbm-1-2722,sevenn,0.9250250904,-0.03439683641399981,sevenn,mptrj
wbm-1-27220,sevenn,0.9467197167,-0.01282149005749993,sevenn,mptrj
wbm-1-27502,sevenn,1.1278506735,-0.03615534141750012,sevenn,mptrj
wbm-1-27566,sevenn,0.9813055631000001,-0.03004872265400003,sevenn,mptrj
wbm-1-28132,sevenn,1.0506757485,-0.21140815627,sevenn,mptrj
wbm-1-28162,sevenn,0.8236354367000001,-0.03953909198000014,sevenn,mptrj
wbm-1-28291,sevenn,0.9894414564,-0.03145366209142862,sevenn,mptrj
wbm-1-28599,sevenn,1.028090075,0.0025000656114285797,sevenn,mptrj
wbm-1-29365,sevenn,1.162798165,0.007244925317500162,sevenn,mptrj
wbm-1-29807,sevenn,0.9657469081000001,-0.08564743144499998,sevenn,mptrj
wbm-1-30045,sevenn,0.820121143,-0.03772508228000018,sevenn,mptrj
wbm-1-30099,sevenn,0.7674786078,-0.04946989138555596,sevenn,mptrj
wbm-1-30230,sevenn,0.816523753,0.016953968733750102,sevenn,mptrj
wbm-1-3078,sevenn,0.8042957478,-0.057480350952499926,sevenn,mptrj
wbm-1-30964,sevenn,0.8511913461,-0.052249196449000126,sevenn,mptrj
wbm-1-31348,sevenn,0.6895521807,-0.046409162724444286,sevenn,mptrj
wbm-1-31767,sevenn,0.9918427949,-0.022192852194999568,sevenn,mptrj
wbm-1-31797,sevenn,0.7941764370000001,-0.0042508811460001536,sevenn,mptrj
wbm-1-31867,sevenn,0.7761333527000001,-0.01783650431964277,sevenn,mptrj
wbm-1-32076,sevenn,0.8602070948,-0.061707746366666726,sevenn,mptrj
wbm-1-32536,sevenn,0.9963890390000001,3.914190749987334e-05,sevenn,mptrj
wbm-1-32556,sevenn,0.9378706866000001,-0.027149950257000056,sevenn,mptrj
wbm-1-32966,sevenn,7.6091933204,-0.000865903269999535,sevenn,mptrj
wbm-1-33026,sevenn,0.7145590376000001,-0.01680999237500025,sevenn,mptrj
wbm-1-33224,sevenn,0.8875528947,-0.029997340765000012,sevenn,mptrj
wbm-1-34381,sevenn,0.999440054,-0.004280737470000062,sevenn,mptrj
wbm-1-34429,sevenn,0.9243400714000001,-0.055573031569999876,sevenn,mptrj
wbm-1-34519,sevenn,1.0050531851,-0.05026852754999999,sevenn,mptrj
wbm-1-34758,sevenn,0.916565265,0.0048639232216668654,sevenn,mptrj
wbm-1-34857,sevenn,0.9221392254,-0.011778154577500023,sevenn,mptrj
wbm-1-35134,sevenn,1.1938079253,-0.019139175941666527,sevenn,mptrj
wbm-1-3516,sevenn,0.9040955978,-0.033948606403333415,sevenn,mptrj
wbm-1-3535,sevenn,0.8922402921,-0.07578952307166655,sevenn,mptrj
wbm-1-35404,sevenn,0.9690311628,-0.050600198141428625,sevenn,mptrj
wbm-1-35738,sevenn,0.7249035152000001,-0.08768950717749995,sevenn,mptrj
wbm-1-36060,sevenn,0.8531469272000001,-0.05267924467749983,sevenn,mptrj
wbm-1-36191,sevenn,0.9121427855,-0.03558010637749991,sevenn,mptrj
wbm-1-36764,sevenn,0.9599379488,-0.011871038586250026,sevenn,mptrj
wbm-1-36839,sevenn,0.892103155,-0.0024943891699998667,sevenn,mptrj
wbm-1-36941,sevenn,0.8877613042,0.027631895711111316,sevenn,mptrj
wbm-1-37204,sevenn,0.7497706995000001,0.03521939173250009,sevenn,mptrj
wbm-1-37361,sevenn,0.9866992939,-0.0035942019824998896,sevenn,mptrj
wbm-1-37528,sevenn,0.8987954066,0.025450427331666605,sevenn,mptrj
