formula,run_type,mp_anion_correction,mp_e_form_uncorrected,omat_e_form_uncorrected,mp_e_form_corrected,omat_e_form_corrected,omat_anion_correction,mp_ggau_correction,omat_ggau_correction,exp_energy,uncertainty
Pr,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pt,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pu,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rb,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rb2CO3,GGA,-0.34349999999999997,-1.7415881491666667,-1.7499466645833337,-2.085088149166667,-2.078946664583333,-0.329,0.0,0.0,,
Rb2O,GGA,-0.229,-0.9009951733333335,-0.9062377858333331,-1.1299951733333333,-1.1255711191666664,-0.21933333333333335,0.0,0.0,-1.1615,
Rb2S,GGA,-0.16766666666666666,-0.993399819375,-0.9978223736458336,-1.1610664860416666,-1.160155706979167,-0.16233333333333333,0.0,0.0,-1.247512590958757,0.07220441193862646
Rb2SO4,GGA,-0.46442857142857147,-1.8726234933035717,-1.8777315437053572,-2.3370520647321427,-2.3233029722767857,-0.44557142857142856,0.0,0.0,,
RbBr,GGA,-0.267,-1.7615919724999998,-1.8628818806250003,-2.0285919724999997,-2.0213818806250003,-0.1585,0.0,0.0,-2.044870403180527,0.00414570786250487
RbCl,GGA,-0.307,-1.93787043875,-1.940742434375,-2.24487043875,-2.2397424343749996,-0.299,0.0,0.0,-2.254746863719836,0.00414570786250487
RbF,GGA,-0.231,-2.544071505,-2.553972270625,-2.7750715049999997,-2.771972270625,-0.218,0.0,0.0,-2.9005,
RbH,GGA,-0.0895,-0.14717904624999978,-0.1483687431249998,-0.2366790462499999,-0.23486874312499983,-0.0865,0.0,0.0,-0.27102565151125585,0.002072853931252435
RbI,GGA,-0.1895,-1.50632775125,-1.590131878125,-1.6958277512500002,-1.687131878125,-0.097,0.0,0.0,-1.7194323359738948,0.025910674140655433
Re,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rh,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ru,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
S,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sb,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sc,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Se,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Si,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Si(NiO2)2,GGA+U,-0.3925714285714286,-0.9955397564285714,-1.010754627857143,-2.1141111849999996,-2.123611770714286,-0.376,-0.726,-0.7368571428571429,-2.0742500355838116,0.013623001375907384
Sm,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sn,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sr,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sr(HO)2,GGA,-0.27480000000000004,-1.841376062333333,-1.8438478654999997,-2.116176062333333,-2.1070478654999993,-0.2632,0.0,0.0,,
Sr2SiO4,GGA,-0.3925714285714286,-3.0302923301190474,-3.038591230357143,-3.4228637586904758,-3.414591230357143,-0.376,0.0,0.0,,
SrAl2O4,GGA,-0.3925714285714286,-3.0666828098809527,-3.0779522999999998,-3.459254238452381,-3.4539522999999996,-0.376,0.0,0.0,-3.462998614147371,0.024726186179939758
SrBr2,GGA,-0.35600000000000004,-2.149127777222222,-2.2857078375,-2.505127777222222,-2.497041170833333,-0.21133333333333335,0.0,0.0,-2.480515204398747,0.005873086138548565
SrCO3,GGA,-0.4122,-2.2881895938333336,-2.3013541324999998,-2.7003895938333335,-2.6961541324999994,-0.39480000000000004,0.0,0.0,,
SrCl2,GGA,-0.4093333333333333,-2.4852687888888885,-2.490645825,-2.894602122222222,-2.8893124916666664,-0.39866666666666667,0.0,0.0,-2.863474968197634,
SrF2,GGA,-0.308,-3.924558450555556,-3.9412802900000004,-4.232558450555556,-4.231946956666667,-0.2906666666666667,0.0,0.0,-4.204784199545563,0.010018794001053434
SrH2,GGA,-0.11933333333333333,-0.5332967880555556,-0.5362452833333334,-0.6526301213888891,-0.6515786166666668,-0.11533333333333333,0.0,0.0,-0.6093333333333334,
SrI2,GGA,-0.25266666666666665,-1.7095094863888889,-1.8215354250000002,-1.962176153055556,-1.9508687583333335,-0.12933333333333333,0.0,0.0,-1.93984580399707,0.007254988759383522
SrMoO4,GGA+U,-0.458,-1.673696761944445,-1.7396146341666672,-2.665363428611112,-2.673114634166667,-0.4386666666666667,-0.5336666666666666,-0.4948333333333333,-2.6762271630744974,0.017273782760436954
SrO,GGA,-0.3435,-2.7335906658333333,-2.7443659449999998,-3.077090665833333,-3.0733659449999995,-0.329,0.0,0.0,-3.0678238182536033,0.01969211234689813
SrO2,GGA,-0.31,-1.8954394455555554,-1.9040996100000005,-2.2054394455555553,-2.192766276666667,-0.2886666666666667,0.0,0.0,-2.1885882757473625,0.052166823936519606
SrS,GGA,-0.2515,-2.1435611298958337,-2.1525611142187495,-2.3950611298958338,-2.3960611142187496,-0.2435,0.0,0.0,-2.4283898375408524,
SrSO4,GGA,-0.5418333333333334,-2.225281561215278,-2.2325343193229163,-2.767114894548611,-2.75236765265625,-0.5198333333333334,0.0,0.0,,
SrSiO3,GGA,-0.41220000000000007,-3.0296142023333337,-3.0374991206666664,-3.441814202333334,-3.432299120666666,-0.39480000000000004,0.0,0.0,,
SrWO4,GGA+U,-0.458,-1.5485502236111113,-1.5569304291666672,-2.7462168902777777,-2.720597095833334,-0.4386666666666667,-0.7396666666666666,-0.725,,
Ta,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tb,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tc,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Te,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Th,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ti,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ti(FeO2)2,GGA+U,-0.3925714285714286,-1.169794460119048,-1.1770203922619038,-2.2069373172619047,-2.245591820833332,-0.376,-0.6445714285714285,-0.6925714285714285,,
TiCoO3,GGA+U,-0.4122,-1.8872463681666674,-1.8957024126666666,-2.627046368166667,-2.7203024126666664,-0.39480000000000004,-0.3276,-0.4298,-2.503226502822982,0.007877648621720358
TiFeO3,GGA+U,-0.4122,-1.854274129666667,-1.859436248666667,-2.717674129666667,-2.739036248666666,-0.39480000000000004,-0.45119999999999993,-0.4848,-2.5656257721687146,0.012231086017934243
TiMn2O4,GGA+U,-0.3925714285714286,-1.8065518891707728,-1.8042937030008201,-2.6756947463136305,-2.665722274429392,-0.376,-0.47657142857142853,-0.48542857142857143,-2.5913317834606446,0.0
TiMnO3,GGA+U,-0.4122,-2.208804056252874,-2.2099308341839086,-2.9546040562528737,-2.944530834183909,-0.39480000000000004,-0.3336,-0.3398,-2.8172959149784123,0.0
TiNiO3,GGA+U,-0.4122,-1.6763176666666666,-1.690631552666666,-2.596717666666666,-2.6012315526666656,-0.39480000000000004,-0.5082,-0.5158,-2.492031949518432,0.013060312188641645
Tl,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tm,GGA,0.0,5.921189464667501e-16,0.0,5.921189464667501e-16,0.0,0.0,0.0,0.0,,
U,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
V,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
V2O3,GGA+U,-0.4122,-1.4423476932500008,-1.3978058122500001,-2.5345476932500004,-2.5166058122500004,-0.39480000000000004,-0.6799999999999999,-0.724,-2.5263943714104675,0.003523851683129139
V2O5,GGA+U,-0.49071428571428577,-1.3125932457142864,-1.3076752057142857,-2.289021817142858,-2.2948180628571424,-0.47000000000000003,-0.4857142857142857,-0.5171428571428571,-2.295241545876803,0.0025170369165208135
VF4,GGA+U,-0.36960000000000004,-2.297894607,-2.3035153819999996,-3.0074946069999995,-3.0143153819999995,-0.3488,-0.33999999999999997,-0.362,-2.9088359217265416,0.03461666065191566
VO,GGA+U,-0.3435,-0.8967877600000005,-0.7702663074999991,-2.09028776,-2.004266307499999,-0.329,-0.85,-0.905,-2.237645818787003,0.010882483139075283
VO2,GGA+U,-0.458,-1.4548447033333336,-1.4575558574999998,-2.4795113699999995,-2.4995558575000003,-0.4386666666666667,-0.5666666666666667,-0.6033333333333334,-2.4660052268799797,0.0034547565520873912
W,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
W(ClO)2,GGA+U,-0.5204,-0.3297861259999998,-0.3493111900000002,-1.7377861259999996,-1.7217111900000006,-0.5024,-0.8876,-0.8699999999999999,,
W10O29,GGA+U,-0.5108461538461538,-0.5172076432051278,-0.5455011283333332,-2.1660025149999993,-2.1501677949999998,-0.4892820512820513,-1.1379487179487178,-1.1153846153846154,-2.1793242131776878,
WCl4O,GGA+U,-0.5238333333333334,-0.13998329750000002,-0.1521267350000001,-1.4034832975,-1.3854600683333338,-0.5083333333333333,-0.7396666666666666,-0.725,,
WO2,GGA+U,-0.458,-0.09910900500000015,-0.0489512766666671,-2.036442338333334,-1.9376179433333338,-0.4386666666666667,-1.4793333333333332,-1.45,-2.0365789874555174,0.021764966278150565
WO3,GGA+U,-0.51525,-0.5601977787500001,-0.5901886274999999,-2.1849477787500007,-2.1711886274999994,-0.49350000000000005,-1.1095,-1.0875,-2.183492509833034,0.007514095500790075
Xe,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Y,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Yb,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Zn,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Zn(FeO2)2,GGA+U,-0.3925714285714286,-0.7078867000000001,-0.7102564785714277,-1.745029557142857,-1.7788279071428568,-0.376,-0.6445714285714285,-0.6925714285714285,-1.745965317644826,0.008736490012810173
ZnCr2O4,GGA+U,-0.3925714285714286,-1.313524432142857,-1.307908152857143,-2.2772387178571427,-2.2650510099999996,-0.376,-0.5711428571428572,-0.5811428571428571,-2.2921322649799243,0.006810805774115142
ZnWO4,GGA+U,-0.458,-0.8574941500000008,-0.8703486258333335,-2.0551608166666675,-2.0340152925,-0.4386666666666667,-0.7396666666666666,-0.725,,
Zr,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
