r_Angstrom,g_H-Cl__LPSC-H2O,g_H-Cl__LPSC-ion,g_H-Cl__LPSnSC-ion,g_H-H__LPSC-H2O,g_H-H__LPSC-ion,g_H-H__LPSnSC-ion,g_H-O__LPSC-H2O,g_H-O__LPSC-ion,g_H-O__LPSnSC-ion,g_H-S__LPSC-H2O,g_H-S__LPSC-ion,g_H-S__LPSnSC-ion,g_Li-O__LPSC-H2O,g_Li-O__LPSC-ion,g_Li-O__LPSnSC-ion,g_Li-S__LPSC-H2O,g_Li-S__LPSC-ion,g_Li-S__LPSnSC-ion,g_O-O__LPSC-H2O,g_O-O__LPSC-ion,g_O-O__LPSnSC-ion,g_P-O__LPSC-H2O,g_P-O__LPSC-ion,g_P-O__LPSnSC-ion,g_P-S__LPSC-H2O,g_P-S__LPSC-ion,g_P-S__LPSnSC-ion,g_S-S__LPSC-H2O,g_S-S__LPSC-ion,g_S-S__LPSnSC-ion,g_Sn-O__LPSnSC-ion,g_Sn-S__LPSnSC-ion
2.550,0.8540,0.4256,0.4244,2.4678,1.8385,3.6666,0.4113,1.2298,0.8175,0.1708,0.2553,0.5100,0.2847,0.2847,0.1363,5.6153,6.0291,5.8363,4.1130,0.8226,0.8203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9160
2.570,0.4204,0.4190,0.8356,1.0123,1.4078,2.4065,0.8098,0.4036,0.6036,0.4204,0.1676,0.2510,0.2803,0.0000,0.1341,6.4011,6.0520,5.4669,1.6197,3.2394,3.2302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3946
2.590,1.2418,0.0000,0.4114,1.5948,2.1782,3.3568,1.1961,0.0000,0.5944,0.0828,0.1650,0.2472,0.2759,0.0000,0.0000,4.5838,4.6410,4.7786,3.9869,1.5948,6.3610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3732
2.610,0.0000,1.2187,0.4051,1.7667,1.5600,3.3056,0.5889,0.9782,1.1706,0.0000,0.4062,0.0000,0.1359,0.1359,0.2601,4.2881,5.3601,4.8138,3.1408,3.1408,2.3490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.630,0.0000,0.0000,0.0000,2.5133,0.7682,2.4895,0.5800,0.9634,1.9214,0.2409,0.3201,0.0799,0.1338,0.0000,0.1281,3.7786,4.1120,3.9418,2.3199,2.3199,6.1690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3317
2.650,0.0000,0.3941,0.7859,1.3329,2.2698,1.5090,1.1425,0.5694,1.3247,0.3163,0.3941,0.2361,0.1318,0.0000,0.0000,3.7765,4.2143,3.7252,3.8084,1.5234,3.7977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3117
2.670,0.0000,0.0000,0.3871,2.0634,1.1180,2.6013,1.3130,1.3087,0.9321,0.2337,0.4658,0.1551,0.0000,0.1298,0.0000,4.3132,2.8575,3.3078,1.5006,3.0012,2.9928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.690,0.3837,0.7649,0.3814,1.4784,2.0193,2.7458,0.1848,1.1051,1.2856,0.0767,0.3059,0.0000,0.0000,0.0000,0.0000,2.6027,2.9745,3.3606,2.9568,1.4784,6.6340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.710,0.0000,0.0000,0.0000,1.4567,1.6278,2.7054,0.9104,0.9074,1.2667,0.3025,0.5275,0.1505,0.1260,0.1260,0.0000,3.5588,2.3551,2.3078,3.6416,3.6416,3.6314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.730,0.7451,0.0000,0.0000,2.1531,1.4258,1.7773,1.0765,1.0730,2.4965,0.1490,0.1485,0.2225,0.0000,0.0000,0.0000,2.4754,2.4754,2.1752,2.8708,5.0239,5.7254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.750,0.0000,0.7319,0.0000,1.4146,1.9321,2.6273,0.7073,1.2336,2.2846,0.0734,0.2927,0.2923,0.0000,0.0000,0.0000,1.9821,2.9478,2.0950,2.1219,3.5365,4.9371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.770,0.3619,0.3607,0.0000,1.2200,1.2118,2.2442,1.0457,2.0844,2.0785,0.2171,0.2164,0.3601,0.1206,0.1206,0.0000,1.5028,1.8033,1.8247,3.4856,2.7885,4.8660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.790,0.0000,0.0000,0.0000,1.3743,0.8532,2.5525,2.2333,1.8834,1.1951,0.0713,0.2844,0.2840,0.0000,0.0000,0.0000,1.7776,2.1726,1.5620,2.7486,6.1844,4.1113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.810,0.3516,0.0000,0.0000,0.8468,2.0187,2.5163,1.0161,2.1942,3.0296,0.3516,0.2804,0.3500,0.0000,0.0000,0.0000,2.0444,1.5090,1.6798,2.0322,4.0645,4.0530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.830,0.0000,0.0000,0.3446,1.3357,1.4927,2.6462,1.8366,1.9969,2.9869,0.2080,0.4837,0.4140,0.1156,0.1156,0.0000,1.3917,1.7757,1.8862,4.0072,6.6787,3.3299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.850,0.3418,0.3407,0.0000,1.6463,1.6354,2.1200,1.4817,1.8049,2.2907,0.2051,0.4088,0.0000,0.0000,0.1139,0.0000,0.9937,1.6089,1.3608,5.9268,2.6341,5.2534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.870,0.3371,0.0000,0.0000,1.4611,2.0964,2.5730,1.6235,1.7798,2.9043,0.0000,0.2688,0.1342,0.0000,0.1124,0.0000,1.2132,0.9332,1.1630,7.1432,3.8963,9.7133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.890,0.6649,0.3313,0.6608,2.4016,1.9085,2.8547,2.0814,2.3936,2.8642,0.0665,0.1988,0.2647,0.0000,0.1108,0.0000,0.8283,1.3806,0.6176,4.4830,4.4830,8.3020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.910,0.3279,0.3268,0.3259,2.8424,1.4118,1.8770,1.2633,1.8886,3.2958,0.2623,0.1307,0.1305,0.1093,0.1093,0.0000,1.1347,1.0893,0.8702,6.3165,6.9482,5.6688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.930,0.6469,0.0000,0.0000,1.2461,1.7020,2.9315,1.5576,1.3972,2.9413,0.1941,0.2579,0.1288,0.0000,0.0000,0.2064,1.1193,0.8954,0.5579,6.2306,3.1153,8.0769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.950,0.0000,0.0000,0.0000,1.0756,1.5264,1.9787,1.8439,2.2972,3.3597,0.1276,0.0636,0.1905,0.0000,0.0000,0.0000,1.1483,1.0600,0.7621,3.6878,1.2293,7.3549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.970,0.0000,0.0000,0.3128,1.3644,0.7529,1.9521,1.8192,1.6620,4.5200,0.2518,0.1882,0.5012,0.1049,0.1049,0.0000,1.0022,0.8279,0.7101,3.6383,2.4256,4.2327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.990,0.0000,0.0000,0.6173,1.3462,1.1886,1.6298,2.0941,2.6834,4.3110,0.0621,0.1857,0.0618,0.1035,0.0000,0.0991,0.4299,0.8168,0.7831,4.7864,4.7864,8.3526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.010,0.3065,0.6109,0.3046,0.4428,1.1729,2.1930,1.9187,2.7950,3.3738,0.1839,0.2444,0.3660,0.2043,0.5108,0.1956,0.6788,1.1030,0.3660,3.5423,3.5423,4.7097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.030,0.3024,0.3014,0.3006,1.1652,1.3022,2.8855,2.6218,2.3227,2.8952,0.1815,0.3014,0.5418,0.1008,0.1008,0.0965,0.6698,0.6698,0.6421,2.9131,5.2435,5.2287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.050,0.0000,0.5950,0.5933,1.4375,1.9991,2.4206,3.3062,2.7221,5.5718,0.2985,0.2380,0.1782,0.0000,0.0995,0.1905,0.6198,0.7024,0.5545,4.6000,5.7500,6.3071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0992,0.0000,0.0000,0.0000,0.0000
3.070,0.2946,0.5872,0.2928,1.5607,1.5503,1.9676,1.4188,2.8282,4.0893,0.1768,0.1762,0.3518,0.0982,0.0982,0.0940,0.8156,0.7341,0.5864,5.6753,7.3779,9.6208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1957,0.1957,0.1957,0.0000,0.0000
3.090,0.2908,0.2898,0.5780,1.4005,2.2259,1.8034,1.4005,2.0938,5.4284,0.3490,0.4637,0.2894,0.0969,0.1939,0.0000,0.5636,0.8856,0.5402,2.8010,2.8010,5.5863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0966,0.2898,0.0966,0.0000,0.0000
3.110,0.2871,0.2861,0.5706,1.5208,1.9227,1.3695,3.0416,3.0315,3.0229,0.1722,0.5150,0.4000,0.0000,0.1914,0.1832,0.5961,0.3974,0.5714,4.4242,2.7651,6.6176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0954,0.2861,0.0000,0.0000
3.130,0.2834,0.5649,0.5633,0.9555,1.6270,2.1633,2.7299,1.4964,3.9340,0.5668,0.2260,0.2257,0.0945,0.1889,0.1809,0.3923,0.2746,0.5641,2.7299,7.0977,8.1666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4708,0.3766,0.2825,0.0000,0.0000
3.150,0.0000,0.0000,0.8343,2.1563,1.4726,3.2038,2.4258,1.6118,4.8218,0.5037,0.7251,0.3342,0.0933,0.0933,0.1786,0.4261,0.5423,0.4085,3.7735,1.0781,10.7509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6508,0.0930,0.6507,0.0000,0.0000
3.170,0.2763,0.8262,0.2746,1.7299,1.4540,3.1635,2.1291,2.7852,3.9676,0.3316,0.3305,0.4950,0.0921,0.2763,0.0882,0.6502,0.4972,0.4033,5.3229,4.7906,4.7771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5508,0.6426,0.7343,0.0000,0.0000
3.190,0.2729,0.0000,0.2712,2.1025,0.7832,2.0826,2.3654,3.0123,4.7016,0.4366,0.2176,0.2172,0.1819,0.0910,0.0000,0.6421,0.4532,0.5069,4.7307,1.5769,3.1449,0.0000,0.0000,0.0000,0.0000,0.0000,0.3017,0.9065,0.4532,0.8158,0.0000,0.0000
3.210,0.8084,0.0000,0.5356,1.9466,1.2891,2.8281,2.3360,1.9402,4.2563,0.5928,0.4297,0.2682,0.0898,0.3593,0.2580,0.4476,0.4849,0.3218,4.1528,5.1910,4.6588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8800,1.5219,1.9694,0.0000,0.0000
3.230,0.7984,0.5305,0.5290,1.2817,1.4005,2.0314,3.8452,2.9382,4.0764,0.4258,0.6366,0.2119,0.0000,0.1774,0.1698,0.3684,0.7368,0.6357,3.5889,5.1270,3.5787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0336,2.0336,2.1219,0.0000,0.0000
3.250,0.7886,0.0000,0.2613,1.1394,1.8864,2.3827,3.2916,3.4068,4.4038,0.5257,0.5240,0.2616,0.1752,0.3505,0.1678,0.5822,0.5458,0.7325,3.5448,4.0512,5.0498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,2.7073,3.4931,0.0000,0.0000
3.270,0.0000,0.2588,0.2581,1.3756,2.1118,2.2297,3.0014,1.4957,4.7230,0.4155,0.3623,0.7753,0.2597,0.4328,0.1657,0.4313,0.5392,0.5858,4.5021,5.0023,4.4894,0.0000,0.0000,0.6905,0.0000,0.0000,0.0000,4.0546,3.5370,3.3643,0.0000,0.0000
3.290,0.5130,0.5113,1.0198,2.9650,1.8408,2.9370,3.5827,2.9551,4.6657,0.4617,0.3579,0.5106,0.3420,0.2565,0.5730,0.6037,0.4261,0.2723,7.4125,3.4592,5.4205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1759,4.4315,3.4939,0.0000,0.0000
3.310,0.7603,0.5052,0.5037,1.4646,1.4549,3.5061,2.6852,1.8247,4.0030,0.3041,0.3031,0.4540,0.2534,0.2534,0.2426,0.5262,0.5262,0.5044,4.8821,3.9057,4.3815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2201,5.9778,4.3779,0.0000,0.0000
3.330,1.2520,1.4974,0.0000,2.1706,1.7968,3.1057,1.6883,2.8845,3.8352,0.3005,0.5490,0.2990,0.1669,0.2504,0.1598,0.5546,0.3813,0.6645,3.8589,3.3766,5.2910,0.5008,0.0000,1.3317,0.0000,0.0000,0.0000,4.3257,5.4903,4.2423,0.0000,0.0000
3.350,0.2474,0.0000,0.7377,1.6682,0.8285,2.2425,3.3364,3.2065,3.0790,0.4453,0.4932,0.4925,0.3299,0.4124,0.3158,0.6165,0.4452,0.4925,2.8597,1.9065,9.9808,0.4948,0.4948,0.0000,0.0000,0.0000,0.0000,6.5757,5.5893,4.9316,0.0000,0.0000
3.370,0.9779,0.2437,0.7289,1.4129,2.2223,2.3326,2.3549,3.7553,4.7979,0.3423,0.4873,0.2433,0.0815,0.2445,0.4681,0.7445,0.6430,0.3893,3.2969,3.2969,5.1662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0918,6.0105,5.7666,0.0000,0.0000
3.390,0.2416,0.4816,0.9605,1.9781,1.9650,2.3052,3.1417,2.4354,4.9727,0.6765,0.3853,0.2405,0.2416,0.2416,0.4626,0.3679,0.4013,0.5450,1.8618,5.1199,4.1772,1.4497,0.4832,0.0000,0.0000,0.0000,0.0000,7.3847,7.0636,5.6988,0.0000,0.0000
3.410,0.2388,0.0000,0.9493,2.3000,1.5993,2.0504,3.1050,3.6677,4.0002,0.5253,0.4284,0.3327,0.3980,0.2388,0.3048,0.6941,0.6280,0.4119,3.6800,6.4400,4.5870,0.4776,0.0000,0.0000,0.0000,0.0000,0.0000,6.3463,5.7910,4.6009,0.0000,0.0000
3.430,0.2360,0.0000,0.2346,2.6142,2.1452,3.7154,2.2732,2.1524,5.1963,0.4720,0.6116,0.2349,0.2360,0.2360,0.4519,0.4574,0.4247,0.5324,2.7279,4.5465,6.3471,0.0000,0.4720,0.0000,0.0000,0.0000,0.0000,3.5283,3.9987,4.3122,0.0000,0.0000
3.450,0.6998,0.9300,1.3911,2.2470,1.8972,2.7821,3.7075,3.2472,4.2430,0.6998,0.4185,0.6036,0.1555,0.1555,0.2978,0.6458,0.6135,0.4953,5.3927,3.5951,8.5144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8050,4.3400,3.7973,0.0000,0.0000
3.470,0.4612,1.3790,0.6875,1.5548,1.3238,3.5202,2.9985,2.4351,3.8631,0.6457,0.4597,0.3213,0.3843,0.2306,0.2943,0.7023,0.8299,0.4284,4.4423,1.7769,5.7587,0.4612,0.4612,0.0000,0.0000,0.0000,0.0000,3.2942,4.1369,2.9110,0.0000,0.0000
3.490,1.1398,0.4544,0.6797,2.0860,2.2902,3.8062,3.9524,2.7355,3.2734,0.3647,0.5453,0.4991,0.1520,0.3799,0.1455,0.7573,0.5364,0.6050,5.7090,2.6349,6.1308,0.4559,0.0000,0.6062,0.0000,0.0000,0.0000,3.1051,4.1654,3.7108,0.0000,0.0000
3.510,1.3522,0.4492,1.1199,1.7366,1.8329,3.2254,3.4733,2.5963,4.4228,0.5409,0.4942,0.5383,0.2254,0.1502,0.3596,0.5616,0.5927,0.6878,4.7758,3.4733,2.5976,0.4507,0.0000,0.0000,0.0000,0.0000,0.0000,3.3693,2.7703,2.9199,0.0000,0.0000
3.530,0.2228,0.2221,0.2215,2.8975,2.8782,3.0827,2.8975,3.2087,4.4795,0.4456,0.7107,0.8871,0.4456,0.2228,0.2133,0.6786,0.3701,0.5027,2.5755,2.1463,5.5646,0.4456,0.0000,0.0000,0.0000,0.0000,0.0000,3.1092,3.5533,2.2207,0.0000,0.0000
3.550,1.5422,0.4392,2.1897,3.7138,1.7918,2.9429,4.0321,2.6439,3.7964,0.6169,0.6148,0.6578,0.4406,0.2938,0.3515,0.9454,0.8235,0.5847,1.2733,2.9710,4.2323,0.8813,0.4406,0.0000,0.0000,0.0000,0.0000,1.3907,2.1959,2.5617,0.0000,0.0000
3.570,0.8714,0.6514,1.0826,1.9935,2.7098,3.1179,3.3575,2.3006,4.5882,0.7407,0.5211,0.5204,0.2905,0.7262,0.3476,0.6031,0.7539,0.6649,2.0984,3.7772,2.0925,0.0000,0.4357,0.0000,0.0000,0.0000,0.0000,2.0990,1.0857,3.0397,0.0000,0.0000
3.590,0.8618,1.7178,0.0000,2.2826,1.3399,2.9805,4.2540,3.2057,4.1248,0.4309,0.8589,0.5575,0.5027,0.2154,0.4812,0.8947,0.8350,0.9434,2.4902,2.0751,4.1386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2168,1.3599,2.2903,0.0000,0.0000
3.610,0.6392,0.4247,1.2705,2.3600,2.4463,3.5574,3.1809,2.6590,3.3653,0.5113,0.5521,0.3393,0.2841,0.7812,0.7478,0.7078,0.8258,0.6785,1.6418,2.0522,2.8650,0.4261,0.0000,1.1331,0.0000,0.0000,0.0000,2.2650,1.2741,1.8403,0.0000,0.0000
3.630,0.6322,0.6300,0.2094,2.4356,1.6129,3.0157,3.2474,2.9332,4.3369,0.7164,0.6720,0.8389,0.4214,0.6322,0.3362,0.9917,0.5834,0.8668,4.0593,1.2178,3.2383,0.4214,0.4214,1.1207,0.0000,0.0000,0.0000,1.4001,1.7501,1.8200,3.3620,0.0000
3.650,0.6252,1.4540,0.6214,3.3123,2.7918,3.2810,3.5131,1.9007,3.9903,0.4168,0.4985,0.8297,0.2779,0.4168,0.3990,0.7501,0.7501,0.6361,2.4090,3.6134,4.4040,0.4168,0.4168,0.0000,0.0000,0.0000,0.0000,1.6618,1.7310,0.9693,0.0000,0.0000
3.670,0.6184,0.6164,0.2049,2.8792,2.0711,4.1304,3.3756,3.0675,3.8482,0.4948,0.5342,0.5745,0.1374,0.6872,0.3947,0.8276,0.7990,0.6018,3.1770,2.3828,1.9800,1.6492,0.0000,0.5482,0.0000,0.0000,0.0000,1.5067,1.7122,2.1230,0.0000,0.0000
3.690,0.0000,0.4065,1.8240,2.8481,2.7316,3.6966,3.2409,3.3280,3.9042,0.4486,0.8130,0.4059,0.2719,0.5438,0.7158,0.9880,1.1009,0.8389,2.3570,3.1427,3.9173,0.4078,0.8157,0.5423,0.0000,0.0000,0.0000,1.5582,1.0839,2.0323,0.0000,0.0000
3.710,0.4035,0.6032,0.6015,2.2345,2.3162,2.4059,4.3719,3.3890,3.9588,0.5245,1.0455,0.6023,0.3362,0.4707,0.5793,1.0053,0.7540,0.7228,2.7203,3.4975,2.3251,0.8069,0.8069,0.5364,0.0000,0.0000,0.0000,1.6755,1.5414,2.0105,0.0000,0.6692
3.730,0.3991,1.1934,0.1983,2.2106,1.6231,2.6657,2.9795,2.7780,4.3941,0.6386,0.7161,0.6753,0.1330,0.7318,0.4458,1.0774,0.9116,0.7945,2.3067,2.3067,3.0670,0.7983,0.3991,0.0000,0.0000,0.0000,0.0000,1.3923,1.9227,2.2542,0.0000,0.0000
3.750,0.5923,1.1807,0.3925,2.8527,2.7393,3.0141,2.4724,3.5067,3.0242,0.7503,0.5904,0.5502,0.1316,0.3949,0.6300,0.9839,1.1206,0.6550,1.5215,1.9018,1.5172,0.3949,0.0000,0.5250,0.0000,0.0000,0.0000,2.0991,1.9023,1.9678,0.0000,0.0000
3.770,0.3907,1.1682,0.7766,2.8226,1.5888,3.0754,3.3871,2.4381,4.0208,0.6251,0.1947,0.7777,0.4558,0.5210,0.6857,0.7572,1.1358,1.0110,2.2580,1.5054,1.1258,0.3907,0.3907,0.5195,0.0000,0.0000,0.0000,2.1418,2.2067,1.8172,1.5585,0.6481
3.790,0.0000,0.7706,0.7685,2.5136,2.3119,3.2275,2.7928,3.4330,4.4411,0.5026,0.5780,0.6541,0.5799,0.5799,0.4935,1.0971,1.0703,1.1286,0.7448,3.3514,2.2280,1.1598,1.5464,0.0000,0.0000,0.0000,0.0000,1.7981,1.9908,2.2476,0.0000,0.0000
3.810,1.3389,0.0000,0.1901,1.9345,1.8301,3.1937,3.5927,3.7643,3.7537,0.7651,0.8007,0.4188,0.2550,0.3826,0.4273,1.1121,1.0326,1.2945,1.1054,1.4739,2.2046,1.1477,1.9128,0.5086,0.0000,0.0000,0.0000,2.1606,2.7960,2.3511,0.0000,0.6346
3.830,0.1893,0.5660,0.0000,2.9171,2.1733,3.4313,3.1906,2.4531,3.2616,0.4543,0.6414,0.6028,0.3786,0.3786,0.4832,1.0743,1.1005,1.1554,1.4586,3.2818,2.5453,3.4071,0.7571,1.5100,0.0000,0.0000,0.0000,2.7669,2.0123,2.3266,0.0000,0.0000
3.850,0.7493,0.3734,0.5585,2.9771,2.4196,4.1107,2.9771,2.4277,3.3175,0.4121,0.4481,0.5966,0.3122,0.5620,0.5380,1.4002,1.0891,1.2429,3.2478,2.1652,1.4394,1.1239,1.8732,0.9962,0.0000,0.0000,0.0000,2.0537,2.4893,3.3604,1.4944,0.0000
3.870,0.0000,0.3695,1.2898,1.9643,2.4834,3.3608,3.4821,2.3137,4.5256,0.4449,0.6282,0.5166,0.6180,0.6180,0.2958,1.3345,1.4371,1.2055,1.0714,0.0000,2.4929,0.7416,0.3708,1.4790,0.0000,0.0000,0.0000,3.0796,3.2643,3.0794,2.9579,0.0000
3.890,0.5505,0.7315,0.7295,2.6511,1.3167,2.5385,3.3581,2.2019,3.8644,0.2569,0.6584,0.5479,0.4281,0.6116,0.6441,1.1684,1.1684,1.0470,1.0604,2.1209,0.7050,1.8349,1.4679,0.4879,0.1524,0.0000,0.0000,2.8651,3.1089,2.7431,1.4638,0.0000
3.910,0.3632,0.3620,0.7220,2.0118,2.2590,3.2057,2.8865,3.0512,3.2164,0.2543,0.5792,0.3977,0.2422,0.6054,0.4636,1.3576,1.0559,1.1809,1.0496,2.7990,2.4422,0.3632,1.0897,1.4488,0.0000,0.0000,0.0000,3.8013,3.0169,2.7754,0.0000,0.0000
3.930,0.3595,1.0751,1.0720,1.9913,1.9781,3.5162,2.1645,3.1928,4.3024,0.4674,0.4300,0.3936,0.3595,0.5992,0.4016,1.3936,1.2443,1.0735,1.0390,1.0390,2.7628,0.3595,0.3595,1.4341,0.0000,0.0000,0.0000,2.6279,2.5085,3.6431,2.8683,0.5964
3.950,0.7118,0.7095,0.5306,2.6569,1.7878,3.8203,2.3141,2.6480,2.2147,0.4983,0.6030,0.6022,0.4746,0.5932,0.7950,1.3056,1.2810,1.2516,2.0569,0.6856,3.4186,1.0678,2.1355,0.4732,0.0000,0.1478,0.3936,3.0152,3.0152,2.7195,1.4197,0.5904
3.970,0.5285,0.3512,0.7003,2.0363,3.7926,2.1851,2.9696,3.2133,3.6259,0.3876,0.5619,0.4909,0.8221,0.4698,0.7308,1.5851,1.3169,1.5429,1.0181,0.6788,2.7074,1.7617,0.7047,0.9369,0.0000,0.0000,0.0000,3.4531,2.6923,2.7507,0.0000,0.0000
3.990,0.3488,1.0430,0.6933,3.3598,2.0859,3.7441,2.3519,2.5952,4.3410,0.5232,0.6953,0.3472,0.1744,0.4070,0.6678,1.3761,1.1830,1.3655,1.6799,1.3439,3.3504,1.0465,2.0929,1.3913,0.0000,0.2897,0.0000,2.8392,2.3756,2.9549,0.0000,0.0000
4.010,0.1727,0.3442,1.0297,2.8274,2.0652,2.3888,3.5759,2.7351,3.8019,0.4835,0.7916,0.7905,0.3453,0.4029,0.3306,1.4819,1.4341,1.4665,1.3306,0.9979,0.9951,0.3453,1.3814,2.2958,0.1434,0.0000,0.3819,3.6140,2.8683,3.1550,0.0000,0.0000
4.030,0.1710,0.1704,0.3398,2.3878,2.9444,3.5886,2.5524,2.3798,3.6006,0.4787,0.7497,0.3063,0.2849,0.7408,0.4910,1.3726,1.4436,1.2704,0.6587,0.9880,3.2842,1.0258,1.3677,0.0000,0.1420,0.1420,0.3781,3.1807,2.7263,2.9534,2.7277,0.0000
4.050,0.6771,0.3374,0.3365,2.1197,2.5105,4.3607,2.6088,2.1126,3.1600,0.4740,0.4049,0.4380,0.2257,0.5078,0.6482,1.2185,1.0779,1.4601,1.3044,0.9783,2.2763,1.6928,1.3542,0.4501,0.1406,0.1406,0.0000,3.2618,3.0369,3.7116,0.0000,0.0000
4.070,0.3352,1.1694,0.9995,2.0989,2.4859,2.8787,3.2291,3.2183,3.9313,0.7040,0.4009,0.3670,0.5587,0.5029,0.8023,1.6010,1.5778,1.6015,1.2916,1.6145,1.6100,0.6705,1.0057,1.3372,0.0000,0.2784,0.1854,3.2298,3.4526,3.8979,1.3372,0.0000
4.090,0.1660,0.6617,0.1650,2.9577,2.2234,3.0089,2.2383,2.4698,4.0518,0.3652,0.4963,0.3634,0.1107,0.3320,0.4767,1.4016,1.3786,1.2114,2.2383,0.9593,2.8697,0.9959,1.6598,1.7655,0.2757,0.0000,0.5506,3.9703,2.9226,3.1430,2.6483,1.1013
4.110,0.3287,0.1638,0.3267,1.8999,2.4377,3.6855,2.4540,2.8404,3.6978,0.4274,0.7536,0.6871,0.6027,0.5479,0.6294,1.7065,1.3652,1.4614,2.2166,0.6333,1.5788,0.9862,2.6300,1.7484,0.2730,0.2730,0.1818,4.5871,3.0581,3.9316,0.0000,0.5453
4.130,0.3256,0.3245,0.4854,2.7439,2.1805,3.8052,3.0575,2.8129,2.7271,0.3581,0.3894,0.7128,0.6511,0.4884,0.5714,1.4422,1.1492,1.5337,0.9408,0.6272,1.5635,1.3023,0.9767,0.8657,0.5408,0.1352,0.7200,4.1642,3.0826,4.0559,0.0000,0.5400
4.150,0.6449,0.8034,0.3205,2.7175,2.0053,2.9226,2.7175,2.1668,2.5465,0.4837,0.5142,0.5776,0.4299,0.4837,0.7202,1.6515,1.6515,1.4334,2.4846,1.5529,1.5485,0.9673,0.9673,0.0000,0.0000,0.2678,0.3566,3.2672,3.4814,3.3742,1.2861,0.5348
4.170,0.1597,0.9549,0.9522,3.1529,2.5208,3.0469,2.9991,2.2993,2.9807,0.2555,0.5729,0.5403,0.3726,0.8516,0.4586,1.5030,1.3483,1.4832,1.5380,1.8456,0.9202,0.9581,0.9581,0.8492,0.7957,0.5305,1.2360,3.4481,3.8725,2.8114,0.0000,0.5297
