"time_s","ce_mol_m3"
"0.0","1200.000000030611"
"1.002E-5","1200.0000153346516"
"2.002E-5","1200.0000306373256"
"4.002E-5","1200.0000612396543"
"7.001E-5","1200.0001071190577"
"1.0E-4","1200.0001529886845"
"1.5000000000000001E-4","1200.0002294445233"
"2.0E-4","1200.0003058790853"
"2.999999999999999E-4","1200.000458697529"
"5.0E-4","1200.0007641769546"
"7.5E-4","1200.0011457935811"
"0.001","1200.0015272044482"
"0.00125","1200.0019084460134"
"0.0015","1200.0022895403954"
"0.00175","1200.0026705020723"
"0.002","1200.0030513414556"
"0.0022500000000000003","1200.0034320666105"
"0.0025000000000000005","1200.0038126840957"
"0.0027500000000000007","1200.0041931994162"
"0.003000000000000001","1200.0045736172965"
"0.003250000000000001","1200.0049539418571"
"0.0035000000000000014","1200.0053341767418"
"0.0037500000000000016","1200.0057143252036"
"0.004000000000000002","1200.0060943901735"
"0.004250000000000002","1200.0064743743096"
"0.004500000000000002","1200.0068542800375"
"0.004750000000000001","1200.007234109582"
"0.005","1200.0076138649936"
"0.00525","1200.0079935481695"
"0.0055000000000000005","1200.0083731608722"
"0.005750000000000001","1200.008752704744"
"0.006000000000000001","1200.0091321813197"
"0.006250000000000001","1200.0095115920392"
"0.0065000000000000014","1200.009890938255"
"0.006750000000000002","1200.010270221242"
"0.007000000000000002","1200.0106494422039"
"0.007250000000000002","1200.011028602279"
"0.007500000000000002","1200.0114077025478"
"0.0077500000000000025","1200.0117867440356"
"0.008000000000000002","1200.0121657277182"
"0.008250000000000002","1200.012544654526"
"0.008500000000000002","1200.0129235253462"
"0.008750000000000003","1200.0133023410267"
"0.009000000000000003","1200.013681102379"
"0.009250000000000003","1200.0140598101807"
"0.009500000000000003","1200.014438465178"
"0.009750000000000002","1200.0148170680873"
"0.01","1200.0151956195973"
"0.01025","1200.0155741203707"
"0.0105","1200.0159525710455"
"0.010750000000000001","1200.0163309722375"
"0.011000000000000001","1200.0167093245407"
"0.011250000000000001","1200.0170876285288"
"0.011500000000000002","1200.0174658847557"
"0.011750000000000002","1200.0178440937584"
"0.012000000000000002","1200.0182222560552"
"0.012250000000000002","1200.018600372149"
"0.012500000000000002","1200.0189784425274"
"0.012750000000000003","1200.0193564676629"
"0.013000000000000003","1200.0197344480139"
"0.013250000000000003","1200.0201123840257"
"0.013500000000000003","1200.020490276131"
"0.013750000000000004","1200.020868124751"
"0.014000000000000004","1200.0212459302943"
"0.014250000000000004","1200.0216236931594"
"0.014500000000000004","1200.0220014137333"
"0.014750000000000004","1200.0223790923937"
"0.015000000000000005","1200.0227567295092"
"0.015250000000000005","1200.023134325438"
"0.015500000000000005","1200.0235118805294"
"0.015750000000000004","1200.0238893951253"
"0.016000000000000004","1200.0242668695585"
"0.016250000000000004","1200.0246443041544"
"0.016500000000000004","1200.0250216992313"
"0.016750000000000004","1200.025399055099"
"0.017000000000000005","1200.0257763720613"
"0.017250000000000005","1200.0261536504152"
"0.017500000000000005","1200.0265308904509"
"0.017750000000000005","1200.026908092453"
"0.018000000000000006","1200.0272852566989"
"0.018250000000000006","1200.0276623834611"
"0.018500000000000006","1200.0280394730066"
"0.018750000000000006","1200.0284165255966"
"0.019000000000000006","1200.0287935414865"
"0.019250000000000007","1200.029170520928"
"0.019500000000000007","1200.0295474641662"
"0.019750000000000004","1200.0299243714433"
"0.02","1200.0303012429954"
"0.02025","1200.030678079055"
"0.0205","1200.03105487985"
"0.02075","1200.0314316456047"
"0.021","1200.0318083765376"
"0.02125","1200.032185072865"
"0.021500000000000002","1200.0325617347992"
"0.021750000000000002","1200.0329383625478"
"0.022000000000000002","1200.0333149563162"
"0.022250000000000002","1200.0336915163048"
"0.022500000000000003","1200.0340680427116"
"0.022750000000000003","1200.034444535731"
"0.023000000000000003","1200.034820995554"
"0.023250000000000003","1200.0351974223688"
"0.023500000000000004","1200.0355738163603"
"0.023750000000000004","1200.0359501777107"
"0.024000000000000004","1200.0363265065994"
"0.024250000000000004","1200.0367028032026"
"0.024500000000000004","1200.037079067694"
"0.024750000000000005","1200.037455300245"
"0.025000000000000005","1200.0378315010234"
"0.025250000000000005","1200.0382076701949"
"0.025500000000000005","1200.0385838079235"
"0.025750000000000006","1200.0389599143698"
"0.026000000000000006","1200.0393359896925"
"0.026250000000000006","1200.0397120340479"
"0.026500000000000006","1200.04008804759"
"0.026750000000000006","1200.0404640304707"
"0.027000000000000007","1200.0408399828398"
"0.027250000000000007","1200.041215904845"
"0.027500000000000007","1200.0415917966325"
"0.027750000000000007","1200.0419676583451"
"0.028000000000000008","1200.042343490125"
"0.028250000000000008","1200.0427192921113"
"0.028500000000000008","1200.043095064443"
"0.028750000000000008","1200.043470807256"
"0.02900000000000001","1200.0438465206842"
"0.02925000000000001","1200.0442222048603"
"0.02950000000000001","1200.044597859915"
"0.029750000000000006","1200.044973485978"
"0.03","1200.0453490831774"
"0.03025","1200.0457246516378"
"0.0305","1200.0461001914844"
"0.03075","1200.04647570284"
"0.031","1200.0468511858264"
"0.03125","1200.0472266405632"
"0.0315","1200.047602067169"
"0.03175","1200.0479774657606"
"0.032","1200.0483528364537"
"0.03225","1200.0487281793626"
"0.0325","1200.0491034946006"
"0.03275","1200.0494787822795"
"0.033","1200.049854042509"
"0.03325","1200.050229275399"
"0.0335","1200.0506044810568"
"0.03375","1200.0509796595895"
"0.034","1200.0513548111026"
"0.03425","1200.0517299357005"
"0.0345","1200.052105033486"
"0.03475","1200.0524801045615"
"0.035","1200.052855149028"
"0.035250000000000004","1200.053230166985"
"0.035500000000000004","1200.0536051585323"
"0.035750000000000004","1200.0539801237667"
"0.036000000000000004","1200.0543550627851"
"0.036250000000000004","1200.0547299756836"
"0.036500000000000005","1200.0551048625566"
"0.036750000000000005","1200.055479723498"
"0.037000000000000005","1200.055854558601"
"0.037250000000000005","1200.0562293679568"
"0.037500000000000006","1200.0566041516568"
