time_s_exact,R40_Eeq_surface_residual_N_V,R80_Eeq_surface_residual_N_V,R160_Eeq_surface_residual_N_V,difference_R80_minus_R40_Eeq_surface_residual_N_V,difference_R160_minus_R80_Eeq_surface_residual_N_V,R40_Eeq_surface_residual_P_V,R80_Eeq_surface_residual_P_V,R160_Eeq_surface_residual_P_V,difference_R80_minus_R40_Eeq_surface_residual_P_V,difference_R160_minus_R80_Eeq_surface_residual_P_V,R40_Li_total_mol_m2,R80_Li_total_mol_m2,R160_Li_total_mol_m2,difference_R80_minus_R40_Li_total_mol_m2,difference_R160_minus_R80_Li_total_mol_m2,R40_V_V,R80_V_V,R160_V_V,difference_R80_minus_R40_V_V,difference_R160_minus_R80_V_V,R40_boundary_N_Eeq_V,R80_boundary_N_Eeq_V,R160_boundary_N_Eeq_V,difference_R80_minus_R40_boundary_N_Eeq_V,difference_R160_minus_R80_boundary_N_Eeq_V,R40_boundary_N_etamid_V,R80_boundary_N_etamid_V,R160_boundary_N_etamid_V,difference_R80_minus_R40_boundary_N_etamid_V,difference_R160_minus_R80_boundary_N_etamid_V,R40_boundary_N_phil_V,R80_boundary_N_phil_V,R160_boundary_N_phil_V,difference_R80_minus_R40_boundary_N_phil_V,difference_R160_minus_R80_boundary_N_phil_V,R40_boundary_N_phis_V,R80_boundary_N_phis_V,R160_boundary_N_phis_V,difference_R80_minus_R40_boundary_N_phis_V,difference_R160_minus_R80_boundary_N_phis_V,R40_boundary_N_x_particle_average,R80_boundary_N_x_particle_average,R160_boundary_N_x_particle_average,difference_R80_minus_R40_boundary_N_x_particle_average,difference_R160_minus_R80_boundary_N_x_particle_average,R40_boundary_N_x_surface,R80_boundary_N_x_surface,R160_boundary_N_x_surface,difference_R80_minus_R40_boundary_N_x_surface,difference_R160_minus_R80_boundary_N_x_surface,R40_boundary_P_Eeq_V,R80_boundary_P_Eeq_V,R160_boundary_P_Eeq_V,difference_R80_minus_R40_boundary_P_Eeq_V,difference_R160_minus_R80_boundary_P_Eeq_V,R40_boundary_P_etamid_V,R80_boundary_P_etamid_V,R160_boundary_P_etamid_V,difference_R80_minus_R40_boundary_P_etamid_V,difference_R160_minus_R80_boundary_P_etamid_V,R40_boundary_P_phil_V,R80_boundary_P_phil_V,R160_boundary_P_phil_V,difference_R80_minus_R40_boundary_P_phil_V,difference_R160_minus_R80_boundary_P_phil_V,R40_boundary_P_phis_V,R80_boundary_P_phis_V,R160_boundary_P_phis_V,difference_R80_minus_R40_boundary_P_phis_V,difference_R160_minus_R80_boundary_P_phis_V,R40_boundary_P_x_particle_average,R80_boundary_P_x_particle_average,R160_boundary_P_x_particle_average,difference_R80_minus_R40_boundary_P_x_particle_average,difference_R160_minus_R80_boundary_P_x_particle_average,R40_boundary_P_x_surface,R80_boundary_P_x_surface,R160_boundary_P_x_surface,difference_R80_minus_R40_boundary_P_x_surface,difference_R160_minus_R80_boundary_P_x_surface,R40_delta_Eeq_V,R80_delta_Eeq_V,R160_delta_Eeq_V,difference_R80_minus_R40_delta_Eeq_V,difference_R160_minus_R80_delta_Eeq_V,R40_delta_etaMid_V,R80_delta_etaMid_V,R160_delta_etaMid_V,difference_R80_minus_R40_delta_etaMid_V,difference_R160_minus_R80_delta_etaMid_V,R40_delta_phiL_V,R80_delta_phiL_V,R160_delta_phiL_V,difference_R80_minus_R40_delta_phiL_V,difference_R160_minus_R80_delta_phiL_V,R40_eta_minus_etaMid_N_V,R80_eta_minus_etaMid_N_V,R160_eta_minus_etaMid_N_V,difference_R80_minus_R40_eta_minus_etaMid_N_V,difference_R160_minus_R80_eta_minus_etaMid_N_V,R40_eta_minus_etaMid_P_V,R80_eta_minus_etaMid_P_V,R160_eta_minus_etaMid_P_V,difference_R80_minus_R40_eta_minus_etaMid_P_V,difference_R160_minus_R80_eta_minus_etaMid_P_V,R40_identity_residual_V,R80_identity_residual_V,R160_identity_residual_V,difference_R80_minus_R40_identity_residual_V,difference_R160_minus_R80_identity_residual_V,R40_reaction_input_surface_residual_N_x,R80_reaction_input_surface_residual_N_x,R160_reaction_input_surface_residual_N_x,difference_R80_minus_R40_reaction_input_surface_residual_N_x,difference_R160_minus_R80_reaction_input_surface_residual_N_x,R40_reaction_input_surface_residual_P_x,R80_reaction_input_surface_residual_P_x,R160_reaction_input_surface_residual_P_x,difference_R80_minus_R40_reaction_input_surface_residual_P_x,difference_R160_minus_R80_reaction_input_surface_residual_P_x
3.25,0E-15,0E-16,0E-15,0E-16,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,1.236902963915190945,1.236902963915191525,1.236902963915191163,5.80E-16,-3.62E-16,2.3277141457858335,2.327968060120223,2.328031214805844,0.0002539143343895,0.000063154685621,1.314593990259631,1.3143339164351548,1.314269230528103,-0.0002600738244762,-0.0000646859070518,-0.05247476463615941,-0.05246852952893333,-0.052466979425972005,0.00000623510722608,0.000001550102961325,-1.2621192256234717,-1.2618653869062215,-1.261802251102131,0.0002538387172502,0.0000631358040905,0.0,0.0,0.0,0.0,0.0,0.01180397147337368,0.01180397267418495,0.011803972973487434,1.20081127E-9,2.99302484E-10,0.01329107473173188,0.013295222816496975,0.0132962545336492,0.000004148084765095,0.000001031717152225,3.5787145421966295,3.578714645175785,3.578714670878705,1.029791555E-7,2.5702920E-8,0.008043439701968857,0.008043412974531261,0.008043406306653011,-2.6727437596E-8,-6.667878250E-9,-1.259043836112765,-1.2587899980300936,-1.258726862379514,0.0002538380826714,0.0000631356505796,2.3277141457858335,2.327968060120223,2.328031214805844,0.0002539143343895,0.000063154685621,0.9239757423843005,0.9239757428081411,0.9239757429141476,4.238406E-10,1.060065E-10,0.9234530442268458,0.9234528523103535,0.9234528044092585,-1.919164923E-7,-4.79010950E-8,2.2641205519369985,2.2643807287406302,2.264445440350602,0.0002601768036317,0.0000647116099718,0.060518204338128267,0.060511942503464591,0.060510385732625016,-0.000006261834663676,-0.000001556770839575,0.0030753895107067,0.0030753888761279,0.003075388722617,-6.345788E-10,-1.535109E-10,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,3.3E-17,3.09E-16,-1.6E-17,2.76E-16,-3.25E-16,0E-13,0E-13,0E-12,0E-13,0E-13,0E-10,0E-10,0E-10,0E-10,0E-10
3.3,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,1.236902963915189624,1.236902963915190844,1.23690296391519023,1.220E-15,-6.14E-16,2.328481804465513,2.328733775141738,2.328796451515365,0.000251970676225,0.000062676373627,1.3138182688296818,1.3135601942938973,1.3134960003941802,-0.0002580745357845,-0.0000641938997171,-0.05245820757003261,-0.05245202861518239,-0.05245049233730348,0.00000617895485022,0.00000153627787891,-1.2613600612596492,-1.2611081656787149,-1.2610455080568768,0.0002518955809343,0.0000626576218381,0.0,0.0,0.0,0.0,0.0,0.011805254824911942,0.01180525602112427,0.011805256319293711,1.196212328E-9,2.98169441E-10,0.013303447211938256,0.013307563408761602,0.01330858727857228,0.000004116196823346,0.000001023869810678,3.578717152556239,3.5787172547355857,3.5787172802399216,1.021793467E-7,2.55043359E-8,0.008041763793297463,0.008041737304451235,0.00804173069574654,-2.6488846228E-8,-6.608704695E-9,-1.2582771118840232,-1.2580252168982988,-1.257962559420303,0.0002518949857244,0.0000626574779958,2.328481804465513,2.328733775141738,2.328796451515365,0.000251970676225,0.000062676373627,0.923974394202893,0.9239743946296923,0.9239743947364383,4.267993E-10,1.067460E-10,0.9234481794456469,0.9234479890197133,0.9234479414887092,-1.904259336E-7,-4.75310041E-8,2.2648988837265572,2.2651570604416884,2.2652212798457414,0.0002581767151312,0.0000642194040530,0.060499971363330073,0.060493765919633625,0.06049222303305002,-0.000006205443696448,-0.000001542886583605,0.0030829493756260,0.0030829487804161,0.0030829486365738,-5.952099E-10,-1.438423E-10,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-17,0E-18,0E-18,-2.73E-16,-1.25E-16,-2.2E-16,1.48E-16,-9.5E-17,0E-13,0E-12,0E-13,0E-13,0E-13,0E-10,0E-11,0E-10,0E-11,0E-11
3.35,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,1.236902963915190928,1.236902963915190238,1.236902963915189342,-6.90E-16,-8.96E-16,2.3292439045522872,2.3294939759010567,2.3295561847536166,0.0002500713487695,0.0000622088525599,1.3130482249546236,1.3127921041071202,1.3127283911146272,-0.0002561208475034,-0.0000637129924930,-0.05244178645455366,-0.05243566237037811,-0.05243413960543575,0.00000612408417555,0.00000152276494236,-1.26060643850007,-1.260356441736742,-1.2602942515091915,0.000249996763328,0.0000621902275505,0.0,0.0,0.0,0.0,0.0,0.011806538198536885,0.011806539390232962,0.01180653968728957,1.191696077E-9,2.97056608E-10,0.013315729137168577,0.013319814173360476,0.013320830372872407,0.000004085036191899,0.000001016199511931,3.5787197445781898,3.578719845975935,3.578719871286172,1.013977452E-7,2.5310237E-8,0.00804009377282533,0.008040067517204541,0.008040060966352236,-2.6255620789E-8,-6.550852305E-9,-1.2575159337987278,-1.257265937592083,-1.2572037474989077,0.0002499962066448,0.0000621900931753,2.3292439045522872,2.3294939759010567,2.3295561847536166,0.0002500713487695,0.0000622088525599,0.9239730462289009,0.9239730466586321,0.9239730467661086,4.297312E-10,1.074765E-10,0.9234433488393161,0.9234431598700098,0.9234431127007375,-1.889693063E-7,-4.71692723E-8,2.2656715196235662,2.2659277418688148,2.2659914801715448,0.0002562222452486,0.0000637383027300,0.06048188022737899,0.060475729887582651,0.060474200571787986,-0.000006150339796339,-0.000001529315794665,0.0030905047013422,0.003090504144659,0.0030905040102838,-5.566832E-10,-1.343752E-10,0E-17,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,-1.9E-16,2.49E-16,1.4E-17,4.39E-16,-2.35E-16,0E-13,0E-13,0E-12,0E-13,0E-13,0E-11,0E-10,0E-10,0E-11,0E-10
3.4,0E-16,0E-16,0E-15,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,1.236902963915190486,1.23690296391518946,1.236902963915190543,-1.026E-15,1.083E-15,2.330000570831061,2.33024878552358,2.3303105372465565,0.000248214692519,0.0000617517229765,1.3122837312498243,1.3120295201964827,1.311966277421811,-0.0002542110533416,-0.0000632427746717,-0.05242549837701427,-0.05241942792906684,-0.05241791837628984,0.00000607044794743,0.00000150955277700,-1.25985823287281,-1.2596100922674158,-1.2595483590455212,0.0002481406053942,0.0000617332218946,0.0,0.0,0.0,0.0,0.0,0.011807821593713012,0.01180782278097393,0.011807823076937516,1.187260918E-9,2.95963586E-10,0.01332792253916231,0.01333197711481831,0.01333298581452366,0.00000405457565600,0.00000100869970535,3.578722318669747,3.578722419303418,3.5787224444238754,1.00633671E-7,2.51204574E-8,0.008038429491889598,0.008038403464320165,0.008038396970048822,-2.6027569433E-8,-6.494271343E-9,-1.2567601773305754,-1.256512037244158,-1.2564503041473678,0.0002481400864174,0.0000617330967902,2.330000570831061,2.33024878552358,2.3303105372465565,0.000248214692519,0.0000617517229765,0.9239716984616821,0.9239716988943197,0.9239716990025224,4.326376E-10,1.082027E-10,0.9234385516488572,0.9234383641035134,0.9234383172879224,-1.875453438E-7,-4.68155910E-8,2.2664385874199227,2.2666928991069353,2.2667561670020644,0.0002543116870126,0.0000632678951291,0.060463927868903868,0.060457831393387005,0.060456315346338662,-0.000006096475516863,-0.000001516047048343,0.0030980555422346,0.0030980550232578,0.0030980548981534,-5.189768E-10,-1.251044E-10,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,-1.68E-16,-1.05E-16,3.8E-17,6.3E-17,1.43E-16,0E-12,0E-13,0E-13,0E-13,0E-13,0E-10,0E-11,0E-10,0E-11,0E-11
3.45,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,1.23690296391519091,1.236902963915190930,1.236902963915190053,2.0E-17,-8.77E-16,2.330751923481954,2.330998322615677,2.3310596272215114,0.000246399133723,0.0000613046058344,1.3115246650272585,1.3112723214921413,1.3112095386356295,-0.0002523435351172,-0.0000627828565118,-0.05240934052780255,-0.0524033225264986,-0.052401825895923126,0.00000601800130395,0.000001496630575474,-1.259115324499456,-1.2588689989656427,-1.2588077127397064,0.0002463255338133,0.0000612862259363,0.0,0.0,0.0,0.0,0.0,0.011809105009921668,0.011809106192827002,0.011809106487717,1.182905334E-9,2.94889998E-10,0.013340029374749715,0.013344054164155942,0.013345055528330634,0.000004024789406227,0.000001001364174692,3.5787248752232337,3.5787249751097128,3.5787250000445523,9.98864791E-8,2.49348395E-8,0.008036770807390958,0.008036745002895529,0.008036738563977686,-2.5804495429E-8,-6.438917843E-9,-1.2560097225486706,-1.2557633974969313,-1.2557021113870186,0.0002463250517393,0.0000612861099127,2.330751923481954,2.330998322615677,2.3310596272215114,0.000246399133723,0.0000613046058344,0.9239703509006153,0.9239703513361313,0.9239703514450528,4.355160E-10,1.089215E-10,0.9234337871431202,0.9234336009902756,0.9234335545206092,-1.861528446E-7,-4.64696664E-8,2.2672002101959752,2.2674526536175715,2.2675154614089228,0.0002524434215963,0.0000628077913513,0.060446111335193508,0.060440067529394129,0.060438564459900812,-0.000006043805799379,-0.000001503069493317,0.0031056019507854,0.0031056014687114,0.0031056013526878,-4.820740E-10,-1.160236E-10,0E-17,0E-16,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-1.08E-16,-2.9E-17,-1.2E-17,7.9E-17,1.7E-17,0E-13,0E-13,0E-12,0E-13,0E-13,0E-11,0E-11,0E-10,0E-11,0E-11
3.5,0E-16,0E-15,0E-16,0E-16,0E-16,0E-15,0E-16,0E-15,0E-16,0E-16,1.236902963915191262,1.236902963915191249,1.236902963915190862,-1.3E-17,-3.87E-16,2.3314980783148758,2.331742701493628,2.331803568634799,0.0002446231787522,0.000060867141171,1.3107709080564278,1.310520391299438,1.3104580584315577,-0.0002505167569898,-0.0000623328678803,-0.052393310195327336,-0.052387343493704774,-0.05238585950564412,0.000005966701622562,0.000001483988060654,-1.2583775978611005,-1.2581330478057333,-1.2580721989259136,0.0002445500553672,0.0000608488798197,0.0,0.0,0.0,0.0,0.0,0.011810388446660349,0.01181038962528816,0.011810389919123648,1.178627811E-9,2.93835488E-10,0.01335205152966508,0.013356047182611555,0.013357041369628024,0.000003995652946475,9.94187016469E-7,3.578727414616787,3.5787275137723453,3.578727538525581,9.91555583E-8,2.47532357E-8,0.008035117581555618,0.008035091995329147,0.008035085610582193,-2.5586226471E-8,-6.384746954E-9,-1.255264453883467,-1.2550199042740464,-1.2549590555013639,0.0002445496094206,0.0000608487726825,2.3314980783148758,2.331742701493628,2.331803568634799,0.0002446231787522,0.000060867141171,0.9239690035450919,0.923969003983462,0.9239690040930939,4.383701E-10,1.096319E-10,0.9234290546173894,0.9234288698267218,0.9234288236955009,-1.847906676E-7,-4.61312209E-8,2.2679565065603592,2.2682071224729073,2.2682694800940233,0.0002506159125481,0.0000623576211160,0.060428427776882954,0.060422435489033921,0.060420945116226313,-0.000005992287849033,-0.000001490372807608,0.0031131439776335,0.0031131435316869,0.0031131434245497,-4.459466E-10,-1.071372E-10,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,1.46E-16,-1.21E-16,-3.13E-16,-2.67E-16,-1.92E-16,0E-13,0E-12,0E-13,0E-13,0E-13,0E-10,0E-11,0E-10,0E-11,0E-11
3.55,0E-16,0E-16,0E-16,0E-16,0E-16,0E-14,0E-16,0E-16,0E-16,0E-16,1.236902963915190446,1.236902963915191352,1.236902963915190776,9.06E-16,-5.76E-16,2.3322391469889583,2.3324820323978863,2.3325424713847775,0.0002428854089280,0.0000604389868912,1.3100223463407188,1.3097736170805707,1.3097117246235714,-0.0002487292601481,-0.0000618924569993,-0.0523774047612684,-0.05237148825289317,-0.052370016637431904,0.00000591650837523,0.000001471615461266,-1.2576449415794504,-1.2574021288276775,-1.2573417079861395,0.0002428127517729,0.0000604208415380,0.0,0.0,0.0,0.0,0.0,0.011811671903441973,0.011811673077868822,0.011811673370668541,1.174426849E-9,2.92799719E-10,0.013363990822113737,0.013367957965122962,0.01336894512774292,0.000003967143009225,9.87162619958E-7,3.57872993721507,3.5787300356553966,3.5787300602308996,9.84403266E-8,2.45755030E-8,0.008033469681684391,0.00803344430909858,0.008033437977381208,-2.5372585811E-8,-6.331717372E-9,-1.2545242599077961,-1.2542814475666089,-1.2542210268235032,0.0002428123411872,0.0000604207431057,2.3322391469889583,2.3324820323978863,2.3325424713847775,0.0002428854089280,0.0000604389868912,0.9239676563945235,0.9239676568357217,0.9239676569460608,4.411982E-10,1.103391E-10,0.9234243533920654,0.923424169934335,0.9234241241343454,-1.834577304E-7,-4.57999896E-8,2.2687075908743512,2.2689564185748259,2.2690183356073282,0.0002488277004747,0.0000619170325023,0.060410874442952791,0.06040493256199175,0.060403454614813112,-0.000005941880961041,-0.000001477947178638,0.0031206816716543,0.0031206812610686,0.0031206811626363,-4.105857E-10,-9.84323E-11,0E-16,0E-17,0E-18,0E-17,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,9E-18,5E-17,-1.12E-16,4.1E-17,-1.62E-16,0E-13,0E-13,0E-12,0E-13,0E-13,0E-10,0E-11,0E-10,0E-11,0E-11
3.6,0E-15,0E-16,0E-15,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915190868,1.236902963915192293,1.236902963915190851,1.425E-15,-1.442E-15,2.33297523721799,2.3332164216937494,2.3332764415113876,0.0002411844757594,0.0000600198176382,1.309278869907993,1.3090318902500857,1.308970428960789,-0.0002469796579073,-0.0000614612892967,-0.05236162169611491,-0.052355754313107905,-0.05235429480963805,0.000005867383007005,0.000001459503469855,-1.256917248211878,-1.2566761359369778,-1.256616134151151,0.0002411122749002,0.0000600017858268,0.0,0.0,0.0,0.0,0.0,0.01181295537979419,0.01181295655009521,0.011812956841877534,1.17030102E-9,2.91782324E-10,0.01337584900611209,0.013379788243589435,0.013380768529238283,0.000003939237477345,9.80285648848E-7,3.578732443369932,3.578732541110164,3.578732565511668,9.7740232E-8,2.4401504E-8,0.008031826979931544,0.00803180181652463,0.00803179553673683,-2.5163406914E-8,-6.27978780E-9,-1.2537890331318735,-1.2535479212329388,-1.2534879195370177,0.0002411118989347,0.0000600016959211,2.33297523721799,2.3332164216937494,2.3332764415113876,0.0002411844757594,0.0000600198176382,0.9239663094483357,0.9239663098923386,0.9239663100033755,4.440029E-10,1.110369E-10,0.9234196828114272,0.923419500658424,0.9234194551827045,-1.821530032E-7,-4.54757195E-8,2.269453573461939,2.2697006508600783,2.269762136550879,0.0002470773981393,0.0000614856908007,0.060393448676046454,0.060387556129632535,0.06038609034637488,-0.000005892546413919,-0.000001465783257655,0.0031282150800045,0.0031282147040390,0.0031282146141333,-3.759655E-10,-8.99057E-11,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-17,0E-17,0E-18,0E-17,4.6E-17,-4.35E-16,4.2E-16,-4.81E-16,8.55E-16,0E-12,0E-13,0E-12,0E-13,0E-13,0E-11,0E-11,0E-10,0E-11,0E-11
3.65,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,1.236902963915191829,1.236902963915192556,1.236902963915192578,7.27E-16,2.2E-17,2.3337064529629914,2.3339459720595075,2.334005581383258,0.0002395190965161,0.0000596093237505,1.3085403726143183,1.3082951059831316,1.3082340669367964,-0.0002452666311867,-0.0000610390463352,-0.052345958554973704,-0.05234013926617265,-0.05233869162294913,0.000005819288801054,0.00000144764322352,-1.2561944140593446,-1.255954966716959,-1.2558953753138473,0.0002394473423856,0.0000595914031117,0.0,0.0,0.0,0.0,0.0,0.011814238875258754,0.011814240041507666,0.011814240332290636,1.166248912E-9,2.90782970E-10,0.013387627774618006,0.013391539689929977,0.013392513240954147,0.000003911915311971,9.73551024170E-7,3.578734933421028,3.578735030475776,3.5787350547068915,9.7054748E-8,2.42311155E-8,0.008030189353116057,0.008030164394568828,0.008030158165648338,-2.4958547229E-8,-6.228920490E-9,-1.2530586698111525,-1.2528192228108375,-1.2527596314892822,0.0002394470003150,0.0000595913215553,2.3337064529629914,2.3339459720595075,2.334005581383258,0.0002395190965161,0.0000596093237505,0.9239649627059698,0.9239649631527538,0.9239649632644839,4.467840E-10,1.117301E-10,0.923415042242474,0.9234148613669679,0.9234148162087946,-1.808755061E-7,-4.51581733E-8,2.2701945608067097,2.2704399244926444,2.2705009877700951,0.0002453636859347,0.0000610632774507,0.060376147908089761,0.060370303660741478,0.060368849788597468,-0.000005844247348283,-0.000001453872144010,0.0031357442481921,0.0031357439061215,0.0031357438245651,-3.420706E-10,-8.15564E-11,0E-18,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,-1.61E-16,1.22E-16,3.32E-16,2.83E-16,2.10E-16,0E-12,0E-12,0E-13,0E-12,0E-13,0E-10,0E-11,0E-11,0E-11,0E-11
3.7,0E-16,0E-16,0E-15,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,1.236902963915191290,1.236902963915190472,1.236902963915190877,-8.18E-16,4.05E-16,2.334432894612805,2.334670782662996,2.3347299898733094,0.000237888050191,0.0000592072103134,1.3078067519598449,1.3075631630355187,1.307502537610692,-0.0002435889243262,-0.0000606254248267,-0.052330412973639495,-0.0523246407828577,-0.05232320475658847,0.000005772190781795,0.00000143602626923,-1.2554763389862054,-1.255238522252661,-1.2551793328541034,0.0002378167335444,0.0000591893985576,0.0,0.0,0.0,0.0,0.0,0.011815522389390952,0.011815523551660085,0.011815523841461433,1.162269133E-9,2.89801348E-10,0.013399328762467543,0.013403213918953312,0.013404180872861911,0.000003885156485769,9.66953908599E-7,3.578737407696411,3.578737504079787,3.5787375281439964,9.6383376E-8,2.40642094E-8,0.008028556682484034,0.00802853192463715,0.008028525745554127,-2.4757846884E-8,-6.179083023E-9,-1.2523330697660904,-1.2520952533414278,-1.2520360640162413,0.0002378164246626,0.0000591893251865,2.334432894612805,2.334670782662996,2.3347299898733094,0.000237888050191,0.0000592072103134,0.9239636161668837,0.9239636166164227,0.9239636167288425,4.495390E-10,1.124198E-10,0.9234104310738368,0.9234102514495302,0.9234102066024087,-1.796243066E-7,-4.48471215E-8,2.2709306557365661,2.2711743410442683,2.2712349905333044,0.0002436853077022,0.0000606494890361,0.060358969656123529,0.06035317270749485,0.060351730502142597,-0.000005796948628679,-0.000001442205352253,0.0031432692201150,0.0031432689112332,0.0031432688378621,-3.088818E-10,-7.33711E-11,0E-18,0E-16,0E-17,0E-18,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,3.71E-16,-3.5E-16,3.03E-16,-7.21E-16,6.53E-16,0E-13,0E-13,0E-12,0E-13,0E-13,0E-10,0E-11,0E-11,0E-11,0E-11
3.75,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,1.236902963915190936,1.236902963915189854,1.236902963915191886,-1.082E-15,2.032E-15,2.3351546591537224,2.335390949327424,2.3354497625236683,0.0002362901737016,0.0000588131962443,1.3070779089159235,1.3068359635747064,1.306775743438988,-0.0002419453412171,-0.0000602201357184,-0.05231498266488632,-0.052309256609286425,-0.052307831964739204,0.000005726055599895,0.000001424644547221,-1.2547629262510371,-1.25452670696542,-1.2544679114742487,0.0002362192856171,0.0000587954911713,0.0,0.0,0.0,0.0,0.0,0.011816805921759002,0.01181680708011934,0.011816807368956468,1.158360338E-9,2.88837128E-10,0.01341095354913234,0.013414812491053574,0.013415772980745406,0.000003858941921234,9.60489691832E-7,3.5787398665130707,3.5787399622387093,3.578739986139382,9.57256386E-8,2.39006727E-8,0.00802692885355949,0.008026904292381953,0.008026898162146079,-2.4561177537E-8,-6.130235874E-9,-1.2516121362129078,-1.2513759172036674,-1.2513171217778596,0.0002362190092404,0.0000587954258078,2.3351546591537224,2.335390949327424,2.3354497625236683,0.0002362901737016,0.0000588131962443,0.9239622698305465,0.9239622702828191,0.9239622703959193,4.522726E-10,1.131002E-10,0.9234058487147565,0.9234056703162389,0.9234056257738924,-1.783985176E-7,-4.45423465E-8,2.2716619575971472,2.2719039986640029,2.271964242700394,0.0002420410668557,0.0000602440363911,0.06034191151844581,0.060336160901668378,0.060334730126885283,-0.000005750616777432,-0.000001430774783095,0.0031507900381293,0.0031507897617526,0.0031507896963891,-2.763767E-10,-6.53635E-11,0E-17,0E-18,0E-18,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,9E-17,1.22E-16,-8.3E-17,3.2E-17,-2.05E-16,0E-13,0E-13,0E-13,0E-13,0E-13,0E-11,0E-11,0E-9,0E-11,0E-11
3.8,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915191048,1.23690296391518998,1.236902963915189968,-1.068E-15,-1.2E-17,2.3358718403288408,2.336106564687252,2.336164991700766,0.0002347243584112,0.000058427013514,1.3063537477626321,1.3061134130209138,1.3060535901175712,-0.0002403347417183,-0.0000598229033426,-0.052299665414986096,-0.05229398456354595,-0.052292571073183636,0.000005680851440146,0.000001413490362314,-1.254054082347646,-1.2538194284573678,-1.2537610190443875,0.0002346538902782,0.0000584094129803,0.0,0.0,0.0,0.0,0.0,0.011818089471943542,0.011818090626464776,0.011818090914354724,1.154521234E-9,2.87889948E-10,0.013422503661311019,0.013426336914744548,0.013427291068721628,0.000003833253433529,9.54153977080E-7,3.578742310177456,3.578742405258536,3.578742428998929,9.5081080E-8,2.3740393E-8,0.008025305755938295,0.00802528138753944,0.008025275305191037,-2.4368398855E-8,-6.082348403E-9,-1.2508957756045533,-1.2506611219588235,-1.2506027126033539,0.0002346536457298,0.0000584093554696,2.3358718403288408,2.336106564687252,2.336164991700766,0.0002347243584112,0.000058427013514,0.9239609236964424,0.9239609241514253,0.9239609242652034,4.549829E-10,1.137781E-10,0.9234012945941232,0.923401117396832,0.9234010731531906,-1.771972912E-7,-4.42436414E-8,2.2723885624148239,2.2726289922376222,2.2726888388813578,0.0002404298227983,0.0000598466437356,0.060324971170924391,0.06031926595108539,0.060317846378374673,-0.000005705219839001,-0.000001419572710717,0.0031583067430927,0.0031583064985443,0.0031583064410336,-2.445484E-10,-5.75107E-11,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,-1.91E-16,1.1E-16,-7.3E-17,3.01E-16,-1.83E-16,0E-13,0E-13,0E-12,0E-13,0E-13,0E-10,0E-11,0E-10,0E-11,0E-11
