time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
0,2.2306115627203473,2.230611571484734,8.7643867E-9,8.9151401E-9,-1.52620587E-10,1.8671E-12,8.7E-17
0.0001,2.230655184336503,2.2306982981924954,0.0000431138559924,0.0000438449161952,-7.40399431543E-7,9.3392283E-9,4.43E-16
0.0002,2.2306986227873833,2.2307835363007493,0.0000849135133660,0.0000863363384203,-0.000001441494277274,1.86692227E-8,2.74E-16
0.0005,2.2308277867491295,2.231030597836243,0.0002028110871135,0.0002061188865064,-0.000003353841362183,4.60419691E-8,1.83E-16
0.001,2.2310393118499836,2.231415863439055,0.0003765515890714,0.0003825256371419,-0.000006062148505179,8.81004347E-8,-2.1E-17
0.002,2.231448980660534,2.2321016702480225,0.0006526895874885,0.0006628233210692,-0.000010289544424946,1.558108442E-7,4.6E-17
0.005,2.232581287802342,2.233679610409095,0.001098322606753,0.0011155624450112,-0.000017496173673415,2.563354151E-7,1.15E-16
0.01,2.2342028442195754,2.2354510623337727,0.0012482181141973,0.0012688514702157,-0.000020902710440976,2.693544225E-7,7.6E-17
0.02,2.236746323200518,2.2377971224898054,0.0010507992892874,0.0010699160381109,-0.000019307869371544,1.911205478E-7,2.44E-16
0.03,2.2387002994097576,2.239538023073621,0.0008377236638634,0.0008541336420406,-0.000016538708697221,1.287305203E-7,-2.79E-16
0.04,2.2403000748868878,2.2409903610181456,0.0006902861312578,0.0007045674354991,-0.000014372038115830,9.07338746E-8,-7.0E-17
0.05,2.2416724634501524,2.242263720477545,0.0005912570273926,0.0006039864904676,-0.000012797099825823,6.76367512E-8,-3.77E-16
0.06,2.2428891759546357,2.24341181365848,0.0005226377038443,0.0005342251109083,-0.000011640344471433,5.29374079E-8,-4.67E-16
0.07,2.2439929515979693,2.2444658382718523,0.0004728866738830,0.0004836074240387,-0.000010763776393973,4.30262384E-8,-1.27E-16
0.08,2.2450106860857026,2.2454458434803146,0.0004351573946120,0.0004451974451359,-0.000010076009765659,3.59592416E-8,1.59E-16
0.09,2.2459602232970677,2.246365624934057,0.0004054016369893,0.0004148897870132,-0.000009518822543743,3.06725197E-8,1.43E-16
0.1,2.2468539893992365,2.2472351582109487,0.0003811688117122,0.0003901972273573,-0.000009054977863076,2.65622181E-8,-1.24E-16
0.11,2.2477011335237997,2.248062038950365,0.0003609054265653,0.0003695420349970,-0.000008659873926398,2.32654947E-8,-2E-18
0.12,2.2485085395448916,2.248852143164359,0.0003436036194674,0.0003519001019021,-0.000008317039404734,2.05569696E-8,4.34E-16
0.13,2.2492811877596215,2.249610391744312,0.0003292039846905,0.0003372106266077,-0.000008025076858150,1.84349414E-8,-4.50E-16
0.14,2.2500232626061227,2.2503393338649333,0.0003160712588106,0.0003238120429177,-0.000007757309643527,1.65255363E-8,1.27E-16
0.15,2.2507386475480247,2.251042958864943,0.0003043113169183,0.0003118114257470,-0.000007514974286858,1.48654581E-8,5.8E-17
0.16,2.251429737265434,2.251723500364983,0.000293763099549,0.0003010448241837,-0.000007295148755751,1.34241206E-8,4.51E-16
0.17,2.2520987865458,2.2523830377929284,0.0002842512471284,0.0002913337952386,-0.000007094715233971,1.21671235E-8,2.71E-16
0.18,2.252747788270471,2.2530234092125174,0.0002756209420464,0.0002825208021711,-0.000006910924208239,1.10640838E-8,-2.61E-16
0.19,2.253378472481559,2.253646216209223,0.000267743727664,0.0002744751219702,-0.000006741484276595,1.00899703E-8,9.5E-17
0.2,2.2539923385566087,2.254252853335724,0.0002605147791153,0.0002670900677630,-0.000006584513266405,9.2246183E-9,4.05E-16
0.21,2.254590691601642,2.254844540092171,0.000253848490529,0.0002602785014214,-0.000006438462667460,8.4517752E-9,-1.40E-16
0.22,2.2551746747342065,2.2554223491635033,0.0002476744292968,0.0002539687197585,-0.000006302048698451,7.7582367E-9,5.1E-17
0.23,2.2557452957470945,2.255987229839346,0.0002419340922515,0.0002481011560187,-0.000006174196978126,7.1332112E-9,-2.74E-16
0.24,2.2563034486669586,2.256540027080568,0.0002365784136094,0.0002426258456578,-0.000006053999806133,6.5677574E-9,3.33E-16
0.25,2.25684993114617,2.257081497014783,0.000231565868613,0.0002375004977160,-0.000005940683524887,6.0544221E-9,-2.13E-16
0.26,2.257385458568207,2.257612319592263,0.000226861024056,0.0002326890205527,-0.000005833583425213,5.5869286E-9,-8.7E-17
0.27,2.2579106755799723,2.2581331089992567,0.0002224334192844,0.0002281603836084,-0.000005732124283006,5.1599596E-9,-5.94E-16
0.28,2.2584261656022697,2.258644422294477,0.0002182566922073,0.0002238877282822,-0.000005635805045530,4.7689709E-9,-2.70E-16
0.29,2.2589324587390083,2.259146766627671,0.0002143078886627,0.0002198476652999,-0.000005544186693515,4.4100564E-9,-8.5E-17
0.3,2.2594300384063493,2.259640605317093,0.0002105669107437,0.0002160197133994,-0.000005456882510301,4.0798550E-9,-3.99E-16
0.31,2.2599193469290895,2.2601263630008326,0.0002070160717431,0.0002123858464493,-0.000005373550135079,3.7754293E-9,-4.21E-16
0.32,2.260400790296378,2.260604430030249,0.000203639733871,0.0002089301247593,-0.000005293885124267,3.4942358E-9,1.67E-16
0.33,2.2608747422276316,2.2610751662385287,0.0002004240108971,0.0002056383924755,-0.000005217615604679,3.2340264E-9,-1.21E-16
0.34,2.261341547668073,2.26153890419041,0.000197356522337,0.0002024980273498,-0.000005144497853936,2.9928409E-9,2.36E-16
0.35,2.2618015258094704,2.2619959519982396,0.0001944261887692,0.0001994977324096,-0.000005074312575014,2.7689349E-9,-2.86E-16
0.36,2.262254972713127,2.2624465957735027,0.0001916230603757,0.0001966273614151,-0.000005006861806493,2.5607672E-9,-1.07E-16
0.37,2.2627021635976066,2.2628911017700806,0.0001889381724740,0.0001938777717638,-0.000004941966261994,2.3669721E-9,9.4E-17
0.38,2.263143354842488,2.2633297182655694,0.0001863634230814,0.0001912406998530,-0.000004879463084913,2.1863135E-9,-1.87E-16
0.39,2.2635787857501564,2.2637626772188497,0.0001838914686933,0.0001887086549389,-0.000004819203958340,2.0177133E-9,-5.60E-16
0.4,2.2640086801006634,2.2641901957357438,0.0001815156350804,0.0001862748283129,-0.000004761053412189,1.8601800E-9,-3.11E-16
0.41,2.26443324752864,2.264612477369282,0.000179229840642,0.0001839330152365,-0.000004704887424768,1.7128298E-9,4.68E-16
0.42,2.2648526847466606,2.2650297132769093,0.0001770285302487,0.0001816775475720,-0.000004650592194013,1.5748712E-9,-4.87E-16
0.43,2.2652671766355383,2.2654420832534496,0.0001749066179113,0.0001795032353871,-0.000004598063053197,1.4455775E-9,-1.03E-16
0.44,2.265676897218832,2.265849756655795,0.000172859436963,0.0001774053161873,-0.00000454720353238,1.3243081E-9,-2E-17
0.45,2.266082010536394,2.2662528932328914,0.0001708826964974,0.0001753794105853,-0.000004497924543486,1.2104553E-9,2.86E-16
0.46,2.2664826714293307,2.2666516438726427,0.0001689724433120,0.0001734214834827,-0.000004450143665123,1.1034940E-9,4.23E-16
0.47,2.2668790262472918,2.26704615127569,0.0001671250283982,0.0001715278099637,-0.000004403784487962,1.0029224E-9,6.2E-17
0.48,2.26727121348718,2.267436550564648,0.000165337077468,0.0001696949452419,-0.000004358776074077,9.083004E-10,-2.23E-16
0.49,2.2676593643713394,2.2678229698362036,0.0001636054648642,0.000167919698092,-0.000004315052440251,8.192126E-10,-1.49E-16
0.5,2.2680436033720217,2.268205530662492,0.0001619272904703,0.0001661991073041,-0.000004272552124763,7.352908E-10,1.63E-16
0.51,2.268424048688193,2.2685843485473636,0.0001602998591706,0.0001645304207707,-0.000004231217784595,6.561846E-10,-1.05E-16
0.52,2.2688008126798227,2.2689595333423878,0.0001587206625651,0.0001629110768425,-0.000004190995845919,5.815683E-10,2.19E-16
0.53,2.269174002264218,2.2693311896268855,0.0001571873626675,0.0001613386876912,-0.000004151836191731,5.111675E-10,5.31E-16
0.54,2.2695437192784076,2.26969941705565,0.0001556977772424,0.0001598110244030,-0.000004113691862481,4.447018E-10,8.1E-17
0.55,2.2699100608110427,2.270064310677784,0.0001542498667413,0.0001583260036280,-0.000004076518810957,3.819248E-10,-5.43E-16
0.56,2.2702731195069124,2.2704259612293973,0.0001528417224849,0.0001568816755578,-0.000004040275680239,3.22607E-10,3.39E-16
0.57,2.2706329838467556,2.270784455402841,0.0001514715560854,0.0001554762131071,-0.000004004923562786,2.665410E-10,8.6E-17
0.58,2.270989738404849,2.2711398760946673,0.0001501376898183,0.0001541079021472,-0.000003970425856981,2.135283E-10,-2.19E-16
0.59,2.2713434640863968,2.2714923026343947,0.0001488385479979,0.0001527751326717,-0.000003936748058206,1.633845E-10,-9.4E-17
0.6,2.271694238346709,2.271841810995832,0.000147572649123,0.0001514763907935,-0.000003903857607400,1.159371E-10,-2.00E-16
0.61,2.272042135393802,2.272188473992546,0.000146338598744,0.0001502102514867,-0.000003871723774695,7.10320E-11,-5E-18
0.62,2.272387226375956,2.272532361458959,0.000145135083003,0.0001489753719810,-0.000003840317502228,2.85245E-11,-2.72E-16
0.63,2.2727295795555498,2.272873540418273,0.0001439608627232,0.0001477704857508,-0.000003809611303308,-1.17238E-11,-4.92E-16
0.64,2.2730692604703964,2.2732120752384457,0.0001428147680493,0.0001465943970337,-0.000003779579139881,-4.98447E-11,1.81E-16
0.65,2.2734063320836624,2.273548027777197,0.0001416956935346,0.0001454459758234,-0.000003750196342796,-8.59456E-11,-4.04E-16
0.66,2.273740854923339,2.2738814575169752,0.0001406025936362,0.0001443241532840,-0.000003721439493014,-1.201546E-10,-1.86E-16
0.67,2.274072887212136,2.2742124216907618,0.0001395344786258,0.0001432279175584,-0.000003693286374507,-1.525582E-10,1.07E-16
0.68,2.2744024849886033,2.274540975399394,0.0001384904107907,0.0001421563099167,-0.000003665715861745,-1.832642E-10,-5.5E-17
0.69,2.2747297022201853,2.2748671717211693,0.0001374695009840,0.0001411084212206,-0.000003638707880337,-2.123560E-10,-2.63E-16
0.7,2.2750545909088524,2.2751910618142905,0.0001364709054381,0.0001400833886689,-0.000003612243305137,-2.399252E-10,-4.63E-16
0.71,2.27537720118993,2.2755126950127407,0.0001354938228107,0.0001390803928034,-0.00000358630393871,-2.660539E-10,-9E-17
0.72,2.275697581424569,2.2758321189160697,0.0001345374915007,0.0001380986547488,-0.000003560872436251,-2.908121E-10,2.51E-16
0.73,2.276015778286476,2.276149379473613,0.000133601187137,0.0001371374336614,-0.000003535932254553,-3.142698E-10,-4.7E-17
