# type,x,y,z,r  # LIGGGHTS box units (lateral 0..0.05 = 50um); real_14 압력스윕 P=100MPa compacted AM scaffold (AM_P=1,AM_S=2); plate_z=0.033024
1,0.023325,0.036549,0.005740,0.006000
1,0.033772,0.029852,0.006121,0.006000
1,0.023809,0.006337,0.005512,0.006000
1,0.031395,0.049689,0.012266,0.006000
1,0.041390,0.019921,0.011097,0.006000
1,0.019563,0.022233,0.005325,0.006000
1,0.031114,0.016642,0.005490,0.006000
1,0.044258,0.007805,0.009511,0.006000
1,0.038944,0.043038,0.005864,0.006000
1,0.016381,0.015865,0.014945,0.006000
1,0.006176,0.036842,0.005472,0.006000
1,0.014531,0.045335,0.006014,0.006000
1,0.003406,0.015934,0.008654,0.006000
1,0.009663,0.026514,0.010341,0.006000
1,0.011901,0.007712,0.006230,0.006000
2,0.002775,0.004140,0.007278,0.002000
2,0.046319,0.012334,0.002609,0.002000
2,0.047391,0.034258,0.001811,0.002000
2,0.002744,0.007202,0.009813,0.002000
2,0.017158,0.032842,0.009069,0.002000
2,0.048949,0.029879,0.002489,0.002000
2,0.044290,0.017610,0.001445,0.002000
2,0.040003,0.035006,0.005184,0.002000
2,0.033832,0.036845,0.002279,0.002000
2,0.041585,0.033061,0.002165,0.002000
2,0.001116,0.037874,0.011826,0.002000
2,0.007800,0.041840,0.011404,0.002000
2,0.044137,0.035858,0.009358,0.002000
2,0.048161,0.022475,0.006454,0.002000
2,0.041573,0.031446,0.008260,0.002000
2,0.046038,0.001851,0.002664,0.002000
2,0.049280,0.003561,0.004219,0.002000
2,0.007193,0.003156,0.001731,0.002000
2,0.005919,0.008583,0.011772,0.002000
2,0.049257,0.042508,0.002350,0.002000
2,0.044679,0.046059,0.011397,0.002000
2,0.049373,0.032747,0.005161,0.002000
2,0.004568,0.006370,0.002565,0.002000
2,0.021877,0.044462,0.002468,0.002000
2,0.018374,0.013640,0.005460,0.002000
2,0.047267,0.025638,0.003616,0.002000
2,0.027770,0.046303,0.005848,0.002000
2,0.030385,0.043458,0.004884,0.002000
2,0.046069,0.022063,0.002330,0.002000
2,0.016232,0.029593,0.007054,0.002000
2,0.022508,0.029396,0.009568,0.002000
2,0.036992,0.003916,0.008531,0.002000
2,0.005546,0.029750,0.001874,0.002000
2,0.018506,0.010250,0.009860,0.002000
2,0.036674,0.007421,0.012107,0.002000
2,0.002345,0.029479,0.006838,0.002000
2,0.043544,0.004911,0.002116,0.002000
2,0.010873,0.015490,0.002789,0.002000
2,0.046167,0.015038,0.005464,0.002000
2,0.018005,0.025639,0.012647,0.002000
2,0.012767,0.034042,0.008917,0.002000
2,0.018639,0.030479,0.003465,0.002000
2,0.048235,0.047106,0.008666,0.002000
2,0.022751,0.039846,0.013328,0.002000
2,0.023113,0.019344,0.012489,0.002000
2,0.029083,0.021323,0.013466,0.002000
2,0.000295,0.011957,0.002499,0.002000
2,0.047082,0.042255,0.009741,0.002000
2,0.025728,0.028351,0.002296,0.002000
2,0.044990,0.030276,0.002342,0.002000
2,0.035841,0.034559,0.012184,0.002000
2,0.022541,0.014987,0.006923,0.002000
2,0.024262,0.014085,0.010406,0.002000
2,0.013843,0.016059,0.006466,0.002000
2,0.040448,0.029223,0.001774,0.002000
2,0.026672,0.048757,0.002536,0.002000
2,0.048703,0.037907,0.002728,0.002000
2,0.030852,0.009598,0.009291,0.002000
2,0.000618,0.045038,0.006215,0.002000
2,0.049297,0.047529,0.002542,0.002000
2,0.008524,0.019336,0.013755,0.002000
2,0.047092,0.014887,0.013419,0.002000
2,0.010620,0.019424,0.005550,0.002000
