normalizedCapacity,voltage
1.0,0.05
0.9913078020016299,0.05672268907563025
0.9841409316720617,0.0634453781512605
0.9773231884204117,0.07016806722689076
0.970649382704571,0.07689075630252101
0.9640280587833805,0.08361344537815127
0.9574078326544957,0.09033613445378151
0.9507561311049809,0.09705882352941177
0.9440507221062512,0.10378151260504201
0.9372756757466242,0.11050420168067226
0.9304191965256833,0.11722689075630252
0.9234723574424176,0.12394957983193278
0.9164283120181338,0.130672268907563
0.9092817786153715,0.1373949579831933
0.9020286889996788,0.14411764705882352
0.8946659406559498,0.15084033613445377
0.8871912172041718,0.15756302521008403
0.8796028549750005,0.16428571428571428
0.871899741745451,0.17100840336134454
0.8640812384185457,0.17773109243697477
0.8561471174134435,0.18445378151260505
0.8480975134488423,0.19117647058823528
0.8399328836663238,0.19789915966386556
0.8316539748935791,0.2046218487394958
0.823261796435573,0.21134453781512602
0.8147575971947385,0.2180672268907563
0.8061428462162771,0.22478991596638653
0.7974192159685772,0.23151260504201682
0.788588567826108,0.23823529411764705
0.7796529393393432,0.24495798319327727
0.770614532964624,0.25168067226890756
0.7614757059941804,0.2584033613445378
0.752238961478348,0.26512605042016807
0.7429069399722783,0.2718487394957983
0.7334824119709847,0.2785714285714286
0.7239682709215056,0.2852941176470588
0.7143675267208083,0.29201680672268904
0.7046832996239805,0.2987394957983193
0.694918814500106,0.30546218487394955
0.6850773953836584,0.3121848739495798
0.6751624602777886,0.31890756302521006
0.6651775161728913,0.3256302521008403
0.6551261542496323,0.3323529411764706
0.6450120452404386,0.3390756302521008
0.6348389349274707,0.3457983193277311
0.6246106397584622,0.3525210084033613
0.6143310425646588,0.35924369747899154
0.6040040883674803,0.3659663865546218
0.5936337802625742,0.37268907563025205
0.5832241753716574,0.37941176470588234
0.5727793808540402,0.38613445378151257
0.5623035499709867,0.39285714285714285
0.551800878197176,0.3995798319327731
0.541275599374466,0.4063025210084033
0.5307319819039884,0.4130252100840336
0.5201743249733132,0.4197478991596638
0.50960695481604,0.4264705882352941
0.49903422100171757,0.43319327731092433
0.4884604927544607,0.43991596638655456
0.47789015529905376,0.44663865546218484
0.4673276062336882,0.45336134453781507
0.4567772519288025,0.46008403361344535
0.44624350395177514,0.4668067226890756
0.4357307755174631,0.47352941176470587
0.4252434779648038,0.4802521008403361
0.41478601725988207,0.4869747899159663
0.40436279052603674,0.4936974789915966
0.39397818260173023,0.5004201680672269
0.38363656262703194,0.5071428571428571
0.3733422806596839,0.5138655462184873
0.3630996643218163,0.5205882352941177
0.352913015478467,0.5273109243697479
0.34278660694913676,0.5340336134453781
0.3327246792536749,0.5407563025210084
0.32273143739385146,0.5474789915966386
0.31281104767201395,0.5542016806722689
0.3029676345482679,0.5609243697478992
0.29320527753766035,0.5676470588235294
0.2835280081488589,0.5743697478991596
0.2739398068658553,0.58109243697479
0.2644446001742231,0.5878151260504202
0.25504625763347966,0.5945378151260504
0.24574858899710472,0.6012605042016806
0.23655534138176693,0.607983193277311
0.22747019648731293,0.6147058823529412
0.21849676786905992,0.6214285714285714
0.2096385982639306,0.6281512605042017
0.20089915697195138,0.6348739495798319
0.1922818372946189,0.6415966386554622
0.18378995403162635,0.6483193277310925
0.1754267410374103,0.6550420168067227
0.16719534883896692,0.6617647058823529
0.15909884231634963,0.6684873949579831
0.1511401984472358,0.6752100840336135
0.14332230411692404,0.6819327731092437
0.13564795399508034,0.688655462184874
0.12811984848052949,0.6953781512605042
0.1207405917153428,0.7021008403361344
0.11351268966943973,0.7088235294117647
0.10643854829687904,0.715546218487395
0.09952047176497758,0.7222689075630252
0.09276066075734957,0.7289915966386554
0.08616121085191653,0.7357142857142858
0.07972411097489351,0.742436974789916
0.07345124193171182,0.7491596638655462
0.0673443750157876,0.7558823529411764
0.06140517069600393,0.7626050420168067
0.055635177383717815,0.769327731092437
0.05003583028005942,0.7760504201680672
0.044608450304234215,0.7827731092436975
0.03935424310349123,0.7894957983193277
0.03427429814536764,0.7962184873949579
0.029369587892762672,0.8029411764705883
0.02464096706234642,0.8096638655462185
0.020089171966746422,0.8163865546218487
0.015714819940910063,0.823109243697479
0.011518408852974726,0.8298319327731092
0.007500316699931009,0.8365546218487395
0.003660801288300819,0.8432773109243697
0.0,0.85
