"time_s","Li_N_mol_m2","Li_P_mol_m2","Li_electrolyte_mol_m2","xavg_N","xavg_P","xsurf_N_min","xsurf_N_max","xsurf_P_min","xsurf_P_max","ocp_guard","reaction_N_A_m2","reaction_P_A_m2","leak_leftward_A_m2"
"0.0","0.011809375093156844","1.1764163034411206","0.048677285380912164","0.01172068149051506","0.9240638866944103","0.011720681560105108","0.01172068156290307","0.9240638866193801","0.9240638866456519","0.0","-2.5035995318707585","2.5035995286543526","8.908557227314132E-16"
"1.002E-5","0.011809375352636639","1.1764163031816415","0.04867728538091212","0.011720681748046056","0.92406388649059","0.011720716608950209","0.011720718010507482","0.9240638489327644","0.9240638620838338","0.0","-2.5035995286543367","2.503599528654342","8.908565952192336E-16"
"2.002E-5","0.01180937561211644","1.1764163029221626","0.04867728538091214","0.011720682005577061","0.9240638862867712","0.011720751654089687","0.011720754454183649","0.9240638112778932","0.9240638375426855","0.0","-2.5035995286543384","2.503599528654336","8.90857467631141E-16"
"4.002E-5","0.011809376131076044","1.176416302403204","0.04867728538091215","0.011720682520639044","0.924063885879134","0.011720821735724007","0.011720827332372067","0.9240637360420977","0.9240637885085375","0.0","-2.5035995286543344","2.5035995286543327","8.908592122292734E-16"
"7.001E-5","0.011809376909255993","1.1764163016250222","0.048677285380912136","0.011720683292974508","0.9240638852678803","0.011720926796194154","0.01172093658465692","0.9240636234560247","0.924063715131593","0.0","-2.503599528654344","2.5035995286543447","8.90861827550783E-16"
"1.0E-4","0.01180937768743591","1.1764163008468431","0.04867728538091213","0.011720684065309966","0.9240638846566273","0.011721031824049292","0.011721045802368053","0.9240635111477117","0.9240636419355054","0.0","-2.5035995286543455","2.503599528654345","8.908644420208473E-16"
"1.5000000000000001E-4","0.011809378984834938","1.1764162995494434","0.048677285380912136","0.011720685352964956","0.9240638836375326","0.011721206855106386","0.011721227814419775","0.9240633245297732","0.9240635203083004","0.0","-2.503599528654333","2.5035995286543375","8.908687989994203E-16"
"2.0E-4","0.011809380282233961","1.1764162982520447","0.04867728538091213","0.011720686640619926","0.9240638826184385","0.011721381793928677","0.011721409728699969","0.9240631386905351","0.9240633991881286","0.0","-2.503599528654345","2.503599528654329","8.908731535711698E-16"
"2.999999999999999E-4","0.011809382877032","1.1764162956572466","0.04867728538091212","0.0117206892159299","0.9240638805802486","0.011721731394683636","0.011721773263756927","0.9240627693277356","0.9240631584555906","0.0","-2.503599528654345","2.503599528654336","8.908818554927569E-16"
"5.0E-4","0.011809388066628077","1.1764162904676505","0.048677285380912136","0.011720694366549845","0.9240638765038701","0.01172242949092374","0.011722499162326878","0.9240620397082094","0.9240626829197797","0.0","-2.5035995286543393","2.5035995286543495","8.908992305287808E-16"
"7.5E-4","0.011809394553623185","1.176416283980655","0.048677285380912136","0.011720700804824758","0.9240638714083981","0.011723300044302724","0.011723404344778674","0.924061144397028","0.9240620993826174","0.0","-2.5035995286543336","2.5035995286543478","8.9092089550002E-16"
"0.001","0.0118094010406183","1.1764162774936615","0.048677285380912136","0.011720707243099671","0.9240638663129237","0.011724168308661317","0.011724307101189381","0.92406026717841","0.9240615276262844","0.0","-2.503599528654335","2.5035995286543398","8.90942500926031E-16"
"0.0014999999999999996","0.011809414014608503","1.1764162645196703","0.048677285380912136","0.011720720119649503","0.9240638561219762","0.011725898017097135","0.0117261053861987","0.9240585642034296","0.924060417623381","0.0","-2.503599528654344","2.5035995286543438","8.909855347233365E-16"
"0.002","0.011809426988598704","1.1764162515456795","0.04867728538091213","0.011720732996199343","0.9240638459310307","0.011727618679404628","0.011727894085258027","0.9240569271357097","0.9240593505366399","0.0","-2.5035995286543504","2.503599528654352","8.910283340308697E-16"
"0.003","0.01180945293657912","1.1764162255976995","0.04867728538091212","0.011720758749299008","0.9240638255491364","0.01173103323109594","0.011731443118064252","0.9240538313733775","0.9240573325160393","0.0","-2.503599528654343","2.5035995286543318","8.911132411274278E-16"
"0.005","0.011809504832539976","1.1764161737017387","0.04867728538091213","0.011720810255498369","0.9240637847853499","0.011737757520902864","0.011738430167394452","0.9240482515810108","0.9240536948393608","0.0","-2.5035995286543384","2.5035995286543327","8.9128036095023E-16"
"0.0075","0.011809569702491021","1.1764161088317893","0.04867728538091212","0.011720874638247523","0.9240637338306164","0.011745971561742629","0.011746961405757114","0.9240422288016024","0.9240497676995079","0.0","-2.503599528654347","2.503599528654328","8.914843670372722E-16"
"0.01","0.011809634572442072","1.1764160439618363","0.04867728538091212","0.011720939020996721","0.9240636828758836","0.011753979851644414","0.011755274884126254","0.924037048530221","0.9240463892711092","0.0","-2.503599528654349","2.5035995286543558","8.916831373623571E-16"
"0.014999999999999996","0.011809764312344182","1.176415914221935","0.048677285380912115","0.01172106778649507","0.9240635809664168","0.011769418893379756","0.011771291107976497","0.9240283325998732","0.9240407036513393","0.0","-2.503599528654344","2.503599528654356","8.92066090179872E-16"
"0.017499999999999998","0.011809829182295225","1.1764158493519814","0.04867728538091211","0.011721132169244244","0.9240635300116832","0.0117768558238074","0.011779000468258898","0.9240246998160855","0.9240383332110261","0.0","-2.503599528654342","2.5035995286543242","8.922504405200964E-16"
"0.02","0.01180989405224627","1.1764157844820338","0.048677285380912136","0.011721196551993418","0.9240634790569493","0.011784115227733835","0.011786522293132599","0.9240213888907386","0.9240361724495892","0.0","-2.5035995286543384","2.50359952865435","8.924303347012912E-16"
"0.025","0.011810023792148358","1.1764156547421292","0.0486772853809121","0.011721325317491774","0.9240633771474834","0.011798138335863451","0.011801042771285452","0.9240154010285827","0.9240322639928465","0.0","-2.503599528654351","2.5035995286543558","8.92777722523153E-16"
"0.0275","0.011810088662099434","1.1764155898721782","0.04867728538091211","0.011721389700240952","0.9240633261927496","0.01180490715370861","0.01180804688754133","0.9240126978898843","0.9240304992272421","0.0","-2.503599528654343","2.50359952865435","8.929453471208367E-16"
"0.03","0.01181015353205046","1.1764155250022277","0.048677285380912115","0.011721454082990123","0.9240632752380167","0.01181152343247954","0.011814890173862716","0.9240101379085294","0.9240288277390991","0.0","-2.5035995286543433","2.503599528654351","8.931091643135344E-16"
"0.03499999999999999","0.011810283271952575","1.1764153952623273","0.04867728538091208","0.011721582848488484","0.9240631733285501","0.01182432966564996","0.01182812764931791","0.9240053367599614","0.9240256924980688","0.0","-2.5035995286543433","2.5035995286543438","8.93426172454249E-16"
"0.04","0.011810413011854662","1.1764152655224247","0.04867728538091211","0.011721711613986843","0.9240630714190826","0.01183659420345272","0.011840794827564697","0.9240009024846081","0.9240227963039928","0.0","-2.5035995286543473","2.5035995286543353","8.937296862855572E-16"
"0.04499999999999999","0.011810542751756775","1.1764151357825237","0.048677285380912094","0.011721840379485204","0.9240629695096152","0.011848354086027146","0.011852931168751647","0.9239967628759209","0.9240200921046753","0.0","-2.5035995286543478","2.5035995286543575","8.940206385376199E-16"
"0.05","0.011810672491658883","1.17641500604262","0.048677285380912094","0.011721969144983553","0.9240628676001494","0.011859644346946625","0.01186457396160554","0.9239928648896896","0.9240175453336902","0.0","-2.50359952865434","2.5035995286543513","8.942999090152967E-16"
"0.05499999999999999","0.011810802231560972","1.1764148763027182","0.048677285380912066","0.011722097910481902","0.9240627656906827","0.011870497535676396","0.011875757818297144","0.9239891693828354","0.9240151304830515","0.0","-2.503599528654346","2.5035995286543375","8.945683134672953E-16"
"0.06","0.011810931971463068","1.1764147465628159","0.04867728538091211","0.011722226675980253","0.9240626637812154","0.011880943706695795","0.011886514667461432","0.9239856468607875","0.9240128283323944","0.0","-2.5035995286543393","2.5035995286543407","8.94826603952713E-16"
"0.06499999999999999","0.011811061711365171","1.1764146168229141","0.04867728538091211","0.011722355441478606","0.9240625618717491","0.011891010555497959","0.011896873903626167","0.9239822745139713","0.9240106240178719","0.0","-2.5035995286543455","2.503599528654347","8.950754726833103E-16"
"0.07","0.011811191451267276","1.1764144870830116","0.04867728538091211","0.01172248420697697","0.9240624599622818","0.011900723592776875","0.01190686257690386","0.9239790342536361","0.9240085057521578","0.0","-2.5035995286543473","2.5035995286543384","8.953155566710225E-16"
"0.075","0.011811321191169384","1.176414357343108","0.04867728538091208","0.011722612972475328","0.9240623580528144","0.011910106320548525","0.011916505584240206","0.9239759114181698","0.9240064639813492","0.0","-2.5035995286543415","2.5035995286543526","8.955474423238548E-16"
"0.08","0.01181145093107148","1.1764142276032077","0.04867728538091208","0.01172274173797367","0.9240622561433481","0.01191918039874848","0.011925825850024378","0.9239728939063043","0.9240044908200677","0.0","-2.503599528654344","2.503599528654353","8.957716697399158E-16"
"0.08499999999999999","0.011811580670973577","1.1764140978633049","0.04867728538091213","0.011722870503472036","0.9240621542338816","0.011927965799279237","0.011934844492880101","0.9239699715796504","0.9240025796620821","0.0","-2.5035995286543438","2.5035995286543473","8.959887366471528E-16"
"0.09","0.011811710410875675","1.1764139681234027","0.04867728538091212","0.01172299926897039","0.9240620523244155","0.011936480947296008","0.011943580978462667","0.9239671358378336","0.924000724903424","0.0","-2.5035995286543353","2.5035995286543504","8.961991019978916E-16"
"0.09499999999999999","0.011811840150777771","1.1764138383835006","0.04867728538091211","0.011723128034468738","0.9240619504149478","0.011944742850412384","0.011952053259036711","0.9239643793074952","0.9239989217397119","0.0","-2.503599528654344","2.5035995286543358","8.964031892438898E-16"
"0.1","0.011811969890679886","1.1764137086435995","0.04867728538091211","0.011723256799967092","0.9240618485054821","0.011952767216745652","0.011960277900859368","0.9239616956089471","0.9239971660140833","0.0","-2.5035995286543504","2.503599528654345","8.966013893203667E-16"
"0.105","0.011812099630581982","1.176413578903697","0.048677285380912094","0.011723385565465452","0.9240617465960149","0.011960568562741705","0.01196827020041009","0.9239590791774904","0.9239954541007519","0.0","-2.5035995286543455","2.5035995286543433","8.967940633659395E-16"
"0.11","0.011812229370484076","1.1764134491637948","0.048677285380912094","0.011723514330963797","0.9240616446865475","0.011968160311670004","0.011976044290450912","0.923956525124271","0.9239937828143325","0.0","-2.5035995286543353","2.5035995286543296","8.969815452030612E-16"
"0.11499999999999999","0.01181235911038618","1.1764133194238937","0.04867728538091212","0.011723643096462169","0.9240615427770817","0.011975554883610764","0.011983613236824174","0.923954029126382","0.9239921493382234","0.0","-2.5035995286543415","2.5035995286543336","8.971641436011226E-16"
"0.12","0.011812488850288275","1.17641318968399","0.04867728538091212","0.011723771861960516","0.9240614408676152","0.011982763777686603","0.01199098912681631","0.9239515873389886","0.9239905511673416","0.0","-2.503599528654349","2.5035995286543336","8.973421443421051E-16"
"0.12499999999999999","0.011812618590190374","1.1764130599440878","0.04867728538091212","0.011723900627458865","0.9240613389581476","0.011989797647224531","0.011998183149842166","0.9239491963242962","0.9239889860618345","0.0","-2.5035995286543344","2.5035995286543424","8.975158121068258E-16"
"0.13","0.01181274833009248","1.1764129302041868","0.048677285380912094","0.011724029392957228","0.92406123704868","0.011996666368472929","0.012005205671136259","0.9239468529935653","0.9239874520092948","0.0","-2.50359952865434","2.50359952865434","8.97685392197946E-16"
"0.135","0.011812878069994585","1.176412800464285","0.04867728538091213","0.011724158158455586","0.9240611351392137","0.012003379103442046","0.01201206629907486","0.9239445545593558","0.9239859471936381","0.0","-2.5035995286543455","2.503599528654352","8.978511121144669E-16"
"0.14","0.011813007809896676","1.1764126707243825","0.04867728538091209","0.011724286923953931","0.9240610332297464","0.012009944357385716","0.012018773946696329","0.9239422984958694","0.9239844699692621","0.0","-2.5035995286543407","2.5035995286543375","8.980131829909774E-16"
"0.15","0.011813267289700878","1.1764124112445775","0.04867728538091212","0.011724544454950634","0.9240608294108144","0.012022672578303679","0.012031772333728303","0.9239379019251871","0.9239815907655915","0.0","-2.503599528654345","2.5035995286543344","8.983273742717512E-16"
"0.155","0.011813397029602974","1.1764122815046756","0.04867728538091212","0.011724673220448992","0.924060727501348","0.012028841356044937","0.012038069149623687","0.9239357597854215","0.9239801877226748","0.0","-2.503599528654352","2.5035995286543566","8.984796386132336E-16"
"0.16","0.011813526769505082","1.1764121517647734","0.04867728538091211","0.011724801985947352","0.9240606255918805","0.012034890146352908","0.012044241747770348","0.923933652206545","0.9239788071828913","0.0","-2.5035995286543424","2.503599528654345","8.986289359816086E-16"
"0.17","0.011813786249309281","1.1764118922849696","0.04867728538091208","0.011725059516944053","0.9240604217729464","0.012046660546026723","0.012056248520752932","0.9239295317537067","0.9239761077637718","0.0","-2.503599528654348","2.5035995286543513","8.989194427811277E-16"
"0.18","0.011814045729113484","1.1764116328051657","0.04867728538091211","0.011725317047940765","0.9240602179540133","0.012058021244224167","0.012067831737050396","0.9239255304463362","0.9239734859149438","0.0","-2.503599528654344","2.5035995286543304","8.991998231619377E-16"
"0.19","0.011814305208917677","1.1764113733253612","0.04867728538091211","0.011725574578937486","0.9240600141350792","0.012069008046170419","0.012079028710897879","0.9239216387095197","0.9239709353984878","0.0","-2.5035995286543455","2.5035995286543318","8.994709642312827E-16"
"0.2","0.011814564688721892","1.1764111138455569","0.04867728538091212","0.01172583210993419","0.9240598103161454","0.012079653348391737","0.012089873169647271","0.923917847941045","0.9239684506102065","0.0","-2.50359952865435","2.503599528654344","8.997336684019146E-16"
"0.21","0.01181482416852609","1.176410854365753","0.04867728538091211","0.011726089640930899","0.924059606497213","0.012089985933781959","0.012100395047829464","0.9239141505276403","0.9239660265901891","0.0","-2.503599528654347","2.5035995286543424","8.999886483552391E-16"
"0.22","0.011815083648330286","1.176410594885949","0.048677285380912136","0.011726347171927607","0.9240594026782786","0.01210003124520231","0.012110620779914613","0.9239105397436804","0.9239636589568079","0.0","-2.5035995286543415","2.503599528654335","9.00236533873593E-16"
"0.23","0.011815343128134486","1.1764103354061441","0.04867728538091209","0.01172660470292431","0.9240591988593457","0.012109811773735362","0.012120573711385325","0.9239070096299872","0.9239613438277514","0.0","-2.5035995286543424","2.5035995286543438","9.00477881508288E-16"
"0.24","0.011815602607938694","1.176410075926339","0.04867728538091212","0.011726862233921026","0.9240589950404113","0.012119347442238665","0.012130274503540766","0.9239035548823141","0.9239590777473708","0.0","-2.5035995286543424","2.5035995286543513","9.007131841216985E-16"
"0.25","0.011815862087742894","1.176409816446536","0.048677285380912094","0.011727119764917738","0.9240587912214777","0.012128655949478784","0.012139741495984204","0.9239001707561977","0.9239568576246865","0.0","-2.5035995286543433","2.503599528654332","9.009428794433086E-16"
"0.26","0.011816121567547083","1.1764095569667326","0.048677285380912094","0.01172737729591445","0.9240585874025449","0.012137753068715056","0.012148991020624904","0.9238968529876678","0.9239546806817347","0.0","-2.503599528654346","2.5035995286543407","9.011673574892509E-16"
"0.27","0.011816381047351297","1.1764092974869278","0.048677285380912066","0.011727634826911151","0.9240583835836108","0.012146652903657941","0.012158037670458118","0.9238935977274928","0.9239525444107283","0.0","-2.503599528654347","2.5035995286543353","9.013869669194822E-16"
"0.28","0.011816640527155496","1.1764090380071235","0.04867728538091213","0.011727892357907872","0.924058179764677","0.012155368107072519","0.012166894528800277","0.923890401486497","0.9239504465384337","0.0","-2.5035995286543438","2.503599528654347","9.016020204646349E-16"
"0.29","0.011816900006959691","1.176408778527319","0.048677285380912094","0.011728149888904568","0.9240579759457438","0.012163910067422139","0.012175573364750987","0.9238872610898345","0.9239483849963832","0.0","-2.5035995286543384","2.5035995286543438","9.018127995573881E-16"
"0.3","0.011817159486763896","1.1764085190475142","0.048677285380912136","0.011728407419901287","0.9240577721268107","0.012172289068407645","0.01218408480005913","0.9238841736385096","0.9239463578958081","0.0","-2.503599528654354","2.503599528654344","9.020195582896175E-16"
"0.31","0.011817418966568098","1.1764082595677101","0.048677285380912094","0.011728664950897999","0.9240575683078769","0.012180514425582543","0.012192438451840659","0.9238811364767846","0.9239443635064064","0.0","-2.5035995286543464","2.503599528654347","9.022225267995949E-16"
"0.32","0.011817678446372302","1.1764080000879062","0.04867728538091211","0.011728922481894697","0.9240573644889435","0.012188594603583545","0.01220064305490644","0.923878147164408","0.9239424002382528","0.0","-2.5035995286543424","2.5035995286543398","9.02421914177492E-16"
"0.33","0.011817937926176494","1.1764077406081017","0.04867728538091208","0.011729180012891423","0.9240571606700092","0.012196537316954515","0.012208706566856999","0.9238752034528125","0.923940466626294","0.0","-2.50359952865434","2.503599528654351","9.026179109633846E-16"
"0.34","0.011818197405980708","1.1764074811282983","0.04867728538091212","0.01172943754388813","0.9240569568510762","0.012204349617064956","0.012216636258591002","0.9238723032646056","0.9239385613169889","0.0","-2.503599528654345","2.5035995286543478","9.028106913000221E-16"
"0.35","0.011818456885784902","1.1764072216484933","0.04867728538091209","0.011729695074884831","0.9240567530321412","0.012212037967223378","0.01222443879244658","0.9238694446758119","0.9239366830567408","0.0","-2.503599528654348","2.5035995286543318","9.030004147926686E-16"
"0.36","0.011818716365589094","1.1764069621686897","0.04867728538091211","0.011729952605881545","0.9240565492132098","0.012219608307750655","0.012232120289837719","0.9238666259004223","0.9239348306818332","0.0","-2.5035995286543433","2.503599528654341","9.031872281198694E-16"
"0.37","0.011818975845393298","1.1764067026888856","0.04867728538091211","0.01173021013687826","0.9240563453942747","0.012227066112498497","0.012239686389950023","0.9238638452768972","0.9239330031096392","0.0","-2.503599528654345","2.5035995286543313","9.03371266432111E-16"
"0.38","0.011819235325197507","1.176406443209082","0.04867728538091208","0.011730467667874955","0.9240561415753423","0.012234416438064031","0.012247142300811795","0.9238611012563258","0.9239311993309064","0.0","-2.5035995286543478","2.5035995286543473","9.035526545694346E-16"
"0.39","0.011819494805001702","1.1764061837292776","0.04867728538091211","0.011730725198871675","0.9240559377564079","0.01224166396675598","0.012254492843849189","0.923858392391998","0.9239294184029672","0.0","-2.503599528654349","2.50359952865435","9.037315081242112E-16"
"0.4","0.011819754284805906","1.1764059242494727","0.04867728538091211","0.011730982729868389","0.9240557339374742","0.012248813044204174","0.012261742492860878","0.9238557173301903","0.9239276594437337","0.0","-2.5035995286543398","2.503599528654338","9.039079343712521E-16"
"0.41","0.0118200137646101","1.176405664769669","0.04867728538091212","0.01173124026086509","0.9240555301185415","0.01225586771236697","0.012268895408202874","0.9238530748019944","0.923925921626377","0.0","-2.5035995286543455","2.5035995286543513","9.04082033083941E-16"
"0.42","0.01182027324441431","1.1764054052898656","0.04867728538091211","0.011731497791861802","0.9240553262996084","0.012262831738576254","0.012275955466852888","0.9238504636160484","0.9239242041745922","0.0","-2.5035995286543393","2.503599528654343","9.042538972522674E-16"
"0.43","0.011820532724218506","1.1764051458100604","0.048677285380912094","0.011731755322858516","0.9240551224806736","0.012269708641163073","0.012282926288921879","0.9238478826520531","0.9239225063583739","0.0","-2.5035995286543367","2.503599528654349","9.044236137162537E-16"
"0.44","0.011820792204022705","1.1764048863302563","0.04867728538091211","0.011732012853855221","0.9240549186617409","0.012276501712125817","0.012289811261095076","0.9238453308549657","0.9239208274902357","0.0","-2.5035995286543473","2.503599528654335","9.045912637261834E-16"
"0.45","0.011821051683826909","1.176404626850451","0.04867728538091211","0.011732270384851935","0.9240547148428069","0.012283214037234529","0.012296613557413063","0.9238428072297963","0.9239191669218179","0.0","-2.5035995286543358","2.5035995286543455","9.047569234394056E-16"
"0.46","0.011821311163631096","1.1764043673706481","0.04867728538091211","0.011732527915848641","0.9240545110238735","0.012289848513907367","0.012303336157743002","0.9238403108369223","0.9239175240408376","0.0","-2.5035995286543433","2.5035995286543473","9.049206643620535E-16"
"0.47","0.011821570643435298","1.1764041078908432","0.048677285380912136","0.011732785446845367","0.9240543072049401","0.012296407867146595","0.012309981864239209","0.9238378407878646","0.9239158982683372","0.0","-2.5035995286543407","2.503599528654336","9.050825537427534E-16"
