objective,n,degenerate_frac,degenerate_frac_corrected,mean_abs_err,mean_abs_err_lam_pe,mean_abs_err_lam_ne,mean_abs_err_lli,pe_ne_antisym_frac,alpha_wall_frac
pocv,3069,0.8028673835125448,0.8054740957966764,0.052694539386517844,0.03416941408069846,0.04642976818834647,0.018134896397079735,0.2720755946562398,0.22776148582600195
pocv_dvdq,3069,0.7422613229064842,0.5252525252525253,0.03762914233490133,0.03347969859755071,0.014752195111097328,0.01969537965325527,0.5503421309872922,0.3864450961225155
pocv_dvdq_dqdv,3069,0.7165200391006843,0.5001629195177583,0.0375391785360829,0.035521765183007994,0.01429260250985636,0.0221699883983043,0.44574780058651026,0.3434343434343434
dqdv_only,3069,0.8054740957966764,0.7025089605734767,0.05385736612722597,0.036473649633053766,0.046569982883052134,0.03544573061568486,0.20527859237536658,0.19028999674160965
