objective,n,degenerate_frac,degenerate_frac_corrected,mean_abs_err,mean_abs_err_lam_pe,mean_abs_err_lam_ne,mean_abs_err_lli,pe_ne_antisym_frac,alpha_wall_frac
pocv,1476,0.7784552845528455,0.6673441734417345,0.04740802437764155,0.024366491494477498,0.04061028236929642,0.01593915210782914,0.29200542005420055,0.08401084010840108
pocv_dvdq,1476,0.6219512195121951,0.15176151761517614,0.024691931000881677,0.01884263921678795,0.013468269446510245,0.01585022389537911,0.6788617886178862,0.11382113821138211
pocv_dvdq_dqdv,1476,0.6273712737127372,0.247289972899729,0.023970438685444986,0.021455536665083954,0.012281540276749513,0.018376441796507378,0.4803523035230352,0.10094850948509485
dqdv_only,1476,0.7703252032520326,0.6605691056910569,0.05002507667282761,0.023805367167960237,0.0452926002808865,0.025416266938883884,0.21612466124661248,0.06233062330623306
