E-EF,total,Li,P,S,Cl,O,Nd,Nd1_4f,Nd2_4f   # Gaussian 0.15 eV, E-EF (EF=0)
-7.9890,0.016633,0.00060293,0.0016361,0.0042293,6.1243e-05,0.00021398,0.0098711,0.00015928,0.0096999
-7.9490,0.026538,0.00061612,0.0016654,0.0041005,0.00011042,0.00057927,0.019452,0.00045528,0.018971
-7.9090,0.052551,0.00068749,0.0018415,0.0039906,0.00023795,0.0016021,0.044182,0.0012507,0.042871
-7.8690,0.1088,0.00092556,0.0024501,0.0042157,0.00050937,0.0040713,0.096623,0.0031032,0.093376
-7.8290,0.22025,0.0015345,0.0040345,0.0052992,0.0010392,0.009614,0.19873,0.0072221,0.19119
-7.7890,0.42542,0.0028631,0.0075252,0.008029,0.0020014,0.021213,0.38376,0.015893,0.36719
-7.7490,0.77686,0.0054732,0.014423,0.013529,0.0036295,0.043946,0.69573,0.032965,0.66141
-7.7090,1.3372,0.01021,0.026989,0.023329,0.0061947,0.085739,1.1843,0.064364,1.1174
-7.6690,2.1684,0.018238,0.048346,0.039391,0.0099561,0.15777,1.8938,0.11869,1.7706
-7.6290,3.3152,0.031008,0.082381,0.064045,0.015083,0.27409,2.8467,0.20764,2.6314
-7.5890,4.7844,0.050114,0.13339,0.099862,0.021568,0.45003,4.0259,0.34591,3.6677
-7.5490,6.5305,0.077041,0.20544,0.14951,0.02917,0.69919,5.3639,0.55048,4.7948
-7.5090,8.4516,0.1128,0.3015,0.21559,0.037412,1.0293,6.7451,0.83916,5.879
-7.4690,10.405,0.15753,0.42256,0.30052,0.045655,1.4377,8.0261,1.2282,6.7606
-7.4290,12.237,0.21027,0.56706,0.40639,0.053244,1.9089,9.0696,1.7287,7.2916
-7.3890,13.816,0.26883,0.7309,0.5349,0.059655,2.4141,9.7794,2.3409,7.3759
-7.3490,15.063,0.33008,0.908,0.68709,0.064609,2.9151,10.123,3.048,6.9978
-7.3090,15.956,0.39047,1.0915,0.86311,0.06809,3.3712,10.129,3.8108,6.2267
-7.2690,16.519,0.44673,1.275,1.0619,0.070279,3.7476,9.8675,4.5658,5.1964
-7.2290,16.798,0.49648,1.4536,1.281,0.071436,4.0227,9.4174,5.2316,4.0672
-7.1890,16.842,0.53867,1.6245,1.5166,0.071803,4.1919,8.8386,5.7223,2.9857
-7.1490,16.689,0.57355,1.7865,1.764,0.071555,4.2664,8.1639,5.9671,2.0557
-7.1090,16.371,0.60239,1.9391,2.0178,0.070813,4.2683,7.4067,5.9294,1.3275
-7.0690,15.919,0.62685,2.082,2.2735,0.069705,4.2226,6.5775,5.6168,0.80425
-7.0290,15.378,0.64871,2.2151,2.5289,0.06842,4.1504,5.6983,5.0796,0.45739
-6.9890,14.803,0.66977,2.339,2.7868,0.067249,4.0641,4.8061,4.3968,0.24471
-6.9490,14.261,0.69224,2.4575,3.0579,0.066599,3.9678,3.9472,3.6553,0.12407
-6.9090,13.83,0.71939,2.5798,3.3636,0.06698,3.8606,3.1652,2.9319,0.061061
-6.8690,13.594,0.7559,2.722,3.7359,0.068986,3.7417,2.492,2.2809,0.031277
-6.8290,13.642,0.80765,2.9058,4.2145,0.073243,3.6149,1.9433,1.7315,0.019265
-6.7890,14.052,0.88047,3.1545,4.838,0.080322,3.4894,1.5196,1.292,0.016164
-6.7490,14.876,0.97825,3.4862,5.6325,0.090611,3.3776,1.2105,0.95643,0.017386
-6.7090,16.114,1.101,3.9072,6.6001,0.10417,3.2906,0.99904,0.71107,0.020594
-6.6690,17.71,1.2438,4.4068,7.7132,0.12066,3.2344,0.86505,0.53943,0.024427
-6.6290,19.549,1.397,4.9592,8.9169,0.13936,3.2081,0.78816,0.4248,0.028104
-6.5890,21.489,1.5488,5.5286,10.142,0.15933,3.2051,0.74973,0.35183,0.031264
-6.5490,23.392,1.6878,6.0803,11.324,0.17977,3.2165,0.73412,0.30736,0.033781
-6.5090,25.166,1.8069,6.5908,12.423,0.2003,3.2327,0.72947,0.28097,0.03569
-6.4690,26.786,1.9049,7.0555,13.438,0.22131,3.2456,0.72775,0.26493,0.037163
-6.4290,28.301,1.9876,7.4895,14.405,0.24399,3.2479,0.72412,0.2538,0.038475
-6.3890,29.809,2.0652,7.923,15.39,0.27014,3.2318,0.71608,0.24388,0.039941
-6.3490,31.422,2.1501,8.39,16.466,0.30171,3.1892,0.70276,0.23288,0.04185
-6.3090,33.217,2.252,8.9156,17.681,0.3401,3.111,0.68435,0.21954,0.044395
-6.2690,35.199,2.375,9.5033,19.04,0.38562,2.9887,0.6616,0.20342,0.047621
-6.2290,37.278,2.5151,10.13,20.487,0.43708,2.8157,0.63541,0.1846,0.051392
-6.1890,39.279,2.661,10.746,21.913,0.49197,2.5895,0.60665,0.16359,0.055408
-6.1490,40.987,2.7966,11.289,23.182,0.54698,2.3133,0.57604,0.14115,0.059251
-6.1090,42.198,2.9053,11.699,24.161,0.59886,1.9972,0.54423,0.11822,0.062476
-6.0690,42.785,2.9744,11.935,24.761,0.64524,1.6584,0.51194,0.09576,0.064699
-6.0290,42.725,2.9988,11.985,24.956,0.6851,1.3186,0.47987,0.074734,0.065668
-5.9890,42.1,2.9812,11.866,24.786,0.71883,0.99997,0.44864,0.05597,0.065284
-5.9490,41.067,2.931,11.619,24.335,0.74798,0.72107,0.41845,0.040071,0.063581
-5.9090,39.806,2.861,11.29,23.71,0.77489,0.4933,0.38899,0.027335,0.06068
-5.8690,38.478,2.7838,10.924,23.009,0.80263,0.31992,0.3595,0.017722,0.05675
-5.8290,37.206,2.7095,10.557,22.308,0.83549,0.19716,0.32926,0.010906,0.051995
-5.7890,36.069,2.6447,10.212,21.657,0.88001,0.11687,0.2982,0.0063808,0.046667
-5.7490,35.125,2.5929,9.9074,21.09,0.94655,0.069778,0.26742,0.0035867,0.041102
-5.7090,34.422,2.5563,9.6546,20.63,1.0508,0.048124,0.23951,0.0020192,0.035731
-5.6690,34.01,2.537,9.4625,20.292,1.2151,0.047532,0.21833,0.0012936,0.031065
-5.6290,33.934,2.5385,9.3342,20.082,1.4683,0.067889,0.20843,0.0011659,0.027634
-5.5890,34.223,2.5653,9.262,19.99,1.8444,0.11349,0.21421,0.001527,0.025896
-5.5490,34.867,2.6223,9.2241,19.974,2.3784,0.19239,0.23892,0.0023789,0.026145
-5.5090,35.809,2.7137,9.1845,19.969,3.1007,0.31486,0.28383,0.0037962,0.028423
-5.4690,36.946,2.8416,9.0979,19.887,4.0305,0.49092,0.3477,0.0058801,0.03249
-5.4290,38.15,3.0048,8.9195,19.644,5.1696,0.72722,0.42674,0.0087102,0.037836
-5.3890,39.296,3.1995,8.617,19.176,6.4995,1.0241,0.5151,0.012302,0.043764
-5.3490,40.296,3.4193,8.1802,18.462,7.9833,1.3734,0.60577,0.016582,0.049508
-5.3090,41.116,3.6571,7.6255,17.533,9.5719,1.7588,0.69175,0.021373,0.054372
-5.2690,41.781,3.9063,6.9919,16.463,11.214,2.1573,0.76702,0.026423,0.057837
-5.2290,42.362,4.1624,6.3309,15.35,12.865,2.5432,0.82719,0.031432,0.059622
-5.1890,42.949,4.4237,5.6923,14.287,14.499,2.8929,0.8697,0.036111,0.059685
-5.1490,43.622,4.6916,5.1122,13.343,16.11,3.1876,0.89374,0.04022,0.058176
-5.1090,44.439,4.9701,4.6055,12.545,17.717,3.4162,0.90008,0.043599,0.055385
-5.0690,45.435,5.2661,4.1664,11.886,19.366,3.5749,0.89096,0.046182,0.051684
-5.0290,46.642,5.5885,3.7754,11.335,21.123,3.6665,0.87003,0.047986,0.04749
-4.9890,48.104,5.9477,3.4089,10.858,23.064,3.6988,0.84206,0.049098,0.043222
-4.9490,49.883,6.3532,3.0491,10.436,25.267,3.6826,0.81225,0.049641,0.039253
-4.9090,52.041,6.8104,2.689,10.066,27.777,3.6301,0.78528,0.049751,0.035852
-4.8690,54.601,7.316,2.3333,9.7617,30.589,3.5536,0.76418,0.049544,0.03314
-4.8290,57.511,7.854,1.9949,9.5393,33.624,3.4643,0.74975,0.049109,0.031071
-4.7890,60.624,8.3957,1.6886,9.4087,36.73,3.3716,0.74057,0.048503,0.029462
-4.7490,63.715,8.9038,1.4263,9.3664,39.709,3.2833,0.73391,0.047775,0.028061
-4.7090,66.545,9.3419,1.214,9.3969,42.362,3.2057,0.72708,0.046989,0.02663
-4.6690,68.936,9.6854,1.0507,9.4804,44.554,3.1441,0.71871,0.04624,0.025024
-4.6290,70.842,9.9305,0.93041,9.602,46.257,3.1026,0.70954,0.045651,0.023233
-4.5890,72.37,10.096,0.8448,9.7582,47.568,3.084,0.70232,0.045351,0.021373
-4.5490,73.757,10.22,0.7856,9.957,48.68,3.0891,0.70108,0.045439,0.019655
-4.5090,75.283,10.342,0.74615,10.213,49.819,3.1171,0.70996,0.045963,0.018314
-4.4690,77.173,10.494,0.72189,10.54,51.17,3.1667,0.73207,0.046913,0.017547
-4.4290,79.513,10.688,0.70988,10.941,52.804,3.2371,0.76873,0.048237,0.017461
-4.3890,82.211,10.909,0.70814,11.41,54.653,3.3294,0.81909,0.049861,0.018057
-4.3490,85.014,11.126,0.71482,11.932,56.515,3.4469,0.88023,0.051706,0.019235
-4.3090,87.577,11.292,0.72786,12.489,58.107,3.5935,0.94762,0.053691,0.020831
-4.2690,89.549,11.369,0.74491,13.069,59.138,3.7725,1.0158,0.055721,0.02266
-4.2290,90.665,11.326,0.76352,13.675,59.376,3.9846,1.0792,0.057686,0.024557
-4.1890,90.812,11.156,0.78139,14.323,58.713,4.226,1.1331,0.059459,0.026403
-4.1490,90.056,10.871,0.79671,15.042,57.184,4.4885,1.174,0.060916,0.02813
-4.1090,88.622,10.503,0.8082,15.869,54.963,4.7587,1.2,0.061955,0.029718
-4.0690,86.838,10.093,0.81516,16.837,52.319,5.0192,1.2108,0.062507,0.031172
-4.0290,85.048,9.6857,0.81717,17.963,49.555,5.2497,1.2074,0.062539,0.032516
-3.9890,83.531,9.3197,0.81389,19.246,46.933,5.4281,1.1915,0.06204,0.033779
-3.9490,82.435,9.0177,0.80491,20.662,44.624,5.533,1.1656,0.061011,0.035003
-3.9090,81.762,8.7861,0.78973,22.172,42.677,5.5463,1.1326,0.05946,0.036245
-3.8690,81.393,8.6165,0.76801,23.731,41.036,5.4562,1.0956,0.057413,0.037586
-3.8290,81.144,8.4914,0.73977,25.305,39.572,5.2589,1.0578,0.054923,0.03912
-3.7890,80.837,8.3919,0.70566,26.873,38.139,4.9604,1.0219,0.052072,0.040938
-3.7490,80.351,8.3038,0.66703,28.433,36.611,4.5759,0.98971,0.048972,0.043099
-3.7090,79.639,8.2202,0.62582,29.997,34.913,4.1285,0.96198,0.045751,0.045615
-3.6690,78.734,8.1419,0.58437,31.587,33.02,3.6459,0.93875,0.042533,0.048437
-3.6290,77.719,8.0758,0.54505,33.232,30.952,3.1571,0.91973,0.039431,0.051468
-3.5890,76.713,8.0308,0.51006,34.958,28.758,2.689,0.90489,0.036551,0.054575
-3.5490,75.835,8.0155,0.48111,36.79,26.501,2.2634,0.89473,0.034003,0.05761
-3.5090,75.189,8.0345,0.45928,38.74,24.251,1.8956,0.89028,0.031908,0.060425
-3.4690,74.835,8.0855,0.44484,40.79,22.076,1.5941,0.89259,0.03039,0.06288
-3.4290,74.769,8.1576,0.43723,42.886,20.037,1.3608,0.90211,0.029549,0.06485
-3.3890,74.908,8.2316,0.43511,44.928,18.179,1.192,0.91826,0.029428,0.066233
-3.3490,75.109,8.2831,0.4366,46.785,16.527,1.0804,0.93913,0.029981,0.06696
-3.3090,75.202,8.2891,0.43963,48.324,15.085,1.0164,0.96174,0.03107,0.067008
-3.2690,75.038,8.2339,0.44226,49.444,13.837,0.99037,0.98253,0.032481,0.066404
-3.2290,74.537,8.1148,0.44302,50.111,12.757,0.99431,0.99812,0.033968,0.065242
-3.1890,73.715,7.9435,0.44097,50.369,11.811,1.0229,1.0061,0.035291,0.063678
-3.1490,72.676,7.7431,0.43572,50.334,10.969,1.0738,1.0055,0.036265,0.061939
-3.1090,71.59,7.5429,0.42732,50.168,10.206,1.1468,0.99752,0.036789,0.060311
-3.0690,70.655,7.3721,0.41623,50.051,9.505,1.2424,0.98528,0.036867,0.059116
-3.0290,70.066,7.2546,0.40326,50.151,8.8611,1.3601,0.97353,0.036615,0.058676
-2.9890,69.983,7.2061,0.38959,50.605,8.2775,1.4959,0.96778,0.036244,0.059266
-2.9490,70.513,7.2324,0.37658,51.503,7.7643,1.6414,0.9731,0.036013,0.061059
-2.9090,71.684,7.329,0.36559,52.873,7.3342,1.7835,0.99283,0.036171,0.064088
-2.8690,73.435,7.4812,0.3576,54.671,6.9963,1.9054,1.0276,0.036897,0.068227
-2.8290,75.609,7.6654,0.35301,56.782,6.751,1.9904,1.0753,0.038253,0.073197
-2.7890,77.973,7.8524,0.35148,59.033,6.5872,2.0247,1.131,0.040186,0.078613
-2.7490,80.262,8.0123,0.35212,61.227,6.4833,2.0014,1.1886,0.042552,0.084043
-2.7090,82.231,8.1199,0.35372,63.18,6.4104,1.9224,1.2422,0.045167,0.089073
-2.6690,83.705,8.1599,0.35512,64.763,6.3388,1.7971,1.2869,0.047845,0.093355
-2.6290,84.61,8.1293,0.35546,65.92,6.2438,1.6404,1.3194,0.050421,0.096634
-2.5890,84.98,8.0372,0.35433,66.678,6.1096,1.4687,1.3384,0.052762,0.098745
-2.5490,84.927,7.9014,0.35172,67.123,5.9308,1.2967,1.3443,0.054762,0.0996
-2.5090,84.611,7.7432,0.34795,67.375,5.7115,1.1354,1.3381,0.056353,0.099171
-2.4690,84.192,7.5833,0.34345,67.552,5.4622,0.99144,1.3219,0.057517,0.097483
-2.4290,83.796,7.4375,0.33866,67.744,5.1957,0.8678,1.298,0.058297,0.094617
-2.3890,83.491,7.3145,0.33385,67.994,4.9247,0.7649,1.2685,0.058796,0.090699
-2.3490,83.274,7.2162,0.32912,68.287,4.6587,0.68153,1.2353,0.059158,0.085894
-2.3090,83.08,7.1377,0.32435,68.556,4.4036,0.6155,1.1993,0.05953,0.080384
