normalizedCapacity,voltage
1.0,0.05
0.999796268210238,0.05672268907563025
0.9992593504469981,0.0634453781512605
0.9984188438511004,0.07016806722689076
0.9972880077162725,0.07689075630252101
0.9958755042765883,0.08361344537815127
0.994187822275075,0.09033613445378151
0.9922302244281226,0.09705882352941177
0.9900072142685344,0.10378151260504201
0.9875227991013344,0.11050420168067226
0.9847806518803168,0.11722689075630252
0.9817842174015734,0.12394957983193278
0.9785367853681671,0.130672268907563
0.9750415425457454,0.1373949579831933
0.971301611086908,0.14411764705882352
0.9673200773479975,0.15084033613445377
0.9631000139570508,0.15756302521008403
0.9586444969582805,0.16428571428571428
0.95395661927868,0.17100840336134454
0.949039501389566,0.17773109243697477
0.9438962997889428,0.18445378151260505
0.9385302137627142,0.19117647058823528
0.9329444907660294,0.19789915966386556
0.9271424306832092,0.2046218487394958
0.9211273891648387,0.21134453781512602
0.914902780196666,0.2180672268907563
0.9084720780221905,0.22478991596638653
0.9018388185160995,0.23151260504201682
0.8950066000868132,0.23823529411764705
0.8879790841718,0.24495798319327727
0.8807599953779223,0.25168067226890756
0.8733531213100996,0.2584033613445378
0.865762312124438,0.26512605042016807
0.8579914798362616,0.2718487394957983
0.850044597408872,0.2785714285714286
0.8419256976451149,0.2852941176470588
0.8336388719007713,0.29201680672268904
0.8251882686362703,0.2987394957983193
0.8165780918211425,0.30546218487394955
0.8078125992038944,0.3121848739495798
0.7988961004585434,0.31890756302521006
0.7898329552178368,0.3256302521008403
0.7806275710021525,0.3323529411764706
0.7712844010522197,0.3390756302521008
0.7618079420730546,0.3457983193277311
0.752202731895882,0.3525210084033613
0.7424733470642806,0.35924369747899154
0.7326244003503184,0.3659663865546218
0.7226605382060596,0.37268907563025205
0.7125864381554705,0.37941176470588234
0.7024068061314597,0.38613445378151257
0.6921263737625274,0.39285714285714285
0.6817498956132713,0.3995798319327731
0.6712821463827985,0.4063025210084033
0.6607279180649188,0.4130252100840336
0.6500920170738423,0.4197478991596638
0.6393792613389649,0.4264705882352941
0.628594477372207,0.43319327731092433
0.6177424973112601,0.43991596638655456
0.606828155942003,0.44663865546218484
0.5958562877032562,0.45336134453781507
0.5848317236769671,0.46008403361344535
0.5737592885668494,0.4668067226890756
0.5626437976684233,0.47352941176470587
0.5514900538333566,0.4802521008403361
0.5403028444309377,0.4869747899159663
0.5290869383094642,0.4936974789915966
0.5178470827602805,0.5004201680672269
0.5065880004871494,0.5071428571428571
0.4953143865835975,0.5138655462184873
0.4840309055208327,0.5205882352941177
0.4727421881487889,0.5273109243697479
0.4614528287128101,0.5340336134453781
0.4501673818884515,0.5407563025210084
0.438890359836832,0.5474789915966386
0.4276262292829347,0.5542016806722689
0.41637940861921285,0.5609243697478992
0.4051542650368256,0.5676470588235294
0.3939551116867783,0.5743697478991596
0.38278620487321924,0.58109243697479
0.3716517412810909,0.5878151260504202
0.36055585524030453,0.5945378151260504
0.34950261602856547,0.6012605042016806
0.3384960252149328,0.607983193277311
0.32754001404616473,0.6147058823529412
0.316638440877848,0.6214285714285714
0.3057950886522829,0.6281512605042017
0.2950136624250399,0.6348739495798319
0.28429778694206864,0.6415966386554622
0.273651004269196,0.6483193277310925
0.2630767714757998,0.6550420168067227
0.2525784583744095,0.6617647058823529
0.24215934531792938,0.6684873949579831
0.23182262105613893,0.6752100840336135
0.22157138065307902,0.6819327731092437
0.21140862346687705,0.688655462184874
0.2013372511935254,0.6953781512605042
0.19136006597606925,0.7021008403361344
0.18147976858061687,0.7088235294117647
0.17169895664052692,0.715546218487395
0.16202012297008284,0.7222689075630252
0.1524456539489083,0.7289915966386554
0.1429778279783256,0.7357142857142858
0.133618814010804,0.742436974789916
0.12437067015359404,0.7491596638655462
0.11523534234758481,0.7558823529411764
0.10621466312237116,0.7626050420168067
0.09731035042845515,0.769327731092437
0.08852400654745751,0.7760504201680672
0.07985711708114995,0.7827731092436975
0.07131105002007021,0.7894957983193277
0.06288705489241608,0.7962184873949579
0.054586261993863294,0.8029411764705883
0.046409681698889704,0.8096638655462185
0.03835820385412947,0.8163865546218487
0.030432597254225313,0.823109243697479
0.022633509200586266,0.8298319327731092
0.01496146514339447,0.8365546218487395
0.007416868407152721,0.8432773109243697
0.0,0.85
