normalizedCapacity,voltage
1.0,0.05
0.9982973605876648,0.05672268907563025
0.9959401010371977,0.0634453781512605
0.9931788054532941,0.07016806722689076
0.9900805899331768,0.07689075630252101
0.9866802328007489,0.08361344537815127
0.9829996498792153,0.09033613445378151
0.9790542371071055,0.09705882352941177
0.9748556179754428,0.10378151260504201
0.9704130422776552,0.11050420168067226
0.9657341783245477,0.11722689075630252
0.9608255972020613,0.12394957983193278
0.9556930862986146,0.130672268907563
0.9503418616132676,0.1373949579831933
0.9447767167845373,0.14411764705882352
0.9390021308141432,0.15084033613445377
0.9330223478446631,0.15756302521008403
0.926841437446999,0.16428571428571428
0.9204633409561405,0.17100840336134454
0.9138919075909215,0.17773109243697477
0.9071309229425646,0.18445378151260505
0.90018413166095,0.19117647058823528
0.8930552556586185,0.19789915966386556
0.8857480088021918,0.2046218487394958
0.8782661088149486,0.21134453781512602
0.8706132869385506,0.2180672268907563
0.8627932957743031,0.22478991596638653
0.8548099156303226,0.23151260504201682
0.846666959630807,0.23823529411764705
0.8383682777905748,0.24495798319327727
0.8299177602175216,0.25168067226890756
0.8213193395743716,0.2584033613445378
0.8125769929067201,0.26512605042016807
0.8036947429252134,0.2718487394957983
0.7946766588145161,0.2785714285714286
0.7855268566295928,0.2852941176470588
0.7762494993300709,0.29201680672268904
0.7668487964955564,0.2987394957983193
0.7573290037583331,0.30546218487394955
0.7476944219846038,0.3121848739495798
0.7379493962310866,0.31890756302521006
0.7280983145001738,0.3256302521008403
0.718145606313868,0.3323529411764706
0.7080957411242026,0.3390756302521008
0.6979532265757452,0.3457983193277311
0.6877226066340119,0.3525210084033613
0.6774084595921104,0.35924369747899154
0.6670153959666576,0.3659663865546218
0.6565480562929203,0.37268907563025205
0.6460111088281989,0.37941176470588234
0.6354092471716678,0.38613445378151257
0.6247471878081978,0.39285714285714285
0.614029667583085,0.3995798319327731
0.6032614411140924,0.4063025210084033
0.5924472781467606,0.4130252100840336
0.581591960858548,0.4197478991596638
0.5707002811170154,0.4264705882352941
0.5597770376969684,0.43319327731092433
0.5488270334612002,0.43991596638655456
0.5378550725092468,0.44663865546218484
0.526865957298349,0.45336134453781507
0.5158644857406345,0.46008403361344535
0.5048554482803638,0.4668067226890756
0.4938436249549324,0.47352941176470587
0.4828337824431893,0.4802521008403361
0.47183067110450705,0.4869747899159663
0.4608390220119254,0.4936974789915966
0.4498635439825944,0.5004201680672269
0.43890892060864095,0.5071428571428571
0.42797980729150287,0.5138655462184873
0.41708082828269244,0.5205882352941177
0.4062165737338733,0.5273109243697479
0.39539159675906765,0.5340336134453781
0.3846104105117416,0.5407563025210084
0.37387748527945663,0.5474789915966386
0.36319724559870936,0.5542016806722689
0.35257406739252806,0.5609243697478992
0.3420122751333393,0.5676470588235294
0.33151613903355637,0.5743697478991596
0.32108987226629915,0.58109243697479
0.3107376282185944,0.5878151260504202
0.3004634977793563,0.5945378151260504
0.2902715066644024,0.6012605042016806
0.2801656127807024,0.607983193277311
0.2701497036320142,0.6147058823529412
0.26022759376800586,0.6214285714285714
0.25040302227892386,0.6281512605042017
0.2406796503378048,0.6348739495798319
0.23106105879219063,0.6415966386554622
0.2215507458072521,0.6483193277310925
0.21215212456217647,0.6550420168067227
0.20286852100162567,0.6617647058823529
0.19370317164402362,0.6684873949579831
0.18465922144837443,0.6752100840336135
0.17573972174127017,0.6819327731092437
0.16694762820568765,0.688655462184874
0.15828579893312877,0.6953781512605042
0.14975699254060082,0.7021008403361344
0.14136386635388354,0.7088235294117647
0.13310897465847504,0.715546218487395
0.12499476701955559,0.7222689075630252
0.11702358667225177,0.7289915966386554
0.10919766898343275,0.7357142857142858
0.1015191399862101,0.742436974789916
0.09399001498825932,0.7491596638655462
0.086612197255026,0.7558823529411764
0.07938747676882019,0.7626050420168067
0.07231752906474598,0.769327731092437
0.06540391414435898,0.7760504201680672
0.05864807546787909,0.7827731092436975
0.052051339025737886,0.7894957983193277
0.045614912490170245,0.7962184873949579
0.039339884447509355,0.8029411764705883
0.03322722371178266,0.8096638655462185
0.027277778720141477,0.8163865546218487
0.02149227701060763,0.823109243697479
0.015871324782550267,0.8298319327731092
0.010415406540253525,0.8365546218487395
0.005124884819870168,0.8432773109243697
0.0,0.85
