delta,x_norm,v_li,v_de_lli
0.04,0.12040133779264214,4.042947673585461,4.0638951612871015
0.04,0.12374581939799331,4.039661284574898,4.061356475341211
0.04,0.12709030100334448,4.036322623723699,4.058693939992381
0.04,0.13043478260869565,4.032934802654627,4.05592458944889
0.04,0.13377926421404682,4.029499472281239,4.053057078522787
0.04,0.13712374581939799,4.026037474537049,4.0500987409166465
0.04,0.14046822742474915,4.022552925231899,4.04705530425736
0.04,0.14381270903010032,4.019049177121687,4.043924649403981
0.04,0.1471571906354515,4.0155358538107855,4.04071578157358
0.04,0.1505016722408027,4.012023073439792,4.037447580231898
0.04,0.15384615384615385,4.008512846334417,4.034128081979656
0.04,0.15719063545150502,4.0050073695335895,4.030765000099397
0.04,0.1605351170568562,4.0015139394054975,4.027365624619574
0.04,0.16387959866220736,3.9980343568678647,4.023935758042199
0.04,0.16722408026755853,3.9945711679868494,4.020479882750351
0.04,0.1705685618729097,3.9911285895898665,4.017009392996379
0.04,0.17391304347826086,3.9877189310780135,4.013527572167667
0.04,0.17725752508361203,3.9843345974512467,4.010039990314817
0.04,0.1806020066889632,3.98097628721124,4.0065524165961195
0.04,0.18394648829431437,3.97764645116934,4.003070748139733
0.04,0.18729096989966554,3.974355813114863,3.999599491534142
0.04,0.1906354515050167,3.9710929647963993,3.996141010640598
0.04,0.1939799331103679,3.967858620231057,3.9926966731308977
0.04,0.19732441471571907,3.9646554072846696,3.9892687955019275
0.04,0.20066889632107024,3.961496000815424,3.9858609860919167
0.04,0.2040133779264214,3.95836480312209,3.982476463643564
0.04,0.20735785953177258,3.9552604771409188,3.979117081827721
0.04,0.21070234113712374,3.952182873048726,3.9757836069427563
0.04,0.2140468227424749,3.949142218505751,3.9724758305779013
0.04,0.21739130434782608,3.9461271523513823,3.969191925529647
0.04,0.22073578595317725,3.943136820273678,3.965930412218462
0.04,0.22408026755852842,3.9401712859784466,3.962691488251611
0.04,0.22742474916387959,3.9372353971370075,3.9594758820951332
0.04,0.23076923076923075,3.93431506258463,3.956283760631276
0.04,0.23411371237458192,3.9314084536871117,3.9531135623010227
0.04,0.23745819397993312,3.928514156246287,3.9499631043738597
0.04,0.2408026755852843,3.9256360558918524,3.9468290838851368
0.04,0.24414715719063546,3.922767012257621,3.943707509275544
0.04,0.24749163879598662,3.919905036227293,3.94059541427209
0.04,0.2508361204013378,3.917048085041429,3.9374918274266983
0.04,0.25418060200668896,3.9141902910711304,3.9343961084356334
0.04,0.25752508361204013,3.9113258455844266,3.931304719260349
0.04,0.2608695652173913,3.9084530387165546,3.928211058528461
0.04,0.26421404682274247,3.905569899082418,3.925109358521997
0.04,0.26755852842809363,3.902669495250757,3.92199773015008
0.04,0.2709030100334448,3.8997502175242,3.9188765489334787
0.04,0.27424749163879597,3.8968074840534666,3.9157432164102794
0.04,0.27759197324414714,3.8938358586766606,3.912589077704166
0.04,0.2809364548494983,3.890819187530923,3.9094049771260218
0.04,0.2842809364548495,3.8877706746101883,3.9061874537092804
0.04,0.28762541806020064,3.884685247888229,3.9029358118107798
0.04,0.2909698996655518,3.8815568451124163,3.899649476896087
0.04,0.294314381270903,3.8783499241672,3.8963202180532233
0.04,0.29765886287625415,3.875088622173254,3.89293945962987
0.04,0.3010033444816054,3.871771775219134,3.8895067544071877
0.04,0.30434782608695654,3.868397690313523,3.8860271782073252
0.04,0.3076923076923077,3.8649287306717093,3.8825081452467307
0.04,0.3110367892976589,3.861383283387898,3.878953875609821
0.04,0.31438127090301005,3.8577570806415125,3.875371775226693
0.04,0.3177257525083612,3.8540569271225733,3.871771890842453
0.04,0.3210702341137124,3.8502894187232175,3.8681685678174684
0.04,0.32441471571906355,3.846461507737306,3.8645766917762976
0.04,0.3277591973244147,3.842582134343049,3.861010315531045
0.04,0.3311036789297659,3.838664208637767,3.8574796732780334
0.04,0.33444816053511706,3.834723691644341,3.85399191375383
0.04,0.3377926421404682,3.8307757843834875,3.850545796921787
0.04,0.3411371237458194,3.826833373886409,3.8471381965330465
0.04,0.34448160535117056,3.822908296758417,3.8437658463807955
0.04,0.34782608695652173,3.8190070577017075,3.8404253148049228
0.04,0.3511705685618729,3.815126295763877,3.837113098937842
0.04,0.35451505016722407,3.811264788677842,3.8338254189773777
0.04,0.35785953177257523,3.807421392369379,3.830558311825659
0.04,0.3612040133779264,3.80359519475162,3.827307044715568
0.04,0.36454849498327757,3.7997853130004335,3.824065807897245
0.04,0.36789297658862874,3.7959909331527855,3.820828777651036
0.04,0.3712374581939799,3.792215651840475,3.8175912766182862
0.04,0.3745819397993311,3.7884441176952244,3.8143495324846834
0.04,0.37792642140468224,3.7846901720789496,3.811100243528002
0.04,0.3812709030100334,3.7809422988920374,3.8078406832122913
0.04,0.3846153846153846,3.7772034305575493,3.804568493629338
0.04,0.3879598662207358,3.7734781759866225,3.8012805111453263
0.04,0.391304347826087,3.7697603130783515,3.7979737631278314
0.04,0.39464882943143814,3.7660606625765776,3.794646140633027
0.04,0.3979933110367893,3.762375283029594,3.7912965820055122
0.04,0.4013377926421405,3.7587015787585454,3.787924928089346
0.04,0.40468227424749165,3.7550526961916497,3.7845322880477816
0.04,0.4080267558528428,3.751421087666487,3.7811216099538267
0.04,0.411371237458194,3.747812026056959,3.7776957973396277
0.04,0.41471571906354515,3.744227920179149,3.774255640517185
0.04,0.4180602006688963,3.740675737038914,3.770800352503893
0.04,0.4214046822742475,3.7371654900580995,3.767330864774981
0.04,0.42474916387959866,3.73369192026669,3.7638511272567516
0.04,0.4280936454849498,3.7302535254272913,3.760366284274002
0.04,0.431438127090301,3.7268538740392456,3.756880866613947
0.04,0.43478260869565216,3.723497449876027,3.7533988330827754
0.04,0.43812709030100333,3.7201869942859727,3.749923798567207
0.04,0.4414715719063545,3.716925269414331,3.746463712690704
0.04,0.44481605351170567,3.7137138789272925,3.743005835459268
0.04,0.44816053511705684,3.710553518484152,3.739575360469266
0.04,0.451505016722408,3.7074437532237696,3.7361560884982494
0.04,0.45484949832775917,3.7043836062425575,3.7327662800826964
0.04,0.45819397993311034,3.701372760148505,3.7294049871012143
0.04,0.4615384615384615,3.6984115236908734,3.726067074469064
0.04,0.4648829431438127,3.6955001780650685,3.722781200754575
0.04,0.46822742474916385,3.692638913688202,3.7195141820825293
0.04,0.47157190635451507,3.6898276722321004,3.7163053100233827
0.04,0.47491638795986624,3.687065496704154,3.7131267650450086
0.04,0.4782608695652174,3.6843505814445985,3.709988593794258
0.04,0.4816053511705686,3.6816807944173213,3.7069027686778693
0.04,0.48494983277591974,3.6790538527740972,3.703838198687898
0.04,0.4882943143812709,3.6764659563487263,3.7008452623348522
0.04,0.4916387959866221,3.6739162400580128,3.697873789081272
0.04,0.49498327759197325,3.671404816408165,3.694950442283024
0.04,0.4983277591973244,3.66892643089947,3.6920654555949755
0.04,0.5016722408026756,3.6664773395788655,3.6892058741486062
0.04,0.5050167224080268,3.6640540901727863,3.6863966977663094
0.04,0.5083612040133779,3.661653158189181,3.6836024063966053
0.04,0.5117056856187291,3.659270932691327,3.6808468197044104
0.04,0.5150501672240803,3.6569037896929855,3.6781094751060217
0.04,0.5183946488294314,3.654548372938987,3.6753918092757356
0.04,0.5217391304347826,3.6522020654239338,3.6726951866551447
0.04,0.5250836120401338,3.6498562261309355,3.6700057599785585
0.04,0.5284280936454849,3.6475116576022084,3.667330994058851
0.04,0.5317725752508361,3.645161251113512,3.6646585438052734
0.04,0.5351170568561873,3.642806425634024,3.6619902008081944
0.04,0.5384615384615384,3.6404348534139235,3.6593239618106947
0.04,0.5418060200668896,3.638051786248781,3.6566588374653524
0.04,0.5451505016722408,3.6356556848175443,3.6539903017868505
0.04,0.5484949832775919,3.6332385928557804,3.6513150724340053
0.04,0.5518394648829431,3.6308041746322512,3.6486305129470353
0.04,0.5551839464882943,3.6283525100064806,3.645913530357684
0.04,0.5585284280936454,3.625872586070078,3.6431729130255723
0.04,0.5618729096989966,3.62334939340886,3.6404095844572315
0.04,0.5652173913043478,3.620792729419797,3.637636998252486
0.04,0.568561872909699,3.618192842186077,3.6348645091892746
0.04,0.5719063545150501,3.615564718410042,3.632080777674844
0.04,0.5752508361204013,3.6129249115169637,3.629272362742708
0.04,0.5785953177257525,3.6102657403886043,3.62644329798501
0.04,0.5819397993311036,3.6075713730467824,3.623607424902103
0.04,0.5852842809364548,3.6048428472729475,3.620773968202645
0.04,0.588628762541806,3.602094716320737,3.6179414857437395
0.04,0.5919732441471571,3.599339037265781,3.6151041244359923
0.04,0.5953177257525083,3.596576809467213,3.6122560319418753
0.04,0.5986622073578595,3.593802577287344,3.6093914419619137
0.04,0.6020066889632107,3.591010695433613,3.6065037747077238
0.04,0.6053511705685619,3.5881955892279924,3.6035877517420056
0.04,0.6086956521739131,3.585351633585964,3.6006408911228944
0.04,0.6120401337792643,3.582470656298183,3.5976638522643336
0.04,0.6153846153846154,3.5795540388702363,3.5946654033016836
0.04,0.6187290969899666,3.5765973954692836,3.591656841464574
0.04,0.6220735785953178,3.5736158225275636,3.5886529318396816
0.04,0.6254180602006689,3.5706200505967916,3.5856716864885003
0.04,0.6287625418060201,3.56762329613831,3.5827282157619624
0.04,0.6321070234113713,3.5646414410467395,3.579825363460508
0.04,0.6354515050167224,3.561702531721959,3.57696206588118
0.04,0.6387959866220736,3.5588012197948156,3.57412967146435
0.04,0.6421404682274248,3.5559328609843974,3.571313908627194
0.04,0.6454849498327759,3.5530900809286132,3.568500016062878
0.04,0.6488294314381271,3.550262564125546,3.565669431122898
0.04,0.6521739130434783,3.5474363057209986,3.5628003013705496
0.04,0.6555183946488294,3.544583565149524,3.55987332457134
0.04,0.6588628762541806,3.5416838095624126,3.5568761729095195
0.04,0.6622073578595318,3.5387224225355216,3.5538000138326566
0.04,0.6655518394648829,3.5356884441386014,3.5506363986421348
0.04,0.6688963210702341,3.5325739338204594,3.547369034528503
0.04,0.6722408026755853,3.5293525784354727,3.5439994389101583
0.04,0.6755852842809364,3.526022218819449,3.5405422838157645
0.04,0.6789297658862876,3.5225938531524568,3.5370244876952146
0.04,0.6822742474916388,3.519084318463902,3.533472918259741
0.04,0.68561872909699,3.515516530776134,3.5299139103791175
0.04,0.6889632107023411,3.5119148956745883,3.52637294939973
0.04,0.6923076923076923,3.5083114752192466,3.5228696873348477
0.04,0.6956521739130435,3.5047359459640335,3.5194163278266637
0.04,0.6989966555183946,3.501204338095045,3.5160209920741536
0.04,0.7023411371237458,3.4977277788086405,3.512652988010206
0.04,0.705685618729097,3.4942966592650633,3.509249272847454
0.04,0.7090301003344481,3.490872725514037,3.505754734562049
0.04,0.7123745819397993,3.4873973540419256,3.5021249152069296
0.04,0.7157190635451505,3.4838017891825768,3.4983186163011517
0.04,0.7190635451505016,3.480046063157864,3.4942715496933636
0.04,0.7224080267558528,3.4761025546123254,3.4899069173879615
0.04,0.725752508361204,3.4718320651746963,3.485320165457232
0.04,0.7290969899665551,3.4672493441217362,3.4810084069566596
0.04,0.7324414715719063,3.462667306819487,3.477250868574669
0.04,0.7357859531772575,3.4585765225173937,3.473932634085936
0.04,0.7391304347826086,3.4550017479629545,3.4709975106647692
0.04,0.7424749163879598,3.4518455124086462,3.468313506009705
0.04,0.745819397993311,3.449021111219967,3.4658895917852792
0.04,0.7491638795986622,3.446459430354792,3.4636327562808216
0.04,0.7525083612040133,3.444105689126146,3.461488049534667
0.04,0.7558528428093645,3.4418922299815957,3.4594078610225907
0.04,0.7591973244147157,3.4397644511699856,3.457322028675537
0.04,0.7625418060200668,3.437652956112252,3.455176523548738
0.04,0.765886287625418,3.4354989784508825,3.452888155497937
0.04,0.7692307692307692,3.4332360967096283,3.4504189372808916
0.04,0.7725752508361204,3.4307811185811192,3.447706972183978
0.04,0.7759197324414716,3.4280892204899436,3.4445994135533353
0.04,0.7792642140468228,3.4250816370693955,3.44088446172928
0.04,0.782608695652174,3.4215135763856113,3.4362094624729917
0.04,0.7859531772575251,3.4169790785244696,3.430327453467896
0.04,0.7892976588628763,3.411315624722363,3.423050522591901
0.04,0.7926421404682275,3.404189338319827,3.414466311768888
0.04,0.7959866220735786,3.3957457788615746,3.4045449501507172
0.04,0.7993311036789298,3.3858388860319866,3.393590412480358
0.04,0.802675585284281,3.3748609184081557,3.3821059355762797
0.04,0.8060200668896321,3.363234659719434,3.370561050035122
0.04,0.8093645484949833,3.3514877198759274,3.3593704145989673
0.04,0.8127090301003345,3.3400545832070563,3.3488396990659655
0.04,0.8160535117056856,3.32928386785269,3.3392308629820393
0.04,0.8193979933110368,3.3194256811406917,3.330614041202118
0.04,0.822742474916388,3.310620351368745,3.3229894849328137
0.04,0.8260869565217391,3.302837921983552,3.316240273009688
0.04,0.8294314381270903,3.295959585789789,3.3101657886167057
0.04,0.8327759197324415,3.28977476609185,3.3045139378006225
0.04,0.8361204013377926,3.2840256501047813,3.299025830774451
0.04,0.8394648829431438,3.2784447478405316,3.293459173964281
0.04,0.842809364548495,3.27278150629592,3.287646565323062
0.04,0.8461538461538461,3.266853776826407,3.28143816547417
0.04,0.8494983277591973,3.260530272988772,3.274811137725276
0.04,0.8528428093645485,3.253724235197058,3.267689173751075
0.04,0.8561872909698997,3.246430344302309,3.260060061834444
0.04,0.8595317725752508,3.2386343824333284,3.251990425480892
0.04,0.862876254180602,3.2303807974629484,3.24351732112596
0.04,0.8662207357859532,3.221671860911716,3.2346849139773943
0.04,0.8695652173913043,3.2126098651527117,3.2255201427207916
0.04,0.8729096989966555,3.2032448390770636,3.2160756943311783
0.04,0.8762541806020067,3.1935904504195918,3.2064194183687036
0.04,0.8795986622073578,3.1837262083383133,3.196598250915741
0.04,0.882943143812709,3.1737077118458403,3.186657725810913
0.04,0.8862876254180602,3.1635710458332063,3.1766383607088575
0.04,0.8896321070234113,3.153369794820945,3.1665878405365344
0.04,0.8929765886287625,3.143146916679752,3.156537047538218
0.04,0.8963210702341137,3.1329292885117845,3.146505709514816
0.04,0.8996655518394648,3.122742008700723,3.1365158136426152
0.04,0.903010033444816,3.112600128105967,3.126577880674799
0.04,0.9063545150501672,3.1025146227487577,3.1166859005609053
0.04,0.9096989966555183,3.092472071666087,3.1068349190109665
0.04,0.9130434782608695,3.0824624794126914,3.0969972578157225
0.04,0.9163879598662207,3.0724563095112,3.087141580176992
0.04,0.9197324414715718,3.062413868875443,3.077228433364966
0.04,0.923076923076923,3.052279457003069,3.0671870332211455
0.04,0.9264214046822742,3.042004303535291,3.0569744535110464
0.04,0.9297658862876254,3.031492119440384,3.046502221773089
0.04,0.9331103678929765,3.0207029195193487,3.0357281129395863
0.04,0.9364548494983277,3.009551513901694,3.024547344508073
0.04,0.9397993311036789,2.997934735663259,3.012909767420119
0.04,0.9431438127090301,2.985813490997175,3.000703184413139
0.04,0.9464882943143813,2.9730411958988063,2.9878704007629575
0.04,0.9498327759197325,2.959567741386716,2.974300495933147
0.04,0.9531772575250836,2.9453312198295896,2.9599217942169047
0.04,0.9565217391304348,2.9301215066188715,2.9446150374667175
0.04,0.959866220735786,2.913900481955057,2.928264767895551
0.04,0.9632107023411371,2.896528300256486,2.910723445090197
0.04,0.9665551839464883,2.87781166926946,2.8917867961069175
0.04,0.9698996655518395,2.8575014029886265,2.8712749503116513
0.04,0.9732441471571907,2.8351327953722585,2.848608422261636
0.04,0.9765886287625418,2.8104274955636743,2.823664490293713
0.04,0.979933110367893,2.783506940803528,2.796588315424632
0.04,0.9832775919732442,2.7539351461004733,2.7664626481719523
0.04,0.9866220735785953,2.719168164956999,2.730978396581434
0.04,0.9899665551839465,2.6798436947243855,2.6915309208767937
0.04,0.9933110367892977,2.636824572905181,2.648478177205785
0.04,0.9966555183946488,2.589753845364398,2.5990516832040496
0.04,1.0,2.5425906028202423,2.5631292995076764
0.08,0.0,4.13667997453049,4.1578491046979895
0.08,0.0033444816053511705,4.116592276837168,4.138733652694948
0.08,0.006688963210702341,4.106705865678016,4.129600595278627
0.08,0.010033444816053512,4.100828895136333,4.123330789663313
0.08,0.013377926421404682,4.096824668358591,4.118454113949932
0.08,0.016722408026755852,4.093817410727749,4.114374576654811
0.08,0.020066889632107024,4.0913947187403465,4.110821046622186
0.08,0.023411371237458192,4.089311901045237,4.1076719091685865
0.08,0.026755852842809364,4.087443792687079,4.104867569713998
0.08,0.030100334448160536,4.085693722200236,4.102365863571188
0.08,0.033444816053511704,4.083988249003243,4.100137973895322
0.08,0.03678929765886287,4.082280770568905,4.098159071704363
0.08,0.04013377926421405,4.08052792162223,4.096408598405435
0.08,0.043478260869565216,4.078714038427634,4.094862056242313
0.08,0.046822742474916385,4.076818275060899,4.093503543855879
0.08,0.05016722408026756,4.074827962758322,4.0922929787869275
0.08,0.05351170568561873,4.072735103012194,4.091212675293153
0.08,0.056856187290969896,4.0705310020670185,4.090239636365513
0.08,0.06020066889632107,4.068210338985597,4.089357583640493
0.08,0.06354515050167224,4.065779869345026,4.088536897530934
0.08,0.06688963210702341,4.063241866961284,4.087753945680126
0.08,0.07023411371237458,4.060600550757369,4.086988365734464
0.08,0.07357859531772575,4.057863254016254,4.0862202487167
0.08,0.07692307692307693,4.0550356647807435,4.085426636846738
0.08,0.0802675585284281,4.052108319981687,4.084587561036984
0.08,0.08361204013377926,4.049106678551567,4.083687679309017
0.08,0.08695652173913043,4.046033179342255,4.0827131113758774
0.08,0.0903010033444816,4.042893191137877,4.081652478869477
0.08,0.09364548494983277,4.039701888036283,4.0804865992719215
0.08,0.09698996655518395,4.036459158535252,4.079208148386576
0.08,0.10033444816053512,4.033178019490817,4.077815151805782
0.08,0.10367892976588629,4.0298598680293765,4.0763018273233556
0.08,0.10702341137123746,4.0265128762655,4.074663839672591
0.08,0.11036789297658862,4.023143182213378,4.072888632697548
0.08,0.11371237458193979,4.019762270964945,4.070979215575236
0.08,0.11705685618729096,4.016374030676901,4.068946022205517
0.08,0.12040133779264214,4.0129836160138534,4.066791349909552
0.08,0.12374581939799331,4.009595509998394,4.064517032985565
0.08,0.12709030100334448,4.006213570971967,4.062118116355584
0.08,0.13043478260869565,4.002841377819282,4.059602467230947
0.08,0.13377926421404682,3.999488115753822,4.056969990998246
0.08,0.13712374581939799,3.9961499861945096,4.0542661186349225
0.08,0.14046822742474915,3.9928320282184044,4.05144964310981
0.08,0.14381270903010032,3.9895388809981482,4.048584496253805
0.08,0.1471571906354515,3.9862759138631,4.045595578253529
0.08,0.1505016722408027,3.9830295985598743,4.0425620716056185
0.08,0.15384615384615385,3.979831892352229,4.039463014450386
0.08,0.15719063545150502,3.9766456048122722,4.036299748269072
0.08,0.1605351170568562,3.973517226331396,4.033108968000688
0.08,0.16387959866220736,3.9704017237548306,4.029855637041274
0.08,0.16722408026755853,3.967328740689555,4.026582656808824
0.08,0.1705685618729097,3.9642804254052346,4.023279682282959
0.08,0.17391304347826086,3.9612650185552987,4.019952022966307
0.08,0.17725752508361203,3.9582863644080186,4.016614024816432
0.08,0.1806020066889632,3.95532981483318,4.013258834466994
0.08,0.18394648829431437,3.952420007470193,4.009902978746381
0.08,0.18729096989966554,3.949521285209004,4.006546068090855
0.08,0.1906354515050167,3.9466737225917727,4.003194014541369
0.08,0.1939799331103679,3.943836040615458,3.9998445015824218
0.08,0.19732441471571907,3.941034988290507,3.9965075318574863
0.08,0.20066889632107024,3.9382519775651295,3.993179730786034
0.08,0.2040133779264214,3.935495097145626,3.989867033279171
0.08,0.20735785953177258,3.932762530662455,3.986576489072812
0.08,0.21070234113712374,3.9300458757131755,3.9832963497633043
0.08,0.2140468227424749,3.9273523810271285,3.980048051609726
0.08,0.21739130434782608,3.9246646604192037,3.976810713227848
0.08,0.22073578595317725,3.922001634038697,3.9735921396691873
0.08,0.22408026755852842,3.919342683199256,3.970394968529906
0.08,0.22742474916387959,3.9167004647432035,3.967208006249685
0.08,0.23076923076923075,3.9140625651388254,3.9640539139089714
0.08,0.23411371237458192,3.9114314650149975,3.9609109468286365
0.08,0.23745819397993312,3.908798250500264,3.957787785622057
0.08,0.2408026755852843,3.9061635326002704,3.954680894563781
0.08,0.24414715719063546,3.903519858650789,3.9515816181181815
0.08,0.24749163879598662,3.9008736651924503,3.9484970375821793
0.08,0.2508361204013378,3.898210788354924,3.9454173514021553
0.08,0.25418060200668896,3.895542430148552,3.9423467289688583
0.08,0.25752508361204013,3.892849698736711,3.939280074561514
0.08,0.2608695652173913,3.8901398443037065,3.9362151582331673
0.08,0.26421404682274247,3.8874006394942566,3.933139653374943
0.08,0.26755852842809363,3.8846288279627093,3.9300601251038016
0.08,0.2709030100334448,3.881831855755761,3.926972842589425
0.08,0.27424749163879597,3.8789842748954,3.9238732302023562
0.08,0.27759197324414714,3.876120751693781,3.920756356679309
0.08,0.2809364548494983,3.873175636219957,3.9176186791605048
0.08,0.2842809364548495,3.870198997224503,3.9144481668382607
0.08,0.28762541806020064,3.867166620478957,3.9112474795835386
0.08,0.2909698996655518,3.8640602123239587,3.908018236262871
0.08,0.294314381270903,3.860899984810555,3.904751512742345
0.08,0.29765886287625415,3.8576698295595717,3.9014390589138372
0.08,0.3010033444816054,3.854365393140411,3.8980796578386334
0.08,0.30434782608695654,3.850966125886055,3.894678800918567
0.08,0.3076923076923077,3.8474910160199145,3.8912430534656552
0.08,0.3110367892976589,3.8439284633149384,3.8877793474054094
0.08,0.31438127090301005,3.8402698681983867,3.884294746437419
0.08,0.3177257525083612,3.8365165993544075,3.880799486928499
0.08,0.3210702341137124,3.8326654053679072,3.8773086463759694
0.08,0.32441471571906355,3.8287271077766016,3.8738376495069833
0.08,0.3277591973244147,3.8247159924874734,3.8703994445506384
0.08,0.3311036789297659,3.8206405384438615,3.8670056454111656
0.08,0.33444816053511706,3.816512065166379,3.863665029672501
0.08,0.3377926421404682,3.812343970687203,3.860376141787711
0.08,0.3411371237458194,3.8081611692075525,3.857136091174583
0.08,0.34448160535117056,3.803979301191633,3.8539417812510353
0.08,0.34782608695652173,3.7998126754563972,3.850789878055161
0.08,0.3511705685618729,3.7956758239339177,3.847676981795681
0.08,0.35451505016722407,3.7915718043580138,3.8445992723972444
0.08,0.35785953177257523,3.787500187832806,3.84155268767228
0.08,0.3612040133779264,3.783462460277211,3.838532458000481
0.08,0.36454849498327757,3.779461449677747,3.8355323512605506
0.08,0.36789297658862874,3.775502505032901,3.832546122238791
0.08,0.3712374581939799,3.771582708272298,3.8295686163710476
0.08,0.3745819397993311,3.7677035527832823,3.826595652072814
0.08,0.37792642140468224,3.7638656274092237,3.823621672853749
0.08,0.3812709030100334,3.760073739816576,3.8206436668803434
0.08,0.3846153846153846,3.756323373725424,3.8176612809685264
0.08,0.3879598662207358,3.7526144323233503,3.814664186193127
0.08,0.391304347826087,3.748948280570906,3.8116581805721252
0.08,0.39464882943143814,3.7453438934640455,3.8086264933425933
0.08,0.3979933110367893,3.7417657612141046,3.8055820298097074
0.08,0.4013377926421405,3.738242897246785,3.8025056294592625
0.08,0.40468227424749165,3.734778823982544,3.7994148418930758
0.08,0.4080267558528428,3.7313537645195063,3.796292605431555
0.08,0.411371237458194,3.727976899948183,3.7931550545416495
0.08,0.41471571906354515,3.724665077966226,3.789988042750204
0.08,0.4180602006688963,3.721394351003953,3.786803458830064
0.08,0.4214046822742475,3.7181695535047137,3.783588976951141
0.08,0.42474916387959866,3.7150233255539473,3.780346560624259
0.08,0.4280936454849498,3.711921104719553,3.77708666800309
0.08,0.431438127090301,3.708862701862537,3.773807332727425
0.08,0.43478260869565216,3.705875235075519,3.7705087910533566
0.08,0.43812709030100333,3.7029348927756107,3.767199662917777
0.08,0.4414715719063545,3.7000416312859863,3.763879613860754
0.08,0.44481605351170567,3.6971960471309755,3.7605458387690094
0.08,0.44816053511705684,3.69441598872509,3.75720733909903
0.08,0.451505016722408,3.6916852237833924,3.753864823635864
0.08,0.45484949832775917,3.6889980789631562,3.750523155858305
0.08,0.45819397993311034,3.6863528471537466,3.747187570515974
0.08,0.4615384615384615,3.683759460273364,3.743858853050051
0.08,0.4648829431438127,3.681209179006451,3.740546856084877
0.08,0.46822742474916385,3.6786957424870343,3.7372524447962143
0.08,0.47157190635451507,3.6762185503802733,3.733973450831409
0.08,0.47491638795986624,3.6737859968869975,3.730718742942756
0.08,0.4782608695652174,3.671394216792307,3.7274922735470897
0.08,0.4816053511705686,3.669034047895181,3.724287164502208
0.08,0.48494983277591974,3.6667039193998914,3.7211097420669397
0.08,0.4882943143812709,3.6644070927282653,3.717970963702963
0.08,0.4916387959866221,3.662141837109125,3.714857037806481
0.08,0.49498327759197325,3.659899095684914,3.7117697829825915
0.08,0.4983277591973244,3.6576773893666217,3.708726170849699
0.08,0.5016722408026756,3.655477455213725,3.7057064842272474
0.08,0.5050167224080268,3.6532987042433946,3.702710505041205
0.08,0.5083612040133779,3.6511324169126276,3.6997530458853403
0.08,0.5117056856187291,3.6489764764370007,3.6968181033317755
0.08,0.5150501672240803,3.646829027351722,3.693902791990272
0.08,0.5183946488294314,3.6446870542571603,3.6910150040100653
0.08,0.5217391304347826,3.642545239250475,3.6881459965154932
0.08,0.5250836120401338,3.6404014412701757,3.6852900781674007
0.08,0.5284280936454849,3.638253474518233,3.6824495044951395
0.08,0.5317725752508361,3.636093417821452,3.6796201908374604
0.08,0.5351170568561873,3.6339209766016283,3.676798035889635
0.08,0.5384615384615384,3.631733916973495,3.6739840622592257
0.08,0.5418060200668896,3.6295300508401884,3.671179388591036
0.08,0.5451505016722408,3.627297959140224,3.6683775090659436
0.08,0.5484949832775919,3.6250457176460076,3.6655777377565357
0.08,0.5518394648829431,3.6227705739150395,3.6627680924815413
0.08,0.5551839464882943,3.620471672745071,3.6599415262713286
0.08,0.5585284280936454,3.61814632942155,3.657098356623147
