"# energy-resolved -pCOHP (bonding>0), Gaussian sigma=0.1 eV; ICOHP(eV/bond): P–S -5.976, P–O -8.430, Li–S -1.647, Nd–S -0.436"
5.3323,-12.01736,-3.05100,-65.36428,-0.50074
5.3423,-11.90657,-2.99912,-65.40766,-0.48237
5.3523,-11.80253,-2.94524,-65.49366,-0.46622
5.3623,-11.70629,-2.89034,-65.62075,-0.45244
5.3723,-11.61852,-2.83546,-65.78578,-0.44111
5.3823,-11.53946,-2.78166,-65.98420,-0.43228
5.3923,-11.46895,-2.72997,-66.21002,-0.42597
5.4024,-11.40646,-2.68137,-66.45602,-0.42214
5.4123,-11.35111,-2.63673,-66.71418,-0.42072
5.4224,-11.30184,-2.59677,-66.97598,-0.42161
5.4324,-11.25736,-2.56211,-67.23263,-0.42470
5.4424,-11.21635,-2.53316,-67.47546,-0.42986
5.4524,-11.17746,-2.51019,-67.69636,-0.43695
5.4624,-11.13948,-2.49333,-67.88822,-0.44582
5.4724,-11.10131,-2.48255,-68.04504,-0.45634
5.4824,-11.06205,-2.47768,-68.16225,-0.46834
5.4924,-11.02105,-2.47844,-68.23715,-0.48169
5.5024,-10.97794,-2.48448,-68.26903,-0.49627
5.5124,-10.93265,-2.49539,-68.25904,-0.51196
5.5224,-10.88533,-2.51067,-68.20995,-0.52863
5.5324,-10.83634,-2.52979,-68.12599,-0.54620
5.5424,-10.78617,-2.55219,-68.01265,-0.56456
5.5524,-10.73543,-2.57729,-67.87640,-0.58363
5.5624,-10.68483,-2.60449,-67.72432,-0.60331
5.5724,-10.63511,-2.63322,-67.56355,-0.62352
5.5824,-10.58695,-2.66288,-67.40091,-0.64415
5.5924,-10.54097,-2.69289,-67.24248,-0.66510
5.6024,-10.49763,-2.72265,-67.09330,-0.68627
5.6124,-10.45728,-2.75160,-66.95712,-0.70752
5.6224,-10.42012,-2.77916,-66.83624,-0.72871
5.6325,-10.38624,-2.80477,-66.73121,-0.74969
5.6425,-10.35557,-2.82789,-66.64093,-0.77028
5.6525,-10.32796,-2.84799,-66.56283,-0.79032
5.6625,-10.30322,-2.86460,-66.49323,-0.80962
5.6725,-10.28118,-2.87725,-66.42754,-0.82799
5.6825,-10.26169,-2.88555,-66.36061,-0.84527
5.6925,-10.24466,-2.88919,-66.28688,-0.86130
5.7025,-10.23004,-2.88791,-66.20083,-0.87592
5.7125,-10.21790,-2.88159,-66.09731,-0.88900
5.7225,-10.20846,-2.87012,-65.97192,-0.90042
5.7325,-10.20203,-2.85354,-65.82116,-0.91011
5.7425,-10.19905,-2.83194,-65.64270,-0.91801
5.7525,-10.20003,-2.80555,-65.43553,-0.92408
5.7625,-10.20559,-2.77472,-65.19996,-0.92833
5.7725,-10.21635,-2.73986,-64.93752,-0.93080
5.7825,-10.23293,-2.70149,-64.65092,-0.93154
5.7925,-10.25591,-2.66018,-64.34393,-0.93063
5.8025,-10.28578,-2.61658,-64.02116,-0.92818
5.8125,-10.32294,-2.57135,-63.68779,-0.92434
5.8225,-10.36758,-2.52518,-63.34925,-0.91923
5.8325,-10.41974,-2.47875,-63.01086,-0.91304
5.8425,-10.47925,-2.43269,-62.67771,-0.90592
5.8525,-10.54575,-2.38760,-62.35438,-0.89805
5.8625,-10.61869,-2.34398,-62.04479,-0.88961
5.8726,-10.69734,-2.30227,-61.75197,-0.88079
5.8826,-10.78082,-2.26280,-61.47789,-0.87174
5.8926,-10.86814,-2.22579,-61.22340,-0.86265
5.9026,-10.95826,-2.19135,-60.98842,-0.85368
5.9126,-11.05014,-2.15952,-60.77218,-0.84495
5.9226,-11.14278,-2.13021,-60.57330,-0.83662
5.9326,-11.23531,-2.10329,-60.38991,-0.82880
5.9426,-11.32697,-2.07856,-60.21991,-0.82158
5.9526,-11.41719,-2.05579,-60.06109,-0.81503
5.9626,-11.50559,-2.03472,-59.91143,-0.80921
5.9726,-11.59197,-2.01509,-59.76936,-0.80413
5.9826,-11.67633,-1.99666,-59.63384,-0.79980
5.9926,-11.75885,-1.97921,-59.50442,-0.79617
6.0026,-11.83984,-1.96257,-59.38127,-0.79318
6.0126,-11.91973,-1.94660,-59.26534,-0.79073
6.0226,-11.99895,-1.93121,-59.15816,-0.78871
6.0326,-12.07793,-1.91635,-59.06159,-0.78697
6.0426,-12.15704,-1.90202,-58.97770,-0.78534
6.0526,-12.23660,-1.88822,-58.90881,-0.78366
6.0626,-12.31684,-1.87499,-58.85736,-0.78173
6.0726,-12.39782,-1.86235,-58.82557,-0.77939
6.0826,-12.47944,-1.85032,-58.81531,-0.77646
6.0926,-12.56147,-1.83892,-58.82813,-0.77282
6.1026,-12.64354,-1.82816,-58.86517,-0.76834
6.1127,-12.72520,-1.81801,-58.92713,-0.76295
6.1227,-12.80587,-1.80844,-59.01424,-0.75662
6.1327,-12.88494,-1.79937,-59.12645,-0.74937
6.1427,-12.96184,-1.79077,-59.26359,-0.74129
6.1527,-13.03602,-1.78255,-59.42553,-0.73249
6.1627,-13.10700,-1.77468,-59.61217,-0.72316
6.1727,-13.17437,-1.76711,-59.82344,-0.71350
6.1827,-13.23778,-1.75982,-60.05929,-0.70376
6.1927,-13.29699,-1.75285,-60.31983,-0.69419
6.2027,-13.35187,-1.74624,-60.60542,-0.68506
6.2127,-13.40237,-1.74013,-60.91659,-0.67661
6.2227,-13.44852,-1.73465,-61.25370,-0.66909
6.2327,-13.49038,-1.73000,-61.61683,-0.66269
6.2427,-13.52802,-1.72639,-62.00572,-0.65754
6.2527,-13.56155,-1.72408,-62.41974,-0.65373
6.2627,-13.59101,-1.72335,-62.85758,-0.65129
6.2727,-13.61644,-1.72446,-63.31701,-0.65019
6.2827,-13.63778,-1.72770,-63.79490,-0.65031
6.2927,-13.65488,-1.73328,-64.28711,-0.65153
6.3027,-13.66755,-1.74142,-64.78853,-0.65363
6.3127,-13.67550,-1.75226,-65.29315,-0.65639
6.3228,-13.67842,-1.76590,-65.79432,-0.65955
6.3327,-13.67594,-1.78237,-66.28487,-0.66286
6.3428,-13.66769,-1.80160,-66.75741,-0.66605
6.3528,-13.65328,-1.82345,-67.20448,-0.66890
6.3628,-13.63233,-1.84769,-67.61874,-0.67118
6.3728,-13.60444,-1.87399,-67.99321,-0.67273
6.3828,-13.56932,-1.90195,-68.32176,-0.67340
6.3928,-13.52677,-1.93108,-68.59945,-0.67311
6.4028,-13.47674,-1.96083,-68.82265,-0.67180
6.4128,-13.41927,-1.99062,-68.98904,-0.66947
6.4228,-13.35457,-2.01983,-69.09779,-0.66615
6.4328,-13.28295,-2.04782,-69.14966,-0.66189
6.4428,-13.20491,-2.07395,-69.14692,-0.65678
6.4528,-13.12109,-2.09762,-69.09317,-0.65091
6.4628,-13.03228,-2.11826,-68.99334,-0.64438
6.4728,-12.93940,-2.13535,-68.85353,-0.63731
6.4828,-12.84347,-2.14847,-68.68067,-0.62980
6.4928,-12.74559,-2.15728,-68.48229,-0.62194
6.5028,-12.64698,-2.16154,-68.26643,-0.61384
6.5128,-12.54890,-2.16114,-68.04141,-0.60559
6.5228,-12.45265,-2.15608,-67.81545,-0.59728
6.5328,-12.35948,-2.14649,-67.59641,-0.58898
6.5428,-12.27059,-2.13262,-67.39154,-0.58078
6.5529,-12.18713,-2.11478,-67.20732,-0.57276
6.5629,-12.11012,-2.09344,-67.04936,-0.56500
6.5729,-12.04050,-2.06910,-66.92220,-0.55757
6.5829,-11.97902,-2.04236,-66.82936,-0.55056
6.5929,-11.92630,-2.01389,-66.77324,-0.54405
6.6029,-11.88274,-1.98437,-66.75492,-0.53813
6.6129,-11.84849,-1.95450,-66.77408,-0.53287
6.6229,-11.82348,-1.92495,-66.82916,-0.52836
6.6329,-11.80747,-1.89640,-66.91769,-0.52466
6.6429,-11.79999,-1.86948,-67.03635,-0.52184
6.6529,-11.80037,-1.84478,-67.18095,-0.51996
6.6629,-11.80770,-1.82279,-67.34655,-0.51907
6.6729,-11.82089,-1.80396,-67.52758,-0.51920
6.6829,-11.83868,-1.78859,-67.71809,-0.52037
6.6929,-11.85965,-1.77692,-67.91186,-0.52257
6.7029,-11.88225,-1.76907,-68.10269,-0.52580
6.7129,-11.90489,-1.76508,-68.28449,-0.53003
6.7229,-11.92592,-1.76487,-68.45138,-0.53523
6.7329,-11.94371,-1.76828,-68.59789,-0.54135
6.7429,-11.95663,-1.77504,-68.71899,-0.54831
6.7529,-11.96313,-1.78481,-68.81019,-0.55603
6.7629,-11.96182,-1.79716,-68.86770,-0.56443
6.7729,-11.95147,-1.81164,-68.88841,-0.57340
6.7829,-11.93106,-1.82772,-68.87005,-0.58282
6.7930,-11.89981,-1.84490,-68.81122,-0.59257
6.8030,-11.85720,-1.86262,-68.71136,-0.60252
6.8130,-11.80297,-1.88037,-68.57068,-0.61251
6.8230,-11.73714,-1.89762,-68.39021,-0.62240
6.8330,-11.66009,-1.91393,-68.17203,-0.63201
6.8430,-11.57247,-1.92890,-67.91933,-0.64120
6.8530,-11.47525,-1.94221,-67.63623,-0.64978
6.8630,-11.36961,-1.95362,-67.32772,-0.65759
6.8730,-11.25698,-1.96298,-66.99964,-0.66445
6.8830,-11.13899,-1.97023,-66.65865,-0.67019
6.8930,-11.01744,-1.97540,-66.31220,-0.67467
6.9030,-10.89423,-1.97862,-65.96839,-0.67775
6.9130,-10.77132,-1.98008,-65.63587,-0.67930
6.9230,-10.65072,-1.98005,-65.32363,-0.67924
6.9330,-10.53439,-1.97890,-65.04073,-0.67750
6.9430,-10.42421,-1.97700,-64.79619,-0.67406
6.9530,-10.32193,-1.97477,-64.59874,-0.66895
6.9630,-10.22913,-1.97263,-64.45644,-0.66223
6.9730,-10.14716,-1.97101,-64.37644,-0.65400
6.9830,-10.07712,-1.97027,-64.36460,-0.64445
6.9930,-10.01980,-1.97075,-64.42523,-0.63377
7.0030,-9.97570,-1.97270,-64.56080,-0.62223
7.0130,-9.94497,-1.97629,-64.77195,-0.61010
7.0230,-9.92748,-1.98165,-65.05756,-0.59768
7.0331,-9.92279,-1.98876,-65.41457,-0.58531
7.0431,-9.93014,-1.99756,-65.83790,-0.57332
7.0531,-9.94847,-2.00785,-66.32046,-0.56201
7.0631,-9.97649,-2.01938,-66.85340,-0.55169
7.0731,-10.01271,-2.03179,-67.42660,-0.54261
7.0831,-10.05555,-2.04470,-68.02909,-0.53498
7.0931,-10.10333,-2.05766,-68.64927,-0.52898
7.1031,-10.15438,-2.07023,-69.27514,-0.52471
7.1131,-10.20702,-2.08194,-69.89485,-0.52222
7.1231,-10.25971,-2.09234,-70.49700,-0.52149
7.1331,-10.31101,-2.10102,-71.07109,-0.52246
7.1431,-10.35970,-2.10764,-71.60778,-0.52500
7.1531,-10.40479,-2.11192,-72.09926,-0.52896
7.1631,-10.44551,-2.11364,-72.53924,-0.53412
7.1731,-10.48132,-2.11268,-72.92293,-0.54028
7.1831,-10.51188,-2.10900,-73.24702,-0.54718
7.1931,-10.53707,-2.10264,-73.50970,-0.55458
7.2031,-10.55692,-2.09367,-73.71055,-0.56223
7.2131,-10.57163,-2.08226,-73.85020,-0.56988
7.2231,-10.58149,-2.06860,-73.93026,-0.57732
7.2331,-10.58681,-2.05293,-73.95305,-0.58433
7.2431,-10.58794,-2.03547,-73.92147,-0.59076
7.2531,-10.58520,-2.01649,-73.83882,-0.59645
7.2632,-10.57887,-1.99620,-73.70850,-0.60129
7.2732,-10.56914,-1.97484,-73.53377,-0.60519
7.2832,-10.55606,-1.95257,-73.31767,-0.60809
7.2932,-10.53961,-1.92956,-73.06321,-0.60996
7.3032,-10.51975,-1.90595,-72.77345,-0.61081
7.3132,-10.49633,-1.88184,-72.45142,-0.61066
7.3232,-10.46920,-1.85732,-72.10006,-0.60958
7.3332,-10.43816,-1.83250,-71.72238,-0.60762
7.3432,-10.40310,-1.80746,-71.32168,-0.60490
7.3532,-10.36400,-1.78234,-70.90180,-0.60154
7.3632,-10.32094,-1.75730,-70.46707,-0.59768
7.3732,-10.27415,-1.73252,-70.02239,-0.59348
7.3832,-10.22401,-1.70823,-69.57324,-0.58910
7.3932,-10.17108,-1.68472,-69.12564,-0.58474
7.4032,-10.11605,-1.66228,-68.68612,-0.58058
7.4132,-10.05979,-1.64126,-68.26166,-0.57681
7.4232,-10.00330,-1.62200,-67.85945,-0.57361
7.4332,-9.94760,-1.60487,-67.48647,-0.57116
7.4432,-9.89377,-1.59018,-67.14934,-0.56961
7.4532,-9.84283,-1.57825,-66.85406,-0.56911
7.4632,-9.79576,-1.56931,-66.60567,-0.56977
7.4733,-9.75338,-1.56354,-66.40799,-0.57167
7.4832,-9.71633,-1.56103,-66.26334,-0.57487
7.4933,-9.68504,-1.56177,-66.17229,-0.57938
7.5033,-9.65966,-1.56563,-66.13356,-0.58517
7.5133,-9.64007,-1.57241,-66.14389,-0.59218
7.5233,-9.62587,-1.58177,-66.19826,-0.60030
7.5333,-9.61643,-1.59332,-66.29017,-0.60939
7.5433,-9.61091,-1.60658,-66.41180,-0.61930
7.5533,-9.60831,-1.62103,-66.55435,-0.62980
7.5633,-9.60749,-1.63612,-66.70848,-0.64070
7.5733,-9.60728,-1.65129,-66.86485,-0.65176
7.5833,-9.60651,-1.66598,-67.01450,-0.66274
7.5933,-9.60409,-1.67971,-67.14912,-0.67342
7.6033,-9.59904,-1.69200,-67.26162,-0.68359
7.6133,-9.59051,-1.70245,-67.34596,-0.69303
7.6233,-9.57804,-1.71081,-67.39903,-0.70156
7.6333,-9.56134,-1.71692,-67.41912,-0.70904
7.6433,-9.54033,-1.72069,-67.40631,-0.71533
7.6533,-9.51521,-1.72216,-67.36243,-0.72034
7.6633,-9.48636,-1.72146,-67.29102,-0.72401
7.6733,-9.45439,-1.71880,-67.19696,-0.72631
7.6833,-9.42004,-1.71448,-67.08605,-0.72723
7.6933,-9.38411,-1.70888,-66.96458,-0.72679
7.7034,-9.34739,-1.70239,-66.83867,-0.72502
7.7134,-9.31062,-1.69545,-66.71384,-0.72199
7.7234,-9.27439,-1.68845,-66.59460,-0.71776
7.7334,-9.23910,-1.68182,-66.48404,-0.71242
7.7434,-9.20492,-1.67589,-66.38334,-0.70605
7.7534,-9.17169,-1.67097,-66.29135,-0.69875
7.7634,-9.13895,-1.66726,-66.20439,-0.69063
7.7734,-9.10590,-1.66488,-66.11631,-0.68176
7.7834,-9.07140,-1.66386,-66.01836,-0.67224
7.7934,-9.03399,-1.66409,-65.89930,-0.66217
7.8034,-8.99193,-1.66536,-65.74554,-0.65160
7.8134,-8.94321,-1.66737,-65.54142,-0.64061
7.8234,-8.88561,-1.66969,-65.26953,-0.62926
7.8334,-8.81679,-1.67177,-64.91120,-0.61757
7.8434,-8.73435,-1.67302,-64.44727,-0.60556
7.8534,-8.63598,-1.67276,-63.85891,-0.59323
7.8634,-8.51951,-1.67031,-63.12829,-0.58055
7.8734,-8.38298,-1.66493,-62.23915,-0.56750
7.8834,-8.22474,-1.65593,-61.17745,-0.55401
7.8934,-8.04349,-1.64265,-59.93203,-0.54001
7.9034,-7.83842,-1.62448,-58.49542,-0.52542
7.9134,-7.60920,-1.60092,-56.86424,-0.51015
7.9234,-7.35608,-1.57159,-55.03965,-0.49412
7.9334,-7.07986,-1.53623,-53.02747,-0.47725
7.9435,-6.78195,-1.49474,-50.83825,-0.45950
7.9535,-6.46426,-1.44716,-48.48706,-0.44082
7.9635,-6.12924,-1.39371,-45.99317,-0.42121
7.9735,-5.77978,-1.33476,-43.37967,-0.40070
7.9835,-5.41919,-1.27084,-40.67291,-0.37936
7.9935,-5.05103,-1.20260,-37.90149,-0.35729
8.0035,-4.67904,-1.13081,-35.09534,-0.33462
