# li2o_mp-1960 total DOS (QE dos.x, degauss 0.007 Ry). VBM 2.795 / CBM 7.780 / gap 4.986 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-40.443,-43.2375,2.34e-05,2.34e-07
-40.433,-43.2275,4.573e-05,6.913e-07
-40.423,-43.2175,8.759e-05,1.567e-06
-40.413,-43.2075,0.0001644,3.211e-06
-40.403,-43.1975,0.0003023,6.234e-06
-40.393,-43.1875,0.000545,1.168e-05
-40.383,-43.1775,0.000963,2.131e-05
-40.373,-43.1675,0.001668,3.8e-05
-40.363,-43.1575,0.002834,6.634e-05
-40.353,-43.1475,0.004721,0.0001135
-40.343,-43.1375,0.007715,0.0001907
-40.333,-43.1275,0.01237,0.0003144
-40.323,-43.1175,0.01946,0.000509
-40.313,-43.1075,0.03005,0.0008094
-40.303,-43.0975,0.04555,0.001265
-40.293,-43.0875,0.06783,0.001943
-40.283,-43.0775,0.09921,0.002935
-40.273,-43.0675,0.1426,0.004361
-40.263,-43.0575,0.2015,0.006376
-40.253,-43.0475,0.28,0.009177
-40.243,-43.0375,0.3829,0.01301
-40.233,-43.0275,0.5153,0.01816
-40.223,-43.0175,0.6829,0.02499
-40.213,-43.0075,0.8917,0.0339
-40.203,-42.9975,1.148,0.04538
-40.193,-42.9875,1.457,0.05995
-40.183,-42.9775,1.825,0.07819
-40.173,-42.9675,2.256,0.1008
-40.163,-42.9575,2.755,0.1283
-40.153,-42.9475,3.325,0.1616
-40.143,-42.9375,3.967,0.2012
-40.133,-42.9275,4.68,0.248
-40.123,-42.9175,5.462,0.3026
-40.113,-42.9075,6.308,0.3657
-40.103,-42.8975,7.21,0.4378
-40.093,-42.8875,8.159,0.5194
-40.083,-42.8775,9.141,0.6108
-40.073,-42.8675,10.14,0.7122
-40.063,-42.8575,11.14,0.8236
-40.053,-42.8475,12.12,0.9448
-40.043,-42.8375,13.05,1.075
-40.033,-42.8275,13.92,1.214
-40.023,-42.8175,14.69,1.361
-40.013,-42.8075,15.36,1.515
-40.003,-42.7975,15.9,1.674
-39.993,-42.7875,16.29,1.837
-39.983,-42.7775,16.51,2.002
-39.973,-42.7675,16.57,2.168
-39.963,-42.7575,16.45,2.332
-39.953,-42.7475,16.16,2.494
-39.943,-42.7375,15.71,2.651
-39.933,-42.7275,15.1,2.802
-39.923,-42.7175,14.35,2.945
-39.913,-42.7075,13.49,3.08
-39.903,-42.6975,12.53,3.205
-39.893,-42.6875,11.5,3.32
-39.883,-42.6775,10.43,3.425
-39.873,-42.6675,9.345,3.518
-39.863,-42.6575,8.268,3.601
-39.853,-42.6475,7.223,3.673
-39.843,-42.6375,6.227,3.735
-39.833,-42.6275,5.298,3.788
-39.823,-42.6175,4.447,3.833
-39.813,-42.6075,3.68,3.87
-39.803,-42.5975,3.003,3.9
-39.793,-42.5875,2.415,3.924
-39.783,-42.5775,1.914,3.943
-39.773,-42.5675,1.494,3.958
-39.763,-42.5575,1.148,3.969
-39.753,-42.5475,0.8682,3.978
-39.743,-42.5375,0.6462,3.984
-39.733,-42.5275,0.4731,3.989
-39.723,-42.5175,0.3407,3.993
-39.713,-42.5075,0.2411,3.995
-39.703,-42.4975,0.1678,3.997
-39.693,-42.4875,0.1147,3.998
-39.683,-42.4775,0.077,3.999
-39.673,-42.4675,0.05077,3.999
-39.663,-42.4575,0.03287,3.999
-39.653,-42.4475,0.02088,4
-39.643,-42.4375,0.01302,4
-39.633,-42.4275,0.007968,4
-39.623,-42.4175,0.004782,4
-39.613,-42.4075,0.002815,4
-39.603,-42.3975,0.001625,4
-39.593,-42.3875,0.0009197,4
-39.583,-42.3775,0.0005103,4
-39.573,-42.3675,0.0002776,4
-39.563,-42.3575,0.000148,4
-39.553,-42.3475,7.729e-05,4
-39.543,-42.3375,3.957e-05,4
-39.533,-42.3275,1.984e-05,4
-39.523,-42.3175,9.75e-06,4
-39.513,-42.3075,4.693e-06,4
-39.503,-42.2975,2.213e-06,4
-39.493,-42.2875,1.022e-06,4
-39.483,-42.2775,4.622e-07,4
-39.473,-42.2675,2.047e-07,4
-39.463,-42.2575,8.88e-08,4
-39.453,-42.2475,3.772e-08,4
-39.443,-42.2375,1.569e-08,4
-39.433,-42.2275,6.389e-09,4
-39.423,-42.2175,2.547e-09,4
-39.413,-42.2075,9.944e-10,4
-39.403,-42.1975,3.8e-10,4
-39.393,-42.1875,1.422e-10,4
-39.383,-42.1775,5.208e-11,4
-39.373,-42.1675,1.867e-11,4
-39.363,-42.1575,6.553e-12,4
-39.353,-42.1475,2.251e-12,4
-39.343,-42.1375,7.571e-13,4
-39.333,-42.1275,2.492e-13,4
-39.323,-42.1175,8.027e-14,4
-39.313,-42.1075,2.531e-14,4
-39.303,-42.0975,7.811e-15,4
-39.293,-42.0875,2.359e-15,4
-39.283,-42.0775,6.975e-16,4
-39.273,-42.0675,2.018e-16,4
-39.263,-42.0575,5.713e-17,4
-39.253,-42.0475,1.583e-17,4
-39.243,-42.0375,4.293e-18,4
-39.233,-42.0275,1.139e-18,4
-39.223,-42.0175,2.958e-19,4
-39.213,-42.0075,7.518e-20,4
-39.203,-41.9975,1.87e-20,4
-39.193,-41.9875,4.55e-21,4
-39.183,-41.9775,1.084e-21,4
-39.173,-41.9675,2.525e-22,4
-39.163,-41.9575,5.758e-23,4
-39.153,-41.9475,1.285e-23,4
-39.143,-41.9375,2.805e-24,4
-39.133,-41.9275,5.993e-25,4
-39.123,-41.9175,1.253e-25,4
-39.113,-41.9075,2.563e-26,4
-39.103,-41.8975,5.13e-27,4
-39.093,-41.8875,1.005e-27,4
-39.083,-41.8775,1.925e-28,4
-39.073,-41.8675,3.61e-29,4
-39.063,-41.8575,6.623e-30,4
-39.053,-41.8475,1.189e-30,4
-39.043,-41.8375,2.088e-31,4
-39.033,-41.8275,3.589e-32,4
-39.023,-41.8175,6.035e-33,4
-39.013,-41.8075,9.929e-34,4
-39.003,-41.7975,1.598e-34,4
-38.993,-41.7875,2.517e-35,4
-38.983,-41.7775,3.879e-36,4
-38.973,-41.7675,5.849e-37,4
-38.963,-41.7575,8.628e-38,4
-38.953,-41.7475,1.245e-38,4
-38.943,-41.7375,1.758e-39,4
