# lindo2_mp-1222355 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 12.131 eV. Gap is the fixed-occ nscf value (-0.028 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,Nd_d,Nd_f,Nd_p,Nd_s,O_p,O_s
7.608,-4.5231,0.752,0.19268,2.0776,0.8132,0.4028,0.16252,12.52,0.0632
7.618,-4.5131,0.732,0.18792,2.0112,0.794,0.394,0.16148,12.24,0.06256
7.628,-4.5031,0.712,0.18228,1.94,0.7708,0.384,0.16012,11.96,0.06184
7.638,-4.4931,0.688,0.17576,1.8732,0.7516,0.3736,0.15932,11.6,0.06112
7.648,-4.4831,0.668,0.16836,1.8024,0.7288,0.362,0.15828,11.28,0.06048
7.658,-4.4731,0.644,0.16052,1.7396,0.7112,0.3508,0.1578,10.96,0.05996
7.668,-4.4631,0.62,0.15228,1.6776,0.6948,0.3404,0.15784,10.68,0.0596
7.678,-4.4531,0.6,0.1444,1.6244,0.6836,0.3304,0.15848,10.44,0.0594
7.688,-4.4431,0.58,0.1362,1.58,0.6736,0.322,0.15964,10.24,0.05944
7.698,-4.4331,0.564,0.1288,1.5408,0.6732,0.3156,0.16172,10.08,0.05968
7.708,-4.4231,0.552,0.12224,1.5148,0.6704,0.3112,0.16464,10,0.06012
7.718,-4.4131,0.54,0.11616,1.498,0.6768,0.3088,0.168,9.96,0.06072
7.728,-4.4031,0.532,0.11096,1.4864,0.688,0.3092,0.17176,9.96,0.06152
7.738,-4.3931,0.528,0.1062,1.4844,0.7,0.3112,0.17624,10.04,0.06236
7.748,-4.3831,0.528,0.10276,1.4912,0.7168,0.3152,0.1806,10.16,0.06332
7.758,-4.3731,0.528,0.10016,1.5028,0.7336,0.3212,0.18524,10.32,0.06444
7.768,-4.3631,0.532,0.09804,1.5156,0.7548,0.3288,0.18932,10.52,0.06512
7.778,-4.3531,0.536,0.09672,1.5368,0.776,0.3372,0.19324,10.72,0.06592
7.788,-4.3431,0.544,0.09592,1.5552,0.7972,0.3472,0.19696,10.96,0.0668
7.798,-4.3331,0.552,0.09588,1.5776,0.8224,0.3568,0.19972,11.2,0.06736
7.808,-4.3231,0.56,0.09632,1.6008,0.8476,0.3668,0.20232,11.44,0.06792
7.818,-4.3131,0.568,0.09676,1.6204,0.8688,0.3768,0.20356,11.68,0.06848
7.828,-4.3031,0.576,0.098,1.64,0.894,0.3868,0.20468,11.96,0.0686
7.838,-4.2931,0.588,0.09884,1.6596,0.9192,0.396,0.20456,12.2,0.06872
7.848,-4.2831,0.596,0.10004,1.6796,0.9408,0.4048,0.20436,12.4,0.0688
7.858,-4.2731,0.604,0.10168,1.6956,0.9624,0.4128,0.20296,12.68,0.06872
7.868,-4.2631,0.616,0.10288,1.7072,0.9844,0.4204,0.2016,12.88,0.0686
7.878,-4.2531,0.628,0.10448,1.7228,1.0064,0.428,0.19992,13.12,0.06852
7.888,-4.2431,0.636,0.10604,1.7344,1.0248,0.4348,0.19792,13.32,0.06852
7.898,-4.2331,0.648,0.10764,1.7412,1.0432,0.442,0.19564,13.6,0.06856
7.908,-4.2231,0.66,0.10924,1.7516,1.0652,0.4488,0.19348,13.8,0.06872
7.918,-4.2131,0.668,0.11084,1.7572,1.0796,0.4552,0.19148,13.96,0.069
7.928,-4.2031,0.676,0.11244,1.7624,1.0976,0.4616,0.18996,14.2,0.0694
7.938,-4.1931,0.684,0.11444,1.7664,1.1148,0.4684,0.18812,14.36,0.06992
7.948,-4.1831,0.692,0.11608,1.766,1.132,0.4744,0.18676,14.56,0.07044
7.958,-4.1731,0.696,0.11728,1.7688,1.1484,0.48,0.1854,14.72,0.07096
7.968,-4.1631,0.7,0.11852,1.7672,1.1644,0.4856,0.18396,14.84,0.07144
7.978,-4.1531,0.7,0.11972,1.7688,1.1792,0.4908,0.18248,15,0.07176
7.988,-4.1431,0.7,0.12012,1.7668,1.1936,0.4956,0.18084,15.12,0.07188
7.998,-4.1331,0.696,0.12012,1.7644,1.2076,0.5,0.17908,15.24,0.07184
8.008,-4.1231,0.688,0.11928,1.7668,1.22,0.504,0.1768,15.28,0.07168
8.018,-4.1131,0.68,0.1184,1.766,1.236,0.5076,0.17476,15.36,0.0714
8.028,-4.1031,0.672,0.11672,1.77,1.256,0.5112,0.17216,15.48,0.07084
8.038,-4.0931,0.664,0.1146,1.7752,1.276,0.5148,0.16952,15.56,0.07024
8.048,-4.0831,0.66,0.11244,1.7812,1.3,0.5188,0.16684,15.68,0.06956
8.058,-4.0731,0.652,0.10992,1.788,1.32,0.5228,0.16452,15.8,0.06892
8.068,-4.0631,0.648,0.10736,1.8,1.348,0.5272,0.1622,16,0.06824
8.078,-4.0531,0.648,0.1048,1.82,1.376,0.5316,0.16036,16.16,0.06772
8.088,-4.0431,0.644,0.10224,1.832,1.404,0.536,0.1586,16.4,0.06712
8.098,-4.0331,0.644,0.09972,1.852,1.436,0.54,0.15732,16.6,0.0668
8.108,-4.0231,0.648,0.09756,1.868,1.468,0.5432,0.15612,16.8,0.06648
8.118,-4.0131,0.648,0.09588,1.884,1.496,0.546,0.15536,17.04,0.06624
8.128,-4.0031,0.648,0.09416,1.896,1.52,0.5488,0.15468,17.24,0.066
8.138,-3.9931,0.652,0.09244,1.908,1.544,0.55,0.1536,17.4,0.0658
8.148,-3.9831,0.648,0.09076,1.912,1.564,0.5504,0.15296,17.56,0.06528
8.158,-3.9731,0.648,0.08908,1.908,1.58,0.5492,0.15188,17.64,0.06476
8.168,-3.9631,0.644,0.08784,1.904,1.596,0.5472,0.1508,17.72,0.06428
8.178,-3.9531,0.636,0.08616,1.892,1.604,0.544,0.14968,17.72,0.06348
8.188,-3.9431,0.632,0.08488,1.876,1.608,0.5408,0.14812,17.72,0.06268
8.198,-3.9331,0.624,0.08324,1.852,1.612,0.5368,0.14612,17.68,0.06156
8.208,-3.9231,0.616,0.08196,1.828,1.616,0.5332,0.14412,17.64,0.06056
8.218,-3.9131,0.608,0.08072,1.804,1.616,0.5292,0.14204,17.56,0.05948
8.228,-3.9031,0.596,0.07944,1.78,1.616,0.5264,0.13996,17.48,0.0584
8.238,-3.8931,0.588,0.0782,1.756,1.616,0.5236,0.13744,17.4,0.05732
8.248,-3.8831,0.58,0.07692,1.732,1.616,0.5216,0.13492,17.36,0.05632
8.258,-3.8731,0.576,0.07608,1.704,1.616,0.52,0.1328,17.32,0.05544
8.268,-3.8631,0.568,0.0748,1.684,1.616,0.5192,0.13032,17.28,0.05456
8.278,-3.8531,0.56,0.07396,1.664,1.616,0.5184,0.1278,17.24,0.05384
8.288,-3.8431,0.552,0.07268,1.644,1.616,0.518,0.12572,17.2,0.05324
8.298,-3.8331,0.544,0.0714,1.628,1.616,0.5172,0.12324,17.08,0.05272
8.308,-3.8231,0.532,0.07012,1.612,1.612,0.5168,0.1208,17,0.05232
8.318,-3.8131,0.524,0.06844,1.596,1.604,0.516,0.1188,16.92,0.052
8.328,-3.8031,0.512,0.06676,1.58,1.596,0.5152,0.11644,16.76,0.0518
8.338,-3.7931,0.5,0.06508,1.564,1.584,0.5148,0.11412,16.64,0.05164
8.348,-3.7831,0.484,0.06304,1.548,1.576,0.514,0.11184,16.52,0.05156
8.358,-3.7731,0.472,0.06136,1.536,1.568,0.5136,0.10964,16.36,0.05156
8.368,-3.7631,0.456,0.05932,1.52,1.56,0.5136,0.10788,16.24,0.05168
8.378,-3.7531,0.44,0.05772,1.512,1.55,0.5148,0.1058,16.12,0.0518
8.388,-3.7431,0.428,0.05652,1.5,1.5456,0.5164,0.1038,16,0.05196
8.398,-3.7331,0.416,0.05492,1.484,1.546,0.5188,0.10224,15.92,0.05216
8.408,-3.7231,0.4,0.05376,1.476,1.5472,0.5224,0.10072,15.84,0.05236
8.418,-3.7131,0.3892,0.053,1.46,1.5536,0.5268,0.09924,15.84,0.05256
8.428,-3.7031,0.3776,0.0522,1.452,1.5608,0.532,0.0982,15.84,0.05272
8.438,-3.6931,0.3672,0.05184,1.432,1.5728,0.5384,0.09676,15.84,0.0528
8.448,-3.6831,0.3572,0.05148,1.42,1.5904,0.5456,0.09612,15.88,0.05288
8.458,-3.6731,0.348,0.05112,1.404,1.6124,0.5548,0.09504,15.88,0.0528
8.468,-3.6631,0.3392,0.05116,1.384,1.6356,0.5624,0.09432,15.96,0.05268
8.478,-3.6531,0.3312,0.05116,1.364,1.6592,0.57,0.09356,16.08,0.0524
8.488,-3.6431,0.3236,0.05116,1.3408,1.692,0.578,0.09272,16.2,0.05204
8.498,-3.6331,0.3164,0.05156,1.3224,1.7212,0.586,0.09184,16.36,0.05156
8.508,-3.6231,0.31,0.05156,1.3004,1.7588,0.5976,0.09128,16.52,0.05104
8.518,-3.6131,0.3036,0.05196,1.2796,1.7932,0.6056,0.09024,16.68,0.05036
8.528,-3.6031,0.298,0.05196,1.2632,1.8316,0.6132,0.0892,16.92,0.04964
8.538,-3.5931,0.2928,0.05236,1.248,1.8704,0.6212,0.08848,17.08,0.04884
8.548,-3.5831,0.288,0.05232,1.2372,1.9088,0.6328,0.08692,17.32,0.04796
8.558,-3.5731,0.2836,0.05232,1.2276,1.9432,0.6408,0.08572,17.56,0.047
8.568,-3.5631,0.2792,0.05228,1.218,1.9732,0.6488,0.08368,17.76,0.04592
8.578,-3.5531,0.2748,0.05184,1.2132,2.0024,0.6568,0.082,17.96,0.0448
8.588,-3.5431,0.2708,0.05136,1.2124,2.0268,0.6608,0.07952,18.16,0.04356
8.598,-3.5331,0.2664,0.05048,1.2076,2.0468,0.6692,0.0774,18.36,0.04224
8.608,-3.5231,0.262,0.0496,1.206,2.0576,0.6776,0.07488,18.48,0.04088
8.618,-3.5131,0.2572,0.04832,1.204,2.068,0.6824,0.07196,18.6,0.03948
8.628,-3.5031,0.2524,0.0474,1.196,2.0692,0.6912,0.0694,18.68,0.038
8.638,-3.4931,0.2472,0.04612,1.192,2.0704,0.6964,0.06648,18.72,0.03656
8.648,-3.4831,0.242,0.0448,1.184,2.0632,0.7056,0.06396,18.76,0.03516
8.658,-3.4731,0.2364,0.0432,1.1708,2.0552,0.7104,0.06148,18.68,0.0338
8.668,-3.4631,0.2304,0.04176,1.1548,2.0392,0.7112,0.05904,18.64,0.03252
8.678,-3.4531,0.2244,0.04032,1.1376,2.0224,0.7156,0.05664,18.56,0.03128
8.688,-3.4431,0.2184,0.038896,1.1144,1.9972,0.7116,0.05432,18.36,0.0302
8.698,-3.4331,0.212,0.037428,1.0856,1.9676,0.7108,0.052,18.12,0.02924
8.708,-3.4231,0.2052,0.03596,1.0552,1.9368,0.7012,0.05016,17.88,0.02836
8.718,-3.4131,0.1984,0.034492,1.0192,1.8936,0.6908,0.04836,17.52,0.02756
8.728,-3.4031,0.1916,0.03294,0.9816,1.8496,0.6756,0.0464,17.12,0.02692
8.738,-3.3931,0.1848,0.031384,0.9392,1.7968,0.6596,0.04464,16.68,0.02632
8.748,-3.3831,0.1776,0.029788,0.896,1.7392,0.6384,0.043,16.16,0.0258
8.758,-3.3731,0.1704,0.028144,0.8484,1.6812,0.6128,0.0414,15.64,0.02532
8.768,-3.3631,0.1632,0.02654,0.8048,1.6188,0.5868,0.03988,15.04,0.02492
8.778,-3.3531,0.1564,0.024932,0.7572,1.5568,0.5608,0.03852,14.44,0.02456
8.788,-3.3431,0.1492,0.023364,0.714,1.4948,0.5344,0.03724,13.92,0.02424
8.798,-3.3331,0.1424,0.02184,0.672,1.4336,0.5084,0.03612,13.36,0.02396
8.808,-3.3231,0.1356,0.02044,0.6312,1.3812,0.4848,0.03512,12.84,0.02372
8.818,-3.3131,0.1292,0.019124,0.5928,1.33,0.462,0.03428,12.32,0.02352
8.828,-3.3031,0.1228,0.017892,0.5588,1.2836,0.4416,0.03356,11.88,0.02328
8.838,-3.2931,0.1168,0.016828,0.5284,1.2464,0.4244,0.03292,11.52,0.02312
8.848,-3.2831,0.1108,0.015852,0.5016,1.214,0.4096,0.03232,11.16,0.02292
8.858,-3.2731,0.1056,0.01496,0.478,1.1864,0.3976,0.03176,10.88,0.02272
8.868,-3.2631,0.1004,0.014192,0.458,1.1596,0.3872,0.03116,10.64,0.02252
8.878,-3.2531,0.0956,0.013552,0.4404,1.1412,0.3792,0.03052,10.44,0.02224
8.888,-3.2431,0.0908,0.012956,0.4256,1.1188,0.3724,0.0298,10.24,0.02192
8.898,-3.2331,0.0864,0.0124,0.4124,1.1008,0.3664,0.029,10.12,0.02152
8.908,-3.2231,0.0824,0.011892,0.4012,1.0824,0.3612,0.02804,9.92,0.02108
8.918,-3.2131,0.0784,0.011464,0.3908,1.0636,0.3564,0.02704,9.8,0.02056
8.928,-3.2031,0.0748,0.011044,0.3816,1.0444,0.3516,0.02596,9.64,0.02004
8.938,-3.1931,0.0708,0.010624,0.3724,1.0212,0.3464,0.02484,9.52,0.0194
8.948,-3.1831,0.0672,0.010248,0.364,1.0012,0.3404,0.02372,9.32,0.0188
8.958,-3.1731,0.064,0.009876,0.3556,0.9772,0.3344,0.02264,9.16,0.01816
8.968,-3.1631,0.0608,0.009548,0.3476,0.9528,0.328,0.02164,9,0.01752
8.978,-3.1531,0.0576,0.009264,0.3396,0.9324,0.3216,0.020776,8.84,0.01692
8.988,-3.1431,0.0544,0.008984,0.3316,0.912,0.3144,0.020088,8.64,0.0164
8.998,-3.1331,0.0516,0.008748,0.3236,0.8916,0.3072,0.019556,8.48,0.01592
9.008,-3.1231,0.0488,0.008552,0.316,0.8756,0.2992,0.019228,8.308,0.01552
9.018,-3.1131,0.0464,0.0084,0.3084,0.8552,0.2912,0.019064,8.176,0.0152
9.028,-3.1031,0.044,0.008288,0.3004,0.8432,0.2828,0.019104,8.004,0.01496
9.038,-3.0931,0.042,0.00822,0.2928,0.8276,0.274,0.0193,7.872,0.0148
9.048,-3.0831,0.0398,0.008196,0.2848,0.8156,0.2652,0.019612,7.736,0.01472
9.058,-3.0731,0.03784,0.008208,0.2764,0.8036,0.2556,0.019988,7.596,0.0146
9.068,-3.0631,0.03604,0.008224,0.268,0.7876,0.246,0.02038,7.416,0.01456
9.078,-3.0531,0.03428,0.00824,0.2596,0.7756,0.236,0.020736,7.26,0.01448
9.088,-3.0431,0.0326,0.008256,0.2504,0.7592,0.2256,0.021008,7.076,0.01436
9.098,-3.0331,0.03096,0.008232,0.2408,0.7428,0.2152,0.021104,6.88,0.01416
9.108,-3.0231,0.02932,0.008168,0.2312,0.7216,0.2044,0.021056,6.664,0.01388
9.118,-3.0131,0.02772,0.008056,0.2208,0.7004,0.19316,0.020736,6.42,0.01352
9.128,-3.0031,0.02608,0.007908,0.21,0.6748,0.18172,0.020224,6.148,0.013
9.138,-2.9931,0.0244,0.007632,0.1988,0.6444,0.17032,0.019436,5.856,0.01244
9.148,-2.9831,0.02276,0.007312,0.1872,0.61,0.15824,0.018452,5.528,0.01172
9.158,-2.9731,0.02104,0.006908,0.1748,0.5748,0.14624,0.01724,5.18,0.01096
9.168,-2.9631,0.01932,0.00646,0.1624,0.536,0.13392,0.01592,4.812,0.010064
9.178,-2.9531,0.0176,0.005928,0.1496,0.4924,0.12216,0.01442,4.428,0.00914
9.188,-2.9431,0.01592,0.005396,0.1368,0.4504,0.11016,0.012912,4.036,0.008152
9.198,-2.9331,0.01428,0.00482,0.124,0.4064,0.09872,0.01136,3.64,0.007192
9.208,-2.9231,0.01268,0.00424,0.112,0.364,0.08744,0.009852,3.256,0.006256
9.218,-2.9131,0.0112,0.0036732,0.1,0.3228,0.07716,0.008396,2.892,0.005356
9.228,-2.9031,0.00984,0.0031384,0.089,0.2836,0.06752,0.007076,2.552,0.004516
9.238,-2.8931,0.0086,0.0026428,0.07884,0.2478,0.05884,0.005896,2.236,0.003756
9.248,-2.8831,0.00748,0.0022,0.06984,0.21584,0.0512,0.004856,1.956,0.003076
9.258,-2.8731,0.00652,0.0018136,0.06172,0.18768,0.0444,0.003932,1.708,0.002484
9.268,-2.8631,0.00572,0.0014804,0.0546,0.16376,0.0386,0.003172,1.496,0.00198
9.278,-2.8531,0.005,0.001208,0.04844,0.14324,0.03364,0.0025408,1.316,0.001556
9.288,-2.8431,0.00444,0.0009844,0.0432,0.12604,0.02948,0.0020296,1.164,0.001208
9.298,-2.8331,0.003944,0.0008052,0.03868,0.11172,0.02596,0.0016224,1.0372,0.0009268
9.308,-2.8231,0.003532,0.0006656,0.0348,0.0998,0.023,0.0013008,0.9284,0.0007064
9.318,-2.8131,0.00318,0.0005572,0.0314,0.0898,0.020436,0.00105,0.834,0.0005296
9.328,-2.8031,0.002872,0.00047188,0.02832,0.08088,0.018208,0.000856,0.7556,0.0003944
9.338,-2.7931,0.002588,0.00040416,0.02552,0.07296,0.016236,0.0007008,0.6804,0.0002916
9.348,-2.7831,0.002328,0.00034972,0.02288,0.06556,0.014436,0.00057856,0.6108,0.000214
9.358,-2.7731,0.002076,0.00030424,0.02036,0.05868,0.012756,0.00048432,0.5452,0.000156
9.368,-2.7631,0.001836,0.00026456,0.01796,0.05188,0.011152,0.00040368,0.482,0.00011332
9.378,-2.7531,0.001604,0.00022924,0.01564,0.04556,0.009672,0.00033708,0.4208,8.212e-05
9.388,-2.7431,0.00138,0.00019688,0.01344,0.039276,0.008276,0.00028036,0.362,5.92e-05
9.398,-2.7331,0.001168,0.00016696,0.0114,0.03336,0.006964,0.00023184,0.3076,4.232e-05
9.408,-2.7231,0.000976,0.00013936,0.00948,0.027896,0.005792,0.00018968,0.256,3.028e-05
9.418,-2.7131,0.000796,0.000114812,0.007764,0.022896,0.004728,0.00015324,0.2096,2.156e-05
9.428,-2.7031,0.00064,9.2852e-05,0.006224,0.018436,0.003784,0.00012202,0.1684,1.5264e-05
9.438,-2.6931,0.000504,7.3452e-05,0.004904,0.014556,0.002972,9.548e-05,0.1328,1.0752e-05
9.448,-2.6831,0.0003896,5.698e-05,0.003788,0.011256,0.002292,7.3568e-05,0.1024,7.528e-06
9.458,-2.6731,0.0002948,4.3412e-05,0.002868,0.008528,0.001732,5.5424e-05,0.0776,5.256e-06
9.468,-2.6631,0.0002184,3.2372e-05,0.002128,0.006328,0.0012808,4.1016e-05,0.05772,3.608e-06
9.478,-2.6531,0.0001584,2.3636e-05,0.001544,0.004612,0.0009316,2.9956e-05,0.04192,2.4592e-06
9.488,-2.6431,0.0001124,1.68804e-05,0.0011,0.0032848,0.0006616,2.1336e-05,0.0298,1.6576e-06
9.498,-2.6331,7.84e-05,1.1806e-05,0.000768,0.0022916,0.0004592,1.4896e-05,0.02076,1.1012e-06
9.508,-2.6231,5.32e-05,8.0844e-06,0.0005232,0.0015628,0.0003128,1.01836e-05,0.01416,7.216e-07
9.518,-2.6131,3.556e-05,5.428e-06,0.0003492,0.0010448,0.0002084,6.8264e-06,0.009444,4.6468e-07
9.528,-2.6031,2.32e-05,3.5452e-06,0.000228,0.0006804,0.00013616,4.4936e-06,0.006172,2.9588e-07
9.538,-2.5931,1.48e-05,2.2716e-06,0.000146,0.00043668,8.684e-05,2.8748e-06,0.003948,1.8472e-07
9.548,-2.5831,9.24e-06,1.4268e-06,9.156e-05,0.0002734,5.452e-05,1.80412e-06,0.002468,1.1312e-07
9.558,-2.5731,5.64e-06,8.7616e-07,5.604e-05,0.00016764,3.324e-05,1.10972e-06,0.001512,6.804e-08
9.568,-2.5631,3.384e-06,5.2552e-07,3.36e-05,0.00010048,1.992e-05,6.688e-07,0.000906,4.0276e-08
9.578,-2.5531,1.984e-06,3.0912e-07,1.972e-05,5.88e-05,1.1636e-05,3.934e-07,0.0005308,2.3336e-08
9.588,-2.5431,1.136e-06,1.77908e-07,1.132e-05,3.3792e-05,6.692e-06,2.2696e-07,0.0003048,1.3244e-08
9.598,-2.5331,6.36e-07,1.0012e-07,6.356e-06,1.9e-05,3.748e-06,1.27904e-07,0.0001708,7.396e-09
9.608,-2.5231,3.492e-07,5.4928e-08,3.496e-06,1.0444e-05,2.056e-06,7.0448e-08,9.404e-05,4.0252e-09
9.618,-2.5131,1.876e-07,2.9692e-08,1.88e-06,5.616e-06,1.1052e-06,3.81e-08,5.048e-05,2.152e-09
9.628,-2.5031,9.84e-08,1.56548e-08,9.88e-07,2.9532e-06,5.812e-07,2.01416e-08,2.652e-05,1.1272e-09
9.638,-2.4931,5.04e-08,8.0492e-09,5.096e-07,1.5184e-06,2.988e-07,1.04128e-08,1.364e-05,5.784e-10
9.648,-2.4831,2.544e-08,4.064e-09,2.568e-07,7.636e-07,1.504e-07,5.2456e-09,6.88e-06,2.8904e-10
9.658,-2.4731,1.252e-08,2.01104e-09,1.268e-07,3.7696e-07,7.388e-08,2.6056e-09,3.384e-06,1.4184e-10
9.668,-2.4631,6.04e-09,9.7072e-10,6.104e-08,1.8168e-07,3.56e-08,1.25972e-09,1.632e-06,6.808e-11
9.678,-2.4531,2.836e-09,4.5884e-10,2.88e-08,8.56e-08,1.676e-08,5.9716e-10,7.696e-07,3.208e-11
9.688,-2.4431,1.308e-09,2.11908e-10,1.332e-08,3.9584e-08,7.752e-09,2.7696e-10,3.548e-07,1.476e-11
9.698,-2.4331,5.88e-10,9.578e-11,6.012e-09,1.7904e-08,3.492e-09,1.25448e-10,1.6e-07,6.664e-12
9.708,-2.4231,2.6e-10,4.26e-11,2.656e-09,7.9e-09,1.54e-09,5.5604e-11,7.092e-08,2.9352e-12
9.718,-2.4131,1.12e-10,1.83752e-11,1.148e-09,3.4184e-09,6.676e-10,2.41816e-11,3.056e-08,1.2668e-12
9.728,-2.4031,4.72e-11,7.786e-12,4.864e-10,1.444e-09,2.812e-10,1.0262e-11,1.296e-08,5.3636e-13
9.738,-2.3931,1.956e-11,3.2272e-12,2.012e-10,5.968e-10,1.1624e-10,4.2576e-12,5.348e-09,2.2048e-13
9.748,-2.3831,7.92e-12,1.30916e-12,8.172e-11,2.4224e-10,4.708e-11,1.735e-12,2.168e-09,8.916e-14
9.758,-2.3731,3.128e-12,5.1868e-13,3.236e-11,9.608e-11,1.86e-11,6.8896e-13,8.588e-10,3.5256e-14
9.768,-2.3631,1.212e-12,2.01748e-13,1.256e-11,3.7216e-11,7.196e-12,2.68616e-13,3.324e-10,1.3656e-14
9.778,-2.3531,4.6e-13,7.6548e-14,4.76e-12,1.4088e-11,2.732e-12,1.02072e-13,1.256e-10,5.176e-15
9.788,-2.3431,1.7e-13,2.84664e-14,1.764e-12,5.224e-12,1.014e-12,3.8064e-14,4.672e-11,1.9152e-15
9.798,-2.3331,6.16e-14,1.03236e-14,6.42e-13,1.9004e-12,3.672e-13,1.38856e-14,1.696e-11,6.964e-16
9.808,-2.3231,2.184e-14,3.6792e-15,2.28e-13,6.76e-13,1.3052e-13,4.938e-15,6.02e-12,2.4676e-16
9.818,-2.3131,4.88e-15,9.49532e-16,5.632e-14,1.638e-13,3.024e-14,1.40222e-15,1.428e-12,5.6212e-17
9.828,-2.3031,0,0,0,0,0,0,0,0
9.838,-2.2931,0,0,0,0,0,0,0,0
9.848,-2.2831,0,0,0,0,0,0,0,0
9.858,-2.2731,0,0,0,0,0,0,0,0
9.868,-2.2631,0,0,0,0,0,0,0,0
9.878,-2.2531,0,0,0,0,0,0,0,0
9.888,-2.2431,0,0,0,0,0,0,0,0
9.898,-2.2331,0,0,0,0,0,0,0,0
9.908,-2.2231,0,0,0,0,0,0,0,0
9.918,-2.2131,0,0,0,0,0,0,0,0
9.928,-2.2031,0,0,0,0,0,0,0,0
9.938,-2.1931,0,0,0,0,0,0,0,0
9.948,-2.1831,0,0,0,0,0,0,0,0
9.958,-2.1731,0,0,0,0,0,0,0,0
9.968,-2.1631,0,0,0,0,0,0,0,0
9.978,-2.1531,0,0,0,0,0,0,0,0
9.988,-2.1431,0,0,0,0,0,0,0,0
9.998,-2.1331,0,0,0,0,0,0,0,0
10.008,-2.1231,0,0,0,0,0,0,0,0
10.018,-2.1131,0,0,0,0,0,0,0,0
10.028,-2.1031,0,0,0,0,0,0,0,0
10.038,-2.0931,0,0,0,0,0,0,0,0
10.048,-2.0831,0,0,0,0,0,0,0,0
10.058,-2.0731,0,0,0,0,0,0,0,0
10.068,-2.0631,0,0,0,0,0,0,0,0
10.078,-2.0531,0,0,0,0,0,0,0,0
10.088,-2.0431,0,0,0,0,0,0,0,0
10.098,-2.0331,0,0,0,0,0,0,0,0
10.108,-2.0231,0,0,0,0,0,0,0,0
10.118,-2.0131,0,0,0,0,0,0,0,0
10.128,-2.0031,0,0,0,0,0,0,0,0
10.138,-1.9931,0,0,0,0,0,0,0,0
10.148,-1.9831,0,0,0,0,0,0,0,0
10.158,-1.9731,0,0,0,0,0,0,0,0
10.168,-1.9631,0,0,0,0,0,0,0,0
10.178,-1.9531,0,0,0,0,0,0,0,0
10.188,-1.9431,0,0,0,0,0,0,0,0
10.198,-1.9331,0,0,0,0,0,0,0,0
10.208,-1.9231,0,0,0,0,0,0,0,0
10.218,-1.9131,0,0,0,0,0,0,0,0
10.228,-1.9031,0,0,0,0,0,0,0,0
10.238,-1.8931,0,0,0,0,0,0,0,0
10.248,-1.8831,0,0,0,0,0,0,0,0
10.258,-1.8731,0,0,0,0,0,0,0,0
10.268,-1.8631,0,0,0,0,0,0,0,0
10.278,-1.8531,0,0,0,0,0,0,0,0
10.288,-1.8431,0,0,0,0,0,0,0,0
10.298,-1.8331,0,0,0,0,0,0,0,0
10.308,-1.8231,0,0,0,0,0,0,0,0
10.318,-1.8131,0,0,0,0,0,0,0,0
10.328,-1.8031,0,0,0,0,0,0,0,0
10.338,-1.7931,0,0,0,0,0,0,0,0
10.348,-1.7831,0,0,0,0,0,0,0,0
10.358,-1.7731,0,0,0,0,0,0,0,0
10.368,-1.7631,0,0,0,0,0,0,0,0
10.378,-1.7531,0,0,0,0,0,0,0,0
10.388,-1.7431,0,0,0,0,0,0,0,0
10.398,-1.7331,0,0,0,0,0,0,0,0
10.408,-1.7231,0,0,0,0,0,0,0,0
10.418,-1.7131,0,0,0,0,0,0,0,0
10.428,-1.7031,0,0,0,0,0,0,0,0
10.438,-1.6931,0,0,0,0,0,0,0,0
10.448,-1.6831,0,0,0,0,0,0,0,0
10.458,-1.6731,0,0,0,0,0,0,0,0
10.468,-1.6631,0,0,0,0,0,0,0,0
10.478,-1.6531,0,0,0,0,0,0,0,0
10.488,-1.6431,0,0,0,0,0,0,0,0
10.498,-1.6331,0,0,0,0,0,0,0,0
10.508,-1.6231,0,0,0,0,0,0,0,0
10.518,-1.6131,0,0,0,0,0,0,0,0
10.528,-1.6031,0,0,0,0,0,0,0,0
10.538,-1.5931,0,0,0,0,0,0,0,0
10.548,-1.5831,0,0,0,0,0,0,0,0
10.558,-1.5731,0,0,0,0,0,0,0,0
10.568,-1.5631,0,0,0,0,0,0,0,0
10.578,-1.5531,0,0,0,0,0,0,0,0
10.588,-1.5431,0,0,0,0,0,0,0,0
10.598,-1.5331,0,0,0,0,0,0,0,0
10.608,-1.5231,0,0,0,0,0,0,0,0
10.618,-1.5131,0,0,0,0,0,0,0,0
10.628,-1.5031,0,0,0,0,0,0,0,0
10.638,-1.4931,0,0,0,0,0,0,0,0
10.648,-1.4831,0,0,0,0,0,0,0,0
10.658,-1.4731,0,0,0,0,0,0,0,0
10.668,-1.4631,0,0,0,0,0,0,0,0
10.678,-1.4531,0,0,0,0,0,0,0,0
10.688,-1.4431,0,0,0,0,0,0,0,0
10.698,-1.4331,0,0,0,0,0,0,0,0
10.708,-1.4231,0,0,0,0,0,0,0,0
10.718,-1.4131,0,0,0,0,0,0,0,0
10.728,-1.4031,0,0,0,0,0,0,0,0
10.738,-1.3931,0,0,0,0,0,0,0,0
10.748,-1.3831,0,0,0,0,0,0,0,0
10.758,-1.3731,0,0,0,0,0,0,0,0
10.768,-1.3631,0,0,0,0,0,0,0,0
10.778,-1.3531,0,0,0,0,0,0,0,0
