# li3po4_mp-13725 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.892 eV. Gap is the fixed-occ nscf value (5.912 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,O_p,O_s,P_p,P_s
-4.948,-7.8399,0,0,0,0,0,0
-4.938,-7.8299,0,0,0,0,0,0
-4.928,-7.8199,0,0,0,0,0,0
-4.918,-7.8099,0,0,0,0,0,0
-4.908,-7.7999,0,0,0,0,0,0
-4.898,-7.7899,0,0,0,0,0,0
-4.888,-7.7799,0,0,0,0,0,0
-4.878,-7.7699,0,0,0,0,0,0
-4.868,-7.7599,0,0,0,0,0,0
-4.858,-7.7499,0,0,0,0,0,0
-4.848,-7.7399,0,0,0,0,0,0
-4.838,-7.7299,0,0,0,0,0,0
-4.828,-7.7199,0,0,0,0,0,0
-4.818,-7.7099,0,0,0,0,0,0
-4.808,-7.6999,0,0,0,0,0,0
-4.798,-7.6899,0,0,0,0,0,0
-4.788,-7.6799,0,0,0,0,0,0
-4.778,-7.6699,0,0,0,0,0,0
-4.768,-7.6599,0,0,0,0,0,0
-4.758,-7.6499,0,0,0,0,0,0
-4.748,-7.6399,0,0,0,0,0,0
-4.738,-7.6299,0,0,0,0,0,0
-4.728,-7.6199,0,0,0,0,0,0
-4.718,-7.6099,0,0,0,0,0,0
-4.708,-7.5999,0,0,0,0,0,0
-4.698,-7.5899,0,0,0,0,0,0
-4.688,-7.5799,0,0,0,0,0,0
-4.678,-7.5699,0,0,0,0,0,0
-4.668,-7.5599,0,0,0,0,0,0
-4.658,-7.5499,0,0,0,0,0,0
-4.648,-7.5399,0,0,0,0,0,0
-4.638,-7.5299,0,0,0,0,0,0
-4.628,-7.5199,0,0,0,0,0,0
-4.618,-7.5099,0,0,0,0,0,0
-4.608,-7.4999,0,0,0,0,0,0
-4.598,-7.4899,0,0,0,0,0,0
-4.588,-7.4799,0,0,0,0,0,0
-4.578,-7.4699,0,0,0,0,0,0
-4.568,-7.4599,0,0,0,0,0,0
-4.558,-7.4499,0,0,0,0,0,0
-4.548,-7.4399,0,0,0,0,0,0
-4.538,-7.4299,0,0,0,0,0,0
-4.528,-7.4199,0,0,0,0,0,0
-4.518,-7.4099,0,0,0,0,0,0
-4.508,-7.3999,0,0,0,0,0,0
-4.498,-7.3899,0,0,0,0,0,0
-4.488,-7.3799,9.7e-14,2.0944e-13,1.736e-12,5.738e-13,7.68e-15,6.72e-13
-4.478,-7.3699,3.454e-13,6.3068e-13,5.644e-12,1.896e-12,2.44e-14,2.18e-12
-4.468,-7.3599,1.132e-12,2.0772e-12,1.862e-11,6.264e-12,7.71e-14,7.18e-12
-4.458,-7.3499,3.294e-12,5.7462e-12,5.286e-11,1.788e-11,2.16e-13,2.04e-11
-4.448,-7.3399,8.94e-12,1.5532e-11,1.43e-10,4.846e-11,5.82e-13,5.52e-11
-4.438,-7.3299,2.374e-11,4.0838e-11,3.788e-10,1.282e-10,1.535e-12,1.458e-10
-4.428,-7.3199,6.16e-11,1.0504e-10,9.8e-10,3.322e-10,3.96e-12,3.78e-10
-4.418,-7.3099,1.566e-10,2.6378e-10,2.474e-09,8.408e-10,9.94e-12,9.52e-10
-4.408,-7.2999,3.904e-10,6.502e-10,6.132e-09,2.086e-09,2.46e-11,2.36e-09
-4.398,-7.2899,9.5e-10,1.5628e-09,1.484e-08,5.056e-09,5.92e-11,5.72e-09
-4.388,-7.2799,2.26e-09,3.6872e-09,3.518e-08,1.202e-08,1.398e-10,1.354e-08
-4.378,-7.2699,5.27e-09,8.5e-09,8.183e-08,2.787e-08,3.23e-10,3.14e-08
-4.368,-7.2599,1.206e-08,1.9212e-08,1.856e-07,6.342e-08,7.31e-10,7.14e-08
-4.358,-7.2499,2.694e-08,4.2526e-08,4.134e-07,1.414e-07,1.62e-09,1.59e-07
-4.348,-7.2399,5.9e-08,9.214e-08,9e-07,3.085e-07,3.52e-09,3.46e-07
-4.338,-7.2299,1.266e-07,1.9546e-07,1.926e-06,6.6e-07,7.46e-09,7.4e-07
-4.328,-7.2199,2.66e-07,4.0546e-07,4.026e-06,1.38e-06,1.554e-08,1.546e-06
-4.318,-7.2099,5.482e-07,8.244e-07,8.228e-06,2.832e-06,3.16e-08,3.16e-06
-4.308,-7.1999,1.106e-06,1.6446e-06,1.658e-05,5.696e-06,6.32e-08,6.36e-06
-4.298,-7.1899,2.188e-06,3.2024e-06,3.254e-05,1.122e-05,1.236e-07,1.248e-05
-4.288,-7.1799,4.236e-06,6.1222e-06,6.268e-05,2.164e-05,2.36e-07,2.4e-05
-4.278,-7.1699,8.06e-06,1.1472e-05,0.0001184,4.094e-05,4.44e-07,4.54e-05
-4.268,-7.1599,1.497e-05,2.098e-05,0.0002186,7.582e-05,8.16e-07,8.4e-05
-4.258,-7.1499,2.73e-05,3.7722e-05,0.000397,0.0001374,1.47e-06,0.0001522
-4.248,-7.1399,4.882e-05,6.622e-05,0.0007054,0.0002452,2.6e-06,0.00027
-4.238,-7.1299,8.56e-05,0.00011434,0.001228,0.0004278,4.48e-06,0.00047
-4.228,-7.1199,0.0001474,0.00019308,0.002096,0.0007326,7.61e-06,0.000804
-4.218,-7.1099,0.0002482,0.0003198,0.003518,0.001232,1.265e-05,0.001346
-4.208,-7.0999,0.0004106,0.00051924,0.00578,0.002026,2.06e-05,0.00222
-4.198,-7.0899,0.000664,0.000825,0.00932,0.003272,3.3e-05,0.00356
-4.188,-7.0799,0.00106,0.001289,0.01476,0.005188,5.16e-05,0.00564
-4.178,-7.0699,0.001656,0.0019696,0.02288,0.008086,7.94e-05,0.00874
-4.168,-7.0599,0.002542,0.0029528,0.03488,0.01234,0.0001198,0.01332
-4.158,-7.0499,0.003832,0.0043437,0.0522,0.01854,0.0001772,0.01992
-4.148,-7.0399,0.005674,0.006276,0.0767,0.0273,0.000258,0.0292
-4.138,-7.0299,0.00826,0.008872,0.1108,0.03954,0.000368,0.0422
-4.128,-7.0199,0.01182,0.012362,0.157,0.0563,0.000514,0.0598
-4.118,-7.0099,0.01658,0.01686,0.2194,0.0789,0.000708,0.0836
-4.108,-6.9999,0.02296,0.02255,0.301,0.1086,0.000958,0.1146
-4.098,-6.9899,0.0312,0.029724,0.4062,0.1472,0.001274,0.1544
-4.088,-6.9799,0.04178,0.038376,0.5396,0.1962,0.001666,0.206
-4.078,-6.9699,0.05508,0.048738,0.7058,0.2578,0.00214,0.268
-4.068,-6.9599,0.0714,0.06084,0.912,0.334,0.00272,0.346
-4.058,-6.9499,0.0916,0.0746,1.156,0.4259,0.00338,0.438
-4.048,-6.9399,0.1156,0.0899,1.448,0.5362,0.00416,0.548
-4.038,-6.9299,0.1436,0.10708,1.784,0.6652,0.00503,0.675
-4.028,-6.9199,0.1764,0.12494,2.178,0.8141,0.006,0.822
-4.018,-6.9099,0.2136,0.14378,2.616,0.986,0.00706,0.986
-4.008,-6.8999,0.2554,0.16274,3.104,1.176,0.00822,1.17
-3.998,-6.8899,0.3018,0.18176,3.64,1.39,0.00944,1.37
-3.988,-6.8799,0.3516,0.1996,4.22,1.62,0.01072,1.586
-3.978,-6.8699,0.4054,0.21634,4.832,1.864,0.01202,1.814
-3.968,-6.8599,0.4616,0.23136,5.47,2.126,0.01334,2.06
-3.958,-6.8499,0.519,0.24432,6.126,2.392,0.01468,2.3
-3.948,-6.8399,0.5768,0.2548,6.778,2.66,0.01596,2.54
-3.938,-6.8299,0.6328,0.26228,7.416,2.926,0.0172,2.76
-3.928,-6.8199,0.69,0.26714,8.012,3.178,0.01838,2.98
-3.918,-6.8099,0.736,0.26914,8.56,3.414,0.01942,3.2
-3.908,-6.7999,0.782,0.26807,9.04,3.622,0.0204,3.36
-3.898,-6.7899,0.816,0.26426,9.46,3.792,0.021,3.5
-3.888,-6.7799,0.84,0.25814,9.72,3.92,0.0216,3.6
-3.878,-6.7699,0.858,0.24932,9.88,3.996,0.022,3.66
-3.868,-6.7599,0.862,0.23842,9.9,4.018,0.022,3.68
-3.858,-6.7499,0.852,0.22584,9.79,3.986,0.0218,3.62
-3.848,-6.7399,0.834,0.21164,9.56,3.896,0.0214,3.54
-3.838,-6.7299,0.8,0.19628,9.16,3.75,0.0206,3.4
-3.828,-6.7199,0.758,0.1802,8.66,3.554,0.01968,3.22
-3.818,-6.7099,0.706,0.1631,8.094,3.312,0.01846,2.98
-3.808,-6.6999,0.6474,0.14624,7.416,3.042,0.01704,2.74
-3.798,-6.6899,0.5836,0.12914,6.688,2.742,0.0155,2.46
-3.788,-6.6799,0.5172,0.11224,5.93,2.432,0.01386,2.18
-3.778,-6.6699,0.4506,0.09644,5.164,2.122,0.01218,1.906
-3.768,-6.6599,0.3856,0.0818,4.42,1.818,0.01051,1.632
-3.758,-6.6499,0.3244,0.06808,3.722,1.53,0.00892,1.372
-3.748,-6.6399,0.2678,0.05582,3.074,1.264,0.00742,1.134
-3.738,-6.6299,0.217,0.045,2.492,1.024,0.00606,0.918
-3.728,-6.6199,0.1724,0.03564,1.98,0.814,0.00486,0.732
-3.718,-6.6099,0.1348,0.027742,1.546,0.6362,0.00382,0.57
-3.708,-6.5999,0.1032,0.02124,1.186,0.4874,0.00296,0.438
-3.698,-6.5899,0.0776,0.015936,0.892,0.3662,0.00224,0.328
-3.688,-6.5799,0.0571,0.011764,0.6566,0.2696,0.001656,0.242
-3.678,-6.5699,0.04126,0.008512,0.4748,0.195,0.001204,0.1752
-3.668,-6.5599,0.02922,0.006028,0.3362,0.1378,0.000858,0.1242
-3.658,-6.5499,0.02028,0.004194,0.2336,0.0958,0.000598,0.0862
-3.648,-6.5399,0.0138,0.00286,0.159,0.06518,0.00041,0.0588
-3.638,-6.5299,0.0092,0.0019156,0.1062,0.04348,0.000274,0.0392
-3.628,-6.5199,0.006022,0.0012566,0.06936,0.0284,0.0001803,0.0256
-3.618,-6.5099,0.003846,0.000807,0.04444,0.01818,0.000116,0.01642
-3.608,-6.4999,0.002414,0.0005088,0.02792,0.01142,7.3e-05,0.01032
-3.598,-6.4899,0.001484,0.0003142,0.01716,0.007013,4.5e-05,0.00634
-3.588,-6.4799,0.000894,0.00018994,0.01034,0.004224,2.72e-05,0.00382
-3.578,-6.4699,0.000526,0.00011274,0.0061,0.002492,1.612e-05,0.00226
-3.568,-6.4599,0.0003038,6.548e-05,0.003526,0.001438,9.34e-06,0.001306
-3.558,-6.4499,0.0001716,3.728e-05,0.001998,0.0008136,5.3e-06,0.00074
-3.548,-6.4399,9.5e-05,2.0772e-05,0.001106,0.000451,2.94e-06,0.00041
-3.538,-6.4299,5.162e-05,1.133e-05,0.0006012,0.0002446,1.602e-06,0.000222
-3.528,-6.4199,2.742e-05,6.064e-06,0.0003196,0.00013,8.54e-07,0.0001186
-3.518,-6.4099,1.428e-05,3.172e-06,0.0001666,6.767e-05,4.46e-07,6.18e-05
-3.508,-6.3999,7.26e-06,1.6276e-06,8.48e-05,3.446e-05,2.28e-07,3.16e-05
-3.498,-6.3899,3.622e-06,8.196e-07,4.24e-05,1.722e-05,1.136e-07,1.574e-05
-3.488,-6.3799,1.768e-06,4.02e-07,2.074e-05,8.384e-06,5.56e-08,7.7e-06
-3.478,-6.3699,8.44e-07,1.936e-07,9.94e-06,4.022e-06,2.66e-08,3.69e-06
-3.468,-6.3599,3.96e-07,9.142e-08,4.654e-06,1.884e-06,1.25e-08,1.73e-06
-3.458,-6.3499,1.816e-07,4.214e-08,2.136e-06,8.63e-07,5.74e-09,7.94e-07
-3.448,-6.3399,8.14e-08,1.9036e-08,9.6e-07,3.882e-07,2.58e-09,3.58e-07
-3.438,-6.3299,3.578e-08,8.434e-09,4.224e-07,1.706e-07,1.136e-09,1.572e-07
-3.428,-6.3199,1.54e-08,3.65e-09,1.818e-07,7.348e-08,4.89e-10,6.78e-08
-3.418,-6.3099,6.478e-09,1.547e-09,7.674e-08,3.094e-08,2.06e-10,2.86e-08
-3.408,-6.2999,2.67e-09,6.417e-10,3.168e-08,1.274e-08,8.5e-11,1.18e-08
-3.398,-6.2899,1.078e-09,2.61e-10,1.278e-08,5.149e-09,3.44e-11,4.78e-09
-3.388,-6.2799,4.256e-10,1.0376e-10,5.06e-09,2.034e-09,1.358e-11,1.888e-09
-3.378,-6.2699,1.644e-10,4.032e-11,1.958e-09,7.852e-10,5.26e-12,7.3e-10
-3.368,-6.2599,6.206e-11,1.5348e-11,7.394e-10,2.972e-10,1.987e-12,2.76e-10
-3.358,-6.2499,2.29e-11,5.688e-12,2.738e-10,1.096e-10,7.34e-13,1.022e-10
-3.348,-6.2399,7.98e-12,2.037e-12,9.54e-11,3.816e-11,2.6e-13,3.58e-11
-3.338,-6.2299,2.358e-12,6.607e-13,2.894e-11,1.147e-11,7.84e-14,1.09e-11
-3.328,-6.2199,5.298e-13,1.7742e-13,6.776e-12,2.63e-12,1.61e-14,2.58e-12
-3.318,-6.2099,1.372e-13,4.524e-14,1.791e-12,6.911e-13,4.22e-15,6.86e-13
-3.308,-6.1999,0,0,0,0,0,0
-3.298,-6.1899,0,0,0,0,0,0
-3.288,-6.1799,0,0,0,0,0,0
-3.278,-6.1699,0,0,0,0,0,0
-3.268,-6.1599,0,0,0,0,0,0
-3.258,-6.1499,0,0,0,0,0,0
-3.248,-6.1399,0,0,0,0,0,0
-3.238,-6.1299,0,0,0,0,0,0
-3.228,-6.1199,0,0,0,0,0,0
-3.218,-6.1099,0,0,0,0,0,0
-3.208,-6.0999,0,0,0,0,0,0
-3.198,-6.0899,0,0,0,0,0,0
-3.188,-6.0799,0,0,0,0,0,0
-3.178,-6.0699,0,0,0,0,0,0
-3.168,-6.0599,0,0,0,0,0,0
-3.158,-6.0499,0,0,0,0,0,0
-3.148,-6.0399,0,0,0,0,0,0
-3.138,-6.0299,0,0,0,0,0,0
-3.128,-6.0199,0,0,0,0,0,0
-3.118,-6.0099,0,0,0,0,0,0
-3.108,-5.9999,0,0,0,0,0,0
-3.098,-5.9899,0,0,0,0,0,0
-3.088,-5.9799,0,0,0,0,0,0
-3.078,-5.9699,0,0,0,0,0,0
-3.068,-5.9599,0,0,0,0,0,0
-3.058,-5.9499,0,0,0,0,0,0
-3.048,-5.9399,0,0,0,0,0,0
-3.038,-5.9299,0,0,0,0,0,0
-3.028,-5.9199,0,0,0,0,0,0
-3.018,-5.9099,0,0,0,0,0,0
-3.008,-5.8999,0,0,0,0,0,0
-2.998,-5.8899,0,0,0,0,0,0
-2.988,-5.8799,0,0,0,0,0,0
-2.978,-5.8699,0,0,0,0,0,0
-2.968,-5.8599,0,0,0,0,0,0
-2.958,-5.8499,0,0,0,0,0,0
-2.948,-5.8399,0,0,0,0,0,0
-2.938,-5.8299,0,0,0,0,0,0
-2.928,-5.8199,0,0,0,0,0,0
-2.918,-5.8099,0,0,0,0,0,0
-2.908,-5.7999,0,0,0,0,0,0
-2.898,-5.7899,0,0,0,0,0,0
-2.888,-5.7799,0,0,0,0,0,0
-2.878,-5.7699,0,0,0,0,0,0
-2.868,-5.7599,0,0,0,0,0,0
-2.858,-5.7499,0,0,0,0,0,0
-2.848,-5.7399,0,0,0,0,0,0
-2.838,-5.7299,0,0,0,0,0,0
-2.828,-5.7199,0,0,0,0,0,0
-2.818,-5.7099,0,0,0,0,0,0
-2.808,-5.6999,0,0,0,0,0,0
-2.798,-5.6899,0,0,0,0,0,0
-2.788,-5.6799,0,0,0,0,0,0
-2.778,-5.6699,0,0,0,0,0,0
-2.768,-5.6599,0,0,0,0,0,0
-2.758,-5.6499,0,0,0,0,0,0
-2.748,-5.6399,0,0,0,0,0,0
-2.738,-5.6299,0,0,0,0,0,0
-2.728,-5.6199,0,0,0,0,0,0
-2.718,-5.6099,0,0,0,0,0,0
-2.708,-5.5999,0,0,0,0,0,0
-2.698,-5.5899,0,0,0,0,0,0
-2.688,-5.5799,0,0,0,0,0,0
-2.678,-5.5699,0,0,0,0,0,0
-2.668,-5.5599,0,0,0,0,0,0
-2.658,-5.5499,0,0,0,0,0,0
-2.648,-5.5399,0,0,0,0,0,0
-2.638,-5.5299,0,0,0,0,0,0
-2.628,-5.5199,0,0,0,0,0,0
-2.618,-5.5099,0,0,0,0,0,0
-2.608,-5.4999,0,0,0,0,0,0
-2.598,-5.4899,0,0,0,0,0,0
-2.588,-5.4799,0,0,0,0,0,0
-2.578,-5.4699,0,0,0,0,0,0
-2.568,-5.4599,0,0,0,0,0,0
-2.558,-5.4499,0,0,0,0,0,0
-2.548,-5.4399,0,0,0,0,0,0
-2.538,-5.4299,0,0,0,0,0,0
-2.528,-5.4199,0,0,0,0,0,0
-2.518,-5.4099,0,0,0,0,0,0
-2.508,-5.3999,0,0,0,0,0,0
-2.498,-5.3899,2.05e-13,2.70795e-14,1.26e-12,1.1612e-13,3.5e-13,6.68e-16
-2.488,-5.3799,5.863e-13,7.7432e-14,3.59e-12,3.319e-13,1.002e-12,1.908e-15
-2.478,-5.3699,1.826e-12,2.24257e-13,1.119e-11,1.0356e-12,3.12e-12,6.22e-15
-2.468,-5.3599,5.018e-12,6.1274e-13,3.073e-11,2.85e-12,8.57e-12,1.711e-14
-2.458,-5.3499,1.35e-11,1.64479e-12,8.26e-11,7.652e-12,2.3e-11,4.6e-14
-2.448,-5.3399,3.571e-11,4.3238e-12,2.187e-10,2.03e-11,6.1e-11,1.225e-13
-2.438,-5.3299,9.26e-11,1.11433e-11,5.668e-10,5.267e-11,1.582e-10,3.19e-13
-2.428,-5.3199,2.336e-10,2.80037e-11,1.432e-09,1.3302e-10,4e-10,8.13e-13
-2.418,-5.3099,5.775e-10,6.8831e-11,3.537e-09,3.283e-10,9.86e-10,2.02e-12
-2.408,-5.2999,1.392e-09,1.65461e-10,8.548e-09,7.95e-10,2.38e-09,4.89e-12
-2.398,-5.2899,3.296e-09,3.8905e-10,2.022e-08,1.88e-09,5.64e-09,1.161e-11
-2.388,-5.2799,7.64e-09,8.9552e-10,4.677e-08,4.352e-09,1.305e-08,2.7e-11
-2.378,-5.2699,1.73e-08,2.01667e-09,1.062e-07,9.864e-09,2.96e-08,6.15e-11
-2.368,-5.2599,3.833e-08,4.4464e-09,2.352e-07,2.187e-08,6.56e-08,1.371e-10
-2.358,-5.2499,8.32e-08,9.5997e-09,5.107e-07,4.755e-08,1.424e-07,3e-10
-2.348,-5.2399,1.768e-07,2.02613e-08,1.086e-06,1.0118e-07,3.02e-07,6.41e-10
-2.338,-5.2299,3.681e-07,4.1851e-08,2.261e-06,2.107e-07,6.3e-07,1.343e-09
-2.328,-5.2199,7.5e-07,8.4653e-08,4.61e-06,4.298e-07,1.286e-06,2.76e-09
-2.318,-5.2099,1.498e-06,1.67652e-07,9.188e-06,8.58e-07,2.56e-06,5.55e-09
-2.308,-5.1999,2.926e-06,3.2499e-07,1.8e-05,1.6792e-06,5.02e-06,1.095e-08
-2.298,-5.1899,5.603e-06,6.164e-07,3.446e-05,3.22e-06,9.62e-06,2.12e-08
-2.288,-5.1799,1.05e-05,1.14581e-06,6.466e-05,6.038e-06,1.804e-05,4.01e-08
-2.278,-5.1699,1.93e-05,2.0886e-06,0.0001188,1.1112e-05,3.32e-05,7.46e-08
-2.268,-5.1599,3.474e-05,3.7196e-06,0.0002141,2.006e-05,5.98e-05,1.358e-07
-2.258,-5.1499,6.12e-05,6.4908e-06,0.0003781,3.545e-05,0.0001056,2.42e-07
-2.248,-5.1399,0.000106,1.11219e-05,0.0006554,6.152e-05,0.0001826,4.26e-07
-2.238,-5.1299,0.0001798,1.8663e-05,0.00111,0.0001042,0.00031,7.34e-07
-2.228,-5.1199,0.0002984,3.0653e-05,0.001848,0.00017364,0.000516,1.239e-06
-2.218,-5.1099,0.0004866,4.9429e-05,0.003016,0.0002836,0.000842,2.06e-06
-2.208,-5.0999,0.000776,7.8166e-05,0.004826,0.0004547,0.001348,3.34e-06
-2.198,-5.0899,0.001222,0.00012108,0.007577,0.0007136,0.00212,5.36e-06
-2.188,-5.0799,0.001876,0.00018386,0.0117,0.0011038,0.00326,8.42e-06
-2.178,-5.0699,0.002836,0.00027433,0.01768,0.0016732,0.00494,1.298e-05
-2.168,-5.0599,0.004202,0.00040225,0.02624,0.002486,0.00734,1.97e-05
-2.158,-5.0499,0.006102,0.00058046,0.03832,0.003632,0.0107,2.94e-05
-2.148,-5.0399,0.00876,0.00082025,0.05494,0.005215,0.01534,4.3e-05
-2.138,-5.0299,0.0123,0.0011378,0.0773,0.007348,0.0216,6.2e-05
-2.128,-5.0199,0.01694,0.0015597,0.1068,0.01018,0.0298,8.78e-05
-2.118,-5.0099,0.02296,0.0021006,0.1456,0.01388,0.0406,0.0001224
-2.108,-4.9999,0.03058,0.0027844,0.1948,0.01858,0.0544,0.0001676
-2.098,-4.9899,0.04008,0.0036414,0.256,0.02444,0.0714,0.000226
-2.088,-4.9799,0.05164,0.0046964,0.331,0.0317,0.0924,0.0003
-2.078,-4.9699,0.0654,0.0059692,0.4216,0.04044,0.1176,0.000392
-2.068,-4.9599,0.0814,0.0074852,0.5276,0.05076,0.1474,0.000504
-2.058,-4.9499,0.1002,0.009304,0.6526,0.06286,0.182,0.000636
-2.048,-4.9399,0.121,0.011452,0.792,0.07648,0.222,0.000794
-2.038,-4.9299,0.1442,0.013904,0.9504,0.09172,0.266,0.000976
-2.028,-4.9199,0.1694,0.016776,1.122,0.10872,0.314,0.001184
-2.018,-4.9099,0.196,0.02,1.312,0.12704,0.366,0.001416
-2.008,-4.8999,0.224,0.023712,1.508,0.1464,0.42,0.001674
-1.998,-4.8899,0.2526,0.027822,1.72,0.1676,0.478,0.001954
-1.988,-4.8799,0.2816,0.032498,1.934,0.189,0.538,0.00226
-1.978,-4.8699,0.3102,0.037664,2.156,0.2112,0.6,0.00258
-1.968,-4.8599,0.339,0.043318,2.382,0.2338,0.662,0.00292
-1.958,-4.8499,0.367,0.04954,2.61,0.257,0.724,0.0033
-1.948,-4.8399,0.3944,0.05627,2.84,0.2802,0.788,0.00368
-1.938,-4.8299,0.4208,0.06346,3.07,0.304,0.85,0.00408
-1.928,-4.8199,0.4468,0.07118,3.306,0.3278,0.914,0.0045
-1.918,-4.8099,0.473,0.0792,3.54,0.3516,0.976,0.00492
-1.908,-4.7999,0.4984,0.08728,3.77,0.3756,1.04,0.00536
-1.898,-4.7899,0.524,0.09554,4.004,0.3994,1.102,0.00582
-1.888,-4.7799,0.5496,0.10404,4.236,0.423,1.164,0.00628
-1.878,-4.7699,0.5762,0.11192,4.468,0.446,1.226,0.00674
-1.868,-4.7599,0.602,0.12024,4.699,0.4686,1.286,0.00722
-1.858,-4.7499,0.6244,0.1277,4.925,0.4908,1.344,0.0077
-1.848,-4.7399,0.6508,0.13478,5.148,0.5124,1.402,0.00818
-1.838,-4.7299,0.6778,0.14166,5.366,0.5334,1.458,0.00868
-1.828,-4.7199,0.7012,0.14854,5.581,0.5543,1.514,0.00918
-1.818,-4.7099,0.724,0.1548,5.804,0.5752,1.57,0.0097
-1.808,-4.6999,0.748,0.16128,6.029,0.5972,1.628,0.01022
-1.798,-4.6899,0.77,0.1682,6.27,0.6204,1.69,0.01076
-1.788,-4.6799,0.794,0.17534,6.528,0.6456,1.755,0.0113
-1.778,-4.6699,0.82,0.18316,6.806,0.6738,1.828,0.01188
-1.768,-4.6599,0.842,0.1916,7.116,0.7052,1.908,0.01244
-1.758,-4.6499,0.868,0.20104,7.461,0.7408,1.996,0.013
-1.748,-4.6399,0.894,0.21194,7.836,0.7802,2.1,0.01354
-1.738,-4.6299,0.924,0.22348,8.232,0.8236,2.2,0.01406
-1.728,-4.6199,0.95,0.23614,8.68,0.872,2.32,0.01454
-1.718,-4.6099,0.978,0.24922,9.16,0.92,2.44,0.01496
-1.708,-4.5999,1.008,0.26296,9.6,0.972,2.56,0.01533
-1.698,-4.5899,1.032,0.27626,10.08,1.024,2.68,0.01562
-1.688,-4.5799,1.06,0.28936,10.56,1.074,2.8,0.01582
-1.678,-4.5699,1.082,0.3017,11,1.124,2.92,0.01594
-1.668,-4.5599,1.102,0.31254,11.4,1.17,3.04,0.01596
-1.658,-4.5499,1.118,0.3216,11.76,1.21,3.14,0.01588
-1.648,-4.5399,1.128,0.32902,12.1,1.246,3.22,0.01572
-1.638,-4.5299,1.134,0.33404,12.36,1.276,3.28,0.01548
-1.628,-4.5199,1.134,0.33674,12.54,1.299,3.32,0.01515
-1.618,-4.5099,1.132,0.33738,12.68,1.314,3.36,0.01476
-1.608,-4.4999,1.122,0.33534,12.72,1.322,3.36,0.0143
-1.598,-4.4899,1.106,0.33159,12.72,1.324,3.36,0.01378
-1.588,-4.4799,1.084,0.32562,12.66,1.318,3.34,0.01322
-1.578,-4.4699,1.062,0.318,12.54,1.3054,3.32,0.01264
-1.568,-4.4599,1.036,0.3096,12.4,1.293,3.28,0.012
-1.558,-4.4499,1.008,0.30028,12.28,1.2744,3.22,0.01136
-1.548,-4.4399,0.98,0.29086,12.08,1.2582,3.18,0.0107
-1.538,-4.4299,0.95,0.28184,11.96,1.2422,3.14,0.01004
-1.528,-4.4199,0.922,0.27386,11.8,1.2264,3.1,0.00938
-1.518,-4.4099,0.9,0.26714,11.7,1.2174,3.06,0.00876
-1.508,-4.3999,0.88,0.2628,11.68,1.209,3.06,0.00814
-1.498,-4.3899,0.864,0.26022,11.7,1.2112,3.06,0.00758
-1.488,-4.3799,0.85,0.25966,11.78,1.214,3.08,0.00706
-1.478,-4.3699,0.846,0.26192,11.92,1.2238,3.1,0.0066
-1.468,-4.3599,0.844,0.26576,12.12,1.24,3.16,0.0062
-1.458,-4.3499,0.846,0.27196,12.34,1.2588,3.22,0.00586
-1.448,-4.3399,0.85,0.2795,12.66,1.2822,3.28,0.00558
-1.438,-4.3299,0.858,0.28734,12.92,1.3018,3.34,0.00534
-1.428,-4.3199,0.862,0.29602,13.16,1.3238,3.4,0.00514
-1.418,-4.3099,0.87,0.30364,13.42,1.3397,3.46,0.00496
-1.408,-4.2999,0.874,0.3108,13.56,1.3496,3.5,0.00482
-1.398,-4.2899,0.872,0.31626,13.66,1.3556,3.52,0.00468
-1.388,-4.2799,0.868,0.3196,13.66,1.3494,3.52,0.00454
-1.378,-4.2699,0.854,0.32072,13.56,1.3314,3.48,0.00438
-1.368,-4.2599,0.836,0.31952,13.32,1.3016,3.42,0.00422
-1.358,-4.2499,0.81,0.31556,12.98,1.2642,3.32,0.00404
-1.348,-4.2399,0.776,0.30924,12.576,1.2154,3.2,0.00386
-1.338,-4.2299,0.74,0.30082,11.988,1.162,3.06,0.00368
-1.328,-4.2199,0.696,0.29032,11.4,1.098,2.9,0.00348
-1.318,-4.2099,0.648,0.27792,10.714,1.0299,2.72,0.00332
-1.308,-4.1999,0.6016,0.26456,9.999,0.9583,2.54,0.00316
-1.298,-4.1899,0.5536,0.251,9.318,0.8876,2.36,0.00306
-1.288,-4.1799,0.5058,0.2363,8.636,0.8201,2.18,0.003
-1.278,-4.1699,0.4614,0.2225,7.999,0.7588,2.02,0.003
-1.268,-4.1599,0.4208,0.20896,7.413,0.7049,1.868,0.0031
-1.258,-4.1499,0.3862,0.19676,6.926,0.6602,1.742,0.00326
-1.248,-4.1399,0.3572,0.18526,6.542,0.6251,1.641,0.00352
-1.238,-4.1299,0.335,0.17546,6.256,0.6009,1.567,0.00386
-1.228,-4.1199,0.3194,0.16678,6.08,0.5886,1.519,0.00428
-1.218,-4.1099,0.309,0.15938,5.988,0.5842,1.494,0.00474
-1.208,-4.0999,0.3044,0.15308,5.97,0.5868,1.49,0.00526
-1.198,-4.0899,0.3032,0.14736,6.02,0.5939,1.5,0.00578
-1.188,-4.0799,0.305,0.1423,6.094,0.6046,1.517,0.00628
-1.178,-4.0699,0.3074,0.137233,6.174,0.6156,1.536,0.00674
