# li3po4_mp-13725 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.892 eV. Gap is the fixed-occ nscf value (5.912 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,O_p,O_s,P_p,P_s
-22.888,-25.7799,0,0,0,0,0,0
-22.878,-25.7699,0,0,0,0,0,0
-22.868,-25.7599,0,0,0,0,0,0
-22.858,-25.7499,0,0,0,0,0,0
-22.848,-25.7399,0,0,0,0,0,0
-22.838,-25.7299,0,0,0,0,0,0
-22.828,-25.7199,0,0,0,0,0,0
-22.818,-25.7099,0,0,0,0,0,0
-22.808,-25.6999,0,0,0,0,0,0
-22.798,-25.6899,0,0,0,0,0,0
-22.788,-25.6799,0,0,0,0,0,0
-22.778,-25.6699,0,0,0,0,0,0
-22.768,-25.6599,0,0,0,0,0,0
-22.758,-25.6499,0,0,0,0,0,0
-22.748,-25.6399,0,0,0,0,0,0
-22.738,-25.6299,0,0,0,0,0,0
-22.728,-25.6199,0,0,0,0,0,0
-22.718,-25.6099,0,0,0,0,0,0
-22.708,-25.5999,0,0,0,0,0,0
-22.698,-25.5899,0,0,0,0,0,0
-22.688,-25.5799,0,0,0,0,0,0
-22.678,-25.5699,0,0,0,0,0,0
-22.668,-25.5599,0,0,0,0,0,0
-22.658,-25.5499,0,0,0,0,0,0
-22.648,-25.5399,0,0,0,0,0,0
-22.638,-25.5299,0,0,0,0,0,0
-22.628,-25.5199,0,0,0,0,0,0
-22.618,-25.5099,0,0,0,0,0,0
-22.608,-25.4999,0,0,0,0,0,0
-22.598,-25.4899,0,0,0,0,0,0
-22.588,-25.4799,0,0,0,0,0,0
-22.578,-25.4699,0,0,0,0,0,0
-22.568,-25.4599,0,0,0,0,0,0
-22.558,-25.4499,0,0,0,0,0,0
-22.548,-25.4399,0,0,0,0,0,0
-22.538,-25.4299,0,0,0,0,0,0
-22.528,-25.4199,0,0,0,0,0,0
-22.518,-25.4099,0,0,0,0,0,0
-22.508,-25.3999,0,0,0,0,0,0
-22.498,-25.3899,0,0,0,0,0,0
-22.488,-25.3799,0,0,0,0,0,0
-22.478,-25.3699,0,0,0,0,0,0
-22.468,-25.3599,0,0,0,0,0,0
-22.458,-25.3499,0,0,0,0,0,0
-22.448,-25.3399,0,0,0,0,0,0
-22.438,-25.3299,0,0,0,0,0,0
-22.428,-25.3199,0,0,0,0,0,0
-22.418,-25.3099,0,0,0,0,0,0
-22.408,-25.2999,0,0,0,0,0,0
-22.398,-25.2899,0,0,0,0,0,0
-22.388,-25.2799,0,0,0,0,0,0
-22.378,-25.2699,0,0,0,0,0,0
-22.368,-25.2599,0,0,0,0,0,0
-22.358,-25.2499,0,0,0,0,0,0
-22.348,-25.2399,0,0,0,0,0,0
-22.338,-25.2299,0,0,0,0,0,0
-22.328,-25.2199,0,0,0,0,0,0
-22.318,-25.2099,0,0,0,0,0,0
-22.308,-25.1999,0,0,0,0,0,0
-22.298,-25.1899,0,0,0,0,0,0
-22.288,-25.1799,0,0,0,0,0,0
-22.278,-25.1699,0,0,0,0,0,0
-22.268,-25.1599,0,0,0,0,0,0
-22.258,-25.1499,0,0,0,0,0,0
-22.248,-25.1399,0,0,0,0,0,0
-22.238,-25.1299,0,0,0,0,0,0
-22.228,-25.1199,0,0,0,0,0,0
-22.218,-25.1099,0,0,0,0,0,0
-22.208,-25.0999,0,0,0,0,0,0
-22.198,-25.0899,0,0,0,0,0,0
-22.188,-25.0799,0,0,0,0,0,0
-22.178,-25.0699,0,0,0,0,0,0
-22.168,-25.0599,0,0,0,0,0,0
-22.158,-25.0499,0,0,0,0,0,0
-22.148,-25.0399,0,0,0,0,0,0
-22.138,-25.0299,0,0,0,0,0,0
-22.128,-25.0199,0,0,0,0,0,0
-22.118,-25.0099,0,0,0,0,0,0
-22.108,-24.9999,0,0,0,0,0,0
-22.098,-24.9899,0,0,0,0,0,0
-22.088,-24.9799,0,0,0,0,0,0
-22.078,-24.9699,0,0,0,0,0,0
-22.068,-24.9599,0,0,0,0,0,0
-22.058,-24.9499,0,0,0,0,0,0
-22.048,-24.9399,0,0,0,0,0,0
-22.038,-24.9299,0,0,0,0,0,0
-22.028,-24.9199,0,0,0,0,0,0
-22.018,-24.9099,0,0,0,0,0,0
-22.008,-24.8999,0,0,0,0,0,0
-21.998,-24.8899,0,0,0,0,0,0
-21.988,-24.8799,0,0,0,0,0,0
-21.978,-24.8699,0,0,0,0,0,0
-21.968,-24.8599,0,0,0,0,0,0
-21.958,-24.8499,0,0,0,0,0,0
-21.948,-24.8399,0,0,0,0,0,0
-21.938,-24.8299,0,0,0,0,0,0
-21.928,-24.8199,0,0,0,0,0,0
-21.918,-24.8099,0,0,0,0,0,0
-21.908,-24.7999,0,0,0,0,0,0
-21.898,-24.7899,0,0,0,0,0,0
-21.888,-24.7799,0,0,0,0,0,0
-21.878,-24.7699,0,0,0,0,0,0
-21.868,-24.7599,0,0,0,0,0,0
-21.858,-24.7499,0,0,0,0,0,0
-21.848,-24.7399,0,0,0,0,0,0
-21.838,-24.7299,0,0,0,0,0,0
-21.828,-24.7199,0,0,0,0,0,0
-21.818,-24.7099,0,0,0,0,0,0
-21.808,-24.6999,0,0,0,0,0,0
-21.798,-24.6899,0,0,0,0,0,0
-21.788,-24.6799,0,0,0,0,0,0
-21.778,-24.6699,0,0,0,0,0,0
-21.768,-24.6599,0,0,0,0,0,0
-21.758,-24.6499,0,0,0,0,0,0
-21.748,-24.6399,0,0,0,0,0,0
-21.738,-24.6299,0,0,0,0,0,0
-21.728,-24.6199,0,0,0,0,0,0
-21.718,-24.6099,0,0,0,0,0,0
-21.708,-24.5999,0,0,0,0,0,0
-21.698,-24.5899,0,0,0,0,0,0
-21.688,-24.5799,0,0,0,0,0,0
-21.678,-24.5699,0,0,0,0,0,0
-21.668,-24.5599,0,0,0,0,0,0
-21.658,-24.5499,0,0,0,0,0,0
-21.648,-24.5399,0,0,0,0,0,0
-21.638,-24.5299,0,0,0,0,0,0
-21.628,-24.5199,0,0,0,0,0,0
-21.618,-24.5099,0,0,0,0,0,0
-21.608,-24.4999,0,0,0,0,0,0
-21.598,-24.4899,0,0,0,0,0,0
-21.588,-24.4799,0,0,0,0,0,0
-21.578,-24.4699,0,0,0,0,0,0
-21.568,-24.4599,0,0,0,0,0,0
-21.558,-24.4499,0,0,0,0,0,0
-21.548,-24.4399,0,0,0,0,0,0
-21.538,-24.4299,0,0,0,0,0,0
-21.528,-24.4199,0,0,0,0,0,0
-21.518,-24.4099,0,0,0,0,0,0
-21.508,-24.3999,0,0,0,0,0,0
-21.498,-24.3899,0,0,0,0,0,0
-21.488,-24.3799,0,0,0,0,0,0
-21.478,-24.3699,0,0,0,0,0,0
-21.468,-24.3599,0,0,0,0,0,0
-21.458,-24.3499,0,0,0,0,0,0
-21.448,-24.3399,0,0,0,0,0,0
-21.438,-24.3299,0,0,0,0,0,0
-21.428,-24.3199,0,0,0,0,0,0
-21.418,-24.3099,0,0,0,0,0,0
-21.408,-24.2999,0,0,0,0,0,0
-21.398,-24.2899,0,0,0,0,0,0
-21.388,-24.2799,0,0,0,0,0,0
-21.378,-24.2699,0,0,0,0,0,0
-21.368,-24.2599,0,0,0,0,0,0
-21.358,-24.2499,0,0,0,0,0,0
-21.348,-24.2399,0,0,0,0,0,0
-21.338,-24.2299,0,0,0,0,0,0
-21.328,-24.2199,0,0,0,0,0,0
-21.318,-24.2099,0,0,0,0,0,0
-21.308,-24.1999,0,0,0,0,0,0
-21.298,-24.1899,0,0,0,0,0,0
-21.288,-24.1799,0,0,0,0,0,0
-21.278,-24.1699,0,0,0,0,0,0
-21.268,-24.1599,0,0,0,0,0,0
-21.258,-24.1499,0,0,0,0,0,0
-21.248,-24.1399,0,0,0,0,0,0
-21.238,-24.1299,0,0,0,0,0,0
-21.228,-24.1199,0,0,0,0,0,0
-21.218,-24.1099,0,0,0,0,0,0
-21.208,-24.0999,0,0,0,0,0,0
-21.198,-24.0899,0,0,0,0,0,0
-21.188,-24.0799,0,0,0,0,0,0
-21.178,-24.0699,0,0,0,0,0,0
-21.168,-24.0599,0,0,0,0,0,0
-21.158,-24.0499,0,0,0,0,0,0
-21.148,-24.0399,0,0,0,0,0,0
-21.138,-24.0299,0,0,0,0,0,0
-21.128,-24.0199,0,0,0,0,0,0
-21.118,-24.0099,0,0,0,0,0,0
-21.108,-23.9999,0,0,0,0,0,0
-21.098,-23.9899,0,0,0,0,0,0
-21.088,-23.9799,0,0,0,0,0,0
-21.078,-23.9699,0,0,0,0,0,0
-21.068,-23.9599,0,0,0,0,0,0
-21.058,-23.9499,0,0,0,0,0,0
-21.048,-23.9399,0,0,0,0,0,0
-21.038,-23.9299,0,0,0,0,0,0
-21.028,-23.9199,0,0,0,0,0,0
-21.018,-23.9099,0,0,0,0,0,0
-21.008,-23.8999,0,0,0,0,0,0
-20.998,-23.8899,0,0,0,0,0,0
-20.988,-23.8799,0,0,0,0,0,0
-20.978,-23.8699,0,0,0,0,0,0
-20.968,-23.8599,0,0,0,0,0,0
-20.958,-23.8499,0,0,0,0,0,0
-20.948,-23.8399,0,0,0,0,0,0
-20.938,-23.8299,0,0,0,0,0,0
-20.928,-23.8199,0,0,0,0,0,0
-20.918,-23.8099,0,0,0,0,0,0
-20.908,-23.7999,0,0,0,0,0,0
-20.898,-23.7899,0,0,0,0,0,0
-20.888,-23.7799,0,0,0,0,0,0
-20.878,-23.7699,0,0,0,0,0,0
-20.868,-23.7599,0,0,0,0,0,0
-20.858,-23.7499,0,0,0,0,0,0
-20.848,-23.7399,0,0,0,0,0,0
-20.838,-23.7299,0,0,0,0,0,0
-20.828,-23.7199,0,0,0,0,0,0
-20.818,-23.7099,0,0,0,0,0,0
-20.808,-23.6999,0,0,0,0,0,0
-20.798,-23.6899,0,0,0,0,0,0
-20.788,-23.6799,0,0,0,0,0,0
-20.778,-23.6699,0,0,0,0,0,0
-20.768,-23.6599,0,0,0,0,0,0
-20.758,-23.6499,0,0,0,0,0,0
-20.748,-23.6399,0,0,0,0,0,0
-20.738,-23.6299,0,0,0,0,0,0
-20.728,-23.6199,0,0,0,0,0,0
-20.718,-23.6099,0,0,0,0,0,0
-20.708,-23.5999,0,0,0,0,0,0
-20.698,-23.5899,0,0,0,0,0,0
-20.688,-23.5799,0,0,0,0,0,0
-20.678,-23.5699,0,0,0,0,0,0
-20.668,-23.5599,0,0,0,0,0,0
-20.658,-23.5499,0,0,0,0,0,0
-20.648,-23.5399,0,0,0,0,0,0
-20.638,-23.5299,0,0,0,0,0,0
-20.628,-23.5199,0,0,0,0,0,0
-20.618,-23.5099,0,0,0,0,0,0
-20.608,-23.4999,0,0,0,0,0,0
-20.598,-23.4899,0,0,0,0,0,0
-20.588,-23.4799,0,0,0,0,0,0
-20.578,-23.4699,0,0,0,0,0,0
-20.568,-23.4599,0,0,0,0,0,0
-20.558,-23.4499,0,0,0,0,0,0
-20.548,-23.4399,0,0,0,0,0,0
-20.538,-23.4299,0,0,0,0,0,0
-20.528,-23.4199,0,0,0,0,0,0
-20.518,-23.4099,0,0,0,0,0,0
-20.508,-23.3999,0,0,0,0,0,0
-20.498,-23.3899,0,0,0,0,0,0
-20.488,-23.3799,0,0,0,0,0,0
-20.478,-23.3699,0,0,0,0,0,0
-20.468,-23.3599,0,0,0,0,0,0
-20.458,-23.3499,0,0,0,0,0,0
-20.448,-23.3399,0,0,0,0,0,0
-20.438,-23.3299,0,0,0,0,0,0
-20.428,-23.3199,0,0,0,0,0,0
-20.418,-23.3099,0,0,0,0,0,0
-20.408,-23.2999,0,0,0,0,0,0
-20.398,-23.2899,0,0,0,0,0,0
-20.388,-23.2799,0,0,0,0,0,0
-20.378,-23.2699,0,0,0,0,0,0
-20.368,-23.2599,0,0,0,0,0,0
-20.358,-23.2499,0,0,0,0,0,0
-20.348,-23.2399,0,0,0,0,0,0
-20.338,-23.2299,0,0,0,0,0,0
-20.328,-23.2199,0,0,0,0,0,0
-20.318,-23.2099,0,0,0,0,0,0
-20.308,-23.1999,0,0,0,0,0,0
-20.298,-23.1899,0,0,0,0,0,0
-20.288,-23.1799,0,0,0,0,0,0
-20.278,-23.1699,0,0,0,0,0,0
-20.268,-23.1599,0,0,0,0,0,0
-20.258,-23.1499,0,0,0,0,0,0
-20.248,-23.1399,0,0,0,0,0,0
-20.238,-23.1299,0,0,0,0,0,0
-20.228,-23.1199,0,0,0,0,0,0
-20.218,-23.1099,0,0,0,0,0,0
-20.208,-23.0999,0,0,0,0,0,0
-20.198,-23.0899,0,0,0,0,0,0
-20.188,-23.0799,0,0,0,0,0,0
-20.178,-23.0699,0,0,0,0,0,0
-20.168,-23.0599,0,0,0,0,0,0
-20.158,-23.0499,0,0,0,0,0,0
-20.148,-23.0399,0,0,0,0,0,0
-20.138,-23.0299,0,0,0,0,0,0
-20.128,-23.0199,0,0,0,0,0,0
-20.118,-23.0099,0,0,0,0,0,0
-20.108,-22.9999,0,0,0,0,0,0
-20.098,-22.9899,0,0,0,0,0,0
-20.088,-22.9799,0,0,0,0,0,0
-20.078,-22.9699,0,0,0,0,0,0
-20.068,-22.9599,0,0,0,0,0,0
-20.058,-22.9499,0,0,0,0,0,0
-20.048,-22.9399,0,0,0,0,0,0
-20.038,-22.9299,0,0,0,0,0,0
-20.028,-22.9199,0,0,0,0,0,0
-20.018,-22.9099,0,0,0,0,0,0
-20.008,-22.8999,0,0,0,0,0,0
-19.998,-22.8899,0,0,0,0,0,0
-19.988,-22.8799,0,0,0,0,0,0
-19.978,-22.8699,0,0,0,0,0,0
-19.968,-22.8599,0,0,0,0,0,0
-19.958,-22.8499,0,0,0,0,0,0
-19.948,-22.8399,0,0,0,0,0,0
-19.938,-22.8299,0,0,0,0,0,0
-19.928,-22.8199,0,0,0,0,0,0
-19.918,-22.8099,0,0,0,0,0,0
-19.908,-22.7999,0,0,0,0,0,0
-19.898,-22.7899,0,0,0,0,0,0
-19.888,-22.7799,0,0,0,0,0,0
-19.878,-22.7699,0,0,0,0,0,0
-19.868,-22.7599,0,0,0,0,0,0
-19.858,-22.7499,0,0,0,0,0,0
-19.848,-22.7399,0,0,0,0,0,0
-19.838,-22.7299,0,0,0,0,0,0
-19.828,-22.7199,0,0,0,0,0,0
-19.818,-22.7099,0,0,0,0,0,0
-19.808,-22.6999,0,0,0,0,0,0
-19.798,-22.6899,0,0,0,0,0,0
-19.788,-22.6799,0,0,0,0,0,0
-19.778,-22.6699,0,0,0,0,0,0
-19.768,-22.6599,0,0,0,0,0,0
-19.758,-22.6499,0,0,0,0,0,0
-19.748,-22.6399,0,0,0,0,0,0
-19.738,-22.6299,0,0,0,0,0,0
-19.728,-22.6199,0,0,0,0,0,0
-19.718,-22.6099,0,0,0,0,0,0
-19.708,-22.5999,0,0,0,0,0,0
-19.698,-22.5899,0,0,0,0,0,0
-19.688,-22.5799,0,0,0,0,0,0
-19.678,-22.5699,0,0,0,0,0,0
-19.668,-22.5599,0,0,0,0,0,0
-19.658,-22.5499,0,0,0,0,0,0
-19.648,-22.5399,0,0,0,0,0,0
-19.638,-22.5299,0,0,0,0,0,0
-19.628,-22.5199,0,0,0,0,0,0
-19.618,-22.5099,0,0,0,0,0,0
-19.608,-22.4999,0,0,0,0,0,0
-19.598,-22.4899,0,0,0,0,0,0
-19.588,-22.4799,0,0,0,0,0,0
-19.578,-22.4699,0,0,0,0,0,0
-19.568,-22.4599,0,0,0,0,0,0
-19.558,-22.4499,0,0,0,0,0,0
-19.548,-22.4399,0,0,0,0,0,0
-19.538,-22.4299,0,0,0,0,0,0
-19.528,-22.4199,0,0,0,0,0,0
-19.518,-22.4099,0,0,0,0,0,0
-19.508,-22.3999,0,0,0,0,0,0
-19.498,-22.3899,0,0,0,0,0,0
-19.488,-22.3799,0,0,0,0,0,0
-19.478,-22.3699,0,0,0,0,0,0
-19.468,-22.3599,0,0,0,0,0,0
-19.458,-22.3499,0,0,0,0,0,0
-19.448,-22.3399,0,0,0,0,0,0
-19.438,-22.3299,0,0,0,0,0,0
-19.428,-22.3199,0,0,0,0,0,0
-19.418,-22.3099,0,0,0,0,0,0
-19.408,-22.2999,0,0,0,0,0,0
-19.398,-22.2899,0,0,0,0,0,0
-19.388,-22.2799,0,0,0,0,0,0
-19.378,-22.2699,0,0,0,0,0,0
-19.368,-22.2599,0,0,0,0,0,0
-19.358,-22.2499,0,0,0,0,0,0
-19.348,-22.2399,0,0,0,0,0,0
-19.338,-22.2299,0,0,0,0,0,0
-19.328,-22.2199,0,0,0,0,0,0
-19.318,-22.2099,0,0,0,0,0,0
-19.308,-22.1999,0,0,0,0,0,0
-19.298,-22.1899,0,0,0,0,0,0
-19.288,-22.1799,0,0,0,0,0,0
-19.278,-22.1699,0,0,0,0,0,0
-19.268,-22.1599,0,0,0,0,0,0
-19.258,-22.1499,0,0,0,0,0,0
-19.248,-22.1399,0,0,0,0,0,0
-19.238,-22.1299,0,0,0,0,0,0
-19.228,-22.1199,0,0,0,0,0,0
-19.218,-22.1099,0,0,0,0,0,0
-19.208,-22.0999,0,0,0,0,0,0
-19.198,-22.0899,0,0,0,0,0,0
-19.188,-22.0799,0,0,0,0,0,0
-19.178,-22.0699,0,0,0,0,0,0
-19.168,-22.0599,0,0,0,0,0,0
-19.158,-22.0499,0,0,0,0,0,0
-19.148,-22.0399,0,0,0,0,0,0
-19.138,-22.0299,0,0,0,0,0,0
-19.128,-22.0199,0,0,0,0,0,0
-19.118,-22.0099,0,0,0,0,0,0
-19.108,-21.9999,0,0,0,0,0,0
-19.098,-21.9899,0,0,0,0,0,0
-19.088,-21.9799,0,0,0,0,0,0
-19.078,-21.9699,0,0,0,0,0,0
-19.068,-21.9599,0,0,0,0,0,0
-19.058,-21.9499,0,0,0,0,0,0
-19.048,-21.9399,0,0,0,0,0,0
-19.038,-21.9299,0,0,0,0,0,0
-19.028,-21.9199,0,0,0,0,0,0
-19.018,-21.9099,0,0,0,0,0,0
-19.008,-21.8999,0,0,0,0,0,0
-18.998,-21.8899,0,0,0,0,0,0
-18.988,-21.8799,0,0,0,0,0,0
-18.978,-21.8699,0,0,0,0,0,0
-18.968,-21.8599,0,0,0,0,0,0
-18.958,-21.8499,0,0,0,0,0,0
-18.948,-21.8399,0,0,0,0,0,0
-18.938,-21.8299,0,0,0,0,0,0
-18.928,-21.8199,0,0,0,0,0,0
-18.918,-21.8099,0,0,0,0,0,0
-18.908,-21.7999,0,0,0,0,0,0
-18.898,-21.7899,0,0,0,0,0,0
-18.888,-21.7799,0,0,0,0,0,0
-18.878,-21.7699,0,0,0,0,0,0
-18.868,-21.7599,0,0,0,0,0,0
-18.858,-21.7499,0,0,0,0,0,0
-18.848,-21.7399,0,0,0,0,0,0
-18.838,-21.7299,0,0,0,0,0,0
-18.828,-21.7199,0,0,0,0,0,0
-18.818,-21.7099,0,0,0,0,0,0
-18.808,-21.6999,0,0,0,0,0,0
-18.798,-21.6899,0,0,0,0,0,0
-18.788,-21.6799,0,0,0,0,0,0
-18.778,-21.6699,0,0,0,0,0,0
-18.768,-21.6599,0,0,0,0,0,0
-18.758,-21.6499,0,0,0,0,0,0
-18.748,-21.6399,0,0,0,0,0,0
-18.738,-21.6299,0,0,0,0,0,0
-18.728,-21.6199,0,0,0,0,0,0
-18.718,-21.6099,0,0,0,0,0,0
-18.708,-21.5999,0,0,0,0,0,0
-18.698,-21.5899,0,0,0,0,0,0
-18.688,-21.5799,0,0,0,0,0,0
-18.678,-21.5699,0,0,0,0,0,0
-18.668,-21.5599,0,0,0,0,0,0
-18.658,-21.5499,0,0,0,0,0,0
-18.648,-21.5399,0,0,0,0,0,0
-18.638,-21.5299,0,0,0,0,0,0
-18.628,-21.5199,0,0,0,0,0,0
-18.618,-21.5099,0,0,0,0,0,0
-18.608,-21.4999,0,0,0,0,0,0
-18.598,-21.4899,0,0,0,0,0,0
-18.588,-21.4799,0,0,0,0,0,0
-18.578,-21.4699,0,0,0,0,0,0
-18.568,-21.4599,0,0,0,0,0,0
-18.558,-21.4499,0,0,0,0,0,0
-18.548,-21.4399,0,0,0,0,0,0
-18.538,-21.4299,0,0,0,0,0,0
-18.528,-21.4199,0,0,0,0,0,0
-18.518,-21.4099,0,0,0,0,0,0
-18.508,-21.3999,0,0,0,0,0,0
-18.498,-21.3899,0,0,0,0,0,0
-18.488,-21.3799,0,0,0,0,0,0
-18.478,-21.3699,0,0,0,0,0,0
-18.468,-21.3599,0,0,0,0,0,0
-18.458,-21.3499,0,0,0,0,0,0
-18.448,-21.3399,0,0,0,0,0,0
-18.438,-21.3299,0,0,0,0,0,0
-18.428,-21.3199,0,0,0,0,0,0
-18.418,-21.3099,0,0,0,0,0,0
-18.408,-21.2999,0,0,0,0,0,0
-18.398,-21.2899,0,0,0,0,0,0
-18.388,-21.2799,0,0,0,0,0,0
-18.378,-21.2699,0,0,0,0,0,0
-18.368,-21.2599,0,0,0,0,0,0
-18.358,-21.2499,0,0,0,0,0,0
-18.348,-21.2399,0,0,0,0,0,0
-18.338,-21.2299,0,0,0,0,0,0
-18.328,-21.2199,0,0,0,0,0,0
-18.318,-21.2099,0,0,0,0,0,0
-18.308,-21.1999,0,0,0,0,0,0
-18.298,-21.1899,0,0,0,0,0,0
-18.288,-21.1799,0,0,0,0,0,0
-18.278,-21.1699,0,0,0,0,0,0
-18.268,-21.1599,0,0,0,0,0,0
-18.258,-21.1499,0,0,0,0,0,0
-18.248,-21.1399,0,0,0,0,0,0
-18.238,-21.1299,0,0,0,0,0,0
-18.228,-21.1199,0,0,0,0,0,0
-18.218,-21.1099,0,0,0,0,0,0
-18.208,-21.0999,0,0,0,0,0,0
-18.198,-21.0899,0,0,0,0,0,0
-18.188,-21.0799,0,0,0,0,0,0
-18.178,-21.0699,0,0,0,0,0,0
-18.168,-21.0599,0,0,0,0,0,0
-18.158,-21.0499,0,0,0,0,0,0
-18.148,-21.0399,0,0,0,0,0,0
-18.138,-21.0299,0,0,0,0,0,0
-18.128,-21.0199,0,0,0,0,0,0
-18.118,-21.0099,0,0,0,0,0,0
-18.108,-20.9999,0,0,0,0,0,0
-18.098,-20.9899,0,0,0,0,0,0
-18.088,-20.9799,0,0,0,0,0,0
-18.078,-20.9699,0,0,0,0,0,0
-18.068,-20.9599,0,0,0,0,0,0
-18.058,-20.9499,0,0,0,0,0,0
-18.048,-20.9399,0,0,0,0,0,0
-18.038,-20.9299,0,0,0,0,0,0
-18.028,-20.9199,0,0,0,0,0,0
-18.018,-20.9099,0,0,0,0,0,0
-18.008,-20.8999,0,0,0,0,0,0
-17.998,-20.8899,0,0,0,0,0,0
-17.988,-20.8799,0,0,0,0,0,0
-17.978,-20.8699,0,0,0,0,0,0
-17.968,-20.8599,0,0,0,0,0,0
-17.958,-20.8499,0,0,0,0,0,0
-17.948,-20.8399,0,0,0,0,0,0
-17.938,-20.8299,0,0,0,0,0,0
-17.928,-20.8199,0,0,0,0,0,0
-17.918,-20.8099,0,0,0,0,0,0
-17.908,-20.7999,0,0,0,0,0,0
-17.898,-20.7899,0,0,0,0,0,0
-17.888,-20.7799,0,0,0,0,0,0
-17.878,-20.7699,0,0,0,0,0,0
-17.868,-20.7599,0,0,0,0,0,0
-17.858,-20.7499,0,0,0,0,0,0
-17.848,-20.7399,0,0,0,0,0,0
-17.838,-20.7299,0,0,0,0,0,0
-17.828,-20.7199,0,0,0,0,0,0
-17.818,-20.7099,0,0,0,0,0,0
-17.808,-20.6999,0,0,0,0,0,0
-17.798,-20.6899,0,0,0,0,0,0
-17.788,-20.6799,0,0,0,0,0,0
-17.778,-20.6699,0,0,0,0,0,0
-17.768,-20.6599,0,0,0,0,0,0
-17.758,-20.6499,0,0,0,0,0,0
-17.748,-20.6399,0,0,0,0,0,0
-17.738,-20.6299,0,0,0,0,0,0
-17.728,-20.6199,0,0,0,0,0,0
-17.718,-20.6099,0,0,0,0,0,0
-17.708,-20.5999,0,0,0,0,0,0
-17.698,-20.5899,0,0,0,0,0,0
-17.688,-20.5799,0,0,0,0,0,0
-17.678,-20.5699,0,0,0,0,0,0
-17.668,-20.5599,0,0,0,0,0,0
-17.658,-20.5499,0,0,0,0,0,0
-17.648,-20.5399,0,0,0,0,0,0
-17.638,-20.5299,0,0,0,0,0,0
-17.628,-20.5199,0,0,0,0,0,0
-17.618,-20.5099,0,0,0,0,0,0
-17.608,-20.4999,0,0,0,0,0,0
-17.598,-20.4899,0,0,0,0,0,0
-17.588,-20.4799,0,0,0,0,0,0
-17.578,-20.4699,0,0,0,0,0,0
-17.568,-20.4599,0,0,0,0,0,0
-17.558,-20.4499,0,0,0,0,0,0
-17.548,-20.4399,0,0,0,0,0,0
-17.538,-20.4299,0,0,0,0,0,0
-17.528,-20.4199,0,0,0,0,0,0
-17.518,-20.4099,0,0,0,0,0,0
-17.508,-20.3999,0,0,0,0,0,0
-17.498,-20.3899,0,0,0,0,0,0
-17.488,-20.3799,0,0,0,0,0,0
-17.478,-20.3699,0,0,0,0,0,0
-17.468,-20.3599,0,0,0,0,0,0
-17.458,-20.3499,0,0,0,0,0,0
-17.448,-20.3399,0,0,0,0,0,0
-17.438,-20.3299,0,0,0,0,0,0
-17.428,-20.3199,0,0,0,0,0,0
-17.418,-20.3099,0,0,0,0,0,0
-17.408,-20.2999,0,0,0,0,0,0
-17.398,-20.2899,0,0,0,0,0,0
-17.388,-20.2799,0,0,0,0,0,0
-17.378,-20.2699,0,0,0,0,0,0
-17.368,-20.2599,0,0,0,0,0,0
-17.358,-20.2499,0,0,0,0,0,0
-17.348,-20.2399,0,0,0,0,0,0
-17.338,-20.2299,0,0,0,0,0,0
-17.328,-20.2199,0,0,0,0,0,0
-17.318,-20.2099,0,0,0,0,0,0
-17.308,-20.1999,0,0,0,0,0,0
-17.298,-20.1899,0,0,0,0,0,0
-17.288,-20.1799,0,0,0,0,0,0
-17.278,-20.1699,0,0,0,0,0,0
-17.268,-20.1599,0,0,0,0,0,0
-17.258,-20.1499,0,0,0,0,0,0
-17.248,-20.1399,0,0,0,0,0,0
-17.238,-20.1299,0,0,0,0,0,0
-17.228,-20.1199,0,0,0,0,0,0
-17.218,-20.1099,0,0,0,0,0,0
-17.208,-20.0999,0,0,0,0,0,0
-17.198,-20.0899,0,0,0,0,0,0
-17.188,-20.0799,2.897e-15,1.61002e-13,5.73e-14,3.787e-13,3.01e-17,1.713e-13
-17.178,-20.0699,8.31e-15,4.6182e-13,1.646e-13,1.086e-12,8.63e-17,4.92e-13
-17.168,-20.0599,1.672e-13,1.67643e-12,6.398e-13,4.227e-12,4.23e-16,1.907e-12
-17.158,-20.0499,6.732e-13,5.1628e-12,2.033e-12,1.342e-11,1.667e-15,6.05e-12
-17.148,-20.0399,2.188e-12,1.44298e-11,5.796e-12,3.822e-11,4.91e-15,1.723e-11
-17.138,-20.0299,6.786e-12,3.932e-11,1.607e-11,1.06e-10,1.428e-14,4.78e-11
-17.128,-20.0199,1.9e-11,1.03884e-10,4.276e-11,2.819e-10,3.92e-14,1.269e-10
-17.118,-20.0099,5.269e-11,2.6722e-10,1.114e-10,7.356e-10,1.044e-13,3.31e-10
-17.108,-19.9999,1.39e-10,6.7156e-10,2.828e-10,1.864e-09,2.69e-13,8.39e-10
-17.098,-19.9899,3.572e-10,1.65535e-09,7.017e-10,4.626e-09,6.8e-13,2.08e-09
-17.088,-19.9799,8.97e-10,3.9912e-09,1.704e-09,1.124e-08,1.681e-12,5.06e-09
-17.078,-19.9699,2.212e-09,9.4268e-09,4.058e-09,2.674e-08,4.07e-12,1.203e-08
-17.068,-19.9599,5.338e-09,2.1792e-08,9.46e-09,6.233e-08,9.66e-12,2.8e-08
-17.058,-19.9499,1.262e-08,4.9322e-08,2.159e-08,1.423e-07,2.24e-11,6.4e-08
