# li3po4_mp-13725 total DOS (QE dos.x, degauss 0.007 Ry). VBM 2.892 / CBM 8.804 / gap 5.912 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-34.138,-37.0299,9.674e-85,12
-34.128,-37.0199,9.674e-85,12
-34.118,-37.0099,9.674e-85,12
-34.108,-36.9999,9.674e-85,12
-34.098,-36.9899,9.674e-85,12
-34.088,-36.9799,9.674e-85,12
-34.078,-36.9699,9.674e-85,12
-34.068,-36.9599,9.674e-85,12
-34.058,-36.9499,9.674e-85,12
-34.048,-36.9399,9.674e-85,12
-34.038,-36.9299,9.674e-85,12
-34.028,-36.9199,9.674e-85,12
-34.018,-36.9099,9.674e-85,12
-34.008,-36.8999,9.674e-85,12
-33.998,-36.8899,9.674e-85,12
-33.988,-36.8799,9.674e-85,12
-33.978,-36.8699,9.674e-85,12
-33.968,-36.8599,9.674e-85,12
-33.958,-36.8499,9.674e-85,12
-33.948,-36.8399,9.674e-85,12
-33.938,-36.8299,9.674e-85,12
-33.928,-36.8199,9.674e-85,12
-33.918,-36.8099,9.674e-85,12
-33.908,-36.7999,9.674e-85,12
-33.898,-36.7899,9.674e-85,12
-33.888,-36.7799,9.674e-85,12
-33.878,-36.7699,9.674e-85,12
-33.868,-36.7599,9.674e-85,12
-33.858,-36.7499,9.674e-85,12
-33.848,-36.7399,9.674e-85,12
-33.838,-36.7299,9.674e-85,12
-33.828,-36.7199,9.674e-85,12
-33.818,-36.7099,9.674e-85,12
-33.808,-36.6999,9.674e-85,12
-33.798,-36.6899,9.674e-85,12
-33.788,-36.6799,9.674e-85,12
-33.778,-36.6699,9.674e-85,12
-33.768,-36.6599,9.674e-85,12
-33.758,-36.6499,9.674e-85,12
-33.748,-36.6399,9.674e-85,12
-33.738,-36.6299,9.674e-85,12
-33.728,-36.6199,9.674e-85,12
-33.718,-36.6099,9.674e-85,12
-33.708,-36.5999,9.674e-85,12
-33.698,-36.5899,9.674e-85,12
-33.688,-36.5799,9.674e-85,12
-33.678,-36.5699,9.674e-85,12
-33.668,-36.5599,9.674e-85,12
-33.658,-36.5499,9.674e-85,12
-33.648,-36.5399,9.674e-85,12
-33.638,-36.5299,9.674e-85,12
-33.628,-36.5199,9.674e-85,12
-33.618,-36.5099,9.674e-85,12
-33.608,-36.4999,9.674e-85,12
-33.598,-36.4899,9.674e-85,12
-33.588,-36.4799,9.674e-85,12
-33.578,-36.4699,9.674e-85,12
-33.568,-36.4599,9.674e-85,12
-33.558,-36.4499,9.674e-85,12
-33.548,-36.4399,9.674e-85,12
-33.538,-36.4299,9.674e-85,12
-33.528,-36.4199,9.674e-85,12
-33.518,-36.4099,9.674e-85,12
-33.508,-36.3999,9.674e-85,12
-33.498,-36.3899,9.674e-85,12
-33.488,-36.3799,9.674e-85,12
-33.478,-36.3699,9.674e-85,12
-33.468,-36.3599,9.674e-85,12
-33.458,-36.3499,9.674e-85,12
-33.448,-36.3399,9.674e-85,12
-33.438,-36.3299,9.674e-85,12
-33.428,-36.3199,9.674e-85,12
-33.418,-36.3099,9.674e-85,12
-33.408,-36.2999,9.674e-85,12
-33.398,-36.2899,9.674e-85,12
-33.388,-36.2799,9.674e-85,12
-33.378,-36.2699,9.674e-85,12
-33.368,-36.2599,9.674e-85,12
-33.358,-36.2499,9.674e-85,12
-33.348,-36.2399,9.674e-85,12
-33.338,-36.2299,9.674e-85,12
