# nd2s3_mp-438 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 10.881 eV. Gap is the fixed-occ nscf value (-0.021 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,S_p,S_s
-5.088,-15.9688,0,0,0,0,0,0
-5.078,-15.9588,0,0,0,0,0,0
-5.068,-15.9488,0,0,0,0,0,0
-5.058,-15.9388,0,0,0,0,0,0
-5.048,-15.9288,0,0,0,0,0,0
-5.038,-15.9188,0,0,0,0,0,0
-5.028,-15.9088,0,0,0,0,0,0
-5.018,-15.8988,0,0,0,0,0,0
-5.008,-15.8888,0,0,0,0,0,0
-4.998,-15.8788,0,0,0,0,0,0
-4.988,-15.8688,0,0,0,0,0,0
-4.978,-15.8588,0,0,0,0,0,0
-4.968,-15.8488,0,0,0,0,0,0
-4.958,-15.8388,0,0,0,0,0,0
-4.948,-15.8288,0,0,0,0,0,0
-4.938,-15.8188,0,0,0,0,0,0
-4.928,-15.8088,0,0,0,0,0,0
-4.918,-15.7988,0,0,0,0,0,0
-4.908,-15.7888,0,0,0,0,0,0
-4.898,-15.7788,0,0,0,0,0,0
-4.888,-15.7688,0,0,0,0,0,0
-4.878,-15.7588,0,0,0,0,0,0
-4.868,-15.7488,0,0,0,0,0,0
-4.858,-15.7388,0,0,0,0,0,0
-4.848,-15.7288,0,0,0,0,0,0
-4.838,-15.7188,0,0,0,0,0,0
-4.828,-15.7088,0,0,0,0,0,0
-4.818,-15.6988,0,0,0,0,0,0
-4.808,-15.6888,0,0,0,0,0,0
-4.798,-15.6788,0,0,0,0,0,0
-4.788,-15.6688,0,0,0,0,0,0
-4.778,-15.6588,0,0,0,0,0,0
-4.768,-15.6488,0,0,0,0,0,0
-4.758,-15.6388,0,0,0,0,0,0
-4.748,-15.6288,0,0,0,0,0,0
-4.738,-15.6188,0,0,0,0,0,0
-4.728,-15.6088,0,0,0,0,0,0
-4.718,-15.5988,0,0,0,0,0,0
-4.708,-15.5888,0,0,0,0,0,0
-4.698,-15.5788,0,0,0,0,0,0
-4.688,-15.5688,0,0,0,0,0,0
-4.678,-15.5588,0,0,0,0,0,0
-4.668,-15.5488,0,0,0,0,0,0
-4.658,-15.5388,0,0,0,0,0,0
-4.648,-15.5288,0,0,0,0,0,0
-4.638,-15.5188,0,0,0,0,0,0
-4.628,-15.5088,0,0,0,0,0,0
-4.618,-15.4988,0,0,0,0,0,0
-4.608,-15.4888,0,0,0,0,0,0
-4.598,-15.4788,0,0,0,0,0,0
-4.588,-15.4688,0,0,0,0,0,0
-4.578,-15.4588,0,0,0,0,0,0
-4.568,-15.4488,0,0,0,0,0,0
-4.558,-15.4388,0,0,0,0,0,0
-4.548,-15.4288,0,0,0,0,0,0
-4.538,-15.4188,0,0,0,0,0,0
-4.528,-15.4088,0,0,0,0,0,0
-4.518,-15.3988,0,0,0,0,0,0
-4.508,-15.3888,0,0,0,0,0,0
-4.498,-15.3788,0,0,0,0,0,0
-4.488,-15.3688,0,0,0,0,0,0
-4.478,-15.3588,0,0,0,0,0,0
-4.468,-15.3488,0,0,0,0,0,0
-4.458,-15.3388,0,0,0,0,0,0
-4.448,-15.3288,0,0,0,0,0,0
-4.438,-15.3188,0,0,0,0,0,0
-4.428,-15.3088,0,0,0,0,0,0
-4.418,-15.2988,0,0,0,0,0,0
-4.408,-15.2888,0,0,0,0,0,0
-4.398,-15.2788,0,0,0,0,0,0
-4.388,-15.2688,0,0,0,0,0,0
-4.378,-15.2588,0,0,0,0,0,0
-4.368,-15.2488,0,0,0,0,0,0
-4.358,-15.2388,0,0,0,0,0,0
-4.348,-15.2288,0,0,0,0,0,0
-4.338,-15.2188,0,0,0,0,0,0
-4.328,-15.2088,0,0,0,0,0,0
-4.318,-15.1988,0,0,0,0,0,0
-4.308,-15.1888,0,0,0,0,0,0
-4.298,-15.1788,0,0,0,0,0,0
-4.288,-15.1688,0,0,0,0,0,0
-4.278,-15.1588,0,0,0,0,0,0
-4.268,-15.1488,0,0,0,0,0,0
-4.258,-15.1388,0,0,0,0,0,0
-4.248,-15.1288,0,0,0,0,0,0
-4.238,-15.1188,0,0,0,0,0,0
-4.228,-15.1088,0,0,0,0,0,0
-4.218,-15.0988,0,0,0,0,0,0
-4.208,-15.0888,0,0,0,0,0,0
-4.198,-15.0788,0,0,0,0,0,0
-4.188,-15.0688,0,0,0,0,0,0
-4.178,-15.0588,0,0,0,0,0,0
-4.168,-15.0488,0,0,0,0,0,0
-4.158,-15.0388,0,0,0,0,0,0
-4.148,-15.0288,0,0,0,0,0,0
-4.138,-15.0188,0,0,0,0,0,0
-4.128,-15.0088,0,0,0,0,0,0
-4.118,-14.9988,0,0,0,0,0,0
-4.108,-14.9888,0,0,0,0,0,0
-4.098,-14.9788,0,0,0,0,0,0
-4.088,-14.9688,0,0,0,0,0,0
-4.078,-14.9588,0,0,0,0,0,0
-4.068,-14.9488,0,0,0,0,0,0
-4.058,-14.9388,0,0,0,0,0,0
-4.048,-14.9288,0,0,0,0,0,0
-4.038,-14.9188,0,0,0,0,0,0
-4.028,-14.9088,0,0,0,0,0,0
-4.018,-14.8988,0,0,0,0,0,0
-4.008,-14.8888,0,0,0,0,0,0
-3.998,-14.8788,0,0,0,0,0,0
-3.988,-14.8688,0,0,0,0,0,0
-3.978,-14.8588,0,0,0,0,0,0
-3.968,-14.8488,0,0,0,0,0,0
-3.958,-14.8388,0,0,0,0,0,0
-3.948,-14.8288,0,0,0,0,0,0
-3.938,-14.8188,0,0,0,0,0,0
-3.928,-14.8088,0,0,0,0,0,0
-3.918,-14.7988,0,0,0,0,0,0
-3.908,-14.7888,0,0,0,0,0,0
-3.898,-14.7788,0,0,0,0,0,0
-3.888,-14.7688,0,0,0,0,0,0
-3.878,-14.7588,0,0,0,0,0,0
-3.868,-14.7488,0,0,0,0,0,0
-3.858,-14.7388,0,0,0,0,0,0
-3.848,-14.7288,0,0,0,0,0,0
-3.838,-14.7188,0,0,0,0,0,0
-3.828,-14.7088,0,0,0,0,0,0
-3.818,-14.6988,0,0,0,0,0,0
-3.808,-14.6888,0,0,0,0,0,0
-3.798,-14.6788,0,0,0,0,0,0
-3.788,-14.6688,0,0,0,0,0,0
-3.778,-14.6588,0,0,0,0,0,0
-3.768,-14.6488,0,0,0,0,0,0
-3.758,-14.6388,0,0,0,0,0,0
-3.748,-14.6288,0,0,0,0,0,0
-3.738,-14.6188,0,0,0,0,0,0
-3.728,-14.6088,0,0,0,0,0,0
-3.718,-14.5988,0,0,0,0,0,0
-3.708,-14.5888,0,0,0,0,0,0
-3.698,-14.5788,0,0,0,0,0,0
-3.688,-14.5688,0,0,0,0,0,0
-3.678,-14.5588,0,0,0,0,0,0
-3.668,-14.5488,0,0,0,0,0,0
-3.658,-14.5388,0,0,0,0,0,0
-3.648,-14.5288,0,0,0,0,0,0
-3.638,-14.5188,0,0,0,0,0,0
-3.628,-14.5088,0,0,0,0,0,0
-3.618,-14.4988,0,0,0,0,0,0
-3.608,-14.4888,0,0,0,0,0,0
-3.598,-14.4788,0,0,0,0,0,0
-3.588,-14.4688,0,0,0,0,0,0
-3.578,-14.4588,0,0,0,0,0,0
-3.568,-14.4488,0,0,0,0,0,0
-3.558,-14.4388,0,0,0,0,0,0
-3.548,-14.4288,0,0,0,0,0,0
-3.538,-14.4188,0,0,0,0,0,0
-3.528,-14.4088,0,0,0,0,0,0
-3.518,-14.3988,0,0,0,0,0,0
-3.508,-14.3888,0,0,0,0,0,0
-3.498,-14.3788,0,0,0,0,0,0
-3.488,-14.3688,0,0,0,0,0,0
-3.478,-14.3588,0,0,0,0,0,0
-3.468,-14.3488,0,0,0,0,0,0
-3.458,-14.3388,0,0,0,0,0,0
-3.448,-14.3288,0,0,0,0,0,0
-3.438,-14.3188,0,0,0,0,0,0
-3.428,-14.3088,0,0,0,0,0,0
-3.418,-14.2988,0,0,0,0,0,0
-3.408,-14.2888,0,0,0,0,0,0
-3.398,-14.2788,0,0,0,0,0,0
-3.388,-14.2688,0,0,0,0,0,0
-3.378,-14.2588,0,0,0,0,0,0
-3.368,-14.2488,0,0,0,0,0,0
-3.358,-14.2388,0,0,0,0,0,0
-3.348,-14.2288,0,0,0,0,0,0
-3.338,-14.2188,0,0,0,0,0,0
-3.328,-14.2088,0,0,0,0,0,0
-3.318,-14.1988,0,0,0,0,0,0
-3.308,-14.1888,0,0,0,0,0,0
-3.298,-14.1788,0,0,0,0,0,0
-3.288,-14.1688,0,0,0,0,0,0
-3.278,-14.1588,0,0,0,0,0,0
-3.268,-14.1488,0,0,0,0,0,0
-3.258,-14.1388,0,0,0,0,0,0
-3.248,-14.1288,0,0,0,0,0,0
-3.238,-14.1188,0,0,0,0,0,0
-3.228,-14.1088,0,0,0,0,0,0
-3.218,-14.0988,0,0,0,0,0,0
-3.208,-14.0888,0,0,0,0,0,0
-3.198,-14.0788,0,0,0,0,0,0
-3.188,-14.0688,0,0,0,0,0,0
-3.178,-14.0588,0,0,0,0,0,0
-3.168,-14.0488,0,0,0,0,0,0
-3.158,-14.0388,0,0,0,0,0,0
-3.148,-14.0288,0,0,0,0,0,0
-3.138,-14.0188,0,0,0,0,0,0
-3.128,-14.0088,0,0,0,0,0,0
-3.118,-13.9988,0,0,0,0,0,0
-3.108,-13.9888,0,0,0,0,0,0
-3.098,-13.9788,0,0,0,0,0,0
-3.088,-13.9688,0,0,0,0,0,0
-3.078,-13.9588,0,0,0,0,0,0
-3.068,-13.9488,1.696e-14,6.5636e-15,7.948e-15,8.9444e-13,2.3984e-15,1.3184e-12
-3.058,-13.9388,4.8616e-14,1.8868e-14,2.2748e-14,2.5692e-12,6.868e-15,3.788e-12
-3.048,-13.9288,1.3648e-13,5.294e-14,6.38e-14,7.2068e-12,1.9252e-14,1.064e-11
-3.038,-13.9188,3.74e-13,1.4528e-13,1.7528e-13,1.9788e-11,5.292e-14,2.916e-11
-3.028,-13.9088,1.00556e-12,3.9028e-13,4.7024e-13,5.3128e-11,1.4208e-13,7.832e-11
-3.018,-13.8988,2.6392e-12,1.0248e-12,1.236e-12,1.39316e-10,3.7324e-13,2.06e-10
-3.008,-13.8888,6.7928e-12,2.6308e-12,3.1712e-12,3.58e-10,9.6e-13,5.284e-10
-2.998,-13.8788,1.7028e-11,6.6172e-12,7.968e-12,9.0072e-10,2.4072e-12,1.328e-09
-2.988,-13.8688,4.1876e-11,1.624e-11,1.9616e-11,2.2128e-09,5.92e-12,3.268e-09
-2.978,-13.8588,1.00604e-10,3.9072e-11,4.7112e-11,5.3212e-09,1.4212e-11,7.852e-09
-2.968,-13.8488,2.3704e-10,9.196e-11,1.1096e-10,1.25276e-08,3.346e-11,1.8484e-08
-2.958,-13.8388,5.4396e-10,2.1152e-10,2.5508e-10,2.8796e-08,7.704e-11,4.248e-08
-2.948,-13.8288,1.22824e-09,4.7612e-10,5.736e-10,6.4804e-08,1.7336e-10,9.56e-08
-2.938,-13.8188,2.6972e-09,1.0488e-09,1.264e-09,1.42684e-07,3.8152e-10,2.104e-07
-2.928,-13.8088,5.8152e-09,2.256e-09,2.716e-09,3.0708e-07,8.224e-10,4.532e-07
-2.918,-13.7988,1.2238e-08,4.7528e-09,5.732e-09,6.4764e-07,1.7336e-09,9.552e-07
-2.908,-13.7888,2.524e-08,9.788e-09,1.1808e-08,1.33352e-06,3.5632e-09,1.9688e-06
-2.898,-13.7788,5.0836e-08,1.9748e-08,2.3816e-08,2.6884e-06,7.188e-09,3.964e-06
-2.888,-13.7688,1.00148e-07,3.8944e-08,4.6936e-08,5.3e-06,1.4168e-08,7.816e-06
-2.878,-13.7588,1.9352e-07,7.5e-08,9.064e-08,1.0234e-05,2.7332e-08,1.508e-05
-2.868,-13.7488,3.6508e-07,1.4176e-07,1.706e-07,1.928e-05,5.156e-08,2.84e-05
-2.858,-13.7388,6.7436e-07,2.6132e-07,3.1496e-07,3.5588e-05,9.512e-08,5.252e-05
-2.848,-13.7288,1.21752e-06,4.7228e-07,5.688e-07,6.4296e-05,1.7164e-07,9.476e-05
-2.838,-13.7188,2.1476e-06,8.324e-07,1.0056e-06,0.000113396,3.0372e-07,0.00016736
-2.828,-13.7088,3.7084e-06,1.4404e-06,1.7336e-06,0.0001962,5.24e-07,0.0002892
-2.818,-13.6988,6.2572e-06,2.4316e-06,2.9324e-06,0.00033124,8.864e-07,0.0004884
-2.808,-13.6888,1.03368e-05,4.0212e-06,4.846e-06,0.00054744,1.4644e-06,0.0008076
-2.798,-13.6788,1.6748e-05,6.5032e-06,7.832e-06,0.00088544,2.368e-06,0.0013072
-2.788,-13.6688,2.6484e-05,1.026e-05,1.238e-05,0.00140128,3.7416e-06,0.002064
-2.778,-13.6588,4.0948e-05,1.5888e-05,1.92e-05,0.002166,5.792e-06,0.003192
-2.768,-13.6488,6.1996e-05,2.4076e-05,2.9068e-05,0.0032784,8.776e-06,0.004836
-2.758,-13.6388,9.1856e-05,3.5604e-05,4.3004e-05,0.00485,1.2952e-05,0.007156
-2.748,-13.6288,0.00013276,5.1588e-05,6.232e-05,0.0070244,1.8776e-05,0.010368
-2.738,-13.6188,0.00018816,7.3192e-05,8.82e-05,0.0099384,2.6644e-05,0.01468
-2.728,-13.6088,0.00026088,0.00010136,0.00012244,0.0138033,3.6948e-05,0.02036
-2.718,-13.5988,0.000354,0.0001372,0.00016648,0.018688,5.012e-05,0.0276
-2.708,-13.5888,0.00046976,0.00018216,0.0002216,0.0248,6.652e-05,0.03656
-2.698,-13.5788,0.00060932,0.00023624,0.00028852,0.032192,8.64e-05,0.04744
-2.688,-13.5688,0.0007728,0.00029988,0.00036824,0.040852,0.00011012,0.06028
-2.678,-13.5588,0.00096264,0.0003726,0.00046112,0.050748,0.00013676,0.07484
-2.668,-13.5488,0.0011704,0.000453,0.0005664,0.061664,0.0001674,0.09108
-2.658,-13.5388,0.001398,0.00053852,0.0006844,0.073424,0.00020036,0.10828
-2.648,-13.5288,0.0016328,0.00062824,0.0008168,0.085448,0.00023572,0.12624
-2.638,-13.5188,0.0018684,0.00071644,0.0009572,0.097668,0.00027272,0.14424
-2.628,-13.5088,0.0020992,0.0008,0.0011168,0.109136,0.00031024,0.16124
-2.618,-13.4988,0.0023192,0.000878,0.0012956,0.119744,0.00034892,0.1772
-2.608,-13.4888,0.0025248,0.0009452,0.0014964,0.129096,0.00038904,0.19072
-2.598,-13.4788,0.0027092,0.0009972,0.001742,0.136692,0.0004308,0.2024
-2.588,-13.4688,0.0028812,0.001038,0.002036,0.142236,0.0004768,0.2124
-2.578,-13.4588,0.0030376,0.0010684,0.0024096,0.14646,0.00053,0.2192
-2.568,-13.4488,0.0031992,0.0010856,0.0028752,0.149844,0.0005928,0.2244
-2.558,-13.4388,0.0033808,0.0010988,0.0034668,0.15196,0.0006696,0.23
-2.548,-13.4288,0.0035956,0.00111,0.0042172,0.15408,0.0007652,0.2356
-2.538,-13.4188,0.0038588,0.001126,0.005128,0.157,0.0008836,0.242
-2.528,-13.4088,0.0041912,0.0011512,0.006236,0.16124,0.0010264,0.2512
-2.518,-13.3988,0.0045984,0.0011928,0.007544,0.16752,0.0011968,0.264
-2.508,-13.3888,0.005086,0.0012504,0.009072,0.17596,0.0013992,0.2804
-2.498,-13.3788,0.0056536,0.0013264,0.01076,0.18696,0.0016244,0.3016
-2.488,-13.3688,0.0062968,0.0014248,0.012672,0.20048,0.00188,0.326
-2.478,-13.3588,0.0069872,0.0015448,0.014692,0.21612,0.002152,0.3544
-2.468,-13.3488,0.00771,0.0016872,0.016864,0.23348,0.002444,0.3856
-2.458,-13.3388,0.008444,0.0018464,0.019212,0.25204,0.002748,0.4188
-2.448,-13.3288,0.0092,0.0020196,0.021564,0.27152,0.003068,0.4536
-2.438,-13.3188,0.00994,0.0022128,0.02412,0.29092,0.003392,0.4884
-2.428,-13.3088,0.010652,0.002422,0.026724,0.3104,0.003732,0.5244
-2.418,-13.2988,0.011308,0.0026532,0.029536,0.33016,0.004084,0.56
-2.408,-13.2888,0.011956,0.002902,0.032524,0.3492,0.004456,0.5964
-2.398,-13.2788,0.012596,0.003178,0.035796,0.36904,0.004852,0.634
-2.388,-13.2688,0.013272,0.0034724,0.03928,0.38964,0.005284,0.6732
-2.378,-13.2588,0.013956,0.0038,0.043108,0.41076,0.00574,0.7144
-2.368,-13.2488,0.014716,0.004152,0.047196,0.43264,0.006232,0.758
-2.358,-13.2388,0.015516,0.004516,0.051544,0.4554,0.006752,0.8028
-2.348,-13.2288,0.0164,0.0049,0.05616,0.4794,0.0073,0.8504
-2.338,-13.2188,0.017368,0.005292,0.06088,0.5034,0.007868,0.8988
-2.328,-13.2088,0.018424,0.005692,0.06584,0.527,0.008456,0.948
-2.318,-13.1988,0.019604,0.006092,0.07096,0.55096,0.00906,0.9956
-2.308,-13.1888,0.020872,0.0065,0.07628,0.57364,0.009684,1.0476
-2.298,-13.1788,0.022384,0.006908,0.08196,0.59676,0.010336,1.0948
-2.288,-13.1688,0.024164,0.007344,0.08804,0.61984,0.011048,1.1508
-2.278,-13.1588,0.02618,0.007808,0.0948,0.64464,0.011812,1.2068
-2.268,-13.1488,0.0286,0.008316,0.10244,0.67108,0.012736,1.2676
-2.258,-13.1388,0.031448,0.00888,0.11112,0.70128,0.013692,1.3412
-2.248,-13.1288,0.034768,0.009508,0.12084,0.73528,0.01484,1.4204
-2.238,-13.1188,0.03848,0.010204,0.1316,0.77508,0.016,1.5164
-2.228,-13.1088,0.04276,0.010964,0.14372,0.81672,0.0174,1.618
-2.218,-13.0988,0.04732,0.011748,0.1564,0.86332,0.0188,1.7244
-2.208,-13.0888,0.0522,0.012552,0.16916,0.91076,0.02028,1.8356
-2.198,-13.0788,0.05728,0.013388,0.18232,0.95784,0.02172,1.95
-2.188,-13.0688,0.06236,0.01414,0.195,1.00276,0.02312,2.056
-2.178,-13.0588,0.0672,0.014788,0.20636,1.0446,0.02436,2.156
-2.168,-13.0488,0.07188,0.015332,0.21656,1.07412,0.0254,2.2376
-2.158,-13.0388,0.07612,0.01576,0.22532,1.09912,0.02624,2.3
-2.148,-13.0288,0.08012,0.016024,0.23208,1.11564,0.02676,2.3436
-2.138,-13.0188,0.08336,0.016216,0.23652,1.11964,0.02716,2.368
-2.128,-13.0088,0.08604,0.016248,0.2398,1.11112,0.02724,2.374
-2.118,-12.9988,0.0886,0.01622,0.24156,1.09424,0.02716,2.3612
-2.108,-12.9888,0.09056,0.016212,0.24192,1.077,0.02692,2.3388
-2.098,-12.9788,0.09296,0.01612,0.24208,1.05152,0.02664,2.3116
-2.088,-12.9688,0.095,0.016164,0.24268,1.02644,0.02632,2.2884
-2.078,-12.9588,0.098,0.016304,0.24328,1.005,0.02608,2.266
-2.068,-12.9488,0.10164,0.016516,0.24528,0.98528,0.02604,2.2572
-2.058,-12.9388,0.10608,0.016892,0.24912,0.96824,0.02608,2.262
-2.048,-12.9288,0.11208,0.017508,0.25404,0.96148,0.02636,2.2808
-2.038,-12.9188,0.12012,0.018292,0.2608,0.9578,0.0268,2.3176
-2.028,-12.9088,0.12984,0.019204,0.26868,0.96048,0.02748,2.372
-2.018,-12.8988,0.14216,0.020304,0.278,0.96892,0.02832,2.444
-2.008,-12.8888,0.15672,0.02148,0.28756,0.9816,0.02928,2.528
-1.998,-12.8788,0.17412,0.022836,0.2976,0.99032,0.03036,2.6164
-1.988,-12.8688,0.19468,0.024188,0.30728,1.00224,0.03144,2.7112
-1.978,-12.8588,0.21924,0.02564,0.31564,1.01208,0.03252,2.8132
-1.968,-12.8488,0.24732,0.02712,0.32316,1.01568,0.03348,2.9168
-1.958,-12.8388,0.27984,0.02876,0.32924,1.01312,0.03444,3.014
-1.948,-12.8288,0.31668,0.03044,0.3344,1.00432,0.03532,3.1176
-1.938,-12.8188,0.3584,0.03232,0.33856,0.99408,0.03604,3.2236
-1.928,-12.8088,0.405,0.03448,0.34304,0.97568,0.0368,3.3368
-1.918,-12.7988,0.45772,0.037,0.348,0.95844,0.03764,3.4704
-1.908,-12.7888,0.51676,0.03992,0.35412,0.94356,0.0386,3.6252
-1.898,-12.7788,0.5834,0.04348,0.36316,0.9288,0.03968,3.8068
-1.888,-12.7688,0.65412,0.04772,0.37556,0.919,0.04108,4.0324
-1.878,-12.7588,0.7366,0.0528,0.39336,0.91912,0.0428,4.2992
-1.868,-12.7488,0.82736,0.05884,0.4158,0.9248,0.04496,4.624
-1.858,-12.7388,0.92328,0.0658,0.44492,0.94124,0.0476,5.0076
-1.848,-12.7288,1.03196,0.07376,0.48068,0.97416,0.05072,5.4504
-1.838,-12.7188,1.1458,0.08268,0.52268,1.01548,0.05424,5.944
-1.828,-12.7088,1.26816,0.09248,0.57052,1.06516,0.05824,6.492
-1.818,-12.6988,1.39456,0.1028,0.62288,1.12716,0.06256,7.072
-1.808,-12.6888,1.52524,0.11344,0.67856,1.18936,0.06704,7.652
-1.798,-12.6788,1.64492,0.12388,0.73544,1.2596,0.07152,8.284
-1.788,-12.6688,1.76424,0.13448,0.79144,1.3258,0.07592,8.828
-1.778,-12.6588,1.86712,0.14448,0.84528,1.38788,0.08,9.392
-1.768,-12.6488,1.9576,0.15256,0.88928,1.44156,0.08356,9.844
-1.758,-12.6388,2.0272,0.15988,0.93016,1.48688,0.08656,10.196
-1.748,-12.6288,2.0792,0.1656,0.96236,1.51976,0.08892,10.52
-1.738,-12.6188,2.1104,0.16972,0.9868,1.53608,0.09052,10.716
-1.728,-12.6088,2.1244,0.17264,0.9992,1.53996,0.09152,10.832
-1.718,-12.5988,2.1216,0.17444,1.0084,1.5394,0.09192,10.82
-1.708,-12.5888,2.106,0.1756,1.006,1.52244,0.09192,10.852
-1.698,-12.5788,2.0856,0.1762,1.006,1.50128,0.09172,10.8
-1.688,-12.5688,2.0648,0.1764,0.99744,1.47196,0.0914,10.712
-1.678,-12.5588,2.0484,0.17704,0.99676,1.4466,0.0912,10.704
-1.668,-12.5488,2.0396,0.17824,0.99336,1.42128,0.0912,10.7
-1.658,-12.5388,2.0396,0.18076,0.99572,1.40012,0.09148,10.744
-1.648,-12.5288,2.048,0.18352,1.00384,1.38312,0.09212,10.788
-1.638,-12.5188,2.0608,0.18728,1.01372,1.37028,0.09296,10.912
-1.628,-12.5088,2.082,0.19156,1.0256,1.36556,0.09396,11.08
-1.618,-12.4988,2.1068,0.19548,1.0468,1.36096,0.09508,11.248
-1.608,-12.4888,2.1276,0.19984,1.064,1.35636,0.09588,11.368
-1.598,-12.4788,2.1408,0.20324,1.0764,1.35576,0.09672,11.528
-1.588,-12.4688,2.1448,0.20572,1.0924,1.347,0.09696,11.6
-1.578,-12.4588,2.1408,0.2068,1.098,1.33416,0.09696,11.668
-1.568,-12.4488,2.1236,0.20724,1.1012,1.32116,0.09628,11.612
-1.558,-12.4388,2.094,0.20624,1.094,1.304,0.09512,11.516
-1.548,-12.4288,2.0552,0.20384,1.0832,1.27468,0.09344,11.38
-1.538,-12.4188,2.0164,0.20008,1.0624,1.24532,0.09132,11.212
-1.528,-12.4088,1.9692,0.19632,1.0384,1.20784,0.08892,11.012
-1.518,-12.3988,1.9256,0.1918,1.00964,1.17044,0.08628,10.792
-1.508,-12.3888,1.8896,0.18704,0.97864,1.13308,0.08368,10.628
-1.498,-12.3788,1.8664,0.18292,0.9436,1.09584,0.08116,10.484
-1.488,-12.3688,1.8556,0.17916,0.9126,1.06676,0.07884,10.404
-1.478,-12.3588,1.8648,0.17712,0.88288,1.03388,0.07684,10.388
-1.468,-12.3488,1.8908,0.17636,0.85456,1.0092,0.07528,10.46
-1.458,-12.3388,1.942,0.17708,0.8332,0.98868,0.07412,10.632
-1.448,-12.3288,2.014,0.18004,0.81888,0.96844,0.07356,10.912
-1.438,-12.3188,2.1108,0.18492,0.81248,0.95632,0.07344,11.292
-1.428,-12.3088,2.2284,0.1922,0.81392,0.95036,0.07392,11.816
-1.418,-12.2988,2.3676,0.20188,0.82808,0.94496,0.07496,12.436
-1.408,-12.2888,2.5232,0.21384,0.847,0.94852,0.07652,13.152
-1.398,-12.2788,2.7,0.22836,0.87864,0.953,0.07864,13.992
-1.388,-12.2688,2.8936,0.2456,0.91904,0.9656,0.08124,14.92
-1.378,-12.2588,3.096,0.2644,0.9716,0.98272,0.0844,15.96
-1.368,-12.2488,3.3108,0.2852,1.028,0.99992,0.08784,17.08
-1.358,-12.2388,3.526,0.3076,1.094,1.024,0.09184,18.2
-1.348,-12.2288,3.7456,0.3312,1.1664,1.0462,0.09596,19.44
-1.338,-12.2188,3.9612,0.3556,1.2388,1.07036,0.10012,20.68
-1.328,-12.2088,4.1644,0.38,1.3152,1.09448,0.10432,21.88
-1.318,-12.1988,4.3508,0.4036,1.392,1.11776,0.10788,22.96
-1.308,-12.1888,4.5128,0.4256,1.4608,1.13564,0.1116,23.96
-1.298,-12.1788,4.6452,0.4456,1.5288,1.14652,0.1146,24.88
-1.288,-12.1688,4.736,0.4624,1.5808,1.15436,0.11664,25.56
-1.278,-12.1588,4.7896,0.4752,1.6236,1.14984,0.11784,26.08
-1.268,-12.1488,4.8012,0.4844,1.6536,1.13744,0.11844,26.36
-1.258,-12.1388,4.7632,0.4892,1.6716,1.11308,0.11764,26.36
-1.248,-12.1288,4.6832,0.49,1.676,1.08512,0.11632,26.2
-1.238,-12.1188,4.558,0.486,1.6676,1.05044,0.11368,25.8
-1.228,-12.1088,4.4076,0.4792,1.6468,1.00548,0.11064,25.16
-1.218,-12.0988,4.2288,0.4696,1.6176,0.96352,0.10692,24.52
-1.208,-12.0888,4.0372,0.4588,1.584,0.91736,0.10264,23.72
-1.198,-12.0788,3.8376,0.4468,1.554,0.8724,0.0984,22.96
-1.188,-12.0688,3.6548,0.4364,1.5208,0.83344,0.09472,22.24
-1.178,-12.0588,3.4808,0.428,1.496,0.79736,0.09096,21.6
-1.168,-12.0488,3.336,0.422,1.48,0.76824,0.08816,21.12
-1.158,-12.0388,3.224,0.42,1.4768,0.74292,0.08584,20.84
-1.148,-12.0288,3.1416,0.4228,1.4908,0.729,0.08436,20.8
-1.138,-12.0188,3.0968,0.43,1.5132,0.71848,0.0836,20.96
-1.128,-12.0088,3.0848,0.4412,1.5524,0.7154,0.08364,21.28
-1.118,-11.9988,3.1024,0.4568,1.6004,0.71452,0.08432,21.84
-1.108,-11.9888,3.1444,0.4752,1.6572,0.72024,0.08548,22.52
-1.098,-11.9788,3.1996,0.4968,1.7216,0.71924,0.08692,23.24
-1.088,-11.9688,3.2664,0.52,1.7904,0.72276,0.08852,24.08
-1.078,-11.9588,3.3332,0.5432,1.8588,0.72312,0.09012,24.88
-1.068,-11.9488,3.392,0.566,1.918,0.71832,0.09132,25.68
-1.058,-11.9388,3.442,0.5868,1.9768,0.71312,0.0924,26.28
-1.048,-11.9288,3.4716,0.6048,2.0188,0.69828,0.0934,26.8
-1.038,-11.9188,3.4764,0.6188,2.0548,0.68544,0.0934,27.08
-1.028,-11.9088,3.4516,0.628,2.07,0.66252,0.0928,27.2
-1.018,-11.8988,3.3984,0.6328,2.0716,0.6392,0.09196,27.064
-1.008,-11.8888,3.3116,0.6312,2.0556,0.61096,0.09012,26.7
-0.998,-11.8788,3.196,0.6236,2.0184,0.57952,0.08768,26.12
-0.988,-11.8688,3.0548,0.61,1.968,0.54524,0.08464,25.244
-0.978,-11.8588,2.8852,0.5908,1.8964,0.50892,0.08096,24.16
-0.968,-11.8488,2.6944,0.5664,1.804,0.47064,0.077,22.908
-0.958,-11.8388,2.4908,0.5376,1.70656,0.431888,0.07256,21.496
-0.948,-11.8288,2.2752,0.5044,1.59232,0.392356,0.06772,19.968
-0.938,-11.8188,2.05472,0.4684,1.47044,0.353636,0.06256,18.292
