# nd2s3_mp-438 total DOS (QE dos.x, degauss 0.007 Ry). VBM 10.881 / CBM 10.860 / gap -0.021 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-25.678,-36.5588,1.248e-07,16
-25.668,-36.5488,4.875e-08,16
-25.658,-36.5388,1.863e-08,16
-25.648,-36.5288,6.966e-09,16
-25.638,-36.5188,2.548e-09,16
-25.628,-36.5088,9.118e-10,16
-25.618,-36.4988,3.193e-10,16
-25.608,-36.4888,1.094e-10,16
-25.598,-36.4788,3.665e-11,16
-25.588,-36.4688,1.201e-11,16
-25.578,-36.4588,3.854e-12,16
-25.568,-36.4488,1.209e-12,16
-25.558,-36.4388,3.712e-13,16
-25.548,-36.4288,1.115e-13,16
-25.538,-36.4188,3.276e-14,16
-25.528,-36.4088,9.418e-15,16
-25.518,-36.3988,2.648e-15,16
-25.508,-36.3888,7.287e-16,16
-25.498,-36.3788,1.961e-16,16
-25.488,-36.3688,5.165e-17,16
-25.478,-36.3588,1.33e-17,16
-25.468,-36.3488,3.353e-18,16
-25.458,-36.3388,8.267e-19,16
-25.448,-36.3288,1.994e-19,16
-25.438,-36.3188,4.706e-20,16
-25.428,-36.3088,1.086e-20,16
-25.418,-36.2988,2.453e-21,16
-25.408,-36.2888,5.42e-22,16
-25.398,-36.2788,1.172e-22,16
-25.388,-36.2688,2.477e-23,16
-25.378,-36.2588,5.125e-24,16
-25.368,-36.2488,1.037e-24,16
-25.358,-36.2388,2.053e-25,16
-25.348,-36.2288,3.977e-26,16
-25.338,-36.2188,7.535e-27,16
-25.328,-36.2088,1.397e-27,16
-25.318,-36.1988,2.533e-28,16
-25.308,-36.1888,4.493e-29,16
-25.298,-36.1788,7.797e-30,16
-25.288,-36.1688,1.324e-30,16
-25.278,-36.1588,2.198e-31,16
-25.268,-36.1488,3.572e-32,16
-25.258,-36.1388,5.677e-33,16
-25.248,-36.1288,8.827e-34,16
-25.238,-36.1188,1.343e-34,16
-25.228,-36.1088,1.998e-35,16
-25.218,-36.0988,2.909e-36,16
-25.208,-36.0888,4.142e-37,16
-25.198,-36.0788,5.771e-38,16
-25.188,-36.0688,7.865e-39,16
-25.178,-36.0588,1.049e-39,16
-25.168,-36.0488,1.368e-40,16
-25.158,-36.0388,1.745e-41,16
-25.148,-36.0288,2.178e-42,16
-25.138,-36.0188,2.659e-43,16
-25.128,-36.0088,3.177e-44,16
-25.118,-35.9988,3.712e-45,16
-25.108,-35.9888,4.243e-46,16
-25.098,-35.9788,4.745e-47,16
-25.088,-35.9688,5.19e-48,16
-25.078,-35.9588,5.554e-49,16
-25.068,-35.9488,5.815e-50,16
-25.058,-35.9388,5.955e-51,16
-25.048,-35.9288,5.965e-52,16
-25.038,-35.9188,5.846e-53,16
-25.028,-35.9088,5.605e-54,16
-25.018,-35.8988,5.256e-55,16
-25.008,-35.8888,4.823e-56,16
-24.998,-35.8788,4.328e-57,16
-24.988,-35.8688,3.8e-58,16
-24.978,-35.8588,3.264e-59,16
-24.968,-35.8488,2.742e-60,16
-24.958,-35.8388,2.254e-61,16
-24.948,-35.8288,1.812e-62,16
-24.938,-35.8188,1.425e-63,16
-24.928,-35.8088,1.097e-64,16
-24.918,-35.7988,8.253e-66,16
-24.908,-35.7888,6.077e-67,16
-24.898,-35.7788,4.377e-68,16
-24.888,-35.7688,3.084e-69,16
-24.878,-35.7588,2.126e-70,16
-24.868,-35.7488,1.433e-71,16
-24.858,-35.7388,9.453e-73,16
-24.848,-35.7288,6.099e-74,16
-24.838,-35.7188,3.849e-75,16
-24.828,-35.7088,2.377e-76,16
-24.818,-35.6988,1.436e-77,16
-24.808,-35.6888,8.482e-79,16
-24.798,-35.6788,4.903e-80,16
-24.788,-35.6688,2.774e-81,16
-24.778,-35.6588,1.554e-82,16
-24.768,-35.6488,1.04e-83,16
-24.758,-35.6388,2.556e-84,16
-24.748,-35.6288,2.167e-84,16
-24.738,-35.6188,2.164e-84,16
-24.728,-35.6088,2.164e-84,16
-24.718,-35.5988,2.164e-84,16
-24.708,-35.5888,2.164e-84,16
-24.698,-35.5788,2.164e-84,16
-24.688,-35.5688,2.164e-84,16
-24.678,-35.5588,2.164e-84,16
-24.668,-35.5488,2.164e-84,16
-24.658,-35.5388,2.164e-84,16
-24.648,-35.5288,2.164e-84,16
-24.638,-35.5188,2.164e-84,16
-24.628,-35.5088,2.164e-84,16
-24.618,-35.4988,2.164e-84,16
-24.608,-35.4888,2.164e-84,16
-24.598,-35.4788,2.164e-84,16
-24.588,-35.4688,2.164e-84,16
-24.578,-35.4588,2.164e-84,16
-24.568,-35.4488,2.164e-84,16
-24.558,-35.4388,2.164e-84,16
-24.548,-35.4288,2.164e-84,16
-24.538,-35.4188,2.164e-84,16
-24.528,-35.4088,2.164e-84,16
-24.518,-35.3988,2.164e-84,16
-24.508,-35.3888,2.164e-84,16
-24.498,-35.3788,2.164e-84,16
-24.488,-35.3688,2.164e-84,16
-24.478,-35.3588,2.164e-84,16
-24.468,-35.3488,2.164e-84,16
-24.458,-35.3388,2.164e-84,16
-24.448,-35.3288,2.164e-84,16
-24.438,-35.3188,2.164e-84,16
-24.428,-35.3088,2.164e-84,16
-24.418,-35.2988,2.164e-84,16
-24.408,-35.2888,2.164e-84,16
-24.398,-35.2788,2.164e-84,16
-24.388,-35.2688,2.164e-84,16
-24.378,-35.2588,2.164e-84,16
-24.368,-35.2488,2.164e-84,16
-24.358,-35.2388,2.164e-84,16
-24.348,-35.2288,2.164e-84,16
-24.338,-35.2188,2.164e-84,16
-24.328,-35.2088,2.164e-84,16
-24.318,-35.1988,2.164e-84,16
-24.308,-35.1888,2.164e-84,16
-24.298,-35.1788,2.164e-84,16
-24.288,-35.1688,2.164e-84,16
-24.278,-35.1588,2.164e-84,16
-24.268,-35.1488,2.164e-84,16
-24.258,-35.1388,2.164e-84,16
-24.248,-35.1288,2.164e-84,16
-24.238,-35.1188,2.164e-84,16
-24.228,-35.1088,2.164e-84,16
-24.218,-35.0988,2.164e-84,16
-24.208,-35.0888,2.164e-84,16
-24.198,-35.0788,2.164e-84,16
-24.188,-35.0688,2.164e-84,16
-24.178,-35.0588,2.164e-84,16
-24.168,-35.0488,2.164e-84,16
-24.158,-35.0388,2.164e-84,16
-24.148,-35.0288,2.164e-84,16
-24.138,-35.0188,2.164e-84,16
-24.128,-35.0088,2.164e-84,16
-24.118,-34.9988,2.164e-84,16
-24.108,-34.9888,2.164e-84,16
-24.098,-34.9788,2.164e-84,16
-24.088,-34.9688,2.164e-84,16
-24.078,-34.9588,2.164e-84,16
-24.068,-34.9488,2.164e-84,16
-24.058,-34.9388,2.164e-84,16
-24.048,-34.9288,2.164e-84,16
-24.038,-34.9188,2.164e-84,16
-24.028,-34.9088,2.164e-84,16
-24.018,-34.8988,2.164e-84,16
-24.008,-34.8888,2.164e-84,16
-23.998,-34.8788,2.164e-84,16
-23.988,-34.8688,2.164e-84,16
-23.978,-34.8588,2.164e-84,16
-23.968,-34.8488,2.164e-84,16
-23.958,-34.8388,2.164e-84,16
-23.948,-34.8288,2.164e-84,16
-23.938,-34.8188,2.164e-84,16
-23.928,-34.8088,2.164e-84,16
-23.918,-34.7988,2.164e-84,16
-23.908,-34.7888,2.164e-84,16
-23.898,-34.7788,2.164e-84,16
-23.888,-34.7688,2.164e-84,16
-23.878,-34.7588,2.164e-84,16
-23.868,-34.7488,2.164e-84,16
-23.858,-34.7388,2.164e-84,16
-23.848,-34.7288,2.164e-84,16
-23.838,-34.7188,2.164e-84,16
-23.828,-34.7088,2.164e-84,16
-23.818,-34.6988,2.164e-84,16
-23.808,-34.6888,2.164e-84,16
-23.798,-34.6788,2.164e-84,16
-23.788,-34.6688,2.164e-84,16
-23.778,-34.6588,2.164e-84,16
-23.768,-34.6488,2.164e-84,16
-23.758,-34.6388,2.164e-84,16
-23.748,-34.6288,2.164e-84,16
-23.738,-34.6188,2.164e-84,16
-23.728,-34.6088,2.164e-84,16
-23.718,-34.5988,2.164e-84,16
-23.708,-34.5888,2.164e-84,16
-23.698,-34.5788,2.164e-84,16
-23.688,-34.5688,2.164e-84,16
-23.678,-34.5588,2.164e-84,16
-23.668,-34.5488,2.164e-84,16
-23.658,-34.5388,2.164e-84,16
-23.648,-34.5288,2.164e-84,16
-23.638,-34.5188,2.164e-84,16
-23.628,-34.5088,2.164e-84,16
-23.618,-34.4988,2.164e-84,16
-23.608,-34.4888,2.164e-84,16
-23.598,-34.4788,2.164e-84,16
-23.588,-34.4688,2.164e-84,16
-23.578,-34.4588,2.164e-84,16
-23.568,-34.4488,2.164e-84,16
-23.558,-34.4388,2.164e-84,16
-23.548,-34.4288,2.164e-84,16
-23.538,-34.4188,2.164e-84,16
-23.528,-34.4088,2.164e-84,16
-23.518,-34.3988,2.164e-84,16
-23.508,-34.3888,2.164e-84,16
-23.498,-34.3788,2.164e-84,16
-23.488,-34.3688,2.164e-84,16
-23.478,-34.3588,2.164e-84,16
-23.468,-34.3488,2.164e-84,16
-23.458,-34.3388,2.164e-84,16
-23.448,-34.3288,2.164e-84,16
-23.438,-34.3188,2.164e-84,16
-23.428,-34.3088,2.164e-84,16
-23.418,-34.2988,2.164e-84,16
-23.408,-34.2888,2.164e-84,16
-23.398,-34.2788,2.164e-84,16
-23.388,-34.2688,2.164e-84,16
-23.378,-34.2588,2.164e-84,16
-23.368,-34.2488,2.164e-84,16
-23.358,-34.2388,2.164e-84,16
-23.348,-34.2288,2.164e-84,16
-23.338,-34.2188,2.164e-84,16
-23.328,-34.2088,2.164e-84,16
-23.318,-34.1988,2.164e-84,16
-23.308,-34.1888,2.164e-84,16
-23.298,-34.1788,2.164e-84,16
-23.288,-34.1688,2.164e-84,16
-23.278,-34.1588,2.164e-84,16
-23.268,-34.1488,2.164e-84,16
-23.258,-34.1388,2.164e-84,16
-23.248,-34.1288,2.164e-84,16
-23.238,-34.1188,2.164e-84,16
-23.228,-34.1088,2.164e-84,16
-23.218,-34.0988,2.164e-84,16
-23.208,-34.0888,2.164e-84,16
-23.198,-34.0788,2.164e-84,16
-23.188,-34.0688,2.164e-84,16
-23.178,-34.0588,2.164e-84,16
-23.168,-34.0488,2.164e-84,16
-23.158,-34.0388,2.164e-84,16
-23.148,-34.0288,2.164e-84,16
-23.138,-34.0188,2.164e-84,16
-23.128,-34.0088,2.164e-84,16
-23.118,-33.9988,2.164e-84,16
-23.108,-33.9888,2.164e-84,16
-23.098,-33.9788,2.164e-84,16
-23.088,-33.9688,2.164e-84,16
-23.078,-33.9588,2.164e-84,16
-23.068,-33.9488,2.164e-84,16
-23.058,-33.9388,2.164e-84,16
-23.048,-33.9288,2.164e-84,16
-23.038,-33.9188,2.164e-84,16
-23.028,-33.9088,2.164e-84,16
-23.018,-33.8988,2.164e-84,16
-23.008,-33.8888,2.164e-84,16
-22.998,-33.8788,2.164e-84,16
-22.988,-33.8688,2.164e-84,16
-22.978,-33.8588,2.164e-84,16
-22.968,-33.8488,2.164e-84,16
-22.958,-33.8388,2.164e-84,16
-22.948,-33.8288,2.164e-84,16
-22.938,-33.8188,2.164e-84,16
-22.928,-33.8088,2.164e-84,16
-22.918,-33.7988,2.164e-84,16
-22.908,-33.7888,2.164e-84,16
-22.898,-33.7788,2.164e-84,16
-22.888,-33.7688,2.164e-84,16
-22.878,-33.7588,2.164e-84,16
-22.868,-33.7488,2.164e-84,16
-22.858,-33.7388,2.164e-84,16
-22.848,-33.7288,2.164e-84,16
-22.838,-33.7188,2.164e-84,16
-22.828,-33.7088,2.164e-84,16
-22.818,-33.6988,2.164e-84,16
-22.808,-33.6888,2.164e-84,16
-22.798,-33.6788,2.164e-84,16
-22.788,-33.6688,2.164e-84,16
-22.778,-33.6588,2.164e-84,16
-22.768,-33.6488,2.164e-84,16
-22.758,-33.6388,2.164e-84,16
-22.748,-33.6288,2.164e-84,16
-22.738,-33.6188,2.164e-84,16
-22.728,-33.6088,2.164e-84,16
-22.718,-33.5988,2.164e-84,16
-22.708,-33.5888,2.164e-84,16
-22.698,-33.5788,2.164e-84,16
-22.688,-33.5688,2.164e-84,16
-22.678,-33.5588,2.164e-84,16
-22.668,-33.5488,2.164e-84,16
-22.658,-33.5388,2.164e-84,16
-22.648,-33.5288,2.164e-84,16
-22.638,-33.5188,2.164e-84,16
-22.628,-33.5088,2.164e-84,16
-22.618,-33.4988,2.164e-84,16
-22.608,-33.4888,2.164e-84,16
-22.598,-33.4788,2.164e-84,16
-22.588,-33.4688,2.164e-84,16
-22.578,-33.4588,2.164e-84,16
-22.568,-33.4488,2.164e-84,16
-22.558,-33.4388,2.164e-84,16
-22.548,-33.4288,2.164e-84,16
-22.538,-33.4188,2.164e-84,16
-22.528,-33.4088,2.164e-84,16
-22.518,-33.3988,2.164e-84,16
-22.508,-33.3888,2.164e-84,16
-22.498,-33.3788,2.164e-84,16
-22.488,-33.3688,2.164e-84,16
-22.478,-33.3588,2.164e-84,16
-22.468,-33.3488,2.164e-84,16
-22.458,-33.3388,2.164e-84,16
-22.448,-33.3288,2.164e-84,16
-22.438,-33.3188,2.164e-84,16
-22.428,-33.3088,2.164e-84,16
-22.418,-33.2988,2.164e-84,16
-22.408,-33.2888,2.164e-84,16
-22.398,-33.2788,2.164e-84,16
-22.388,-33.2688,2.164e-84,16
-22.378,-33.2588,2.164e-84,16
-22.368,-33.2488,2.164e-84,16
-22.358,-33.2388,2.164e-84,16
-22.348,-33.2288,2.164e-84,16
-22.338,-33.2188,2.164e-84,16
-22.328,-33.2088,2.164e-84,16
-22.318,-33.1988,2.164e-84,16
-22.308,-33.1888,2.164e-84,16
-22.298,-33.1788,2.164e-84,16
-22.288,-33.1688,2.164e-84,16
-22.278,-33.1588,2.164e-84,16
-22.268,-33.1488,2.164e-84,16
-22.258,-33.1388,2.164e-84,16
-22.248,-33.1288,2.164e-84,16
-22.238,-33.1188,2.164e-84,16
-22.228,-33.1088,2.164e-84,16
-22.218,-33.0988,2.164e-84,16
-22.208,-33.0888,2.164e-84,16
-22.198,-33.0788,2.164e-84,16
-22.188,-33.0688,2.164e-84,16
-22.178,-33.0588,2.164e-84,16
-22.168,-33.0488,2.164e-84,16
-22.158,-33.0388,2.164e-84,16
-22.148,-33.0288,2.164e-84,16
-22.138,-33.0188,2.164e-84,16
-22.128,-33.0088,2.164e-84,16
-22.118,-32.9988,2.164e-84,16
-22.108,-32.9888,2.164e-84,16
-22.098,-32.9788,2.164e-84,16
-22.088,-32.9688,2.164e-84,16
-22.078,-32.9588,2.164e-84,16
-22.068,-32.9488,2.164e-84,16
-22.058,-32.9388,2.164e-84,16
-22.048,-32.9288,2.164e-84,16
-22.038,-32.9188,2.164e-84,16
-22.028,-32.9088,2.164e-84,16
-22.018,-32.8988,2.164e-84,16
-22.008,-32.8888,2.164e-84,16
-21.998,-32.8788,2.164e-84,16
-21.988,-32.8688,2.164e-84,16
-21.978,-32.8588,2.164e-84,16
-21.968,-32.8488,2.164e-84,16
-21.958,-32.8388,2.164e-84,16
-21.948,-32.8288,2.164e-84,16
-21.938,-32.8188,2.164e-84,16
-21.928,-32.8088,2.164e-84,16
-21.918,-32.7988,2.164e-84,16
-21.908,-32.7888,2.164e-84,16
-21.898,-32.7788,2.164e-84,16
-21.888,-32.7688,2.164e-84,16
-21.878,-32.7588,2.164e-84,16
-21.868,-32.7488,2.164e-84,16
-21.858,-32.7388,2.164e-84,16
-21.848,-32.7288,2.164e-84,16
-21.838,-32.7188,2.164e-84,16
-21.828,-32.7088,2.164e-84,16
-21.818,-32.6988,2.164e-84,16
-21.808,-32.6888,2.164e-84,16
-21.798,-32.6788,2.164e-84,16
-21.788,-32.6688,2.164e-84,16
-21.778,-32.6588,2.164e-84,16
-21.768,-32.6488,2.164e-84,16
-21.758,-32.6388,2.164e-84,16
-21.748,-32.6288,2.164e-84,16
-21.738,-32.6188,2.164e-84,16
-21.728,-32.6088,2.164e-84,16
-21.718,-32.5988,2.164e-84,16
-21.708,-32.5888,2.164e-84,16
-21.698,-32.5788,2.164e-84,16
-21.688,-32.5688,2.164e-84,16
-21.678,-32.5588,2.164e-84,16
-21.668,-32.5488,2.164e-84,16
-21.658,-32.5388,2.164e-84,16
-21.648,-32.5288,2.164e-84,16
-21.638,-32.5188,2.164e-84,16
-21.628,-32.5088,2.164e-84,16
-21.618,-32.4988,2.164e-84,16
-21.608,-32.4888,2.164e-84,16
-21.598,-32.4788,2.164e-84,16
-21.588,-32.4688,2.164e-84,16
-21.578,-32.4588,2.164e-84,16
-21.568,-32.4488,2.164e-84,16
-21.558,-32.4388,2.164e-84,16
-21.548,-32.4288,2.164e-84,16
-21.538,-32.4188,2.164e-84,16
-21.528,-32.4088,2.164e-84,16
-21.518,-32.3988,2.164e-84,16
-21.508,-32.3888,2.164e-84,16
-21.498,-32.3788,2.164e-84,16
-21.488,-32.3688,2.164e-84,16
-21.478,-32.3588,2.164e-84,16
-21.468,-32.3488,2.164e-84,16
-21.458,-32.3388,2.164e-84,16
-21.448,-32.3288,2.164e-84,16
-21.438,-32.3188,2.164e-84,16
-21.428,-32.3088,2.164e-84,16
-21.418,-32.2988,2.164e-84,16
-21.408,-32.2888,2.164e-84,16
-21.398,-32.2788,2.164e-84,16
-21.388,-32.2688,2.164e-84,16
-21.378,-32.2588,2.164e-84,16
-21.368,-32.2488,2.164e-84,16
-21.358,-32.2388,2.164e-84,16
-21.348,-32.2288,2.164e-84,16
-21.338,-32.2188,2.164e-84,16
-21.328,-32.2088,2.164e-84,16
-21.318,-32.1988,2.164e-84,16
-21.308,-32.1888,2.164e-84,16
-21.298,-32.1788,2.164e-84,16
-21.288,-32.1688,2.164e-84,16
-21.278,-32.1588,2.164e-84,16
-21.268,-32.1488,2.164e-84,16
-21.258,-32.1388,2.164e-84,16
-21.248,-32.1288,2.164e-84,16
-21.238,-32.1188,2.164e-84,16
-21.228,-32.1088,2.164e-84,16
-21.218,-32.0988,2.164e-84,16
-21.208,-32.0888,2.164e-84,16
-21.198,-32.0788,2.164e-84,16
-21.188,-32.0688,2.164e-84,16
-21.178,-32.0588,2.164e-84,16
-21.168,-32.0488,2.164e-84,16
-21.158,-32.0388,2.164e-84,16
-21.148,-32.0288,2.164e-84,16
-21.138,-32.0188,2.164e-84,16
-21.128,-32.0088,2.164e-84,16
-21.118,-31.9988,2.164e-84,16
-21.108,-31.9888,2.164e-84,16
-21.098,-31.9788,2.164e-84,16
-21.088,-31.9688,2.164e-84,16
-21.078,-31.9588,2.164e-84,16
-21.068,-31.9488,2.164e-84,16
-21.058,-31.9388,2.164e-84,16
-21.048,-31.9288,2.164e-84,16
-21.038,-31.9188,2.164e-84,16
-21.028,-31.9088,2.164e-84,16
-21.018,-31.8988,2.164e-84,16
-21.008,-31.8888,2.164e-84,16
-20.998,-31.8788,2.164e-84,16
-20.988,-31.8688,2.164e-84,16
-20.978,-31.8588,2.164e-84,16
-20.968,-31.8488,2.164e-84,16
-20.958,-31.8388,2.164e-84,16
-20.948,-31.8288,2.164e-84,16
-20.938,-31.8188,2.164e-84,16
-20.928,-31.8088,2.164e-84,16
-20.918,-31.7988,2.164e-84,16
-20.908,-31.7888,2.164e-84,16
-20.898,-31.7788,2.164e-84,16
-20.888,-31.7688,2.164e-84,16
-20.878,-31.7588,2.164e-84,16
-20.868,-31.7488,2.164e-84,16
-20.858,-31.7388,2.164e-84,16
-20.848,-31.7288,2.164e-84,16
-20.838,-31.7188,2.164e-84,16
-20.828,-31.7088,2.164e-84,16
-20.818,-31.6988,2.164e-84,16
-20.808,-31.6888,2.164e-84,16
-20.798,-31.6788,2.164e-84,16
-20.788,-31.6688,2.164e-84,16
-20.778,-31.6588,2.164e-84,16
-20.768,-31.6488,2.164e-84,16
-20.758,-31.6388,2.164e-84,16
-20.748,-31.6288,2.164e-84,16
-20.738,-31.6188,2.164e-84,16
-20.728,-31.6088,2.164e-84,16
-20.718,-31.5988,2.164e-84,16
-20.708,-31.5888,2.164e-84,16
-20.698,-31.5788,2.164e-84,16
-20.688,-31.5688,2.164e-84,16
-20.678,-31.5588,2.164e-84,16
-20.668,-31.5488,2.164e-84,16
-20.658,-31.5388,2.164e-84,16
-20.648,-31.5288,2.164e-84,16
-20.638,-31.5188,2.164e-84,16
-20.628,-31.5088,2.164e-84,16
-20.618,-31.4988,2.164e-84,16
-20.608,-31.4888,2.164e-84,16
-20.598,-31.4788,2.164e-84,16
-20.588,-31.4688,2.164e-84,16
-20.578,-31.4588,2.164e-84,16
-20.568,-31.4488,2.164e-84,16
-20.558,-31.4388,2.164e-84,16
-20.548,-31.4288,2.164e-84,16
-20.538,-31.4188,2.164e-84,16
-20.528,-31.4088,2.164e-84,16
-20.518,-31.3988,2.164e-84,16
-20.508,-31.3888,2.164e-84,16
-20.498,-31.3788,2.164e-84,16
-20.488,-31.3688,2.164e-84,16
-20.478,-31.3588,2.164e-84,16
-20.468,-31.3488,2.164e-84,16
-20.458,-31.3388,2.164e-84,16
-20.448,-31.3288,2.164e-84,16
-20.438,-31.3188,2.164e-84,16
-20.428,-31.3088,2.164e-84,16
-20.418,-31.2988,2.164e-84,16
-20.408,-31.2888,2.164e-84,16
-20.398,-31.2788,2.164e-84,16
-20.388,-31.2688,2.164e-84,16
-20.378,-31.2588,2.164e-84,16
-20.368,-31.2488,2.164e-84,16
-20.358,-31.2388,2.164e-84,16
-20.348,-31.2288,2.164e-84,16
-20.338,-31.2188,2.164e-84,16
-20.328,-31.2088,2.164e-84,16
-20.318,-31.1988,2.164e-84,16
-20.308,-31.1888,2.164e-84,16
-20.298,-31.1788,2.164e-84,16
-20.288,-31.1688,2.164e-84,16
-20.278,-31.1588,2.164e-84,16
-20.268,-31.1488,2.164e-84,16
-20.258,-31.1388,2.164e-84,16
-20.248,-31.1288,2.164e-84,16
-20.238,-31.1188,2.164e-84,16
-20.228,-31.1088,2.164e-84,16
-20.218,-31.0988,2.164e-84,16
-20.208,-31.0888,2.164e-84,16
-20.198,-31.0788,2.164e-84,16
-20.188,-31.0688,2.164e-84,16
-20.178,-31.0588,2.164e-84,16
-20.168,-31.0488,2.164e-84,16
-20.158,-31.0388,2.164e-84,16
-20.148,-31.0288,2.164e-84,16
-20.138,-31.0188,2.164e-84,16
-20.128,-31.0088,2.164e-84,16
-20.118,-30.9988,2.164e-84,16
-20.108,-30.9888,2.164e-84,16
-20.098,-30.9788,2.164e-84,16
-20.088,-30.9688,2.164e-84,16
-20.078,-30.9588,2.164e-84,16
-20.068,-30.9488,2.164e-84,16
-20.058,-30.9388,2.164e-84,16
-20.048,-30.9288,2.164e-84,16
-20.038,-30.9188,2.164e-84,16
-20.028,-30.9088,2.164e-84,16
-20.018,-30.8988,2.164e-84,16
-20.008,-30.8888,2.164e-84,16
-19.998,-30.8788,2.164e-84,16
-19.988,-30.8688,2.164e-84,16
-19.978,-30.8588,2.164e-84,16
-19.968,-30.8488,2.164e-84,16
-19.958,-30.8388,2.164e-84,16
-19.948,-30.8288,2.164e-84,16
-19.938,-30.8188,2.164e-84,16
-19.928,-30.8088,2.164e-84,16
-19.918,-30.7988,2.164e-84,16
-19.908,-30.7888,2.164e-84,16
-19.898,-30.7788,2.164e-84,16
-19.888,-30.7688,2.164e-84,16
-19.878,-30.7588,2.164e-84,16
-19.868,-30.7488,2.164e-84,16
-19.858,-30.7388,2.164e-84,16
-19.848,-30.7288,2.164e-84,16
-19.838,-30.7188,2.164e-84,16
-19.828,-30.7088,2.164e-84,16
-19.818,-30.6988,2.164e-84,16
-19.808,-30.6888,2.164e-84,16
-19.798,-30.6788,2.164e-84,16
-19.788,-30.6688,2.164e-84,16
-19.778,-30.6588,2.164e-84,16
-19.768,-30.6488,2.164e-84,16
-19.758,-30.6388,2.164e-84,16
-19.748,-30.6288,2.164e-84,16
-19.738,-30.6188,2.164e-84,16
-19.728,-30.6088,2.164e-84,16
-19.718,-30.5988,2.164e-84,16
-19.708,-30.5888,2.164e-84,16
-19.698,-30.5788,2.164e-84,16
-19.688,-30.5688,2.164e-84,16
-19.678,-30.5588,2.164e-84,16
-19.668,-30.5488,2.164e-84,16
-19.658,-30.5388,2.164e-84,16
-19.648,-30.5288,2.164e-84,16
-19.638,-30.5188,2.164e-84,16
