# nd2o3_mp-2763 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 16.159 eV. Gap is the fixed-occ nscf value (-6.460 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,O_p,O_s
23.099,6.9397,0.1664,0.18016,0.098362,0.7418,0.083,0.020089
23.109,6.9497,0.1658,0.17936,0.094958,0.7458,0.0828,0.019522
23.119,6.9597,0.1636,0.17672,0.090936,0.7392,0.0818,0.018791
23.129,6.9697,0.1598,0.17244,0.086096,0.7242,0.0796,0.017897
23.139,6.9797,0.1546,0.16694,0.080836,0.7004,0.0769,0.016883
23.149,6.9897,0.1482,0.16062,0.07496,0.6684,0.0731,0.015789
23.159,6.9997,0.1408,0.15406,0.069074,0.6298,0.0687,0.014658
23.169,7.0097,0.1328,0.1477,0.063178,0.5848,0.0639,0.013532
23.179,7.0197,0.1248,0.142344,0.057484,0.5358,0.0592,0.012472
23.189,7.0297,0.1168,0.138388,0.052192,0.4866,0.0543,0.011499
23.199,7.0397,0.1098,0.136044,0.047708,0.4396,0.0498,0.010673
23.209,7.0497,0.1038,0.13572,0.04404,0.3948,0.0459,0.009976
23.219,7.0597,0.0992,0.13722,0.041186,0.3564,0.0425,0.009447
23.229,7.0697,0.0958,0.140746,0.039352,0.3224,0.04,0.009065
23.239,7.0797,0.0936,0.145698,0.038336,0.299,0.0383,0.008811
23.249,7.0897,0.0928,0.151676,0.038334,0.28,0.0373,0.008662
23.259,7.0997,0.093,0.158072,0.038948,0.27156,0.0369,0.008577
23.269,7.1097,0.0938,0.164082,0.040172,0.26748,0.0372,0.008555
23.279,7.1197,0.0948,0.1693,0.041802,0.27174,0.0377,0.008492
23.289,7.1297,0.0958,0.17312,0.043634,0.2802,0.0385,0.008429
23.299,7.1397,0.0962,0.174936,0.045464,0.2908,0.0395,0.008281
23.309,7.1497,0.096,0.174542,0.046888,0.3056,0.0401,0.008048
23.319,7.1597,0.095,0.171534,0.048102,0.3182,0.0408,0.007727
23.329,7.1697,0.093,0.16611,0.048704,0.3326,0.0409,0.007299
23.339,7.1797,0.09,0.158468,0.048894,0.343,0.0408,0.006822
23.349,7.1897,0.086,0.148812,0.04827,0.351,0.0403,0.006256
23.359,7.1997,0.0812,0.13754,0.047236,0.3568,0.0393,0.005662
23.369,7.2097,0.076,0.125458,0.04539,0.3582,0.038,0.00504
23.379,7.2197,0.07,0.112966,0.043134,0.3534,0.03634,0.004432
23.389,7.2297,0.06424,0.100472,0.040672,0.3466,0.03436,0.003861
23.399,7.2397,0.0582,0.088576,0.037808,0.33332,0.03216,0.003327
23.409,7.2497,0.05256,0.077884,0.034942,0.318,0.0299,0.002852
23.419,7.2597,0.04736,0.068598,0.032078,0.29856,0.0276,0.002461
23.429,7.2697,0.04262,0.06072,0.02942,0.27708,0.02524,0.002133
23.439,7.2797,0.0386,0.054854,0.027168,0.25562,0.02304,0.001897
23.449,7.2897,0.0355,0.050598,0.025328,0.23224,0.02106,0.001738
23.459,7.2997,0.03316,0.048156,0.024102,0.21018,0.01934,0.001659
23.469,7.3097,0.03182,0.047526,0.023492,0.19054,0.01794,0.001649
23.479,7.3197,0.03144,0.048312,0.0239,0.17416,0.01694,0.001704
23.489,7.3297,0.0323,0.050314,0.02513,0.16228,0.01637,0.001819
23.499,7.3397,0.03396,0.05333,0.027382,0.15578,0.0163,0.001985
23.509,7.3497,0.03704,0.057364,0.030658,0.15506,0.01672,0.002193
23.519,7.3597,0.04092,0.061814,0.034756,0.16078,0.01767,0.002439
23.529,7.3697,0.0462,0.06688,0.040078,0.1729,0.0191,0.002712
23.539,7.3797,0.05246,0.071962,0.04602,0.19124,0.02102,0.003002
23.549,7.3897,0.0599,0.076856,0.05258,0.21416,0.02333,0.00332
23.559,7.3997,0.06806,0.081762,0.05975,0.24236,0.02598,0.00364
23.569,7.4097,0.07694,0.086278,0.066926,0.2748,0.02885,0.00394
23.579,7.4197,0.08626,0.090196,0.0739,0.3074,0.03189,0.00425
23.589,7.4297,0.09558,0.093314,0.080462,0.3398,0.0347,0.00452
23.599,7.4397,0.1046,0.095624,0.086,0.3702,0.0375,0.00475
23.609,7.4497,0.1132,0.096924,0.09052,0.3984,0.0399,0.00493
23.619,7.4597,0.1204,0.097206,0.0934,0.418,0.0417,0.00507
23.629,7.4697,0.1262,0.096268,0.09464,0.4334,0.043,0.00513
23.639,7.4797,0.13,0.094302,0.09424,0.44,0.0436,0.00511
23.649,7.4897,0.1316,0.09091,0.092,0.438,0.0436,0.00502
23.659,7.4997,0.1308,0.08649,0.0881,0.4274,0.0426,0.00487
23.669,7.5097,0.128,0.081044,0.082986,0.4084,0.041,0.00463
23.679,7.5197,0.1226,0.07477,0.076436,0.3846,0.0386,0.00432
23.689,7.5297,0.1154,0.067878,0.069264,0.3546,0.0358,0.00398
23.699,7.5397,0.10654,0.060568,0.061678,0.3202,0.03258,0.00359
23.709,7.5497,0.09648,0.053248,0.053688,0.2836,0.02902,0.003204
23.719,7.5597,0.0857,0.045922,0.046102,0.24686,0.02543,0.002786
23.729,7.5697,0.0747,0.038996,0.038724,0.2116,0.02186,0.002385
23.739,7.5797,0.06374,0.032474,0.03196,0.17724,0.01843,0.002005
23.749,7.5897,0.05348,0.02656,0.025812,0.14586,0.01526,0.001656
23.759,7.5997,0.04398,0.021456,0.020686,0.11754,0.01238,0.001344
23.769,7.6097,0.03546,0.017184,0.01612,0.09306,0.00985,0.001072
23.779,7.6197,0.02794,0.013666,0.012392,0.07226,0.00771,0.000844
23.789,7.6297,0.02184,0.01096,0.009404,0.05514,0.00595,0.00066
23.799,7.6397,0.0168,0.0090274,0.0070748,0.04148,0.00453,0.0005183
23.809,7.6497,0.01284,0.0078862,0.0053408,0.03066,0.00342,0.0004144
23.819,7.6597,0.009912,0.0074956,0.0041414,0.022432,0.002596,0.0003485
23.829,7.6697,0.007882,0.0078338,0.0033756,0.016484,0.002029,0.0003179
23.839,7.6797,0.006638,0.0089,0.0030026,0.012368,0.001677,0.0003177
23.849,7.6897,0.006078,0.0107132,0.0030218,0.0098,0.001511,0.0003517
23.859,7.6997,0.006128,0.0132322,0.003353,0.008502,0.001507,0.0004137
23.869,7.7097,0.00669,0.0164764,0.004036,0.008256,0.001641,0.0005039
23.879,7.7197,0.007688,0.0202654,0.00503,0.008912,0.001894,0.000623
23.889,7.7297,0.009086,0.0248784,0.006336,0.010338,0.002264,0.000766
23.899,7.7397,0.01078,0.029695,0.00793,0.012446,0.002718,0.000934
23.909,7.7497,0.01272,0.0349148,0.009834,0.015168,0.00324,0.00112
23.919,7.7597,0.01482,0.040137,0.011984,0.01842,0.00383,0.00132
23.929,7.7697,0.01698,0.045361,0.014356,0.02208,0.00445,0.001529
23.939,7.7797,0.01912,0.0501858,0.016868,0.02606,0.00508,0.00174
23.949,7.7897,0.02112,0.05441,0.019476,0.03024,0.00572,0.001942
23.959,7.7997,0.02292,0.057634,0.022138,0.03462,0.00631,0.002135
23.969,7.8097,0.02434,0.060054,0.024608,0.03896,0.00685,0.002308
23.979,7.8197,0.02546,0.061472,0.027066,0.04304,0.00732,0.002462
23.989,7.8297,0.02636,0.061686,0.02931,0.04708,0.00771,0.002593
23.999,7.8397,0.0268,0.060696,0.03134,0.05082,0.00804,0.002707
24.009,7.8497,0.02686,0.059102,0.033156,0.0545,0.0083,0.002806
24.019,7.8597,0.02672,0.056702,0.034962,0.05812,0.00853,0.002894
24.029,7.8697,0.02622,0.0541,0.036558,0.06166,0.0087,0.002994
24.039,7.8797,0.02578,0.051098,0.038352,0.06536,0.00889,0.003102
24.049,7.8897,0.02542,0.048292,0.040146,0.06944,0.00911,0.003226
24.059,7.8997,0.02508,0.045888,0.042144,0.0737,0.00937,0.003392
24.069,7.9097,0.02502,0.044288,0.044348,0.07858,0.0097,0.003578
24.079,7.9197,0.02528,0.04329,0.04696,0.0839,0.01008,0.003808
24.089,7.9297,0.02586,0.043098,0.049582,0.08966,0.01055,0.004072
24.099,7.9397,0.02686,0.043912,0.052616,0.09568,0.01107,0.004356
24.109,7.9497,0.02824,0.045532,0.055656,0.10178,0.01163,0.00467
24.119,7.9597,0.03,0.048162,0.058904,0.10772,0.01221,0.005
24.129,7.9697,0.03222,0.051598,0.061958,0.11334,0.01279,0.00533
24.139,7.9797,0.03504,0.056044,0.065014,0.11862,0.01334,0.00568
24.149,7.9897,0.03808,0.061096,0.067674,0.12316,0.01386,0.00601
24.159,7.9997,0.0417,0.066954,0.070336,0.12692,0.01433,0.00635
24.169,8.0097,0.04574,0.073618,0.073,0.1299,0.01474,0.00669
24.179,8.0197,0.05018,0.080688,0.075464,0.13168,0.01511,0.00704
24.189,8.0297,0.05544,0.088358,0.077934,0.13282,0.01545,0.00737
24.199,8.0397,0.06114,0.09643,0.080408,0.13296,0.01577,0.00773
24.209,8.0497,0.0675,0.1047,0.083288,0.13242,0.01611,0.00808
24.219,8.0597,0.0743,0.113166,0.086576,0.13144,0.01647,0.00843
24.229,8.0697,0.0818,0.121424,0.09008,0.12998,0.01687,0.00879
24.239,8.0797,0.0896,0.129476,0.09418,0.12846,0.01733,0.00913
24.249,8.0897,0.0976,0.136718,0.0987,0.12686,0.01784,0.00942
24.259,8.0997,0.1056,0.143148,0.10362,0.12542,0.01845,0.00967
24.269,8.1097,0.1136,0.148568,0.10874,0.12432,0.01908,0.00985
24.279,8.1197,0.1208,0.152574,0.11428,0.12358,0.01975,0.00997
24.289,8.1297,0.1274,0.155166,0.1196,0.12322,0.02043,0.00998
24.299,8.1397,0.1328,0.156148,0.12492,0.12302,0.02107,0.00988
24.309,8.1497,0.1368,0.155718,0.12984,0.12282,0.02165,0.00969
24.319,8.1597,0.1394,0.153476,0.13414,0.1226,0.0221,0.00939
24.329,8.1697,0.14,0.149828,0.1374,0.12178,0.0224,0.009
24.339,8.1797,0.1388,0.14497,0.13966,0.12054,0.02251,0.00851
24.349,8.1897,0.1358,0.138908,0.14046,0.1183,0.02239,0.00797
24.359,8.1997,0.1308,0.13184,0.14006,0.11504,0.02207,0.00738
24.369,8.2097,0.1246,0.124372,0.138,0.11078,0.02153,0.00674
24.379,8.2197,0.1172,0.116706,0.13432,0.10572,0.0208,0.00613
24.389,8.2297,0.1086,0.109242,0.12922,0.09966,0.01991,0.00551
24.399,8.2397,0.0996,0.102182,0.12268,0.093,0.01891,0.00493
24.409,8.2497,0.0906,0.09593,0.11512,0.08598,0.01784,0.00441
24.419,8.2597,0.082,0.090686,0.10656,0.0792,0.01677,0.00398
24.429,8.2697,0.0738,0.086852,0.09738,0.07246,0.01574,0.0036
24.439,8.2797,0.0664,0.084628,0.08782,0.06658,0.01482,0.0033
24.449,8.2897,0.06032,0.083614,0.07804,0.06134,0.01401,0.00309
24.459,8.2997,0.05514,0.08421,0.068692,0.05718,0.01336,0.002957
24.469,8.3097,0.05118,0.085814,0.05975,0.05386,0.01284,0.002896
24.479,8.3197,0.04818,0.088624,0.051426,0.05138,0.01247,0.002884
24.489,8.3297,0.04614,0.091838,0.043916,0.04974,0.01221,0.002915
24.499,8.3397,0.04484,0.095054,0.037422,0.04868,0.01203,0.002966
24.509,8.3497,0.044,0.09807,0.03194,0.048,0.0119,0.003011
24.519,8.3597,0.04338,0.100482,0.027266,0.0473,0.01177,0.003066
24.529,8.3697,0.04294,0.10169,0.023598,0.04652,0.01159,0.003087
24.539,8.3797,0.04224,0.101692,0.02073,0.0457,0.01133,0.00309
24.549,8.3897,0.04144,0.100288,0.018664,0.04418,0.011,0.003034
24.559,8.3997,0.04056,0.097278,0.017276,0.04242,0.01057,0.002956
24.569,8.4097,0.03918,0.09306,0.016444,0.04018,0.01003,0.002836
24.579,8.4197,0.03772,0.087836,0.016052,0.03768,0.00942,0.002674
24.589,8.4297,0.036,0.08161,0.015996,0.03474,0.00876,0.002492
24.599,8.4397,0.03424,0.07518,0.016162,0.0318,0.00806,0.002307
24.609,8.4497,0.03248,0.068348,0.01645,0.02884,0.00734,0.002113
24.619,8.4597,0.03072,0.061718,0.016782,0.02568,0.00665,0.001921
24.629,8.4697,0.02922,0.055488,0.0171,0.02274,0.006,0.001746
24.639,8.4797,0.02794,0.050062,0.017366,0.020036,0.00539,0.001589
24.649,8.4897,0.02696,0.04544,0.01754,0.017524,0.00484,0.001458
24.659,8.4997,0.02642,0.04182,0.017666,0.015252,0.00439,0.00136
24.669,8.5097,0.02632,0.039406,0.017744,0.01326,0.00402,0.001293
24.679,8.5197,0.02682,0.0381982,0.017832,0.011508,0.00373,0.001264
24.689,8.5297,0.028,0.0383958,0.018016,0.01003,0.00351,0.001274
24.699,8.5397,0.02962,0.04,0.018314,0.008768,0.0034,0.001324
24.709,8.5497,0.03218,0.042812,0.018826,0.007778,0.003403,0.001413
24.719,8.5597,0.03548,0.047232,0.019594,0.007018,0.003474,0.00154
24.729,8.5697,0.03954,0.05306,0.020698,0.006522,0.003636,0.001705
24.739,8.5797,0.04432,0.060298,0.021978,0.00627,0.003907,0.001905
24.749,8.5897,0.04962,0.068746,0.023874,0.006298,0.004248,0.002136
24.759,8.5997,0.05566,0.078202,0.025986,0.006604,0.004677,0.002398
24.769,8.6097,0.06216,0.088868,0.028308,0.007164,0.005173,0.002672
24.779,8.6197,0.06916,0.099942,0.030842,0.008016,0.00573,0.002972
24.789,8.6297,0.0764,0.111622,0.03378,0.009114,0.00631,0.003268
24.799,8.6397,0.08386,0.123106,0.03672,0.010458,0.00693,0.003568
24.809,8.6497,0.09134,0.134392,0.039658,0.012022,0.00756,0.00386
24.819,8.6597,0.0988,0.144876,0.042584,0.013762,0.00815,0.004134
24.829,8.6697,0.10622,0.154156,0.045494,0.015614,0.00872,0.004374
24.839,8.6797,0.11298,0.161826,0.047986,0.017512,0.00924,0.00458
24.849,8.6897,0.11924,0.167484,0.05025,0.019372,0.00966,0.004738
24.859,8.6997,0.125,0.171126,0.052288,0.021132,0.01,0.004842
24.869,8.7097,0.1296,0.172352,0.053696,0.02273,0.01023,0.00489
24.879,8.7197,0.1332,0.171158,0.054676,0.023924,0.01034,0.00488
24.889,8.7297,0.1358,0.167748,0.05503,0.024894,0.01035,0.00479
24.899,8.7397,0.137,0.162318,0.054764,0.025444,0.01027,0.00467
24.909,8.7497,0.1372,0.155676,0.053886,0.025574,0.01012,0.00449
24.919,8.7597,0.1366,0.148022,0.0526,0.025292,0.00989,0.00426
24.929,8.7697,0.1352,0.14016,0.051116,0.0246,0.00965,0.004014
24.939,8.7797,0.1336,0.132896,0.049242,0.023508,0.00942,0.003758
24.949,8.7897,0.1318,0.126434,0.047182,0.022218,0.00923,0.0035
24.959,8.7997,0.1302,0.121978,0.04534,0.020598,0.00913,0.003266
24.969,8.8097,0.1292,0.11933,0.043522,0.01895,0.00913,0.003056
24.979,8.8197,0.129,0.119092,0.042126,0.0173,0.00923,0.002898
24.989,8.8297,0.1298,0.121464,0.040952,0.015706,0.00947,0.002782
24.999,8.8397,0.1312,0.12605,0.040394,0.01429,0.00983,0.002716
25.009,8.8497,0.1332,0.132844,0.040252,0.01309,0.01032,0.00271
25.019,8.8597,0.1358,0.141248,0.04052,0.012162,0.01088,0.002762
25.029,8.8697,0.1384,0.151062,0.041194,0.011546,0.01154,0.002886
25.039,8.8797,0.1412,0.16148,0.04247,0.011294,0.01225,0.00307
25.049,8.8897,0.1434,0.171902,0.043948,0.011388,0.01298,0.003326
25.059,8.8997,0.1454,0.18233,0.046024,0.01186,0.01374,0.003648
25.069,8.9097,0.1464,0.19196,0.048298,0.01267,0.01448,0.00404
25.079,8.9197,0.1472,0.200592,0.05097,0.013798,0.01522,0.00452
25.089,8.9297,0.147,0.208826,0.05404,0.01524,0.01591,0.00505
25.099,8.9397,0.1466,0.214862,0.0575,0.016956,0.01656,0.00565
25.109,8.9497,0.1458,0.218902,0.06118,0.018848,0.01718,0.0063
25.119,8.9597,0.1448,0.220942,0.06504,0.020896,0.01774,0.00699
25.129,8.9697,0.1442,0.222986,0.0691,0.02302,0.01825,0.00768
25.139,8.9797,0.1438,0.223032,0.07336,0.025224,0.01867,0.00838
25.149,8.9897,0.1438,0.22108,0.07762,0.027226,0.01904,0.00903
25.159,8.9997,0.1448,0.219128,0.08186,0.029032,0.01935,0.00963
25.169,9.0097,0.1462,0.215176,0.08612,0.030844,0.01959,0.01013
25.179,9.0197,0.1488,0.209226,0.09016,0.032262,0.01979,0.01054
25.189,9.0297,0.1522,0.205276,0.094,0.033492,0.01999,0.01083
25.199,9.0397,0.1566,0.199726,0.09784,0.03434,0.0202,0.01098
25.209,9.0497,0.1624,0.194776,0.1017,0.035208,0.02045,0.01101
25.219,9.0597,0.1692,0.190426,0.10558,0.035902,0.02079,0.01091
25.229,9.0697,0.1768,0.187278,0.10946,0.036424,0.02124,0.01072
25.239,9.0797,0.1854,0.185328,0.11336,0.037182,0.02181,0.01043
25.249,9.0897,0.1942,0.184776,0.11746,0.037772,0.0225,0.01009
25.259,9.0997,0.2032,0.186024,0.1218,0.0388,0.02323,0.00973
25.269,9.1097,0.212,0.188866,0.12654,0.03986,0.02422,0.00936
25.279,9.1197,0.2202,0.193302,0.13108,0.04136,0.02523,0.009
25.289,9.1297,0.2272,0.199128,0.13582,0.04308,0.02625,0.00869
25.299,9.1397,0.2332,0.205746,0.14056,0.04504,0.02729,0.00843
25.309,9.1497,0.2372,0.21375,0.14508,0.0472,0.02813,0.0082
25.319,9.1597,0.24,0.22374,0.1494,0.04976,0.02897,0.00802
25.329,9.1697,0.241,0.231718,0.15308,0.05212,0.02959,0.00787
25.339,9.1797,0.2406,0.241682,0.15594,0.05448,0.03001,0.00772
25.349,9.1897,0.239,0.249636,0.15798,0.05658,0.0302,0.00757
25.359,9.1997,0.2364,0.257578,0.15878,0.05846,0.03017,0.00742
25.369,9.2097,0.233,0.265512,0.15856,0.05988,0.02991,0.00723
25.379,9.2197,0.2292,0.271442,0.1569,0.06084,0.02941,0.00701
25.389,9.2297,0.225,0.27537,0.15384,0.06112,0.02887,0.00674
25.399,9.2397,0.2208,0.279296,0.14934,0.06074,0.02789,0.00643
25.409,9.2497,0.2162,0.279224,0.14342,0.05968,0.02706,0.00611
25.419,9.2597,0.2114,0.277156,0.13628,0.05814,0.02577,0.00573
25.429,9.2697,0.206,0.273088,0.12814,0.05592,0.02462,0.00537
25.439,9.2797,0.1998,0.267024,0.11918,0.05344,0.02327,0.00498
25.449,9.2897,0.1928,0.258964,0.1096,0.05052,0.02184,0.00461
25.459,9.2997,0.185,0.248904,0.09962,0.04736,0.02035,0.00424
25.469,9.3097,0.176,0.234846,0.08964,0.04396,0.01881,0.003898
25.479,9.3197,0.1658,0.220788,0.07984,0.04076,0.01725,0.003556
25.489,9.3297,0.1548,0.20473,0.07044,0.03734,0.01568,0.00323
25.499,9.3397,0.1432,0.188672,0.06164,0.03416,0.01415,0.002922
25.509,9.3497,0.1312,0.172014,0.05344,0.03118,0.01268,0.002632
25.519,9.3597,0.1192,0.15576,0.046036,0.02866,0.0113,0.002358
25.529,9.3697,0.108,0.140306,0.039846,0.026358,0.01003,0.002112
25.539,9.3797,0.0974,0.126258,0.034468,0.024306,0.00891,0.001876
25.549,9.3897,0.08812,0.114218,0.03011,0.0229,0.00794,0.001677
25.559,9.3997,0.08052,0.104382,0.026978,0.02194,0.00716,0.001508
25.569,9.4097,0.07454,0.096958,0.024874,0.021224,0.00658,0.00138
25.579,9.4197,0.07056,0.092142,0.023602,0.021024,0.00619,0.001295
25.589,9.4297,0.06858,0.089936,0.023566,0.0211,0.00598,0.001259
25.599,9.4397,0.06858,0.090144,0.024364,0.021484,0.00597,0.001275
25.609,9.4497,0.07012,0.09276,0.025998,0.022088,0.00613,0.001347
25.619,9.4597,0.0732,0.097388,0.028466,0.022706,0.00645,0.001472
25.629,9.4697,0.07772,0.103624,0.031566,0.023336,0.00692,0.001654
25.639,9.4797,0.0833,0.11107,0.035292,0.02397,0.0075,0.001884
25.649,9.4897,0.08966,0.119324,0.039442,0.024808,0.00816,0.002161
25.659,9.4997,0.09658,0.128186,0.044012,0.025244,0.00892,0.002477
25.669,9.5097,0.10362,0.137452,0.048792,0.02588,0.00972,0.002822
25.679,9.5197,0.111,0.146522,0.05378,0.026114,0.01053,0.00319
25.689,9.5297,0.118,0.155594,0.05876,0.026348,0.01137,0.00354
25.699,9.5397,0.125,0.164068,0.06334,0.02658,0.0122,0.00389
25.709,9.5497,0.131,0.172342,0.06792,0.026614,0.01298,0.00422
25.719,9.5597,0.1366,0.179812,0.07186,0.026648,0.01371,0.00452
25.729,9.5697,0.1412,0.186678,0.07538,0.026484,0.01437,0.00477
25.739,9.5797,0.1452,0.19294,0.07828,0.02612,0.01494,0.00497
25.749,9.5897,0.1478,0.198394,0.08034,0.025756,0.01539,0.00511
25.759,9.5997,0.1496,0.203238,0.08196,0.02519,0.01572,0.00519
25.769,9.6097,0.1502,0.207274,0.08274,0.024424,0.01593,0.0052
25.779,9.6197,0.15,0.209298,0.08272,0.023656,0.01598,0.00518
25.789,9.6297,0.1488,0.211312,0.08224,0.022684,0.01593,0.0051
25.799,9.6397,0.1468,0.213316,0.08136,0.021648,0.01574,0.005
25.809,9.6497,0.1444,0.213312,0.07988,0.020544,0.01544,0.00486
25.819,9.6597,0.1414,0.213298,0.07838,0.019436,0.01504,0.00469
25.829,9.6697,0.138,0.213278,0.07668,0.018338,0.01458,0.00454
25.839,9.6797,0.1346,0.211256,0.0752,0.017292,0.01406,0.00436
25.849,9.6897,0.1312,0.211228,0.07394,0.016318,0.01353,0.00419
25.859,9.6997,0.1276,0.209202,0.07288,0.015452,0.013,0.004032
25.869,9.7097,0.1242,0.207178,0.07226,0.014716,0.01246,0.003868
25.879,9.7197,0.121,0.205156,0.07206,0.014108,0.01199,0.003722
25.889,9.7297,0.1178,0.203136,0.07226,0.013632,0.01156,0.00358
25.899,9.7397,0.115,0.200922,0.0729,0.013246,0.01117,0.003452
25.909,9.7497,0.1122,0.198512,0.07354,0.012972,0.01085,0.003318
25.919,9.7597,0.1098,0.195904,0.07418,0.012772,0.01058,0.003194
25.929,9.7697,0.1074,0.192898,0.07464,0.012608,0.01032,0.00307
25.939,9.7797,0.105,0.189292,0.07488,0.012482,0.01009,0.002948
25.949,9.7897,0.1028,0.185282,0.0747,0.012336,0.00989,0.00283
25.959,9.7997,0.1002,0.18067,0.07392,0.012192,0.00966,0.002712
25.969,9.8097,0.0978,0.175254,0.0725,0.01203,0.00944,0.00258
25.979,9.8197,0.09534,0.169634,0.0709,0.011852,0.00921,0.002454
25.989,9.8297,0.093,0.16361,0.06906,0.011682,0.00898,0.002326
25.999,9.8397,0.09094,0.157584,0.06702,0.011558,0.00877,0.002196
26.009,9.8497,0.08912,0.151956,0.0652,0.011504,0.00856,0.002078
26.019,9.8597,0.0882,0.146932,0.06356,0.01158,0.00841,0.001973
26.029,9.8697,0.08778,0.143312,0.06274,0.011848,0.00832,0.001887
26.039,9.8797,0.08848,0.1413,0.06274,0.012308,0.0083,0.001825
26.049,9.8897,0.09012,0.141298,0.06356,0.013062,0.00839,0.001796
26.059,9.8997,0.09288,0.143106,0.0654,0.014092,0.00859,0.001799
26.069,9.9097,0.0964,0.147328,0.06784,0.015394,0.00888,0.00184
26.079,9.9197,0.10104,0.153562,0.07112,0.01699,0.0093,0.001916
26.089,9.9297,0.10622,0.161606,0.0748,0.018858,0.00979,0.002024
26.099,9.9397,0.11194,0.17166,0.07868,0.020916,0.01038,0.00216
26.109,9.9497,0.118,0.18292,0.08276,0.023184,0.01103,0.002317
26.119,9.9597,0.12398,0.195384,0.08624,0.025456,0.0117,0.002486
26.129,9.9697,0.12992,0.20925,0.08952,0.027732,0.01241,0.002658
26.139,9.9797,0.1358,0.223316,0.092,0.03001,0.01315,0.002838
26.149,9.9897,0.1412,0.237378,0.09406,0.032286,0.01388,0.002996
26.159,9.9997,0.1466,0.251438,0.09552,0.03436,0.01462,0.00314
26.169,10.0097,0.1516,0.26549,0.09658,0.03623,0.01536,0.003266
26.179,10.0197,0.1566,0.279538,0.09702,0.037694,0.01612,0.003368
26.189,10.0297,0.1614,0.29558,0.09768,0.039154,0.01685,0.003446
26.199,10.0397,0.1662,0.309616,0.09814,0.040404,0.01759,0.003498
26.209,10.0497,0.171,0.325644,0.0988,0.041246,0.01833,0.00353
26.219,10.0597,0.1758,0.339668,0.09964,0.041682,0.01903,0.00353
26.229,10.0697,0.18,0.353686,0.1009,0.042106,0.01971,0.00352
26.239,10.0797,0.1844,0.367698,0.10234,0.041924,0.02034,0.00348
26.249,10.0897,0.1878,0.379702,0.10396,0.041732,0.02087,0.00342
26.259,10.0997,0.1904,0.389702,0.10578,0.04113,0.02129,0.00334
26.269,10.1097,0.1916,0.397694,0.10736,0.040118,0.02158,0.00326
26.279,10.1197,0.1918,0.401678,0.10872,0.0389,0.02172,0.003153
26.289,10.1297,0.1906,0.403656,0.10966,0.037474,0.02167,0.00301
26.299,10.1397,0.1878,0.401624,0.10996,0.03564,0.02141,0.002869
26.309,10.1497,0.183,0.395582,0.10964,0.033798,0.02096,0.002715
26.319,10.1597,0.1768,0.385532,0.10848,0.031552,0.02029,0.002548
26.329,10.1697,0.1694,0.371474,0.10632,0.029298,0.01944,0.002369
26.339,10.1797,0.1606,0.355406,0.10352,0.027042,0.0184,0.002183
26.349,10.1897,0.151,0.33533,0.09972,0.02458,0.01724,0.001996
26.359,10.1997,0.1406,0.311248,0.09552,0.022114,0.01595,0.001811
26.369,10.2097,0.13,0.287162,0.0907,0.019766,0.01462,0.001637
26.379,10.2197,0.1198,0.263074,0.085694,0.017518,0.01324,0.001478
26.389,10.2297,0.1098,0.238986,0.080694,0.015434,0.01191,0.001341
26.399,10.2397,0.1008,0.216902,0.075906,0.013572,0.01067,0.001234
26.409,10.2497,0.0928,0.195022,0.071536,0.01198,0.00952,0.001162
26.419,10.2597,0.0858,0.17635,0.067788,0.01068,0.00853,0.001132
26.429,10.2697,0.0806,0.160488,0.064866,0.009736,0.0077,0.001147
26.439,10.2797,0.0766,0.147636,0.062772,0.00915,0.00706,0.001211
26.449,10.2897,0.0742,0.137794,0.061508,0.008908,0.00662,0.001325
26.459,10.2997,0.0732,0.130762,0.061076,0.00905,0.006359,0.001488
26.469,10.3097,0.073,0.12614,0.061274,0.00954,0.006289,0.001695
26.479,10.3197,0.0742,0.123728,0.062302,0.010376,0.006382,0.001944
26.489,10.3297,0.076,0.123122,0.06376,0.011498,0.006616,0.002228
26.499,10.3397,0.0786,0.123924,0.065442,0.012866,0.006985,0.002536
26.509,10.3497,0.0812,0.125732,0.067148,0.014452,0.007446,0.002864
26.519,10.3597,0.0844,0.128746,0.068874,0.016218,0.008014,0.003192
26.529,10.3697,0.0876,0.132366,0.070616,0.018094,0.008604,0.003516
26.539,10.3797,0.0908,0.136988,0.071972,0.020036,0.00927,0.00383
26.549,10.3897,0.094,0.142216,0.073134,0.022,0.00994,0.004116
26.559,10.3997,0.0974,0.148248,0.074302,0.02398,0.01063,0.004374
26.569,10.4097,0.1006,0.155284,0.07506,0.02576,0.01131,0.0046
26.579,10.4197,0.1042,0.163124,0.07604,0.02754,0.01197,0.00479
26.589,10.4297,0.1078,0.171566,0.07698,0.0293,0.01259,0.004938
26.599,10.4397,0.1116,0.18081,0.07794,0.03064,0.01318,0.005052
26.609,10.4497,0.1158,0.190454,0.07906,0.03194,0.0137,0.005118
26.619,10.4597,0.1198,0.200096,0.08056,0.03302,0.01412,0.005136
26.629,10.4697,0.1238,0.208936,0.08224,0.03368,0.01445,0.005122
26.639,10.4797,0.1274,0.218972,0.0841,0.0339,0.01467,0.005056
26.649,10.4897,0.1308,0.225002,0.08614,0.0341,0.01475,0.004944
