# li3p_mp-736 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 3.252 eV. Gap is the fixed-occ nscf value (0.709 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,P_p,P_s
-7.102,-10.3541,0,0,0,0
-7.092,-10.3441,0,0,0,0
-7.082,-10.3341,0,0,0,0
-7.072,-10.3241,0,0,0,0
-7.062,-10.3141,0,0,0,0
-7.052,-10.3041,0,0,0,0
-7.042,-10.2941,0,0,0,0
-7.032,-10.2841,0,0,0,0
-7.022,-10.2741,0,0,0,0
-7.012,-10.2641,0,0,0,0
-7.002,-10.2541,0,0,0,0
-6.992,-10.2441,0,0,0,0
-6.982,-10.2341,0,0,0,0
-6.972,-10.2241,0,0,0,0
-6.962,-10.2141,0,0,0,0
-6.952,-10.2041,0,0,0,0
-6.942,-10.1941,0,0,0,0
-6.932,-10.1841,0,0,0,0
-6.922,-10.1741,0,0,0,0
-6.912,-10.1641,0,0,0,0
-6.902,-10.1541,0,0,0,0
-6.892,-10.1441,0,0,0,0
-6.882,-10.1341,0,0,0,0
-6.872,-10.1241,0,0,0,0
-6.862,-10.1141,0,0,0,0
-6.852,-10.1041,0,0,0,0
-6.842,-10.0941,0,0,0,0
-6.832,-10.0841,0,0,0,0
-6.822,-10.0741,0,0,0,0
-6.812,-10.0641,0,0,0,0
-6.802,-10.0541,0,0,0,0
-6.792,-10.0441,0,0,0,0
-6.782,-10.0341,0,0,0,0
-6.772,-10.0241,0,0,0,0
-6.762,-10.0141,0,0,0,0
-6.752,-10.0041,0,0,0,0
-6.742,-9.9941,0,0,0,0
-6.732,-9.9841,0,0,0,0
-6.722,-9.9741,0,0,0,0
-6.712,-9.9641,0,0,0,0
-6.702,-9.9541,0,0,0,0
-6.692,-9.9441,0,0,0,0
-6.682,-9.9341,0,0,0,0
-6.672,-9.9241,0,0,0,0
-6.662,-9.9141,0,0,0,0
-6.652,-9.9041,0,0,0,0
-6.642,-9.8941,0,0,0,0
-6.632,-9.8841,0,0,0,0
-6.622,-9.8741,0,0,0,0
-6.612,-9.8641,0,0,0,0
-6.602,-9.8541,0,0,0,0
-6.592,-9.8441,0,0,0,0
-6.582,-9.8341,0,0,0,0
-6.572,-9.8241,0,0,0,0
-6.562,-9.8141,0,0,0,0
-6.552,-9.8041,0,0,0,0
-6.542,-9.7941,0,0,0,0
-6.532,-9.7841,0,0,0,0
-6.522,-9.7741,9.28e-17,3.5974e-13,1.155e-23,4e-13
-6.512,-9.7641,2.64e-16,1.02308e-12,3.3e-23,1.138e-12
-6.502,-9.7541,7.36e-16,2.8564e-12,9.18e-23,3.18e-12
-6.492,-9.7441,2.008e-15,7.788e-12,2.5e-22,8.64e-12
-6.482,-9.7341,5.36e-15,2.0756e-11,6.67e-22,2.3e-11
-6.472,-9.7241,1.396e-14,5.418e-11,1.741e-21,6.02e-11
-6.462,-9.7141,3.56e-14,1.381e-10,4.44e-21,1.534e-10
-6.452,-9.7041,8.88e-14,3.45e-10,1.109e-20,3.84e-10
-6.442,-9.6941,7.06e-13,8.4412e-10,2.22e-15,9.38e-10
-6.432,-9.6841,2.206e-12,2.0186e-09,7.24e-15,2.24e-09
-6.422,-9.6741,5.906e-12,4.7154e-09,2.02e-14,5.24e-09
-6.412,-9.6641,1.564e-11,1.07986e-08,5.52e-14,1.2e-08
-6.402,-9.6541,4.062e-11,2.4146e-08,1.472e-13,2.68e-08
-6.392,-9.6441,1.034e-10,5.2838e-08,3.84e-13,5.88e-08
-6.382,-9.6341,2.588e-10,1.13064e-07,9.82e-13,1.26e-07
-6.372,-9.6241,6.38e-10,2.3706e-07,2.46e-12,2.64e-07
-6.362,-9.6141,1.532e-09,4.863e-07,6e-12,5.42e-07
-6.352,-9.6041,3.622e-09,9.7678e-07,1.436e-11,1.086e-06
-6.342,-9.5941,8.4e-09,1.916e-06,3.36e-11,2.14e-06
-6.332,-9.5841,1.904e-08,3.6764e-06,7.7e-11,4.1e-06
-6.322,-9.5741,4.232e-08,6.907e-06,1.724e-10,7.72e-06
-6.312,-9.5641,9.2e-08,1.272e-05,3.78e-10,1.424e-05
-6.302,-9.5541,1.966e-07,2.2934e-05,8.08e-10,2.56e-05
-6.292,-9.5441,4.104e-07,4.0418e-05,1.696e-09,4.54e-05
-6.282,-9.5341,8.4e-07,6.9724e-05,3.48e-09,7.84e-05
-6.272,-9.5241,1.682e-06,0.000118168,6.98e-09,0.000133
-6.262,-9.5141,3.296e-06,0.00019572,1.37e-08,0.000222
-6.252,-9.5041,6.316e-06,0.00031778,2.64e-08,0.00036
-6.242,-9.4941,1.188e-05,0.00050542,4.94e-08,0.000574
-6.232,-9.4841,2.182e-05,0.00078844,9.08e-08,0.0009
-6.222,-9.4741,3.924e-05,0.00120408,1.634e-07,0.001384
-6.212,-9.4641,6.92e-05,0.001812,2.88e-07,0.0021
-6.202,-9.4541,0.000119,0.0026692,4.96e-07,0.0031
-6.192,-9.4441,0.000201,0.003863,8.34e-07,0.00452
-6.182,-9.4341,0.000332,0.0054952,1.378e-06,0.00648
-6.172,-9.4241,0.000537,0.0076912,2.22e-06,0.00916
-6.162,-9.4141,0.00085,0.0105916,3.52e-06,0.01274
-6.152,-9.4041,0.001318,0.014322,5.44e-06,0.01746
-6.142,-9.3941,0.002004,0.019158,8.24e-06,0.0236
-6.132,-9.3841,0.002986,0.025212,1.222e-05,0.0314
-6.122,-9.3741,0.004358,0.032716,1.774e-05,0.0414
-6.112,-9.3641,0.006244,0.04185,2.52e-05,0.0538
-6.102,-9.3541,0.00874,0.052932,3.52e-05,0.069
-6.092,-9.3441,0.01204,0.06592,4.82e-05,0.0874
-6.082,-9.3341,0.01626,0.081506,6.46e-05,0.1094
-6.072,-9.3241,0.0216,0.099268,8.5e-05,0.1354
-6.062,-9.3141,0.02814,0.11942,0.0001096,0.1654
-6.052,-9.3041,0.03608,0.14192,0.000139,0.1998
-6.042,-9.2941,0.04552,0.16686,0.0001732,0.238
-6.032,-9.2841,0.05652,0.19394,0.000212,0.282
-6.022,-9.2741,0.069,0.2224,0.000256,0.328
-6.012,-9.2641,0.0834,0.2518,0.000304,0.378
-6.002,-9.2541,0.099,0.2819,0.000354,0.43
-5.992,-9.2441,0.1168,0.31228,0.000408,0.484
-5.982,-9.2341,0.1356,0.34146,0.000466,0.538
-5.972,-9.2241,0.1556,0.36964,0.000522,0.594
-5.962,-9.2141,0.1766,0.39596,0.00058,0.648
-5.952,-9.2041,0.199,0.42022,0.000638,0.702
-5.942,-9.1941,0.2222,0.4414,0.000696,0.754
-5.932,-9.1841,0.246,0.46004,0.00075,0.804
-5.922,-9.1741,0.2706,0.4755,0.000802,0.85
-5.912,-9.1641,0.296,0.48766,0.000852,0.896
-5.902,-9.1541,0.322,0.49768,0.0009,0.94
-5.892,-9.1441,0.3492,0.50504,0.000944,0.984
-5.882,-9.1341,0.3784,0.5105,0.000988,1.026
-5.872,-9.1241,0.4096,0.5152,0.00103,1.072
-5.862,-9.1141,0.4442,0.51892,0.001072,1.12
-5.852,-9.1041,0.482,0.52238,0.001116,1.174
-5.842,-9.0941,0.5244,0.52724,0.00116,1.234
-5.832,-9.0841,0.5712,0.53292,0.001208,1.302
-5.822,-9.0741,0.624,0.54042,0.001258,1.378
-5.812,-9.0641,0.678,0.54964,0.001308,1.462
-5.802,-9.0541,0.74,0.56032,0.001362,1.552
-5.792,-9.0441,0.804,0.57208,0.001414,1.648
-5.782,-9.0341,0.87,0.584,0.001462,1.748
-5.772,-9.0241,0.936,0.596,0.001506,1.848
-5.762,-9.0141,1.002,0.6062,0.001544,1.946
-5.752,-9.0041,1.066,0.6162,0.00157,2.04
-5.742,-8.9941,1.13,0.6224,0.001586,2.14
-5.732,-8.9841,1.188,0.6242,0.00159,2.22
-5.722,-8.9741,1.248,0.6236,0.001582,2.3
-5.712,-8.9641,1.304,0.6216,0.00156,2.38
-5.702,-8.9541,1.366,0.616,0.00153,2.46
-5.692,-8.9441,1.426,0.6076,0.001492,2.54
-5.682,-8.9341,1.496,0.5988,0.00145,2.62
-5.672,-8.9241,1.578,0.5908,0.001406,2.74
-5.662,-8.9141,1.666,0.5836,0.001364,2.86
-5.652,-8.9041,1.766,0.5782,0.001326,3
-5.642,-8.8941,1.882,0.5768,0.001294,3.18
-5.632,-8.8841,2.008,0.5766,0.001268,3.36
-5.622,-8.8741,2.144,0.5764,0.001246,3.56
-5.612,-8.8641,2.286,0.5792,0.00123,3.78
-5.602,-8.8541,2.436,0.5826,0.001216,4
-5.592,-8.8441,2.588,0.5856,0.001204,4.24
-5.582,-8.8341,2.742,0.5886,0.001188,4.48
-5.572,-8.8241,2.894,0.5872,0.001168,4.7
-5.562,-8.8141,3.042,0.5846,0.001142,4.94
-5.552,-8.8041,3.186,0.5772,0.00111,5.16
-5.542,-8.7941,3.328,0.5674,0.00107,5.38
-5.532,-8.7841,3.468,0.5548,0.001022,5.58
-5.522,-8.7741,3.598,0.5392,0.00097,5.78
-5.512,-8.7641,3.726,0.5212,0.000912,5.98
-5.502,-8.7541,3.85,0.5016,0.000852,6.16
-5.492,-8.7441,3.958,0.4802,0.00079,6.34
-5.482,-8.7341,4.056,0.4576,0.00073,6.48
-5.472,-8.7241,4.132,0.4344,0.000672,6.6
-5.462,-8.7141,4.182,0.4104,0.000616,6.68
-5.452,-8.7041,4.202,0.3852,0.000562,6.7
-5.442,-8.6941,4.186,0.3598,0.000512,6.68
-5.432,-8.6841,4.126,0.3342,0.000466,6.58
-5.422,-8.6741,4.022,0.3078,0.000422,6.42
-5.412,-8.6641,3.872,0.2806,0.00038,6.18
-5.402,-8.6541,3.684,0.25356,0.00034,5.88
-5.392,-8.6441,3.452,0.22678,0.000302,5.52
-5.382,-8.6341,3.19,0.20032,0.000266,5.1
-5.372,-8.6241,2.904,0.17474,0.000234,4.64
-5.362,-8.6141,2.602,0.15016,0.000202,4.16
-5.352,-8.6041,2.294,0.12772,0.0001714,3.66
-5.342,-8.5941,1.99,0.10668,0.0001442,3.18
-5.332,-8.5841,1.696,0.08786,0.0001196,2.72
-5.322,-8.5741,1.422,0.07112,9.76e-05,2.28
-5.312,-8.5641,1.172,0.05678,7.84e-05,1.876
-5.302,-8.5541,0.946,0.04458,6.2e-05,1.518
-5.292,-8.5441,0.752,0.03438,4.82e-05,1.206
-5.282,-8.5341,0.5884,0.026096,3.68e-05,0.942
-5.272,-8.5241,0.4496,0.019484,2.76e-05,0.72
-5.262,-8.5141,0.338,0.014274,2.02e-05,0.542
-5.252,-8.5041,0.249,0.010262,1.466e-05,0.4
-5.242,-8.4941,0.18,0.007276,1.04e-05,0.29
-5.232,-8.4841,0.1278,0.005046,7.24e-06,0.206
-5.222,-8.4741,0.0888,0.00344,4.96e-06,0.1428
-5.212,-8.4641,0.06068,0.0023016,3.32e-06,0.0974
-5.202,-8.4541,0.04056,0.001513,2.18e-06,0.0652
-5.192,-8.4441,0.0266,0.0009758,1.404e-06,0.0428
-5.182,-8.4341,0.0171,0.0006162,8.88e-07,0.0274
-5.172,-8.4241,0.01078,0.0003822,5.5e-07,0.01728
-5.162,-8.4141,0.00664,0.00023252,3.34e-07,0.01068
-5.152,-8.4041,0.004016,0.0001385,1.982e-07,0.00646
-5.142,-8.3941,0.002378,8.104e-05,1.156e-07,0.00382
-5.132,-8.3841,0.00138,4.652e-05,6.6e-08,0.00222
-5.122,-8.3741,0.000784,2.6152e-05,3.7e-08,0.001262
-5.112,-8.3641,0.0004374,1.4406e-05,2.02e-08,0.000704
-5.102,-8.3541,0.0002386,7.766e-06,1.088e-08,0.000384
-5.092,-8.3441,0.0001274,4.116e-06,5.72e-09,0.000206
-5.082,-8.3341,6.676e-05,2.1332e-06,2.94e-09,0.0001074
-5.072,-8.3241,3.42e-05,1.0834e-06,1.486e-09,5.5e-05
-5.062,-8.3141,1.718e-05,5.396e-07,7.34e-10,2.76e-05
-5.052,-8.3041,8.44e-06,2.6292e-07,3.56e-10,1.358e-05
-5.042,-8.2941,4.062e-06,1.2554e-07,1.684e-10,6.54e-06
-5.032,-8.2841,1.914e-06,5.872e-08,7.82e-11,3.08e-06
-5.022,-8.2741,8.84e-07,2.69e-08,3.54e-11,1.42e-06
-5.012,-8.2641,3.988e-07,1.2086e-08,1.578e-11,6.42e-07
-5.002,-8.2541,1.762e-07,5.302e-09,6.88e-12,2.84e-07
-4.992,-8.2441,7.64e-08,2.2824e-09,2.94e-12,1.23e-07
-4.982,-8.2341,3.238e-08,9.594e-10,1.224e-12,5.2e-08
-4.972,-8.2241,1.342e-08,3.9648e-10,5e-13,2.16e-08
-4.962,-8.2141,5.448e-09,1.598e-10,1.998e-13,8.78e-09
-4.952,-8.2041,2.168e-09,6.322e-11,7.82e-14,3.48e-09
-4.942,-8.1941,8.42e-10,2.4416e-11,2.98e-14,1.356e-09
-4.932,-8.1841,3.2e-10,9.184e-12,1.112e-14,5.16e-10
-4.922,-8.1741,1.194e-10,3.4204e-12,4.08e-15,1.924e-10
-4.912,-8.1641,4.144e-11,1.154e-12,1.302e-15,6.68e-11
-4.902,-8.1541,1.444e-11,3.9516e-13,4.38e-16,2.32e-11
-4.892,-8.1441,3.274e-12,8.202e-14,3.36e-17,5.26e-12
-4.882,-8.1341,1.14e-12,2.855e-14,1.172e-17,1.83e-12
-4.872,-8.1241,0,0,0,0
-4.862,-8.1141,0,0,0,0
-4.852,-8.1041,0,0,0,0
-4.842,-8.0941,0,0,0,0
-4.832,-8.0841,0,0,0,0
-4.822,-8.0741,0,0,0,0
-4.812,-8.0641,0,0,0,0
-4.802,-8.0541,0,0,0,0
-4.792,-8.0441,0,0,0,0
-4.782,-8.0341,0,0,0,0
-4.772,-8.0241,0,0,0,0
-4.762,-8.0141,0,0,0,0
-4.752,-8.0041,0,0,0,0
-4.742,-7.9941,0,0,0,0
-4.732,-7.9841,0,0,0,0
-4.722,-7.9741,0,0,0,0
-4.712,-7.9641,0,0,0,0
-4.702,-7.9541,0,0,0,0
-4.692,-7.9441,0,0,0,0
-4.682,-7.9341,0,0,0,0
-4.672,-7.9241,0,0,0,0
-4.662,-7.9141,0,0,0,0
-4.652,-7.9041,0,0,0,0
-4.642,-7.8941,0,0,0,0
-4.632,-7.8841,0,0,0,0
-4.622,-7.8741,0,0,0,0
-4.612,-7.8641,0,0,0,0
-4.602,-7.8541,0,0,0,0
-4.592,-7.8441,0,0,0,0
-4.582,-7.8341,0,0,0,0
-4.572,-7.8241,0,0,0,0
-4.562,-7.8141,0,0,0,0
-4.552,-7.8041,0,0,0,0
-4.542,-7.7941,0,0,0,0
-4.532,-7.7841,0,0,0,0
-4.522,-7.7741,0,0,0,0
-4.512,-7.7641,0,0,0,0
-4.502,-7.7541,0,0,0,0
-4.492,-7.7441,0,0,0,0
-4.482,-7.7341,0,0,0,0
-4.472,-7.7241,0,0,0,0
-4.462,-7.7141,0,0,0,0
-4.452,-7.7041,0,0,0,0
-4.442,-7.6941,0,0,0,0
-4.432,-7.6841,0,0,0,0
-4.422,-7.6741,0,0,0,0
-4.412,-7.6641,0,0,0,0
-4.402,-7.6541,0,0,0,0
-4.392,-7.6441,0,0,0,0
-4.382,-7.6341,0,0,0,0
-4.372,-7.6241,0,0,0,0
-4.362,-7.6141,0,0,0,0
-4.352,-7.6041,0,0,0,0
-4.342,-7.5941,0,0,0,0
-4.332,-7.5841,0,0,0,0
-4.322,-7.5741,0,0,0,0
-4.312,-7.5641,0,0,0,0
-4.302,-7.5541,0,0,0,0
-4.292,-7.5441,0,0,0,0
-4.282,-7.5341,0,0,0,0
-4.272,-7.5241,0,0,0,0
-4.262,-7.5141,0,0,0,0
-4.252,-7.5041,0,0,0,0
-4.242,-7.4941,0,0,0,0
-4.232,-7.4841,0,0,0,0
-4.222,-7.4741,0,0,0,0
-4.212,-7.4641,0,0,0,0
-4.202,-7.4541,0,0,0,0
-4.192,-7.4441,0,0,0,0
-4.182,-7.4341,0,0,0,0
-4.172,-7.4241,0,0,0,0
-4.162,-7.4141,0,0,0,0
-4.152,-7.4041,0,0,0,0
-4.142,-7.3941,0,0,0,0
-4.132,-7.3841,0,0,0,0
-4.122,-7.3741,0,0,0,0
-4.112,-7.3641,0,0,0,0
-4.102,-7.3541,0,0,0,0
-4.092,-7.3441,0,0,0,0
-4.082,-7.3341,0,0,0,0
-4.072,-7.3241,0,0,0,0
-4.062,-7.3141,0,0,0,0
-4.052,-7.3041,0,0,0,0
-4.042,-7.2941,0,0,0,0
-4.032,-7.2841,0,0,0,0
-4.022,-7.2741,0,0,0,0
-4.012,-7.2641,0,0,0,0
-4.002,-7.2541,0,0,0,0
-3.992,-7.2441,0,0,0,0
-3.982,-7.2341,0,0,0,0
-3.972,-7.2241,0,0,0,0
-3.962,-7.2141,0,0,0,0
-3.952,-7.2041,0,0,0,0
-3.942,-7.1941,0,0,0,0
-3.932,-7.1841,0,0,0,0
-3.922,-7.1741,0,0,0,0
-3.912,-7.1641,0,0,0,0
-3.902,-7.1541,0,0,0,0
-3.892,-7.1441,0,0,0,0
-3.882,-7.1341,0,0,0,0
-3.872,-7.1241,0,0,0,0
-3.862,-7.1141,0,0,0,0
-3.852,-7.1041,0,0,0,0
-3.842,-7.0941,0,0,0,0
-3.832,-7.0841,0,0,0,0
-3.822,-7.0741,0,0,0,0
-3.812,-7.0641,0,0,0,0
-3.802,-7.0541,0,0,0,0
-3.792,-7.0441,0,0,0,0
-3.782,-7.0341,0,0,0,0
-3.772,-7.0241,0,0,0,0
-3.762,-7.0141,0,0,0,0
-3.752,-7.0041,0,0,0,0
-3.742,-6.9941,0,0,0,0
-3.732,-6.9841,0,0,0,0
-3.722,-6.9741,0,0,0,0
-3.712,-6.9641,0,0,0,0
-3.702,-6.9541,0,0,0,0
-3.692,-6.9441,0,0,0,0
-3.682,-6.9341,0,0,0,0
-3.672,-6.9241,0,0,0,0
-3.662,-6.9141,0,0,0,0
-3.652,-6.9041,0,0,0,0
-3.642,-6.8941,0,0,0,0
-3.632,-6.8841,0,0,0,0
-3.622,-6.8741,0,0,0,0
-3.612,-6.8641,0,0,0,0
-3.602,-6.8541,0,0,0,0
-3.592,-6.8441,0,0,0,0
-3.582,-6.8341,0,0,0,0
-3.572,-6.8241,0,0,0,0
-3.562,-6.8141,0,0,0,0
-3.552,-6.8041,0,0,0,0
-3.542,-6.7941,0,0,0,0
-3.532,-6.7841,0,0,0,0
-3.522,-6.7741,0,0,0,0
-3.512,-6.7641,0,0,0,0
-3.502,-6.7541,0,0,0,0
-3.492,-6.7441,0,0,0,0
-3.482,-6.7341,0,0,0,0
-3.472,-6.7241,0,0,0,0
-3.462,-6.7141,0,0,0,0
-3.452,-6.7041,0,0,0,0
-3.442,-6.6941,0,0,0,0
-3.432,-6.6841,0,0,0,0
-3.422,-6.6741,0,0,0,0
-3.412,-6.6641,0,0,0,0
-3.402,-6.6541,0,0,0,0
-3.392,-6.6441,0,0,0,0
-3.382,-6.6341,0,0,0,0
-3.372,-6.6241,0,0,0,0
-3.362,-6.6141,0,0,0,0
-3.352,-6.6041,0,0,0,0
-3.342,-6.5941,0,0,0,0
-3.332,-6.5841,0,0,0,0
-3.322,-6.5741,0,0,0,0
-3.312,-6.5641,0,0,0,0
-3.302,-6.5541,0,0,0,0
-3.292,-6.5441,0,0,0,0
-3.282,-6.5341,0,0,0,0
-3.272,-6.5241,0,0,0,0
-3.262,-6.5141,0,0,0,0
-3.252,-6.5041,0,0,0,0
-3.242,-6.4941,0,0,0,0
-3.232,-6.4841,0,0,0,0
-3.222,-6.4741,0,0,0,0
-3.212,-6.4641,0,0,0,0
-3.202,-6.4541,0,0,0,0
-3.192,-6.4441,0,0,0,0
-3.182,-6.4341,0,0,0,0
-3.172,-6.4241,0,0,0,0
-3.162,-6.4141,0,0,0,0
-3.152,-6.4041,0,0,0,0
-3.142,-6.3941,0,0,0,0
-3.132,-6.3841,0,0,0,0
-3.122,-6.3741,0,0,0,0
-3.112,-6.3641,0,0,0,0
-3.102,-6.3541,0,0,0,0
-3.092,-6.3441,0,0,0,0
-3.082,-6.3341,0,0,0,0
-3.072,-6.3241,0,0,0,0
-3.062,-6.3141,0,0,0,0
-3.052,-6.3041,0,0,0,0
-3.042,-6.2941,0,0,0,0
-3.032,-6.2841,0,0,0,0
-3.022,-6.2741,0,0,0,0
-3.012,-6.2641,0,0,0,0
-3.002,-6.2541,0,0,0,0
-2.992,-6.2441,0,0,0,0
-2.982,-6.2341,0,0,0,0
-2.972,-6.2241,0,0,0,0
-2.962,-6.2141,0,0,0,0
-2.952,-6.2041,0,0,0,0
-2.942,-6.1941,0,0,0,0
-2.932,-6.1841,0,0,0,0
-2.922,-6.1741,0,0,0,0
-2.912,-6.1641,0,0,0,0
-2.902,-6.1541,0,0,0,0
-2.892,-6.1441,0,0,0,0
-2.882,-6.1341,0,0,0,0
-2.872,-6.1241,0,0,0,0
-2.862,-6.1141,0,0,0,0
-2.852,-6.1041,0,0,0,0
-2.842,-6.0941,0,0,0,0
-2.832,-6.0841,0,0,0,0
-2.822,-6.0741,0,0,0,0
-2.812,-6.0641,0,0,0,0
-2.802,-6.0541,0,0,0,0
-2.792,-6.0441,0,0,0,0
-2.782,-6.0341,0,0,0,0
-2.772,-6.0241,0,0,0,0
-2.762,-6.0141,0,0,0,0
-2.752,-6.0041,0,0,0,0
-2.742,-5.9941,0,0,0,0
-2.732,-5.9841,0,0,0,0
-2.722,-5.9741,0,0,0,0
-2.712,-5.9641,0,0,0,0
-2.702,-5.9541,0,0,0,0
-2.692,-5.9441,0,0,0,0
-2.682,-5.9341,0,0,0,0
-2.672,-5.9241,0,0,0,0
-2.662,-5.9141,0,0,0,0
-2.652,-5.9041,0,0,0,0
-2.642,-5.8941,0,0,0,0
-2.632,-5.8841,0,0,0,0
-2.622,-5.8741,0,0,0,0
-2.612,-5.8641,0,0,0,0
-2.602,-5.8541,0,0,0,0
-2.592,-5.8441,0,0,0,0
-2.582,-5.8341,0,0,0,0
-2.572,-5.8241,0,0,0,0
-2.562,-5.8141,0,0,0,0
-2.552,-5.8041,0,0,0,0
-2.542,-5.7941,0,0,0,0
-2.532,-5.7841,0,0,0,0
-2.522,-5.7741,0,0,0,0
-2.512,-5.7641,0,0,0,0
-2.502,-5.7541,0,0,0,0
-2.492,-5.7441,0,0,0,0
-2.482,-5.7341,0,0,0,0
-2.472,-5.7241,0,0,0,0
-2.462,-5.7141,0,0,0,0
-2.452,-5.7041,0,0,0,0
-2.442,-5.6941,0,0,0,0
-2.432,-5.6841,0,0,0,0
-2.422,-5.6741,0,0,0,0
-2.412,-5.6641,0,0,0,0
-2.402,-5.6541,0,0,0,0
-2.392,-5.6441,0,0,0,0
-2.382,-5.6341,0,0,0,0
-2.372,-5.6241,0,0,0,0
-2.362,-5.6141,0,0,0,0
-2.352,-5.6041,0,0,0,0
-2.342,-5.5941,0,0,0,0
-2.332,-5.5841,0,0,0,0
-2.322,-5.5741,0,0,0,0
-2.312,-5.5641,0,0,0,0
-2.302,-5.5541,0,0,0,0
-2.292,-5.5441,0,0,0,0
-2.282,-5.5341,0,0,0,0
-2.272,-5.5241,0,0,0,0
-2.262,-5.5141,0,0,0,0
-2.252,-5.5041,0,0,0,0
-2.242,-5.4941,0,0,0,0
-2.232,-5.4841,0,0,0,0
-2.222,-5.4741,0,0,0,0
-2.212,-5.4641,0,0,0,0
-2.202,-5.4541,0,0,0,0
-2.192,-5.4441,0,0,0,0
-2.182,-5.4341,0,0,0,0
-2.172,-5.4241,0,0,0,0
-2.162,-5.4141,0,0,0,0
-2.152,-5.4041,0,0,0,0
-2.142,-5.3941,0,0,0,0
-2.132,-5.3841,0,0,0,0
-2.122,-5.3741,0,0,0,0
-2.112,-5.3641,0,0,0,0
-2.102,-5.3541,0,0,0,0
-2.092,-5.3441,0,0,0,0
-2.082,-5.3341,0,0,0,0
-2.072,-5.3241,0,0,0,0
-2.062,-5.3141,0,0,0,0
-2.052,-5.3041,0,0,0,0
-2.042,-5.2941,0,0,0,0
-2.032,-5.2841,0,0,0,0
-2.022,-5.2741,0,0,0,0
-2.012,-5.2641,0,0,0,0
-2.002,-5.2541,0,0,0,0
-1.992,-5.2441,0,0,0,0
-1.982,-5.2341,0,0,0,0
-1.972,-5.2241,0,0,0,0
-1.962,-5.2141,0,0,0,0
-1.952,-5.2041,0,0,0,0
-1.942,-5.1941,0,0,0,0
-1.932,-5.1841,0,0,0,0
-1.922,-5.1741,0,0,0,0
-1.912,-5.1641,0,0,0,0
-1.902,-5.1541,0,0,0,0
-1.892,-5.1441,0,0,0,0
-1.882,-5.1341,0,0,0,0
-1.872,-5.1241,0,0,0,0
-1.862,-5.1141,0,0,0,0
-1.852,-5.1041,0,0,0,0
-1.842,-5.0941,0,0,0,0
-1.832,-5.0841,0,0,0,0
-1.822,-5.0741,0,0,0,0
-1.812,-5.0641,0,0,0,0
-1.802,-5.0541,0,0,0,0
-1.792,-5.0441,0,0,0,0
-1.782,-5.0341,0,0,0,0
-1.772,-5.0241,0,0,0,0
-1.762,-5.0141,0,0,0,0
-1.752,-5.0041,0,0,0,0
-1.742,-4.9941,0,0,0,0
-1.732,-4.9841,0,0,0,0
-1.722,-4.9741,0,0,0,0
-1.712,-4.9641,0,0,0,0
-1.702,-4.9541,0,0,0,0
-1.692,-4.9441,0,0,0,0
-1.682,-4.9341,0,0,0,0
-1.672,-4.9241,0,0,0,0
-1.662,-4.9141,0,0,0,0
-1.652,-4.9041,0,0,0,0
-1.642,-4.8941,0,0,0,0
-1.632,-4.8841,0,0,0,0
-1.622,-4.8741,0,0,0,0
-1.612,-4.8641,0,0,0,0
-1.602,-4.8541,0,0,0,0
-1.592,-4.8441,0,0,0,0
-1.582,-4.8341,0,0,0,0
-1.572,-4.8241,0,0,0,0
-1.562,-4.8141,0,0,0,0
-1.552,-4.8041,0,0,0,0
-1.542,-4.7941,0,0,0,0
-1.532,-4.7841,0,0,0,0
-1.522,-4.7741,0,0,0,0
-1.512,-4.7641,0,0,0,0
-1.502,-4.7541,0,0,0,0
-1.492,-4.7441,0,0,0,0
-1.482,-4.7341,0,0,0,0
-1.472,-4.7241,0,0,0,0
-1.462,-4.7141,0,0,0,0
-1.452,-4.7041,0,0,0,0
-1.442,-4.6941,0,0,0,0
-1.432,-4.6841,0,0,0,0
-1.422,-4.6741,0,0,0,0
-1.412,-4.6641,0,0,0,0
-1.402,-4.6541,0,0,0,0
-1.392,-4.6441,0,0,0,0
-1.382,-4.6341,0,0,0,0
-1.372,-4.6241,0,0,0,0
-1.362,-4.6141,0,0,0,0
-1.352,-4.6041,0,0,0,0
-1.342,-4.5941,0,0,0,0
-1.332,-4.5841,0,0,0,0
-1.322,-4.5741,0,0,0,0
-1.312,-4.5641,0,0,0,0
-1.302,-4.5541,0,0,0,0
-1.292,-4.5441,0,0,0,0
-1.282,-4.5341,0,0,0,0
-1.272,-4.5241,0,0,0,0
-1.262,-4.5141,0,0,0,0
-1.252,-4.5041,0,0,0,0
-1.242,-4.4941,0,0,0,0
-1.232,-4.4841,0,0,0,0
-1.222,-4.4741,0,0,0,0
-1.212,-4.4641,0,0,0,0
-1.202,-4.4541,0,0,0,0
-1.192,-4.4441,0,0,0,0
-1.182,-4.4341,0,0,0,0
-1.172,-4.4241,0,0,0,0
-1.162,-4.4141,0,0,0,0
-1.152,-4.4041,0,0,0,0
-1.142,-4.3941,0,0,0,0
-1.132,-4.3841,0,0,0,0
-1.122,-4.3741,0,0,0,0
-1.112,-4.3641,0,0,0,0
-1.102,-4.3541,0,0,0,0
-1.092,-4.3441,0,0,0,0
-1.082,-4.3341,0,0,0,0
-1.072,-4.3241,0,0,0,0
-1.062,-4.3141,0,0,0,0
-1.052,-4.3041,0,0,0,0
