# nd2o3_mp-2763 total DOS (QE dos.x, degauss 0.007 Ry). VBM 13.816 / CBM 13.794 / gap -0.022 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-23.578,-37.3939,2.186e-05,2.186e-07
-23.568,-37.3839,4.264e-05,6.45e-07
-23.558,-37.3739,8.153e-05,1.46e-06
-23.548,-37.3639,0.0001528,2.988e-06
-23.538,-37.3539,0.0002806,5.795e-06
-23.528,-37.3439,0.0005054,1.085e-05
-23.518,-37.3339,0.0008923,1.977e-05
-23.508,-37.3239,0.001545,3.522e-05
-23.498,-37.3139,0.002622,6.144e-05
-23.488,-37.3039,0.004367,0.0001051
-23.478,-37.2939,0.007133,0.0001764
-23.468,-37.2839,0.01143,0.0002908
-23.458,-37.2739,0.01798,0.0004706
-23.448,-37.2639,0.02776,0.0007482
-23.438,-37.2539,0.04208,0.001169
-23.428,-37.2439,0.06264,0.001795
-23.418,-37.2339,0.09162,0.002712
-23.408,-37.2239,0.1317,0.004029
-23.398,-37.2139,0.1861,0.00589
-23.388,-37.2039,0.2587,0.008477
-23.378,-37.1939,0.3539,0.01202
-23.368,-37.1839,0.4767,0.01678
-23.358,-37.1739,0.6327,0.02311
-23.348,-37.1639,0.8277,0.03139
-23.338,-37.1539,1.068,0.04207
-23.328,-37.1439,1.361,0.05568
-23.318,-37.1339,1.713,0.07281
-23.308,-37.1239,2.132,0.09413
-23.298,-37.1139,2.624,0.1204
-23.288,-37.1039,3.197,0.1523
-23.278,-37.0939,3.857,0.1909
-23.268,-37.0839,4.612,0.237
-23.258,-37.0739,5.464,0.2917
-23.248,-37.0639,6.418,0.3559
-23.238,-37.0539,7.471,0.4306
-23.228,-37.0439,8.62,0.5168
-23.218,-37.0339,9.853,0.6153
-23.208,-37.0239,11.15,0.7268
-23.198,-37.0139,12.5,0.8518
-23.188,-37.0039,13.85,0.9903
-23.178,-36.9939,15.17,1.142
-23.168,-36.9839,16.41,1.306
-23.158,-36.9739,17.52,1.481
-23.148,-36.9639,18.46,1.666
-23.138,-36.9539,19.16,1.857
-23.128,-36.9439,19.6,2.053
-23.118,-36.9339,19.74,2.251
-23.108,-36.9239,19.55,2.446
-23.098,-36.9139,19.05,2.637
-23.088,-36.9039,18.25,2.819
-23.078,-36.8939,17.18,2.991
-23.068,-36.8839,15.88,3.15
-23.058,-36.8739,14.42,3.294
-23.048,-36.8639,12.85,3.423
-23.038,-36.8539,11.24,3.535
-23.028,-36.8439,9.643,3.631
-23.018,-36.8339,8.118,3.713
-23.008,-36.8239,6.702,3.78
-22.998,-36.8139,5.425,3.834
-22.988,-36.8039,4.306,3.877
-22.978,-36.7939,3.35,3.91
-22.968,-36.7839,2.554,3.936
-22.958,-36.7739,1.909,3.955
-22.948,-36.7639,1.398,3.969
-22.938,-36.7539,1.003,3.979
-22.928,-36.7439,0.7048,3.986
-22.918,-36.7339,0.4852,3.991
-22.908,-36.7239,0.3273,3.994
-22.898,-36.7139,0.2162,3.996
-22.888,-36.7039,0.1399,3.998
-22.878,-36.6939,0.0886,3.999
-22.868,-36.6839,0.05497,3.999
-22.858,-36.6739,0.03339,4
-22.848,-36.6639,0.01986,4
-22.838,-36.6539,0.01157,4
-22.828,-36.6439,0.006597,4
-22.818,-36.6339,0.003682,4
-22.808,-36.6239,0.002012,4
-22.798,-36.6139,0.001077,4
-22.788,-36.6039,0.0005638,4
-22.778,-36.5939,0.000289,4
-22.768,-36.5839,0.000145,4
-22.758,-36.5739,7.122e-05,4
-22.748,-36.5639,3.424e-05,4
-22.738,-36.5539,1.611e-05,4
-22.728,-36.5439,7.417e-06,4
-22.718,-36.5339,3.343e-06,4
-22.708,-36.5239,1.474e-06,4
-22.698,-36.5139,6.365e-07,4
-22.688,-36.5039,2.689e-07,4
-22.678,-36.4939,1.112e-07,4
-22.668,-36.4839,4.497e-08,4
-22.658,-36.4739,1.78e-08,4
-22.648,-36.4639,6.898e-09,4
-22.638,-36.4539,2.615e-09,4
-22.628,-36.4439,9.702e-10,4
-22.618,-36.4339,3.522e-10,4
-22.608,-36.4239,1.251e-10,4
-22.598,-36.4139,4.349e-11,4
-22.588,-36.4039,1.479e-11,4
-22.578,-36.3939,4.924e-12,4
-22.568,-36.3839,1.603e-12,4
-22.558,-36.3739,5.109e-13,4
-22.548,-36.3639,1.593e-13,4
-22.538,-36.3539,4.86e-14,4
-22.528,-36.3439,1.451e-14,4
-22.518,-36.3339,4.236e-15,4
-22.508,-36.3239,1.211e-15,4
-22.498,-36.3139,3.385e-16,4
-22.488,-36.3039,9.259e-17,4
-22.478,-36.2939,2.478e-17,4
-22.468,-36.2839,6.49e-18,4
-22.458,-36.2739,1.663e-18,4
-22.448,-36.2639,4.168e-19,4
-22.438,-36.2539,1.022e-19,4
-22.428,-36.2439,2.453e-20,4
-22.418,-36.2339,5.759e-21,4
-22.408,-36.2239,1.323e-21,4
-22.398,-36.2139,2.973e-22,4
-22.388,-36.2039,6.536e-23,4
-22.378,-36.1939,1.406e-23,4
-22.368,-36.1839,2.959e-24,4
-22.358,-36.1739,6.092e-25,4
-22.348,-36.1639,1.227e-25,4
-22.338,-36.1539,2.418e-26,4
-22.328,-36.1439,4.663e-27,4
-22.318,-36.1339,8.796e-28,4
-22.308,-36.1239,1.623e-28,4
-22.298,-36.1139,2.931e-29,4
-22.288,-36.1039,5.176e-30,4
-22.278,-36.0939,8.945e-31,4
-22.268,-36.0839,1.512e-31,4
-22.258,-36.0739,2.501e-32,4
-22.248,-36.0639,4.047e-33,4
-22.238,-36.0539,6.406e-34,4
-22.228,-36.0439,9.921e-35,4
-22.218,-36.0339,1.503e-35,4
-22.208,-36.0239,2.228e-36,4
-22.198,-36.0139,3.231e-37,4
-22.188,-36.0039,4.583e-38,4
-22.178,-35.9939,6.36e-39,4
-22.168,-35.9839,8.635e-40,4
-22.158,-35.9739,1.147e-40,4
-22.148,-35.9639,1.49e-41,4
-22.138,-35.9539,1.894e-42,4
-22.128,-35.9439,2.356e-43,4
-22.118,-35.9339,2.866e-44,4
-22.108,-35.9239,3.411e-45,4
-22.098,-35.9139,3.972e-46,4
-22.088,-35.9039,4.524e-47,4
-22.078,-35.8939,5.041e-48,4
-22.068,-35.8839,5.496e-49,4
-22.058,-35.8739,5.861e-50,4
-22.048,-35.8639,6.115e-51,4
-22.038,-35.8539,6.241e-52,4
-22.028,-35.8439,6.231e-53,4
-22.018,-35.8339,6.086e-54,4
-22.008,-35.8239,5.815e-55,4
-21.998,-35.8139,5.436e-56,4
-21.988,-35.8039,4.971e-57,4
-21.978,-35.7939,4.447e-58,4
-21.968,-35.7839,3.892e-59,4
-21.958,-35.7739,3.332e-60,4
-21.948,-35.7639,2.79e-61,4
-21.938,-35.7539,2.286e-62,4
-21.928,-35.7439,1.832e-63,4
-21.918,-35.7339,1.437e-64,4
-21.908,-35.7239,1.102e-65,4
-21.898,-35.7139,8.269e-67,4
-21.888,-35.7039,6.07e-68,4
-21.878,-35.6939,4.359e-69,4
-21.868,-35.6839,3.062e-70,4
-21.858,-35.6739,2.104e-71,4
-21.848,-35.6639,1.415e-72,4
-21.838,-35.6539,9.303e-74,4
-21.828,-35.6439,5.985e-75,4
-21.818,-35.6339,3.766e-76,4
-21.808,-35.6239,2.319e-77,4
-21.798,-35.6139,1.397e-78,4
-21.788,-35.6039,8.228e-80,4
-21.778,-35.5939,4.743e-81,4
-21.768,-35.5839,2.68e-82,4
-21.758,-35.5739,1.537e-83,4
-21.748,-35.5639,1.425e-84,4
-21.738,-35.5539,6.743e-85,4
-21.728,-35.5439,6.394e-85,4
-21.718,-35.5339,6.394e-85,4
-21.708,-35.5239,6.394e-85,4
-21.698,-35.5139,6.394e-85,4
-21.688,-35.5039,6.394e-85,4
-21.678,-35.4939,6.394e-85,4
-21.668,-35.4839,6.394e-85,4
-21.658,-35.4739,6.394e-85,4
-21.648,-35.4639,6.394e-85,4
-21.638,-35.4539,6.394e-85,4
-21.628,-35.4439,6.394e-85,4
-21.618,-35.4339,6.394e-85,4
-21.608,-35.4239,6.394e-85,4
-21.598,-35.4139,6.394e-85,4
-21.588,-35.4039,6.394e-85,4
-21.578,-35.3939,6.394e-85,4
-21.568,-35.3839,6.394e-85,4
-21.558,-35.3739,6.394e-85,4
-21.548,-35.3639,6.394e-85,4
-21.538,-35.3539,6.394e-85,4
-21.528,-35.3439,6.394e-85,4
-21.518,-35.3339,6.394e-85,4
-21.508,-35.3239,6.394e-85,4
-21.498,-35.3139,6.394e-85,4
-21.488,-35.3039,6.394e-85,4
-21.478,-35.2939,6.394e-85,4
-21.468,-35.2839,6.394e-85,4
-21.458,-35.2739,6.394e-85,4
-21.448,-35.2639,6.394e-85,4
-21.438,-35.2539,6.394e-85,4
-21.428,-35.2439,6.394e-85,4
-21.418,-35.2339,6.394e-85,4
-21.408,-35.2239,6.394e-85,4
-21.398,-35.2139,6.394e-85,4
-21.388,-35.2039,6.394e-85,4
-21.378,-35.1939,6.394e-85,4
-21.368,-35.1839,6.394e-85,4
-21.358,-35.1739,6.394e-85,4
-21.348,-35.1639,6.394e-85,4
-21.338,-35.1539,6.394e-85,4
-21.328,-35.1439,6.394e-85,4
-21.318,-35.1339,6.394e-85,4
-21.308,-35.1239,6.394e-85,4
-21.298,-35.1139,6.394e-85,4
-21.288,-35.1039,6.394e-85,4
-21.278,-35.0939,6.394e-85,4
-21.268,-35.0839,6.394e-85,4
-21.258,-35.0739,6.394e-85,4
-21.248,-35.0639,6.394e-85,4
-21.238,-35.0539,6.394e-85,4
-21.228,-35.0439,6.394e-85,4
-21.218,-35.0339,6.394e-85,4
-21.208,-35.0239,6.394e-85,4
-21.198,-35.0139,6.394e-85,4
-21.188,-35.0039,6.394e-85,4
-21.178,-34.9939,6.394e-85,4
-21.168,-34.9839,6.394e-85,4
-21.158,-34.9739,6.394e-85,4
-21.148,-34.9639,6.394e-85,4
-21.138,-34.9539,6.394e-85,4
-21.128,-34.9439,6.394e-85,4
-21.118,-34.9339,6.394e-85,4
-21.108,-34.9239,6.394e-85,4
-21.098,-34.9139,6.394e-85,4
-21.088,-34.9039,6.394e-85,4
-21.078,-34.8939,6.394e-85,4
-21.068,-34.8839,6.394e-85,4
-21.058,-34.8739,6.394e-85,4
-21.048,-34.8639,6.394e-85,4
-21.038,-34.8539,6.394e-85,4
-21.028,-34.8439,6.394e-85,4
-21.018,-34.8339,6.394e-85,4
-21.008,-34.8239,6.394e-85,4
-20.998,-34.8139,6.394e-85,4
-20.988,-34.8039,6.394e-85,4
-20.978,-34.7939,6.394e-85,4
-20.968,-34.7839,6.394e-85,4
-20.958,-34.7739,6.394e-85,4
-20.948,-34.7639,6.394e-85,4
-20.938,-34.7539,6.394e-85,4
-20.928,-34.7439,6.394e-85,4
-20.918,-34.7339,6.394e-85,4
-20.908,-34.7239,6.394e-85,4
-20.898,-34.7139,6.394e-85,4
-20.888,-34.7039,6.394e-85,4
-20.878,-34.6939,6.394e-85,4
-20.868,-34.6839,6.394e-85,4
-20.858,-34.6739,6.394e-85,4
-20.848,-34.6639,6.394e-85,4
-20.838,-34.6539,6.394e-85,4
-20.828,-34.6439,6.394e-85,4
-20.818,-34.6339,6.394e-85,4
-20.808,-34.6239,6.394e-85,4
-20.798,-34.6139,6.394e-85,4
-20.788,-34.6039,6.394e-85,4
-20.778,-34.5939,6.394e-85,4
-20.768,-34.5839,6.394e-85,4
-20.758,-34.5739,6.394e-85,4
-20.748,-34.5639,6.394e-85,4
-20.738,-34.5539,6.394e-85,4
-20.728,-34.5439,6.394e-85,4
-20.718,-34.5339,6.394e-85,4
-20.708,-34.5239,6.394e-85,4
-20.698,-34.5139,6.394e-85,4
-20.688,-34.5039,6.394e-85,4
-20.678,-34.4939,6.394e-85,4
-20.668,-34.4839,6.394e-85,4
-20.658,-34.4739,6.394e-85,4
-20.648,-34.4639,6.394e-85,4
-20.638,-34.4539,6.394e-85,4
-20.628,-34.4439,6.394e-85,4
-20.618,-34.4339,6.394e-85,4
-20.608,-34.4239,6.394e-85,4
-20.598,-34.4139,6.394e-85,4
-20.588,-34.4039,6.394e-85,4
-20.578,-34.3939,6.394e-85,4
-20.568,-34.3839,6.394e-85,4
-20.558,-34.3739,6.394e-85,4
-20.548,-34.3639,6.394e-85,4
-20.538,-34.3539,6.394e-85,4
-20.528,-34.3439,6.394e-85,4
-20.518,-34.3339,6.394e-85,4
-20.508,-34.3239,6.394e-85,4
-20.498,-34.3139,6.394e-85,4
-20.488,-34.3039,6.394e-85,4
-20.478,-34.2939,6.394e-85,4
-20.468,-34.2839,6.394e-85,4
-20.458,-34.2739,6.394e-85,4
-20.448,-34.2639,6.394e-85,4
-20.438,-34.2539,6.394e-85,4
-20.428,-34.2439,6.394e-85,4
-20.418,-34.2339,6.394e-85,4
-20.408,-34.2239,6.394e-85,4
-20.398,-34.2139,6.394e-85,4
-20.388,-34.2039,6.394e-85,4
-20.378,-34.1939,6.394e-85,4
-20.368,-34.1839,6.394e-85,4
-20.358,-34.1739,6.394e-85,4
-20.348,-34.1639,6.394e-85,4
-20.338,-34.1539,6.394e-85,4
-20.328,-34.1439,6.394e-85,4
-20.318,-34.1339,6.394e-85,4
-20.308,-34.1239,6.394e-85,4
-20.298,-34.1139,6.394e-85,4
-20.288,-34.1039,6.394e-85,4
-20.278,-34.0939,6.394e-85,4
-20.268,-34.0839,6.394e-85,4
-20.258,-34.0739,6.394e-85,4
-20.248,-34.0639,6.394e-85,4
-20.238,-34.0539,6.394e-85,4
-20.228,-34.0439,6.394e-85,4
-20.218,-34.0339,6.394e-85,4
-20.208,-34.0239,6.394e-85,4
-20.198,-34.0139,6.394e-85,4
-20.188,-34.0039,6.394e-85,4
-20.178,-33.9939,6.394e-85,4
-20.168,-33.9839,6.394e-85,4
-20.158,-33.9739,6.394e-85,4
-20.148,-33.9639,6.394e-85,4
-20.138,-33.9539,6.394e-85,4
-20.128,-33.9439,6.394e-85,4
-20.118,-33.9339,6.394e-85,4
-20.108,-33.9239,6.394e-85,4
-20.098,-33.9139,6.394e-85,4
-20.088,-33.9039,6.394e-85,4
-20.078,-33.8939,6.394e-85,4
-20.068,-33.8839,6.394e-85,4
-20.058,-33.8739,6.394e-85,4
-20.048,-33.8639,6.394e-85,4
-20.038,-33.8539,6.394e-85,4
-20.028,-33.8439,6.394e-85,4
-20.018,-33.8339,6.394e-85,4
-20.008,-33.8239,6.394e-85,4
-19.998,-33.8139,6.394e-85,4
-19.988,-33.8039,6.394e-85,4
-19.978,-33.7939,6.394e-85,4
-19.968,-33.7839,6.394e-85,4
-19.958,-33.7739,6.394e-85,4
-19.948,-33.7639,6.394e-85,4
-19.938,-33.7539,6.394e-85,4
-19.928,-33.7439,6.394e-85,4
-19.918,-33.7339,6.394e-85,4
-19.908,-33.7239,6.394e-85,4
-19.898,-33.7139,6.394e-85,4
-19.888,-33.7039,6.394e-85,4
-19.878,-33.6939,6.394e-85,4
-19.868,-33.6839,6.394e-85,4
-19.858,-33.6739,6.394e-85,4
-19.848,-33.6639,6.394e-85,4
-19.838,-33.6539,6.394e-85,4
-19.828,-33.6439,6.394e-85,4
-19.818,-33.6339,6.394e-85,4
-19.808,-33.6239,6.394e-85,4
-19.798,-33.6139,6.394e-85,4
-19.788,-33.6039,6.394e-85,4
-19.778,-33.5939,6.394e-85,4
-19.768,-33.5839,6.394e-85,4
-19.758,-33.5739,6.394e-85,4
