# li3po4g_mp-2878 total DOS (QE dos.x, degauss 0.007 Ry). VBM 2.757 / CBM 8.578 / gap 5.821 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-39.917,-42.6738,0.005539,5.539e-05
-39.907,-42.6638,0.0103,0.0001584
-39.897,-42.6538,0.01875,0.000346
-39.887,-42.6438,0.03339,0.0006799
-39.877,-42.6338,0.05814,0.001261
-39.867,-42.6238,0.09904,0.002252
-39.857,-42.6138,0.165,0.003902
-39.847,-42.6038,0.269,0.006592
-39.837,-42.5938,0.4289,0.01088
-39.827,-42.5838,0.669,0.01757
-39.817,-42.5738,1.021,0.02778
-39.807,-42.5638,1.523,0.04301
-39.797,-42.5538,2.223,0.06524
-39.787,-42.5438,3.175,0.09699
-39.777,-42.5338,4.435,0.1413
-39.767,-42.5238,6.06,0.2019
-39.757,-42.5138,8.1,0.2829
-39.747,-42.5038,10.59,0.3889
-39.737,-42.4938,13.54,0.5243
-39.727,-42.4838,16.95,0.6938
-39.717,-42.4738,20.74,0.9011
-39.707,-42.4638,24.82,1.149
-39.697,-42.4538,29.07,1.44
-39.687,-42.4438,33.3,1.773
-39.677,-42.4338,37.31,2.146
-39.667,-42.4238,40.9,2.555
-39.657,-42.4138,43.85,2.994
-39.647,-42.4038,46,3.454
-39.637,-42.3938,47.21,3.926
-39.627,-42.3838,47.41,4.4
-39.617,-42.3738,46.6,4.866
-39.607,-42.3638,44.85,5.314
-39.597,-42.3538,42.29,5.737
-39.587,-42.3438,39.12,6.128
-39.577,-42.3338,35.59,6.484
-39.567,-42.3238,31.95,6.804
-39.557,-42.3138,28.48,7.089
-39.547,-42.3038,25.44,7.343
-39.537,-42.2938,23.09,7.574
-39.527,-42.2838,21.63,7.79
-39.517,-42.2738,21.26,8.003
-39.507,-42.2638,22.1,8.224
-39.497,-42.2538,24.26,8.466
-39.487,-42.2438,27.75,8.744
-39.477,-42.2338,32.55,9.069
-39.467,-42.2238,38.54,9.455
-39.457,-42.2138,45.52,9.91
-39.447,-42.2038,53.23,10.44
-39.437,-42.1938,61.33,11.06
-39.427,-42.1838,69.4,11.75
-39.417,-42.1738,77,12.52
-39.407,-42.1638,83.69,13.36
-39.397,-42.1538,89.06,14.25
-39.387,-42.1438,92.75,15.17
-39.377,-42.1338,94.51,16.12
-39.367,-42.1238,94.23,17.06
-39.357,-42.1138,91.92,17.98
-39.347,-42.1038,87.72,18.86
-39.337,-42.0938,81.89,19.68
-39.327,-42.0838,74.79,20.43
-39.317,-42.0738,66.82,21.09
-39.307,-42.0638,58.4,21.68
-39.297,-42.0538,49.94,22.18
-39.287,-42.0438,41.77,22.59
-39.277,-42.0338,34.18,22.94
-39.267,-42.0238,27.36,23.21
-39.257,-42.0138,21.43,23.42
-39.247,-42.0038,16.41,23.59
-39.237,-41.9938,12.3,23.71
-39.227,-41.9838,9.018,23.8
-39.217,-41.9738,6.468,23.87
-39.207,-41.9638,4.538,23.91
-39.197,-41.9538,3.115,23.94
-39.187,-41.9438,2.091,23.96
-39.177,-41.9338,1.374,23.98
-39.167,-41.9238,0.8827,23.99
-39.157,-41.9138,0.5549,23.99
-39.147,-41.9038,0.3412,24
-39.137,-41.8938,0.2053,24
-39.127,-41.8838,0.1208,24
-39.117,-41.8738,0.06955,24
-39.107,-41.8638,0.03917,24
-39.097,-41.8538,0.02158,24
-39.087,-41.8438,0.01163,24
-39.077,-41.8338,0.006134,24
