# li2s_mp-1153 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.243 eV. Gap is the fixed-occ nscf value (3.438 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,S_p,S_s
-16.49,-18.7334,0,0,0,0
-16.48,-18.7234,0,0,0,0
-16.47,-18.7134,0,0,0,0
-16.46,-18.7034,0,0,0,0
-16.45,-18.6934,0,0,0,0
-16.44,-18.6834,0,0,0,0
-16.43,-18.6734,0,0,0,0
-16.42,-18.6634,0,0,0,0
-16.41,-18.6534,0,0,0,0
-16.4,-18.6434,0,0,0,0
-16.39,-18.6334,0,0,0,0
-16.38,-18.6234,0,0,0,0
-16.37,-18.6134,0,0,0,0
-16.36,-18.6034,0,0,0,0
-16.35,-18.5934,0,0,0,0
-16.34,-18.5834,0,0,0,0
-16.33,-18.5734,0,0,0,0
-16.32,-18.5634,0,0,0,0
-16.31,-18.5534,0,0,0,0
-16.3,-18.5434,0,0,0,0
-16.29,-18.5334,0,0,0,0
-16.28,-18.5234,0,0,0,0
-16.27,-18.5134,0,0,0,0
-16.26,-18.5034,0,0,0,0
-16.25,-18.4934,0,0,0,0
-16.24,-18.4834,0,0,0,0
-16.23,-18.4734,0,0,0,0
-16.22,-18.4634,0,0,0,0
-16.21,-18.4534,0,0,0,0
-16.2,-18.4434,0,0,0,0
-16.19,-18.4334,0,0,0,0
-16.18,-18.4234,0,0,0,0
-16.17,-18.4134,0,0,0,0
-16.16,-18.4034,0,0,0,0
-16.15,-18.3934,0,0,0,0
-16.14,-18.3834,0,0,0,0
-16.13,-18.3734,0,0,0,0
-16.12,-18.3634,0,0,0,0
-16.11,-18.3534,0,0,0,0
-16.1,-18.3434,0,0,0,0
-16.09,-18.3334,0,0,0,0
-16.08,-18.3234,0,0,0,0
-16.07,-18.3134,0,0,0,0
-16.06,-18.3034,0,0,0,0
-16.05,-18.2934,0,0,0,0
-16.04,-18.2834,0,0,0,0
-16.03,-18.2734,0,0,0,0
-16.02,-18.2634,0,0,0,0
-16.01,-18.2534,0,0,0,0
-16,-18.2434,0,0,0,0
-15.99,-18.2334,0,0,0,0
-15.98,-18.2234,0,0,0,0
-15.97,-18.2134,0,0,0,0
-15.96,-18.2034,0,0,0,0
-15.95,-18.1934,0,0,0,0
-15.94,-18.1834,0,0,0,0
-15.93,-18.1734,0,0,0,0
-15.92,-18.1634,0,0,0,0
-15.91,-18.1534,0,0,0,0
-15.9,-18.1434,0,0,0,0
-15.89,-18.1334,0,0,0,0
-15.88,-18.1234,0,0,0,0
-15.87,-18.1134,0,0,0,0
-15.86,-18.1034,0,0,0,0
-15.85,-18.0934,0,0,0,0
-15.84,-18.0834,0,0,0,0
-15.83,-18.0734,0,0,0,0
-15.82,-18.0634,0,0,0,0
-15.81,-18.0534,0,0,0,0
-15.8,-18.0434,0,0,0,0
-15.79,-18.0334,0,0,0,0
-15.78,-18.0234,0,0,0,0
-15.77,-18.0134,0,0,0,0
-15.76,-18.0034,0,0,0,0
-15.75,-17.9934,0,0,0,0
-15.74,-17.9834,0,0,0,0
-15.73,-17.9734,0,0,0,0
-15.72,-17.9634,0,0,0,0
-15.71,-17.9534,0,0,0,0
-15.7,-17.9434,0,0,0,0
-15.69,-17.9334,0,0,0,0
-15.68,-17.9234,0,0,0,0
-15.67,-17.9134,0,0,0,0
-15.66,-17.9034,0,0,0,0
-15.65,-17.8934,0,0,0,0
-15.64,-17.8834,0,0,0,0
-15.63,-17.8734,0,0,0,0
-15.62,-17.8634,0,0,0,0
-15.61,-17.8534,0,0,0,0
-15.6,-17.8434,0,0,0,0
-15.59,-17.8334,0,0,0,0
-15.58,-17.8234,0,0,0,0
-15.57,-17.8134,0,0,0,0
-15.56,-17.8034,0,0,0,0
-15.55,-17.7934,0,0,0,0
-15.54,-17.7834,0,0,0,0
-15.53,-17.7734,0,0,0,0
-15.52,-17.7634,0,0,0,0
-15.51,-17.7534,0,0,0,0
-15.5,-17.7434,0,0,0,0
-15.49,-17.7334,0,0,0,0
-15.48,-17.7234,0,0,0,0
-15.47,-17.7134,0,0,0,0
-15.46,-17.7034,0,0,0,0
-15.45,-17.6934,0,0,0,0
-15.44,-17.6834,0,0,0,0
-15.43,-17.6734,0,0,0,0
-15.42,-17.6634,0,0,0,0
-15.41,-17.6534,0,0,0,0
-15.4,-17.6434,0,0,0,0
-15.39,-17.6334,0,0,0,0
-15.38,-17.6234,0,0,0,0
-15.37,-17.6134,0,0,0,0
-15.36,-17.6034,0,0,0,0
-15.35,-17.5934,0,0,0,0
-15.34,-17.5834,0,0,0,0
-15.33,-17.5734,0,0,0,0
-15.32,-17.5634,0,0,0,0
-15.31,-17.5534,0,0,0,0
-15.3,-17.5434,0,0,0,0
-15.29,-17.5334,0,0,0,0
-15.28,-17.5234,0,0,0,0
-15.27,-17.5134,0,0,0,0
-15.26,-17.5034,0,0,0,0
-15.25,-17.4934,0,0,0,0
-15.24,-17.4834,0,0,0,0
-15.23,-17.4734,0,0,0,0
-15.22,-17.4634,0,0,0,0
-15.21,-17.4534,0,0,0,0
-15.2,-17.4434,0,0,0,0
-15.19,-17.4334,0,0,0,0
-15.18,-17.4234,0,0,0,0
-15.17,-17.4134,0,0,0,0
-15.16,-17.4034,0,0,0,0
-15.15,-17.3934,0,0,0,0
-15.14,-17.3834,0,0,0,0
-15.13,-17.3734,0,0,0,0
-15.12,-17.3634,0,0,0,0
-15.11,-17.3534,0,0,0,0
-15.1,-17.3434,0,0,0,0
-15.09,-17.3334,0,0,0,0
-15.08,-17.3234,0,0,0,0
-15.07,-17.3134,0,0,0,0
-15.06,-17.3034,0,0,0,0
-15.05,-17.2934,0,0,0,0
-15.04,-17.2834,0,0,0,0
-15.03,-17.2734,0,0,0,0
-15.02,-17.2634,0,0,0,0
-15.01,-17.2534,0,0,0,0
-15,-17.2434,0,0,0,0
-14.99,-17.2334,0,0,0,0
-14.98,-17.2234,0,0,0,0
-14.97,-17.2134,0,0,0,0
-14.96,-17.2034,0,0,0,0
-14.95,-17.1934,0,0,0,0
-14.94,-17.1834,0,0,0,0
-14.93,-17.1734,0,0,0,0
-14.92,-17.1634,0,0,0,0
-14.91,-17.1534,0,0,0,0
-14.9,-17.1434,0,0,0,0
-14.89,-17.1334,0,0,0,0
-14.88,-17.1234,0,0,0,0
-14.87,-17.1134,0,0,0,0
-14.86,-17.1034,0,0,0,0
-14.85,-17.0934,0,0,0,0
-14.84,-17.0834,0,0,0,0
-14.83,-17.0734,0,0,0,0
-14.82,-17.0634,0,0,0,0
-14.81,-17.0534,0,0,0,0
-14.8,-17.0434,0,0,0,0
-14.79,-17.0334,0,0,0,0
-14.78,-17.0234,0,0,0,0
-14.77,-17.0134,0,0,0,0
-14.76,-17.0034,0,0,0,0
-14.75,-16.9934,0,0,0,0
-14.74,-16.9834,0,0,0,0
-14.73,-16.9734,0,0,0,0
-14.72,-16.9634,0,0,0,0
-14.71,-16.9534,0,0,0,0
-14.7,-16.9434,0,0,0,0
-14.69,-16.9334,0,0,0,0
-14.68,-16.9234,0,0,0,0
-14.67,-16.9134,0,0,0,0
-14.66,-16.9034,0,0,0,0
-14.65,-16.8934,0,0,0,0
-14.64,-16.8834,0,0,0,0
-14.63,-16.8734,0,0,0,0
-14.62,-16.8634,0,0,0,0
-14.61,-16.8534,0,0,0,0
-14.6,-16.8434,0,0,0,0
-14.59,-16.8334,0,0,0,0
-14.58,-16.8234,0,0,0,0
-14.57,-16.8134,0,0,0,0
-14.56,-16.8034,0,0,0,0
-14.55,-16.7934,0,0,0,0
-14.54,-16.7834,0,0,0,0
-14.53,-16.7734,0,0,0,0
-14.52,-16.7634,0,0,0,0
-14.51,-16.7534,0,0,0,0
-14.5,-16.7434,0,0,0,0
-14.49,-16.7334,0,0,0,0
-14.48,-16.7234,0,0,0,0
-14.47,-16.7134,0,0,0,0
-14.46,-16.7034,0,0,0,0
-14.45,-16.6934,0,0,0,0
-14.44,-16.6834,0,0,0,0
-14.43,-16.6734,0,0,0,0
-14.42,-16.6634,0,0,0,0
-14.41,-16.6534,0,0,0,0
-14.4,-16.6434,0,0,0,0
-14.39,-16.6334,0,0,0,0
-14.38,-16.6234,0,0,0,0
-14.37,-16.6134,0,0,0,0
-14.36,-16.6034,0,0,0,0
-14.35,-16.5934,0,0,0,0
-14.34,-16.5834,0,0,0,0
-14.33,-16.5734,0,0,0,0
-14.32,-16.5634,0,0,0,0
-14.31,-16.5534,0,0,0,0
-14.3,-16.5434,0,0,0,0
-14.29,-16.5334,0,0,0,0
-14.28,-16.5234,0,0,0,0
-14.27,-16.5134,0,0,0,0
-14.26,-16.5034,0,0,0,0
-14.25,-16.4934,0,0,0,0
-14.24,-16.4834,0,0,0,0
-14.23,-16.4734,0,0,0,0
-14.22,-16.4634,0,0,0,0
-14.21,-16.4534,0,0,0,0
-14.2,-16.4434,0,0,0,0
-14.19,-16.4334,0,0,0,0
-14.18,-16.4234,0,0,0,0
-14.17,-16.4134,0,0,0,0
-14.16,-16.4034,0,0,0,0
-14.15,-16.3934,0,0,0,0
-14.14,-16.3834,0,0,0,0
-14.13,-16.3734,0,0,0,0
-14.12,-16.3634,0,0,0,0
-14.11,-16.3534,0,0,0,0
-14.1,-16.3434,0,0,0,0
-14.09,-16.3334,0,0,0,0
-14.08,-16.3234,0,0,0,0
-14.07,-16.3134,0,0,0,0
-14.06,-16.3034,0,0,0,0
-14.05,-16.2934,0,0,0,0
-14.04,-16.2834,0,0,0,0
-14.03,-16.2734,0,0,0,0
-14.02,-16.2634,0,0,0,0
-14.01,-16.2534,0,0,0,0
-14,-16.2434,0,0,0,0
-13.99,-16.2334,0,0,0,0
-13.98,-16.2234,0,0,0,0
-13.97,-16.2134,0,0,0,0
-13.96,-16.2034,0,0,0,0
-13.95,-16.1934,0,0,0,0
-13.94,-16.1834,0,0,0,0
-13.93,-16.1734,0,0,0,0
-13.92,-16.1634,0,0,0,0
-13.91,-16.1534,0,0,0,0
-13.9,-16.1434,0,0,0,0
-13.89,-16.1334,0,0,0,0
-13.88,-16.1234,0,0,0,0
-13.87,-16.1134,0,0,0,0
-13.86,-16.1034,0,0,0,0
-13.85,-16.0934,0,0,0,0
-13.84,-16.0834,0,0,0,0
-13.83,-16.0734,0,0,0,0
-13.82,-16.0634,0,0,0,0
-13.81,-16.0534,0,0,0,0
-13.8,-16.0434,0,0,0,0
-13.79,-16.0334,0,0,0,0
-13.78,-16.0234,0,0,0,0
-13.77,-16.0134,0,0,0,0
-13.76,-16.0034,0,0,0,0
-13.75,-15.9934,0,0,0,0
-13.74,-15.9834,0,0,0,0
-13.73,-15.9734,0,0,0,0
-13.72,-15.9634,0,0,0,0
-13.71,-15.9534,0,0,0,0
-13.7,-15.9434,0,0,0,0
-13.69,-15.9334,0,0,0,0
-13.68,-15.9234,0,0,0,0
-13.67,-15.9134,0,0,0,0
-13.66,-15.9034,0,0,0,0
-13.65,-15.8934,0,0,0,0
-13.64,-15.8834,0,0,0,0
-13.63,-15.8734,0,0,0,0
-13.62,-15.8634,0,0,0,0
-13.61,-15.8534,0,0,0,0
-13.6,-15.8434,0,0,0,0
-13.59,-15.8334,0,0,0,0
-13.58,-15.8234,0,0,0,0
-13.57,-15.8134,0,0,0,0
-13.56,-15.8034,0,0,0,0
-13.55,-15.7934,0,0,0,0
-13.54,-15.7834,0,0,0,0
-13.53,-15.7734,0,0,0,0
-13.52,-15.7634,0,0,0,0
-13.51,-15.7534,0,0,0,0
-13.5,-15.7434,0,0,0,0
-13.49,-15.7334,0,0,0,0
-13.48,-15.7234,0,0,0,0
-13.47,-15.7134,0,0,0,0
-13.46,-15.7034,0,0,0,0
-13.45,-15.6934,0,0,0,0
-13.44,-15.6834,0,0,0,0
-13.43,-15.6734,0,0,0,0
-13.42,-15.6634,0,0,0,0
-13.41,-15.6534,0,0,0,0
-13.4,-15.6434,0,0,0,0
-13.39,-15.6334,0,0,0,0
-13.38,-15.6234,0,0,0,0
-13.37,-15.6134,0,0,0,0
-13.36,-15.6034,0,0,0,0
-13.35,-15.5934,0,0,0,0
-13.34,-15.5834,0,0,0,0
-13.33,-15.5734,0,0,0,0
-13.32,-15.5634,0,0,0,0
-13.31,-15.5534,0,0,0,0
-13.3,-15.5434,0,0,0,0
-13.29,-15.5334,0,0,0,0
-13.28,-15.5234,0,0,0,0
-13.27,-15.5134,0,0,0,0
-13.26,-15.5034,0,0,0,0
-13.25,-15.4934,0,0,0,0
-13.24,-15.4834,0,0,0,0
-13.23,-15.4734,0,0,0,0
-13.22,-15.4634,0,0,0,0
-13.21,-15.4534,0,0,0,0
-13.2,-15.4434,0,0,0,0
-13.19,-15.4334,0,0,0,0
-13.18,-15.4234,0,0,0,0
-13.17,-15.4134,0,0,0,0
-13.16,-15.4034,0,0,0,0
-13.15,-15.3934,0,0,0,0
-13.14,-15.3834,0,0,0,0
-13.13,-15.3734,0,0,0,0
-13.12,-15.3634,0,0,0,0
-13.11,-15.3534,0,0,0,0
-13.1,-15.3434,0,0,0,0
-13.09,-15.3334,0,0,0,0
-13.08,-15.3234,0,0,0,0
-13.07,-15.3134,0,0,0,0
-13.06,-15.3034,0,0,0,0
-13.05,-15.2934,0,0,0,0
-13.04,-15.2834,0,0,0,0
-13.03,-15.2734,0,0,0,0
-13.02,-15.2634,0,0,0,0
-13.01,-15.2534,0,0,0,0
-13,-15.2434,0,0,0,0
-12.99,-15.2334,0,0,0,0
-12.98,-15.2234,0,0,0,0
-12.97,-15.2134,0,0,0,0
-12.96,-15.2034,0,0,0,0
-12.95,-15.1934,0,0,0,0
-12.94,-15.1834,0,0,0,0
-12.93,-15.1734,0,0,0,0
-12.92,-15.1634,0,0,0,0
-12.91,-15.1534,0,0,0,0
-12.9,-15.1434,0,0,0,0
-12.89,-15.1334,0,0,0,0
-12.88,-15.1234,0,0,0,0
-12.87,-15.1134,0,0,0,0
-12.86,-15.1034,0,0,0,0
-12.85,-15.0934,0,0,0,0
-12.84,-15.0834,0,0,0,0
-12.83,-15.0734,0,0,0,0
-12.82,-15.0634,0,0,0,0
-12.81,-15.0534,0,0,0,0
-12.8,-15.0434,0,0,0,0
-12.79,-15.0334,0,0,0,0
-12.78,-15.0234,0,0,0,0
-12.77,-15.0134,0,0,0,0
-12.76,-15.0034,0,0,0,0
-12.75,-14.9934,0,0,0,0
-12.74,-14.9834,0,0,0,0
-12.73,-14.9734,0,0,0,0
-12.72,-14.9634,0,0,0,0
-12.71,-14.9534,0,0,0,0
-12.7,-14.9434,0,0,0,0
-12.69,-14.9334,0,0,0,0
-12.68,-14.9234,0,0,0,0
-12.67,-14.9134,0,0,0,0
-12.66,-14.9034,0,0,0,0
-12.65,-14.8934,0,0,0,0
-12.64,-14.8834,0,0,0,0
-12.63,-14.8734,0,0,0,0
-12.62,-14.8634,0,0,0,0
-12.61,-14.8534,0,0,0,0
-12.6,-14.8434,0,0,0,0
-12.59,-14.8334,0,0,0,0
-12.58,-14.8234,0,0,0,0
-12.57,-14.8134,0,0,0,0
-12.56,-14.8034,0,0,0,0
-12.55,-14.7934,0,0,0,0
-12.54,-14.7834,0,0,0,0
-12.53,-14.7734,0,0,0,0
-12.52,-14.7634,0,0,0,0
-12.51,-14.7534,0,0,0,0
-12.5,-14.7434,0,0,0,0
-12.49,-14.7334,0,0,0,0
-12.48,-14.7234,0,0,0,0
-12.47,-14.7134,0,0,0,0
-12.46,-14.7034,0,0,0,0
-12.45,-14.6934,0,0,0,0
-12.44,-14.6834,0,0,0,0
-12.43,-14.6734,0,0,0,0
-12.42,-14.6634,0,0,0,0
-12.41,-14.6534,0,0,0,0
-12.4,-14.6434,0,0,0,0
-12.39,-14.6334,0,0,0,0
-12.38,-14.6234,0,0,0,0
-12.37,-14.6134,0,0,0,0
-12.36,-14.6034,0,0,0,0
-12.35,-14.5934,0,0,0,0
-12.34,-14.5834,0,0,0,0
-12.33,-14.5734,0,0,0,0
-12.32,-14.5634,0,0,0,0
-12.31,-14.5534,0,0,0,0
-12.3,-14.5434,0,0,0,0
-12.29,-14.5334,0,0,0,0
-12.28,-14.5234,0,0,0,0
-12.27,-14.5134,0,0,0,0
-12.26,-14.5034,0,0,0,0
-12.25,-14.4934,0,0,0,0
-12.24,-14.4834,0,0,0,0
-12.23,-14.4734,0,0,0,0
-12.22,-14.4634,0,0,0,0
-12.21,-14.4534,0,0,0,0
-12.2,-14.4434,0,0,0,0
-12.19,-14.4334,0,0,0,0
-12.18,-14.4234,0,0,0,0
-12.17,-14.4134,0,0,0,0
-12.16,-14.4034,0,0,0,0
-12.15,-14.3934,0,0,0,0
-12.14,-14.3834,0,0,0,0
-12.13,-14.3734,0,0,0,0
-12.12,-14.3634,0,0,0,0
-12.11,-14.3534,0,0,0,0
-12.1,-14.3434,0,0,0,0
-12.09,-14.3334,0,0,0,0
-12.08,-14.3234,0,0,0,0
-12.07,-14.3134,0,0,0,0
-12.06,-14.3034,0,0,0,0
-12.05,-14.2934,0,0,0,0
-12.04,-14.2834,0,0,0,0
-12.03,-14.2734,0,0,0,0
-12.02,-14.2634,0,0,0,0
-12.01,-14.2534,0,0,0,0
-12,-14.2434,0,0,0,0
-11.99,-14.2334,0,0,0,0
-11.98,-14.2234,0,0,0,0
-11.97,-14.2134,0,0,0,0
-11.96,-14.2034,0,0,0,0
-11.95,-14.1934,0,0,0,0
-11.94,-14.1834,0,0,0,0
-11.93,-14.1734,0,0,0,0
-11.92,-14.1634,0,0,0,0
-11.91,-14.1534,0,0,0,0
-11.9,-14.1434,0,0,0,0
-11.89,-14.1334,0,0,0,0
-11.88,-14.1234,0,0,0,0
-11.87,-14.1134,0,0,0,0
-11.86,-14.1034,0,0,0,0
-11.85,-14.0934,0,0,0,0
-11.84,-14.0834,0,0,0,0
-11.83,-14.0734,0,0,0,0
-11.82,-14.0634,0,0,0,0
-11.81,-14.0534,0,0,0,0
-11.8,-14.0434,0,0,0,0
-11.79,-14.0334,0,0,0,0
-11.78,-14.0234,0,0,0,0
-11.77,-14.0134,0,0,0,0
-11.76,-14.0034,0,0,0,0
-11.75,-13.9934,0,0,0,0
-11.74,-13.9834,0,0,0,0
-11.73,-13.9734,0,0,0,0
-11.72,-13.9634,0,0,0,0
-11.71,-13.9534,0,0,0,0
-11.7,-13.9434,0,0,0,0
-11.69,-13.9334,0,0,0,0
-11.68,-13.9234,0,0,0,0
-11.67,-13.9134,0,0,0,0
-11.66,-13.9034,0,0,0,0
-11.65,-13.8934,0,0,0,0
-11.64,-13.8834,0,0,0,0
-11.63,-13.8734,0,0,0,0
-11.62,-13.8634,0,0,0,0
-11.61,-13.8534,0,0,0,0
-11.6,-13.8434,0,0,0,0
-11.59,-13.8334,0,0,0,0
-11.58,-13.8234,0,0,0,0
-11.57,-13.8134,0,0,0,0
-11.56,-13.8034,0,0,0,0
-11.55,-13.7934,0,0,0,0
-11.54,-13.7834,0,0,0,0
-11.53,-13.7734,0,0,0,0
-11.52,-13.7634,0,0,0,0
-11.51,-13.7534,0,0,0,0
-11.5,-13.7434,0,0,0,0
-11.49,-13.7334,0,0,0,0
-11.48,-13.7234,0,0,0,0
-11.47,-13.7134,0,0,0,0
-11.46,-13.7034,0,0,0,0
-11.45,-13.6934,0,0,0,0
-11.44,-13.6834,0,0,0,0
-11.43,-13.6734,0,0,0,0
-11.42,-13.6634,0,0,0,0
-11.41,-13.6534,0,0,0,0
-11.4,-13.6434,0,0,0,0
-11.39,-13.6334,0,0,0,0
-11.38,-13.6234,0,0,0,0
-11.37,-13.6134,0,0,0,0
-11.36,-13.6034,0,0,0,0
-11.35,-13.5934,0,0,0,0
-11.34,-13.5834,0,0,0,0
-11.33,-13.5734,0,0,0,0
-11.32,-13.5634,0,0,0,0
-11.31,-13.5534,0,0,0,0
-11.3,-13.5434,0,0,0,0
-11.29,-13.5334,0,0,0,0
-11.28,-13.5234,0,0,0,0
-11.27,-13.5134,0,0,0,0
-11.26,-13.5034,0,0,0,0
-11.25,-13.4934,0,0,0,0
-11.24,-13.4834,0,0,0,0
-11.23,-13.4734,0,0,0,0
-11.22,-13.4634,0,0,0,0
-11.21,-13.4534,0,0,0,0
-11.2,-13.4434,0,0,0,0
-11.19,-13.4334,0,0,0,0
-11.18,-13.4234,0,0,0,0
-11.17,-13.4134,0,0,0,0
-11.16,-13.4034,0,0,0,0
-11.15,-13.3934,0,0,0,0
-11.14,-13.3834,0,0,0,0
-11.13,-13.3734,0,0,0,0
-11.12,-13.3634,0,0,0,0
-11.11,-13.3534,0,0,0,0
-11.1,-13.3434,0,0,0,0
-11.09,-13.3334,0,0,0,0
-11.08,-13.3234,0,0,0,0
-11.07,-13.3134,0,0,0,0
-11.06,-13.3034,0,0,0,0
-11.05,-13.2934,0,0,0,0
-11.04,-13.2834,0,0,0,0
-11.03,-13.2734,0,0,0,0
-11.02,-13.2634,0,0,0,0
-11.01,-13.2534,0,0,0,0
-11,-13.2434,0,0,0,0
-10.99,-13.2334,0,0,0,0
-10.98,-13.2234,0,0,0,0
-10.97,-13.2134,0,0,0,0
-10.96,-13.2034,0,0,0,0
-10.95,-13.1934,0,0,0,0
-10.94,-13.1834,0,0,0,0
-10.93,-13.1734,0,0,0,0
-10.92,-13.1634,0,0,0,0
-10.91,-13.1534,0,0,0,0
-10.9,-13.1434,0,0,0,0
-10.89,-13.1334,0,0,0,0
-10.88,-13.1234,0,0,0,0
-10.87,-13.1134,0,0,0,0
-10.86,-13.1034,0,0,0,0
-10.85,-13.0934,0,0,0,0
-10.84,-13.0834,0,0,0,0
-10.83,-13.0734,0,0,0,0
-10.82,-13.0634,0,0,0,0
-10.81,-13.0534,0,0,0,0
-10.8,-13.0434,0,0,0,0
-10.79,-13.0334,0,0,0,0
-10.78,-13.0234,0,0,0,0
-10.77,-13.0134,0,0,0,0
-10.76,-13.0034,0,0,0,0
-10.75,-12.9934,0,0,0,0
-10.74,-12.9834,0,0,0,0
-10.73,-12.9734,0,0,0,0
-10.72,-12.9634,0,0,0,0
-10.71,-12.9534,0,0,0,0
-10.7,-12.9434,0,0,0,0
-10.69,-12.9334,0,0,0,0
-10.68,-12.9234,0,0,0,0
-10.67,-12.9134,0,0,0,0
-10.66,-12.9034,0,0,0,0
-10.65,-12.8934,0,0,0,0
-10.64,-12.8834,0,0,0,0
-10.63,-12.8734,0,0,0,0
-10.62,-12.8634,0,0,0,0
-10.61,-12.8534,0,0,0,0
-10.6,-12.8434,0,0,0,0
-10.59,-12.8334,0,0,0,0
-10.58,-12.8234,0,0,0,0
-10.57,-12.8134,0,0,0,0
-10.56,-12.8034,0,0,0,0
-10.55,-12.7934,0,0,0,0
-10.54,-12.7834,0,0,0,0
-10.53,-12.7734,0,0,0,0
-10.52,-12.7634,0,0,0,0
-10.51,-12.7534,0,0,0,0
-10.5,-12.7434,0,0,0,0
-10.49,-12.7334,0,0,0,0
-10.48,-12.7234,0,0,0,0
-10.47,-12.7134,0,0,0,0
-10.46,-12.7034,0,0,0,0
-10.45,-12.6934,0,0,0,0
-10.44,-12.6834,0,0,0,0
-10.43,-12.6734,0,0,0,0
-10.42,-12.6634,0,0,0,0
-10.41,-12.6534,0,0,0,0
-10.4,-12.6434,0,0,0,0
-10.39,-12.6334,0,0,0,0
-10.38,-12.6234,0,0,0,0
-10.37,-12.6134,0,0,0,0
-10.36,-12.6034,0,0,0,0
-10.35,-12.5934,0,0,0,0
-10.34,-12.5834,0,0,0,0
-10.33,-12.5734,0,0,0,0
-10.32,-12.5634,0,0,0,0
-10.31,-12.5534,0,0,0,0
-10.3,-12.5434,0,0,0,0
-10.29,-12.5334,0,0,0,0
-10.28,-12.5234,0,0,0,0
-10.27,-12.5134,0,0,0,0
-10.26,-12.5034,0,0,0,0
-10.25,-12.4934,0,0,0,0
-10.24,-12.4834,0,0,0,0
-10.23,-12.4734,0,0,0,0
-10.22,-12.4634,0,0,0,0
-10.21,-12.4534,0,0,0,0
-10.2,-12.4434,0,0,0,0
-10.19,-12.4334,0,0,0,0
-10.18,-12.4234,0,0,0,0
-10.17,-12.4134,0,0,0,0
-10.16,-12.4034,0,0,0,0
-10.15,-12.3934,0,0,0,0
-10.14,-12.3834,0,0,0,0
-10.13,-12.3734,0,0,0,0
-10.12,-12.3634,0,0,0,0
-10.11,-12.3534,0,0,0,0
-10.1,-12.3434,0,0,0,0
-10.09,-12.3334,0,0,0,0
-10.08,-12.3234,0,0,0,0
-10.07,-12.3134,0,0,0,0
-10.06,-12.3034,0,0,0,0
-10.05,-12.2934,0,0,0,0
-10.04,-12.2834,0,0,0,0
-10.03,-12.2734,0,0,0,0
-10.02,-12.2634,0,0,0,0
-10.01,-12.2534,0,0,0,0
-10,-12.2434,0,0,0,0
-9.99,-12.2334,0,0,0,0
-9.98,-12.2234,0,0,0,0
-9.97,-12.2134,0,0,0,0
-9.96,-12.2034,0,0,0,0
-9.95,-12.1934,0,0,0,0
-9.94,-12.1834,0,0,0,0
-9.93,-12.1734,0,0,0,0
-9.92,-12.1634,0,0,0,0
-9.91,-12.1534,0,0,0,0
-9.9,-12.1434,0,0,0,0
-9.89,-12.1334,0,0,0,0
-9.88,-12.1234,0,0,0,0
-9.87,-12.1134,0,0,0,0
-9.86,-12.1034,0,0,0,0
-9.85,-12.0934,0,0,0,0
-9.84,-12.0834,0,0,0,0
-9.83,-12.0734,0,0,0,0
-9.82,-12.0634,0,0,0,0
-9.81,-12.0534,0,0,0,0
-9.8,-12.0434,0,0,0,0
-9.79,-12.0334,0,0,0,0
-9.78,-12.0234,0,0,0,0
-9.77,-12.0134,0,0,0,0
-9.76,-12.0034,0,0,0,0
-9.75,-11.9934,0,0,0,0
-9.74,-11.9834,0,0,0,0
-9.73,-11.9734,0,0,0,0
-9.72,-11.9634,0,0,0,0
-9.71,-11.9534,0,0,0,0
-9.7,-11.9434,0,0,0,0
-9.69,-11.9334,0,0,0,0
-9.68,-11.9234,0,0,0,0
-9.67,-11.9134,0,0,0,0
-9.66,-11.9034,0,0,0,0
-9.65,-11.8934,0,0,0,0
-9.64,-11.8834,0,0,0,0
-9.63,-11.8734,0,0,0,0
-9.62,-11.8634,0,0,0,0
-9.61,-11.8534,0,0,0,0
-9.6,-11.8434,0,0,0,0
-9.59,-11.8334,0,0,0,0
-9.58,-11.8234,0,0,0,0
-9.57,-11.8134,0,0,0,0
-9.56,-11.8034,0,0,0,0
-9.55,-11.7934,0,0,0,0
-9.54,-11.7834,0,0,0,0
-9.53,-11.7734,0,0,0,0
-9.52,-11.7634,0,0,0,0
-9.51,-11.7534,0,0,0,0
-9.5,-11.7434,0,0,0,0
-9.49,-11.7334,0,0,0,0
-9.48,-11.7234,0,0,0,0
-9.47,-11.7134,0,0,0,0
-9.46,-11.7034,0,0,0,0
-9.45,-11.6934,0,0,0,0
-9.44,-11.6834,0,0,0,0
-9.43,-11.6734,0,0,0,0
-9.42,-11.6634,0,0,0,0
-9.41,-11.6534,0,0,0,0
-9.4,-11.6434,0,0,0,0
-9.39,-11.6334,0,0,0,0
-9.38,-11.6234,0,0,0,0
-9.37,-11.6134,0,0,0,0
-9.36,-11.6034,0,0,0,0
-9.35,-11.5934,0,0,0,0
-9.34,-11.5834,0,0,0,0
-9.33,-11.5734,0,0,0,0
-9.32,-11.5634,0,0,0,0
-9.31,-11.5534,0,0,0,0
-9.3,-11.5434,0,0,0,0
-9.29,-11.5334,0,0,0,0
-9.28,-11.5234,0,0,0,0
-9.27,-11.5134,0,0,0,0
-9.26,-11.5034,0,0,0,0
-9.25,-11.4934,1.124e-26,1.0854e-13,1.23e-28,1.65e-13
-9.24,-11.4834,3.22e-26,3.1128e-13,3.53e-28,4.71e-13
-9.23,-11.4734,8.99e-26,8.676e-13,9.88e-28,1.32e-12
