op,constraint,grad_LLI,grad_LAM_PE,grad_LAM_NE,norm,dot_ones,angle_ones_deg,dot_umin,angle_umin_deg
pristine,g₁ = U_full(x=0),0.3831246385971099,-0.14486832426956475,-0.33485748003898586,0.5290565678780461,-0.05577270902753196,83.94868221481849,0.029030138066121997,86.85451368874025
pristine,g₂ = U_full(x=1),0.9350778144705085,-0.6812185923472436,-0.02996728244095692,1.1572931036221545,0.12926407164496798,83.58695499192586,0.17300989961856597,81.40231940637594
22p 근방,g₁ = U_full(x=0),0.12131424253678524,-0.0663194915869969,-0.1583474052637257,0.21021256185201279,-0.05967068278961408,73.50935513384087,-0.0662949996611533,71.61677237093858
22p 근방,g₂ = U_full(x=1),-0.06470988350504303,-0.3268858979283973,-0.023499011041461237,0.3340568257162507,-0.2396550901745963,44.15909478008452,-0.22250837243606902,48.23481205911229
