LAM_NE_pct,LAM_PE_pct,LLI_pct,a_NE,a_PE,b_NE,b_PE,bounds,c_cell,gamma_Si,half_cell,obj,ref_a_NE,ref_a_PE,ref_b_NE,ref_b_PE,ref_bounds,ref_c_cell,ref_gamma_Si,ref_obj,ref_rmse_pocv,rmse_pocv,si,w_dqdv
15.56794549713498,8.05011740709311,16.0419874124246,1.3851971623504091,1.1244670518701885,-0.00707379539230519,-0.09950998929065448,-,63.72,0.20089503816576965,GITT,0.78582661779622,1.4,1.0435646403836512,-0.005384262411083255,0.0,"b_PE=ub,a_NE=ub",74.671,0.31393115035730185,0.7098111160600269,0.012117428921250305,0.011577784146502141,Wetjen,0.0
14.665666724699014,8.586818640503278,16.05115812810157,1.4,1.1119320347413622,-0.007342776826915638,-0.09270410363267138,a_NE=ub,63.72,0.2133858279263014,GITT,1.4235607617043438,1.4,1.0379901171905275,-0.005523110249993743,0.0,"b_PE=ub,a_NE=ub",74.671,0.3282125765727529,1.398000420183941,0.011585030696292933,0.011288725305348213,Wetjen,1.0
14.665666724699022,6.936515313118983,15.244482126885064,1.0,1.1427723811457566,-0.010784130723959335,-0.11562812684384416,"a_NE=lb,gamma_Si=lb",63.72,0.0,step_005C,0.6031577110363218,1.0,1.0478623227854282,-0.01246647336405503,-0.015312153619026903,"a_NE=lb,gamma_Si=lb",74.671,0.0,0.6787930865635929,0.025227782001423563,0.01609775224289068,Baggetto,0.0
14.683310289036239,5.784757597609967,15.303958346779792,1.0,1.1341684816626403,-0.16483632057967465,-0.10126807131509133,a_NE=lb,63.72,0.2958190646685847,step_005C,1.7905085889128,1.000206800854522,1.0272595891775431,-0.17950360043519317,0.0,b_PE=ub,74.671,0.3479610265873572,1.509402580162154,0.05170087895248024,0.05086250493889519,Baggetto,1.0
14.665666724699022,7.873839327461667,15.708997644052086,1.0,1.1303952751201976,-0.02025773571209941,-0.10594018575438775,"a_NE=lb,gamma_Si=lb",63.72,0.0,step_005C,0.6954537650058359,1.0,1.0470590159814015,-0.02305705646607369,-0.012472078421714853,"a_NE=lb,gamma_Si=lb",74.671,0.0,0.7634302840456857,0.029570459069062072,0.01839121335676553,Friedrich,0.0
14.665666724699022,5.516033457467953,5.1744118087890385,1.0,1.1474392688285335,-0.30111577364540654,-0.11788049055644882,"a_NE=lb,gamma_Si=ub",63.72,0.5,step_005C,1.7974720345357962,1.0,1.0363236066651034,-0.16116145891990236,0.0,"b_PE=ub,a_NE=lb,gamma_Si=ub",74.671,0.5,1.7734244937222945,0.05734745692731954,0.07215663408589237,Friedrich,1.0
4.20197697473411,9.193996007803678,15.411055397348273,1.1261201261123532,1.1397864927562589,0.008019120750495464,-0.10470479293273979,-,63.72,0.2016757382444523,step_005C,0.5690227171940833,1.003117884012605,1.0711067127665654,0.009280835342630583,-0.025712933481848235,-,74.671,0.2645604506217993,0.4091597925974143,0.012850738395127827,0.014368098533522018,Jiang,0.0
4.150064736068411,15.071564880902836,17.579598096530486,1.1232282668068168,1.128789680373276,0.007751082729128475,-0.09636006055566254,-,63.72,0.2113206316512945,step_005C,1.4835701173256797,1.0,1.1341845007224665,0.008631975229692654,-0.0646470001063972,a_NE=lb,74.671,0.29198265946158675,1.010935672626792,0.015032573314563407,0.014679942703068678,Jiang,1.0
5.39952813892768,9.361560014475863,15.26192545094064,1.1689969502058608,1.1650182809678915,-0.013368929653076544,-0.12250947855546589,-,63.72,0.20411994039704162,step_005C,0.5568724354367108,1.05449342253996,1.0968421155065116,-0.011280726048866234,-0.044815434990677964,-,74.671,0.2563314752010694,0.34341180912086133,0.005153795538956498,0.0100569829604206,Kunz,0.0
2.62159445959846,12.12957435281535,16.597903278154906,1.162083784344282,1.1629329235059571,-0.013261498750116825,-0.11999526779041664,-,63.72,0.20763690491368395,step_005C,1.4596004325129934,1.0183535497088714,1.129368669155377,-0.011774351661576518,-0.06047413844032898,-,74.671,0.29125369549885505,0.8650359332930747,0.004366605993474665,0.009804424831925522,Kunz,1.0
4.757454052530149,8.522652077612703,15.259421380880156,1.116110506660942,1.154255315032393,-0.00014432737019603965,-0.11542233519294974,-,63.72,0.23328823746920807,step_005C,0.5542527401950758,1.0,1.0767431498050282,0.0008197949604876069,-0.029666210467456315,a_NE=lb,74.671,0.2947112765015651,0.3988512694567268,0.014718547080487438,0.013122402236380665,Li,0.0
4.706976532134485,13.612041844172795,17.173326649557442,1.1167020331715296,1.1396672072116747,-0.00025518579350259914,-0.10567300179727969,-,63.72,0.2327438084961754,step_005C,1.480742324423645,1.0,1.125767333309434,0.0007814865236684074,-0.05942352647267667,a_NE=lb,74.671,0.29918911563871364,0.9569954362865315,0.015103063224946308,0.013849602574963224,Li,1.0
6.14018019150089,8.817695693188094,15.134077372472849,1.0999068745951723,1.1635100939297673,-0.0027409518949304944,-0.12096795399240777,-,63.72,0.19318422914990763,step_005C,0.5509965449382115,1.0,1.0888884513216026,-0.001308838501991044,-0.03914484187057776,a_NE=lb,74.671,0.2359028640708899,0.34505604262934175,0.006066636262856843,0.00950218275896395,Lu,0.0
5.256956364708733,14.04150785382891,17.96976043790587,1.1102570325315184,1.1539167040123384,-0.002902804476673191,-0.11416578646457229,-,63.72,0.18704603510887624,step_005C,1.4813747612514592,1.0,1.1455379234047194,-0.001535134337324237,-0.062422315760288394,a_NE=lb,74.671,0.2385688122710764,1.1013120327125425,0.010366466601244366,0.00983149322301538,Lu,1.0
6.017032936061917,8.631694845011204,15.294252994248788,1.1676563138281673,1.127819540795832,-0.0023941528727590205,-0.09605677799256439,-,63.72,0.2860788321819735,step_005C,0.5805975948568625,1.060204589704375,1.0533382271391902,-0.0013159293027561047,-0.0128229463911852,-,74.671,0.3081393085028863,0.46608247162563377,0.017232714358571235,0.017569966981200516,Sethuraman,0.0
3.2842816299700774,15.81770147070982,17.308769314220765,1.1710685806449368,1.118809681525618,-0.002487610938199172,-0.08990106170952594,-,63.72,0.2863481768517161,step_005C,1.4577958722572724,1.033258690864003,1.134120591892865,-0.0006994836358408273,-0.07045679342300142,-,74.671,0.36075896769623184,1.0375576768522856,0.02351575050795081,0.018009392240925765,Sethuraman,1.0
14.665666724699014,8.053316486918165,14.85777237912502,1.4,1.1146424296027992,-0.0049593192942316185,-0.0833881152976753,a_NE=ub,63.72,0.19576261656976734,step_005C,0.7964834532883012,1.4,1.0344828648113615,-0.004552519373703192,-0.0004837509377066476,a_NE=ub,74.671,0.32348230850088966,0.7066571069172217,0.014390704548259182,0.018932068928252,Wetjen,0.0
14.665666724699014,8.114628574344925,14.662948085302208,1.4,1.1104740782840572,-0.005032730927091138,-0.07978956878547182,a_NE=ub,63.72,0.18651921464665097,step_005C,1.6848565524474202,1.4,1.03130197570727,-0.004522940568619221,-0.00014067138533572514,a_NE=ub,74.671,0.34053254248101356,1.429830974770916,0.014362213977135182,0.018686518853251625,Wetjen,1.0
