LAM_NE_pct,LAM_PE_pct,LLI_pct,a_NE,a_PE,b_NE,b_PE,bounds,c_cell,gamma_Si,half_cell,obj,ref_a_NE,ref_a_PE,ref_b_NE,ref_b_PE,ref_bounds,ref_c_cell,ref_gamma_Si,ref_obj,ref_rmse_pocv,rmse_pocv,si,w_dqdv
14.665666724699022,7.994928593722392,16.74326107327185,1.0,1.121705234554251,-0.019657116706444797,-0.10757924551700726,"a_NE=lb,gamma_Si=lb",63.72,0.0,GITT,0.6468245584306941,1.0,1.0403770885565666,-0.019203111402322566,0.0,"b_PE=ub,a_NE=lb,gamma_Si=lb",74.671,0.0,0.7023529529139898,0.030046105928111567,0.021681545700898964,Baggetto,0.0
14.665666724699022,8.78265854734814,15.678618834042673,1.0,1.1149256128549476,-0.1729405258207233,-0.09238122355006369,a_NE=lb,63.72,0.3099698923978624,GITT,1.7427490476430605,1.0,1.0430191486551745,-0.1668271176451915,0.0,"b_PE=ub,a_NE=lb",74.671,0.3100689034995486,1.495060583138541,0.04891199485875532,0.0446816410290414,Baggetto,1.0
14.665666724699022,9.973987657691643,17.113438711877333,1.0,1.1012558234205936,-0.03474201195349999,-0.08965749121291715,"a_NE=lb,gamma_Si=lb",63.72,0.0,GITT,0.7390227982056561,1.0,1.0438642011579442,-0.03337623758658983,0.0,"b_PE=ub,a_NE=lb,gamma_Si=lb",74.671,0.0,0.780185543473725,0.03532055102938388,0.027867389538147835,Friedrich,0.0
14.665666724699022,15.191785659323836,-4.153319132742449,1.0,1.0406696592560838,-0.5,-0.03686635702749389,"a_NE=lb,b_NE=lb",63.72,0.49997676086912834,GITT,1.8935129773107642,1.0,1.0471255906382113,-0.18496238544752716,0.0,"b_PE=ub,a_NE=lb,gamma_Si=ub",74.671,0.5,1.7754071482773925,0.05615676993849349,0.0695098389313944,Friedrich,1.0
6.413699378816438,7.8729378054570445,16.2831849053377,1.1018528900409739,1.1549777330450763,0.006401417876215528,-0.12432460807922399,-,63.72,0.20178136710972625,GITT,0.5218867668587062,1.0046970669318984,1.0698187096110203,0.007876239984353167,-0.017900882142101858,-,74.671,0.2705318195000009,0.39665141920865876,0.010819932141795375,0.008385567198371793,Jiang,0.0
3.803329310890296,13.05295139473974,18.27729686949873,1.1272915249570796,1.1372939378623643,0.006021110926034027,-0.1141721614048838,-,63.72,0.19165021041557354,GITT,1.205026349460492,1.0,1.1161991290369682,0.007494941197950402,-0.046654061714432926,a_NE=lb,74.671,0.3078286909785839,0.8773355394265017,0.012482644154513098,0.008734054729887676,Jiang,1.0
6.923880231305134,8.135306297098992,16.252285355870857,1.155344738771809,1.1778515688247246,-0.014941979967019117,-0.14070634355117181,-,63.72,0.1936178620361801,GITT,0.5399033327881371,1.059246702926898,1.094121955579449,-0.013638532976002057,-0.035741262858614314,-,74.671,0.26079168961561416,0.3729463429776456,0.008375296347596073,0.006975394203008028,Kunz,0.0
2.6631510071231057,12.626885809083662,18.010241678988827,1.1691375430748445,1.1512424328351183,-0.015839609959293687,-0.1240190614115991,-,63.72,0.19453891609938329,GITT,1.2448675082073564,1.0249722872446418,1.1243791222727617,-0.013800297357683141,-0.052567193138004516,-,74.671,0.2941818304562486,0.7695134677650965,0.006292122641537934,0.00885935093320492,Kunz,1.0
7.9637926923530316,7.415655457060715,16.1960563194937,1.079916533115854,1.1674963344910079,-0.0007110382616167266,-0.1334579745189002,-,63.72,0.23972077400690764,GITT,0.5116393966217209,1.0012793882126771,1.0760730855413911,0.00029934138984327496,-0.022128221908264453,-,74.671,0.29529879364528394,0.38024764616501044,0.011745543330200071,0.008283455305934257,Li,0.0
4.789874795317196,12.887919075987334,18.20638678825377,1.1157305805334072,1.143518033726074,-0.0011617173609648674,-0.11895048212956424,-,63.72,0.21795632954554253,GITT,1.2050651560820904,1.0,1.1201815863108273,0.00028676230279589684,-0.04976330822755508,a_NE=lb,74.671,0.30594286434549833,0.8164797197587454,0.012258066903197916,0.008614651404186241,Li,1.0
8.276855583287992,7.616212505421774,16.097329451823775,1.0748680032549125,1.181720972541814,-0.0037837286182239305,-0.14357962790148943,-,63.72,0.19311677111265957,GITT,0.5147751100252667,1.0,1.0915483554429297,-0.002194726042086281,-0.03403925002848528,a_NE=lb,74.671,0.2369666000272705,0.3545936876208659,0.0070105587359299715,0.006194896006491065,Lu,0.0
4.892971276429209,11.757396856922743,17.71129958551469,1.1145224328025354,1.1504309354414475,-0.0048814061865229295,-0.12371343098003493,-,63.72,0.17059582113029845,GITT,1.2153122763765407,1.0,1.1125154217855642,-0.0024693780118349587,-0.04520480808213004,a_NE=lb,74.671,0.2438816504199246,0.9191548725200263,0.007238438840098204,0.007471252657995798,Lu,1.0
8.20306102732452,6.680410251891192,15.979031442956021,1.1452431728188759,1.1429136696818059,-0.003189133523535497,-0.11512215800515432,-,63.72,0.26240819840335344,GITT,0.5423618467290017,1.0646167909768671,1.0451157817643641,-0.0019805263217186533,0.0,b_PE=ub,74.671,0.3083715355021987,0.43690091083808014,0.01349842511853812,0.010445081952118419,Sethuraman,0.0
3.6791287289867207,9.507180924470344,16.864855449664155,1.1758363432057062,1.1290883283743627,-0.003662298248854768,-0.10649084198870201,-,63.72,0.23869291830558684,GITT,1.2219495184289362,1.0417182596491203,1.064725363791927,-0.0016431422587604263,-0.012960889299432617,-,74.671,0.35364435001393163,0.9425136017064157,0.014655541644762559,0.010251934737341359,Sethuraman,1.0
