gamma_Si,obj,obj_ratio_to_best,rmse_pocv,a_PE,b_PE,a_NE,b_NE,bounds,LAM_PE_pct,LAM_NE_pct,LLI_pct
0.0,0.733683671694674,1.98813639544362,0.015640345668569082,1.020239899355093,0.0,1.2140949975681394,-0.0021450141434118464,"b_PE=ub,gamma_Si=lb",11.664186445037616,-12.972742567852139,9.594222632863204
0.025,0.7039523430103892,1.9075704254996653,0.01380918025984627,1.0201937747262455,0.0,1.1967551548982023,-0.0020618704088525602,b_PE=ub,11.668180071062965,-11.359253025401467,9.605653363822206
0.05,0.6768897251310084,1.8342361294839145,0.012359576402956924,1.0235568190372348,-0.0025897334982197453,1.1809858666927522,-0.0017732918767343724,-,11.37699634513692,-9.891905132130367,9.562790252220465
0.07500000000000001,0.6501489672455271,1.7617740098471617,0.011174535526381956,1.029681554456061,-0.007047423238881619,1.1660704339266672,-0.0014485774159485678,-,10.846696083038864,-8.504009333575738,9.444092787509256
0.1,0.6240068593808892,1.6909341123484904,0.010184823117800973,1.0346814541689646,-0.01081256074303187,1.149479359300258,-0.0012056472325728935,-,10.41378789241452,-6.960193399527986,9.356388690854429
0.125,0.6008274582336787,1.628122559054805,0.009389478130740281,1.0415930404546103,-0.01593468365775461,1.1355770833184995,-0.0009567759373531701,-,9.815359426831321,-5.666572843689814,9.22015973992732
0.15000000000000002,0.5793426659505193,1.5699030577429762,0.008857073216097895,1.0479368631923434,-0.02063552039080533,1.1198614263018198,-0.0007219450057670186,-,9.266089845294328,-4.204215385676844,9.095641711192817
0.17500000000000002,0.5589949413120608,1.5147647829266067,0.00844549144307147,1.053233092481165,-0.024612837523595246,1.107356865957674,-0.0005383658181273427,-,8.807524439944642,-3.0406536549119743,8.995248348357677
0.2,0.5321042176710964,1.441896286007588,0.007739639557933951,1.0620484302031428,-0.030627127331694003,1.12608717649297,-0.00042719742244143934,-,8.044262750292162,-4.783527610045931,8.757392091232322
0.225,0.49545755398285474,1.3425911376704505,0.008068267705184205,1.0687733249255738,-0.03521301784663889,1.1203154191339797,-7.746874005843702e-05,-,7.4619986702920365,-4.2464598685698425,8.599172967852073
0.25,0.43497150299727755,1.1786860052264931,0.008599603711322984,1.0718493442226065,-0.03751279800983608,1.1021945298034777,6.91032441401609e-05,-,7.195666538716003,-2.5602931604161543,8.54349379321451
0.275,0.3911843099002599,1.060031446580779,0.009184369186645657,1.0723724945018842,-0.03811622665966062,1.0806062983430007,2.277097190124585e-05,-,7.150370422027456,-0.5514868312863858,8.54649552315554
0.30000000000000004,0.37270694111251634,1.0099614630222045,0.009824845671047817,1.0737267897519547,-0.039335398468093905,1.0502388645238412,1.2739267179641954e-05,-,7.033110968849619,2.274232976611646,8.533659981793235
0.325,0.37168631195672086,1.0071957616045883,0.010931115229384222,1.076720724167716,-0.041080394719480724,1.0201349804084328,-4.496544666064078e-07,-,6.7738860233111735,5.075429223424798,8.422054676549276
0.35000000000000003,0.4008084245291686,1.0861108774115875,0.01271141144936443,1.0812587461061496,-0.044054492323380545,1.004195954962067,-0.0001180282559971172,-,6.380968769128905,6.558571335155354,8.273365491025373
0.375,0.45602056019650794,1.2357247513810892,0.014456392478843064,1.0836558134937944,-0.04568616934820581,1.0,-0.0004999946455107172,a_NE=lb,6.173422585170078,6.94900910213849,8.171908908731764
0.4,0.5169421482607555,1.4008101024275261,0.015398850340934026,1.0866938248877918,-0.04763873164580129,1.0,-0.00045050528151561656,a_NE=lb,5.910381306106567,6.94900910213849,8.08030275952833
0.42500000000000004,0.5671450490378187,1.5368499490840302,0.03962496618486422,1.0394793537529272,-0.013275281470575532,1.0468892192857309,-0.03623079353810591,-,9.998369554656653,2.5859207851741157,6.052751093740951
0.45,0.5809764490240692,1.5743302839660727,0.04139438878351415,1.034476927317303,-0.009245814670006614,1.0564297446471727,-0.046904449462791965,-,10.431496517461229,1.6981654466057796,5.19495382239278
0.47500000000000003,0.5930162780944781,1.6069558190478477,0.04270415698192561,1.031846637224619,-0.007096976248819419,1.061567834396799,-0.05657489968288472,-,10.659235910293905,1.2200611040809144,4.382404120178764
0.5,0.6049982028021454,1.639424444857326,0.04386719074832933,1.0295738876619729,-0.00520753237549383,1.0653267130295785,-0.06576978626294178,gamma_Si=ub,10.856018237421013,0.8702937226359666,3.6032280879987644
