gamma_Si,obj,obj_ratio_to_best,rmse_pocv,a_PE,b_PE,a_NE,b_NE,bounds,LAM_PE_pct,LAM_NE_pct,LLI_pct
0.0,0.7264865565160045,1.940212444456653,0.014096137308358533,1.029588708461697,0.0,1.181131800927799,-0.002664024728762327,"b_PE=ub,gamma_Si=lb",8.21514025914067,-13.159790101642715,6.018891692885623
0.025,0.6988292915020876,1.8663487655236555,0.012343521456528657,1.0294200676788032,0.0,1.1656256922841848,-0.0025738398264481756,b_PE=ub,8.230174097873837,-11.674208223289838,6.042456391696355
0.05,0.6729089250107314,1.7971237851295432,0.010968096046943715,1.0291996319465107,0.0,1.1486227392341766,-0.0022987862087607996,b_PE=ub,8.24982530675371,-10.045219318973118,6.087568055505222
0.07500000000000001,0.6457141814144957,1.7244953524682953,0.009943727190322445,1.0356801292208848,-0.004846439558228887,1.1343635354843087,-0.0018943064117392155,-,7.672107691466191,-8.679098703065456,5.975621540980609
0.1,0.6156832121302966,1.6442922712113957,0.009098258423914754,1.0428988495593843,-0.010186546151322912,1.1209574563781872,-0.0015358807540945666,-,7.028579622119356,-7.39471274669457,5.837216519875491
0.125,0.5863234059669713,1.5658816512570481,0.007861394078568196,1.0575404094248833,-0.021810735217506323,1.1513500865621493,-0.0013827584114157168,-,5.723326847300082,-10.306516196193115,5.576441967514023
0.15000000000000002,0.5554256759358309,1.483363730210618,0.007411567533115282,1.0644433278536953,-0.026690863214086438,1.1378690378659815,-0.0011175627967421086,-,5.107951606114949,-9.014947685710165,5.416422329301547
0.17500000000000002,0.5246413185738392,1.4011485911793133,0.0072163360279201205,1.0697055995807092,-0.03051130249623784,1.1250400885868066,-0.0008898492749173212,-,4.638835279942425,-7.785854364782133,5.305883273956946
0.2,0.4948899712982256,1.3216922905695367,0.007331245896944527,1.0740977392408535,-0.033565842640690464,1.1094813525832359,-0.0007117920842296595,-,4.247288714449377,-6.29523045724875,5.200313126909673
0.225,0.46447334553147906,1.240459244614718,0.007752372121734495,1.0793037296060306,-0.03714659894340851,1.0974030785805589,-0.0004732196492855756,-,3.783189709134944,-5.138056507771268,5.0740649781660885
0.25,0.4161322940238326,1.111355809909675,0.008483106306508515,1.083700736513081,-0.04000788934265652,1.085313872148818,-0.0002134662682544556,-,3.3912092426376015,-3.9798351634330564,4.95789533776965
0.275,0.379718878729748,1.0141072636494872,0.008913617864049922,1.0839937067475962,-0.040105222045783866,1.0609499322364366,-0.0002973897412907893,-,3.3650917923759285,-1.6456178268340067,4.932442798686484
0.30000000000000004,0.37675970002663806,1.0062042470091255,0.009303407198425075,1.0852090768005256,-0.04044160176782999,1.0346685339156998,-0.00038587258424299035,-,3.2567450623423135,0.87230397936587,4.84435952391188
0.325,0.395723552158886,1.0568506100722976,0.010429646672136767,1.0880760691419615,-0.0414616799781373,1.0050022805335164,-0.0003718303119599343,-,3.001160975440286,3.714516002776834,4.67748631240016
0.35000000000000003,0.44519374421417357,1.1889696168101946,0.01227288250520849,1.0912775713734633,-0.04372475535724151,1.0,-0.0007838021604457584,a_NE=lb,2.715756297957493,4.193765663786375,4.554539709804846
0.375,0.5090141180663196,1.3594133537894924,0.013426090106395526,1.096360787459593,-0.04754295363164589,1.0,-0.0007988939428239195,a_NE=lb,2.2626022650281694,4.193765663786375,4.437992555663068
0.4,0.5494441888499184,1.467389097815354,0.0369544314847519,1.043312001872071,-0.00861676691747956,1.0384280632628113,-0.03192916736565532,-,6.991748286693955,0.5121176297426269,2.889534457667872
0.42500000000000004,0.5637222330218348,1.5055211716113317,0.038978574404006094,1.0395652573841345,-0.0057584011721664805,1.0462583668935583,-0.041988659606777834,-,7.3257597365901805,-0.2380742748284172,2.054553465817856
0.45,0.5762180001235121,1.5388933553307043,0.04041199649781343,1.037458973901307,-0.004128493688840154,1.0507366491843506,-0.051356489183279175,-,7.513528825797332,-0.6671216374037834,1.2450340189233016
0.47500000000000003,0.5883253311127687,1.5712281508528205,0.04166432446584717,1.0357645472425683,-0.0027257301343773556,1.052485490584474,-0.0600646175229491,-,7.664582068645998,-0.83467154640087,0.47875972831823804
0.5,0.6009093967427551,1.604836151604065,0.042840222406242565,1.0330540187337791,-0.0006115231964558132,1.0567792279406916,-0.0693590136279377,gamma_Si=ub,7.906217856760375,-1.246038353728803,-0.31315358764653217
